_EF_ZIP_CODE_REF_EZ.CITY_NAME,V_EF_ZIP_CODE_REF_EZ.COUNTY_NAME,V_EF_ZIP_CODE_REF_EZ.STATE_ABBR,V_EF_ZIP_CODE_REF_EZ.ZIP_CODE
BUFFALO,WHITE,IN,47925
BULL VALLEY,MCHENRY,IL,60050
BURDINE,LETCHER,KY,41517
BUREAU JUNCTION,BUREAU,IL,61315
BUREAU OF THE CENSUS,CLARK,IN,47134
BURLINGTON,COFFEY,KS,66839
BURLINGTON,KANE,IL,60109
BURNHAM,COOK,IL,60633
BURNSIDE,ASCENSION,LA,70738
BURR OAK,JEWELL,KS,66936
BURROWS,CARROLL,IN,46916
BUSHNELL,MCDONOUGH,IL,61422
BUSINESS REPLY,MARION,IN,46209
BUXTON,WILSON,KS,66736
CADE,SAINT MARTIN,LA,70519
CAHOKIA,SAINT CLAIR,IL,62206
CAINS STORE,PULASKI,KY,42544
CALHOUN,MCLEAN,KY,42327
CALVERT CITY,MARSHALL,KY,42029
CAMBRIDGE CITY,WAYNE,IN,47327
CAMP CLAIBORNE,RAPIDES,LA,71430
CAMP STAFFORD,RAPIDES,LA,71301
CAMPBELLS ISLAND,ROCK ISLAND,IL,61244
CAMPBELLSBURG,HENRY,KY,40011
CAMPTI,NATCHITOCHES,LA,71411
CANCER FUND OF AMERICA,SHAWNEE,KS,66642
CANDLEWICK LAKE,BOONE,IL,61065
CANEY,MONTGOMERY,KS,67333
CANNELTON,PERRY,IN,47520
CANNON,KNOX,KY,40923
CARBONDALE,JACKSON,IL,62901
CARBONDALE,OSAGE,KS,66414
CARLISLE,PLAQUEMINES,LA,70040
CARMEL,HAMILTON,IN,46032
CARP,OWEN,IN,47460
CARPENTERSVILLE,KANE,IL,60110
CARR CREEK,KNOTT,KY,41847
CARRIGAN,MARION,IL,62875
CARROLLTON,ORLEANS,LA,70118
CARTERSBURG,HENDRICKS,IN,46168
CASSODAY,BUTLER,KS,66842
CATHARINE,ELLIS,KS,67627
CAVE,FRANKLIN,IL,62890
CAYUGA,VERMILLION,IN,47928
CEDAR CREEK,DE KALB,IN,46738
CEDAR GROVE,CADDO,LA,71106
CEDAR GROVE,FRANKLIN,IN,47016
CEMENTVILLE,CLARK,IN,47129
CENTER,METCALFE,KY,42214
CENTERTON,MORGAN,IN,46151
CENTERVILLE,WAYNE,IN,47330
CENTRAL I L LIGHT CO,PEORIA,IL,61628
CERRO GORDO,PIATT,IL,61818
CHAMBERS,RAPIDES,LA,71346
CHANA,OGLE,IL,61015
CHAPMAN,DICKINSON,KS,67431
CHEBANSE,IROQUOIS,IL,60922
CHENEYVILLE,RAPIDES,LA,71325
CHESTNUTBURG,CLAY,KY,40962
CHICAGO,COOK,IL,60601
CHICAGO,COOK,IL,60605
CHICAGO,COOK,IL,60607
CHICAGO,COOK,IL,60613
CHICAGO,COOK,IL,60624
CHICAGO,COOK,IL,60626
CHICAGO,COOK,IL,60628
CHICAGO,COOK,IL,60630
CHICAGO,COOK,IL,60631
CHICAGO,COOK,IL,60641
CHICAGO,COOK,IL,60645
CHICAGO,COOK,IL,60654
CHICAGO,COOK,IL,60670
CHICAGO,COOK,IL,60679
CHICAGO,COOK,IL,60689
CHILI,MIAMI,IN,46926
CHIPOLA,SAINT HELENA,LA,70441
CHRISMAN,EDGAR,IL,61924
CISSNA PARK,IROQUOIS,IL,60924
CLARKSVILLE,CLARK,IL,62441
CLAY CITY,CLAY,IN,47841
CLAYPOOL,KOSCIUSKO,IN,46510
CLAYTON,ADAMS,IL,62324
CLAYTON,HENDRICKS,IN,46118
CLAYTON JUNCTION,CONCORDIA,LA,71326
CLEATON,MUHLENBERG,KY,42332
CLEBURNE,FRANKLIN,IL,62865
CLOUD CREST HILLS,BROWN,IN,47448
COAL BLUFF,PARKE,IN,47874
COFFEY SUBDIVISION,BROWN,IN,47448
COLCHESTER,MCDONOUGH,IL,62326
COLLETT,JAY,IN,47371
COLOMA,PARKE,IN,47872
COLUMBIA,MONROE,IL,62236
COLUMBIA CITY,WHITLEY,IN,46725
COLUMBUS,BARTHOLOMEW,IN,47203
CONCORD,LEWIS,KY,41179
CONFEDERATE,LYON,KY,42038
CONFIDENCE,FAYETTE,IL,62418
CONNERSVILLE,HARRISON,KY,41031
CONSTANTINE,BRECKINRIDGE,KY,40140
CONVERSE,SABINE,LA,71419
CORBIN,SUMNER,KS,67022
CORINTH,FRANKLIN,IL,62890
COTTAGEGROVE,SALINE,IL,62930
COTTONWOOD,CUMBERLAND,IL,62468
COTTONWOOD FALLS,CHASE,KS,66845
COUNTRYSIDE,COOK,IL,60525
COVINGTON,KENTON,KY,41011
COVINGTON,KENTON,KY,41019
COWAN,DELAWARE,IN,47302
CRAB ORCHARD,LINCOLN,KY,40419
CRAWFORDSVILLE,MONTGOMERY,IN,47935
CRAWFORDSVILLE,MONTGOMERY,IN,47938
CRESCENT CITY,IROQUOIS,IL,60928
CREVE COEUR,TAZEWELL,IL,61610
CREW LAKE,RICHLAND,LA,71269
CROSS PLAINS,RIPLEY,IN,47017
CROWLEY,ACADIA,LA,70526
CROWN,LETCHER,KY,41858
CULVER MILITARY ACADEMY,MARSHALL,IN,46511
CUNDIFF,ADAIR,KY,42728
CURRANVILLE,CRAWFORD,KS,66756
CUT OFF,LAFOURCHE,LA,70345
CYNTHIANA,HARRISON,KY,41031
CYNTHIANA,POSEY,IN,47612
DAGGETT,OWEN,IN,47427
DANVILLE,HARPER,KS,67036
DANVILLE,HENDRICKS,IN,46122
DARLINGTON,MONTGOMERY,IN,47940
DARMSTADT,VANDERBURGH,IN,47725
DAVIS,STEPHENSON,IL,61019
DAYSVILLE,OGLE,IL,61061
DE SOTO,JOHNSON,KS,66018
DEAN CHAPEL,OUACHITA,LA,71291
DECATUR,MACON,IL,62521
DECATUR,MACON,IL,62525
DECKER,KNOX,IN,47524
DEERFIELD,KEARNY,KS,67838
DEKALB,DE KALB,IL,60115
DELTA,MADISON,LA,71233
DENHAM SPRINGS,LIVINGSTON,LA,70727
DENSMORE,NORTON,KS,67645
DES ALLEMANDS,LAFOURCHE,LA,70030
DES ALLEMANDS,SAINT CHARLES,LA,70030
DESPL/RSMT BUS RPLY,COOK,IL,60019
DEVEREUX HEIGHTS,SANGAMON,IL,62707
DEVON,BOURBON,KS,66701
DEXTER,CALLOWAY,KY,42036
DEXTER,PERRY,IN,47525
DICK JOHNSON,CLAY,IN,47834
DILLONS #1,THOMAS,KS,67701
DILLONS #3,ELLIS,KS,67601
DIVERNON,SANGAMON,IL,62530
DIXON SPRINGS,JOHNSON,IL,62943
DOLTON,COOK,IL,60419
DORRANCE,RUSSELL,KS,67634
DOWNTOWN STATION JOLIET,WILL,IL,60432
DOWUS,CADDO,LA,71153
DRIVERS,JEFFERSON,IL,62898
DRIVERS LIC DIV,SANGAMON,IL,62723
DUBBERLY,WEBSTER,LA,71024
DUNCANVILLE,CRAWFORD,IL,62454
DUNREITH,HENRY,IN,47337
DUVALL,SHELBY,IL,62565
EAGLE STATION,CARROLL,KY,41083
EAST DUBUQUE,JO DAVIESS,IL,61025
EAST ELDORADO,SALINE,IL,62930
EAST POINT,JOHNSON,KY,41216
EAST SAINT LOUIS,SAINT CLAIR,IL,62206
EASTWOOD,JEFFERSON,KY,40018
EBARB,SABINE,LA,71462
EDELSTEIN,PEORIA,IL,61526
EDEN,RANDOLPH,IL,62286
EDGARD,ST JOHN THE BAPTIST,LA,70049
EDGEBROOK,COOK,IL,60646
EDGEWOOD,EFFINGHAM,IL,62426
EDGEWOOD,LAWRENCE,IN,47421
EDINBURGH,BARTHOLOMEW,IN,46124
EDWARDSPORT,KNOX,IN,47528
EDWARDSVILLE,WYANDOTTE,KS,66111
EL VISTA,PEORIA,IL,61604
ELBING,BUTLER,KS,67041
ELBURN,KANE,IL,60119
ELDRED,GREENE,IL,62027
ELEANOR,WARREN,IL,61453
ELGIN,KANE,IL,60123
ELI LILLY CO,MARION,IN,46285
ELIZA,MERCER,IL,61272
ELIZABETH,ALLEN,LA,70638
ELIZABETHTOWN,BARTHOLOMEW,IN,47232
ELIZABETHTOWN,HARDIN,KY,42701
ELIZABETHTOWN,HARDIN,KY,42702
ELIZAVILLE,FLEMING,KY,41037
ELK CITY,MONTGOMERY,KS,67344
ELK HORN,TAYLOR,KY,42733
ELLINWOOD,BARTON,KS,67526
ELLISTON,GREENE,IN,47424
ELMORE,DAVIESS,IN,47529
ELMROCK,FLOYD,KY,41640
ELMWOOD,PEORIA,IL,61529
EMMA,WHITE,IL,62834
EMMETT,POTTAWATOMIE,KS,66422
ENGLEWOOD,LAWRENCE,IN,47421
EOLA,AVOYELLES,LA,71322
ERIE,WHITESIDE,IL,61250
EUBANK,PULASKI,KY,42567
EUDORA,DOUGLAS,KS,66025
EUREKA,SPENCER,IN,47635
EVANS,VERNON,LA,70639
EVANSVILLE,VANDERBURGH,IN,47714
EVANSVILLE,VANDERBURGH,IN,47721
EVANSVILLE,VANDERBURGH,IN,47739
EVERGREEN PARK,COOK,IL,60805
FAIR OAKS,NEWTON,IN,47943
FAIRVIEW,CONCORDIA,LA,71373
FARINA,FAYETTE,IL,62838
FARMERS,ROWAN,KY,40319
FEDSCREEK,PIKE,KY,41524
FERRELLS CREEK,PIKE,KY,41513
FILLMORE,BOSSIER,LA,71037
FINNEY HEIGHTS,MARION,IL,62801
FISH LAKE,LAGRANGE,IN,46761
FISKBURG,PENDLETON,KY,41033
FLEMING NEON,LETCHER,KY,41840
FLEMINGSBURG,FLEMING,KY,41041
FLORENCE,BOONE,KY,41022
FLORENCE,MARION,KS,66851
FLORENCE,SWITZERLAND,IN,47020
FOGERTOWN,CLAY,KY,40962
FORDS BRANCH,PIKE,KY,41526
FOREST CITY,MASON,IL,61532
FORMOSO,JEWELL,KS,66942
FORT DEARBORN,COOK,IL,60610
FORT DODGE,FORD,KS,67801
FORT JESSUP,NATCHITOCHES,LA,71469
FORT THOMAS,CAMPBELL,KY,41075
FORT WAYNE,ALLEN,IN,46835
FORT WAYNE,ALLEN,IN,46851
FORT WAYNE,ALLEN,IN,46885
FOSTER,BRACKEN,KY,41043
FOSTER POND,MONROE,IL,62298
FOUR FORKS,DE SOTO,LA,71046
FOUR MILE,WAYNE,IL,62895
FOURMILE,BELL,KY,40939
FRANKFORT,FRANKLIN,KY,40602
FRANKFORT,FRANKLIN,KY,40603
FRANKFORT,FRANKLIN,KY,40619
FRANKLIN PARK,COOK,IL,60131
FREELANDVILLE,KNOX,IN,47535
FRISBY,WAYNE,KY,42633
FROZEN CREEK,BREATHITT,KY,41339
FT MITCHELL,KENTON,KY,41011
FT WAYNE,ALLEN,IN,46805
FT WAYNE,ALLEN,IN,46808
FT WAYNE,ALLEN,IN,46809
FT WAYNE,ALLEN,IN,46845
FULTS,MONROE,IL,62244
FULTZ,CARTER,KY,41143
FUNKHOUSER,EFFINGHAM,IL,62401
GAGE,BALLARD,KY,42056
GAINESVILLE,ALLEN,KY,42164
GALENA,FLOYD,IN,47119
GALESBURG,KNOX,IL,61401
GALT,WHITESIDE,IL,61037
GALVESTON,CASS,IN,46932
GARDEN CITY,FINNEY,KS,67846
GARDEN CITY,FINNEY,KS,67868
GARRETT,DE KALB,IN,46738
GARVIN RIDGE,CARTER,KY,41164
GARY,LAKE,IN,46405
GEM,THOMAS,KS,67734
GENESEO,RICE,KS,67444
GENEVA,ADAMS,IN,46740
GEORGETOWN,FLOYD,IN,47122
GEORGIA,LAWRENCE,IN,47446
GERTRUDE,BRACKEN,KY,41004
GILARK,WEBSTER,LA,71055
GILBERTSVILLE,MARSHALL,KY,42044
GILCHRIST,MERCER,IL,61486
GILMOUR,GREENE,IN,47438
GIMLET,CARTER,KY,41164
GLADE,PHILLIPS,KS,67639
GLASGOW,BARREN,KY,42141
GLENDALE HEIGHTS,DU PAGE,IL,60139
GLENN,RANDOLPH,IL,62280
GODLEY,GRUNDY,IL,60407
GOESSEL,MARION,KS,67053
GOLD HILL,GALLATIN,IL,62984
GOLDSMITH,TIPTON,IN,46045
GOLF,COOK,IL,60029
GOSHEN,ELKHART,IN,46526
GRABILL,ALLEN,IN,46741
GRACELAND,COOK,IL,60657
GRADYVILLE,ADAIR,KY,42742
GRAND PRAIRIE,JEFFERSON,IL,62898
GRANTS LICK,CAMPBELL,KY,41001
GRASSY CREEK,MORGAN,KY,41352
GRATZ,OWEN,KY,40359
GRAVEL SWITCH,MARION,KY,40328
GREEN ACRES,CONCORDIA,LA,71373
GREENBRIER,WARRICK,IN,47601
GREENFIELD,GREENE,IL,62044
GREENSBURG,GREEN,KY,42743
GREENSBURG,SAINT HELENA,LA,70441
GREENTOWN,HOWARD,IN,46936
GREENVILLE,BOND,IL,62246
GREENWOOD,MCHENRY,IL,60098
GREENWOOD,TERREBONNE,LA,70356
GRETHEL,FLOYD,KY,41631
GRIGG,RANDOLPH,IL,62278
GRIMSBY,JACKSON,IL,62940
GUBSER MILL,CAMPBELL,KY,41007
GUION,PARKE,IN,47872
GUNLOCK,MAGOFFIN,KY,41632
HAGEWOOD,NATCHITOCHES,LA,71457
HALLIDAYBORO,JACKSON,IL,62932
HALLOWELL,CHEROKEE,KS,66725
HAMILTON,DEKALB,IN,46742
HAMMOND,LAKE,IN,46322
HAMPSHIRE,KANE,IL,60140
HAPPY,PERRY,KY,41746
HARTLEY,PIKE,KY,41572
HATTON,FRANKLIN,KY,40601
HAZELWOOD,ALLEN,IN,46845
HEBRON,MCHENRY,IL,60034
HEIDRICK,KNOX,KY,40949
HEIGHTS CORNER,OWEN,IN,47460
HELM,MARION,IL,62849
HELMSBURG,BROWN,IN,47435
HENDERSON,SAINT MARTIN,LA,70517
HERALD,WHITE,IL,62845
HERINGTON,DICKINSON,KS,67449
HEROD,POPE,IL,62947
HERSCHER,KANKAKEE,IL,60941
HESSMER,AVOYELLES,LA,71341
HETTICK,MACOUPIN,IL,62649
HIATTVILLE,BOURBON,KS,66701
HICO,LINCOLN,LA,71235
HIGH MEADOWS,PEORIA,IL,61607
HIGHLAND HEIGHTS,CAMPBELL,KY,41076
HILLERMAN,PULASKI,IL,62941
HILLS AND DALES,DELAWARE,IN,47383
HILLSBORO,MARION,KS,67063
HIMYAR,KNOX,KY,40906
HINDMAN,KNOTT,KY,41822
HINDOSTAN FLS,MARTIN,IN,47581
HLLS & DLES,DELAWARE,IN,47383
HOBBIEVILLE,LAWRENCE,IN,47462
HOFFMAN EST,COOK,IL,60196
HOFFMAN ESTATES,COOK,IL,60192
HOGTOWN,CRAWFORD,IN,47140
HOLCOMB,FINNEY,KS,67851
HOLCOMB,OGLE,IL,61043
HOLDER,MCLEAN,IL,61736
HOLLIS,PEORIA,IL,61607
HOLLY BEACH,CAMERON,LA,70631
HOLYROOD,ELLSWORTH,KS,67450
HOMER,CLAIBORNE,LA,71040
HOMER,RUSH,IN,46146
HORD,CLAY,IL,62858
HORSE CAVE,HART,KY,42749
HORTON,OHIO,KY,42320
HOUMA,TERREBONNE,LA,70360
HOWARD,ELK,KS,67349
HOWE,LAGRANGE,IN,46746
HOXIE,SHERIDAN,KS,67740
HTS CRNR,OWEN,IN,47460
HUEYSVILLE,FLOYD,KY,41640
HUNT CITY,JASPER,IL,62480
HURST,WILLIAMSON,IL,62949
HYDE PARK,COOK,IL,60653
IMBS,SAINT CLAIR,IL,62240
INDIANAPOLIS,HAMILTON,IN,46280
INDIANAPOLIS,MARION,IN,46202
INDIANAPOLIS,MARION,IN,46208
INDIANAPOLIS,MARION,IN,46209
INDIANAPOLIS,MARION,IN,46216
INDIANAPOLIS,MARION,IN,46217
INDIANAPOLIS,MARION,IN,46226
INDIANAPOLIS,MARION,IN,46229
INDIANAPOLIS,MARION,IN,46247
INDIANAPOLIS,MARION,IN,46256
INDIANAPOLIS,MARION,IN,46285
INGALLS,MADISON,IN,46048
INGLE,PULASKI,KY,42544
INGLESIDE,LAKE,IL,60041
INMAN,MCPHERSON,KS,67546
INSKO,WOLFE,KY,41332
INTERNAL REVENUE SERVICE,MCLEAN,IL,61799
IRISHTOWN,CLINTON,IL,62253
IRVINGTON,WASHINGTON,IL,62848
ISLAND CITY,GREENE,IN,47441
IVYTON,MAGOFFIN,KY,41465
JACKSON,EAST FELICIANA,LA,70748
JACKSONBURG,WAYNE,IN,47327
JAMBOREE,PIKE,KY,41553
JAMESTOWN,BOND,IL,62275
JAMESTOWN,CLOUD,KS,66948
JASONVILLE,CLAY,IN,47438
JASONVILLE,GREENE,IN,47438
JASPER,DUBOIS,IN,47546
JEFFERSON,COOK,IL,60630
JEFFERSONVILLE,CLARK,IN,47129
JEFFERSONVILLE,CLARK,IN,47131
JEFFERSONVILLE,CLARK,IN,47132
JEFFERSONVILLE,WAYNE,IL,62842
JEREMIAH,LETCHER,KY,41826
JEWETT,CUMBERLAND,IL,62436
JIGGER,FRANKLIN,LA,71249
JOHNSBURG,DUBOIS,IN,47542
JOHNSON BOTTOM,PIKE,KY,41528
JOHNSONS BAYOU,CAMERON,LA,70631
JONICAN,PIKE,KY,41557
JUDSON,PARKE,IN,47856
JUNCTION CITY,CLAIBORNE,LA,71038
JUNCTION CITY,GEARY,KS,66442
JUNKS,CONCORDIA,LA,71326
KANGLEY,LA SALLE,IL,61364
KANSAS,EDGAR,IL,61933
KANSAS CITY,WYANDOTTE,KS,66109
KANSAS CITY,WYANDOTTE,KS,66110
KANSAS GAS ELEC,SEDGWICK,KS,67256
KANSAS LOTTERY,SHAWNEE,KS,66692
KARBERS RIDGE,HARDIN,IL,62955
KAUFMAN,MADISON,IL,62001
KELLERVILLE,ADAMS,IL,62324
KEMPS LANDING,CONCORDIA,LA,71354
KEMPTON,TIPTON,IN,46049
KENILWORTH,COOK,IL,60043
KENTON HILLS,KENTON,KY,41011
KENTONTOWN,ROBERTSON,KY,41064
KENTUCKY LOTTERY CORORATION,JEFFERSON,KY,40287
KENWOOD,VIGO,IN,47885
KERBY KNOB,JACKSON,KY,40447
KETTLE ISLAND,BELL,KY,40958
KEYESPORT,CLINTON,IL,62253
KILBOURNE,MASON,IL,62655
KILLONA,SAINT CHARLES,LA,70057
KINCAID,ANDERSON,KS,66039
KINGS CREEK,LETCHER,KY,41858
KINGSLAND,WELLS,IN,46777
KINGSWOOD TERRA,VIGO,IN,47802
KINSLEY,EDWARDS,KS,67547
KNIFLEY,ADAIR,KY,42753
KNIGHTSTOWN,HENRY,IN,46148
KOLIN,RAPIDES,LA,71360
KOUTS,PORTER,IN,46347
KROTZ SPRINGS,SAINT LANDRY,LA,70750
KY DEPT OF REVENUE,FRANKLIN,KY,40618
LA CROSSE,RUSH,KS,67553
LABADIEVILLE,ASSUMPTION,LA,70372
LACONIA,HARRISON,IN,47135
LADD,BUREAU,IL,61329
LAFAYETTE,LAFAYETTE,LA,70505
LAFAYETTE,TIPPECANOE,IN,47905
LAFAYETTE,TIPPECANOE,IN,47909
LAKE CHARLES,CALCASIEU,LA,70629
LAKE CHARLES,CAMERON,LA,70607
LAKE CITY,BARBER,KS,67071
LAKE CITY,LIVINGSTON,KY,42045
LAKE MOHEE,BLACKFORD,IN,47348
LAKE OF THE WOODS,PEORIA,IL,61525
LAKEWOOD,MCHENRY,IL,60014
LAMBRIC,BREATHITT,KY,41339
LANARK,CARROLL,IL,61046
LANDESS,GRANT,IN,46991
LANSING,COOK,IL,60438
LAOTTO,NOBLE,IN,46763
LAPAZ,MARSHALL,IN,46537
LAPLACE,ST JOHN THE BAPTIST,LA,70068
LARKINSBURG,EFFINGHAM,IL,62426
LARKSLANE,KNOTT,KY,41817
LAROSE,LAFOURCHE,LA,70374
LARWILL,WHITLEY,IN,46764
LAUD,WHITLEY,IN,46725
LAUREL FORK,BELL,KY,40940
LAURENCE,DOUGLAS,KS,66045
LAURENCE,DOUGLAS,KS,66049
LAWTELL,SAINT LANDRY,LA,70550
LE MOYEN,SAINT LANDRY,LA,71356
LEES LICK,HARRISON,KY,41031
LEITCHFIELD,GRAYSON,KY,42726
LEITERS FORD,FULTON,IN,46945
LELAND,CATAHOULA,LA,71368
LELAND,LA SALLE,IL,60531
LENEXA,JOHNSON,KS,66210
LENEXA,JOHNSON,KS,66214
LEVEE HEIGHTS,CONCORDIA,LA,71334
LEVENS ADDITION,CONCORDIA,LA,71334
LEXINGTON,FAYETTE,KY,40504
LEXINGTON,FAYETTE,KY,40533
LEXINGTON,FAYETTE,KY,40536
LEXINGTON,FAYETTE,KY,40582
LEXINGTON,FAYETTE,KY,40584
LEXINGTON,FAYETTE,KY,40588
LEXINGTON,FAYETTE,KY,40591
LEXINGTON,MCLEAN,IL,61753
LIBERTY CENTER,WELLS,IN,46766
LIBERTYVILLE,VIGO,IN,47885
LICKBURG,MAGOFFIN,KY,41465
LIGGETT,VIGO,IN,47885
LILLY DALE,PERRY,IN,47586
LIMESTONE,CARTER,KY,41164
LINCOLN CITY,SPENCER,IN,47552
LISBON,KENDALL,IL,60541
LISMORE,CATAHOULA,LA,71343
LITTLE,PIKE,IN,47567
LITTLE ROCK,KENDALL,IL,60545
LITTLE SANDY,ELLIOTT,KY,41171
LIVINGSTON,ROCKCASTLE,KY,40445
LOCKPORT,WILL,IL,60446
LOCUST RIDGE,TENSAS,LA,71366
LODA,IROQUOIS,IL,60948
LOGVILLE,MAGOFFIN,KY,41465
LOMBARD,DU PAGE,IL,60148
LONE TREE,BUREAU,IL,61368
LONG ISLAND,PHILLIPS,KS,67647
LONGLEAF,RAPIDES,LA,71448
LOON LAKE,WHITLEY,IN,46725
LORENZO,WILL,IL,60481
LORRAINE,ELLSWORTH,KS,67459
LOUISIANA TECH,LINCOLN,LA,71272
LOUISVILLE,CLAY,IL,62858
LOUISVILLE,JEFFERSON,KY,40201
LOUISVILLE,JEFFERSON,KY,40203
LOUISVILLE,JEFFERSON,KY,40207
LOUISVILLE,JEFFERSON,KY,40208
LOUISVILLE,JEFFERSON,KY,40220
LOUISVILLE,JEFFERSON,KY,40223
LOUISVILLE,JEFFERSON,KY,40228
LOUISVILLE,JEFFERSON,KY,40252
LOUISVILLE,JEFFERSON,KY,40256
LOUISVILLE,JEFFERSON,KY,40257
LOUISVILLE,JEFFERSON,KY,40280
LOUISVILLE,JEFFERSON,KY,40282
LOUISVILLE,JEFFERSON,KY,40289
LOUISVILLE,JEFFERSON,KY,40294
LOUISVILLE,JEFFERSON,KY,40298
LOUISVL,POTTAWATOMIE,KS,66547
LOVES PARK,WINNEBAGO,IL,61111
LOYALL,HARLAN,KY,40854
LUCAS,BARREN,KY,42156
LUCAS,RUSSELL,KS,67648
LUTHER,WHITLEY,IN,46787
LYDIA,IBERIA,LA,70569
LYNDON,WHITESIDE,IL,61261
LYONSVILLE,FAYETTE,IN,47331
MACON,MACON,IL,62544
MACY,MIAMI,IN,46951
MADISON PARK,CADDO,LA,71105
MALONE,MORGAN,KY,41451
MALTERSVILLE,DUBOIS,IN,47542
MANCHESTER,CLAY,KY,40962
MANDEVILLE,SAINT TAMMANY,LA,70448
MANSFIELD,PIATT,IL,61854
MANTENO,KANKAKEE,IL,60950
MARBLEHEAD,ADAMS,IL,62301
MARENGO,CRAWFORD,IN,47140
MARION HEIGHTS,VIGO,IN,47885
MARQUETTE,MCPHERSON,KS,67464
MARQUETTE HEIGHTS,TAZEWELL,IL,61554
MARSEILLES,LA SALLE,IL,61341
MARSHALL,PARKE,IN,47859
MASCOUTAH,SAINT CLAIR,IL,62258
MASON,EFFINGHAM,IL,62443
MASONIC HOME,JEFFERSON,KY,40041
MATERIAL DISTRIBUTION CTR,SHAWNEE,KS,66624
MAYETTA,JACKSON,KS,66509
MAYFLOWER,TENSAS,LA,71366
MAYSLICK,MASON,KY,41055
MAYTOWN,LEE,IL,61310
MAZON,GRUNDY,IL,60444
MC CARR,PIKE,KY,41544
MC QUADY,BRECKINRIDGE,KY,40153
MCANDREWS,PIKE,KY,41543
MCCOMBS,PIKE,KY,41501
MCCORDSVILLE,HANCOCK,IN,46055
MCCULLOM LAKE,MCHENRY,IL,60050
MCCUNE,CRAWFORD,KS,66753
MCDONALD,RAWLINS,KS,67745
MCDOWELL,LIVINGSTON,IL,61764
MCNABB,PUTNAM,IL,61335
MEDORA,JERSEY,IL,62063
MEDORA,RENO,KS,67502
MEERSMAN,ROCK ISLAND,IL,61244
MELBER,GRAVES,KY,42069
MELLOTT,FOUNTAIN,IN,47958
MELROSE,NATCHITOCHES,LA,71452
MELROSE PARK,COOK,IL,60165
MENLO,THOMAS,KS,67753
MENTONE,KOSCIUSKO,IN,46539
MENTOR,DUBOIS,IN,47513
MERRIAM,JOHNSON,KS,66202
MERRIAM,NOBLE,IN,46701
METAIRIE,JEFFERSON,LA,70005
METAMORA,FRANKLIN,IN,47030
METCALF,EDGAR,IL,61940
MICHIANA SHORES,LA PORTE,IN,46360
MIDDLESBORO,BELL,KY,40965
MIDLAND CITY,DEWITT,IL,61727
MIDWAY,TAZEWELL,IL,61554
MILFORD,ELKHART,IN,46542
MILLERTON,CLAIBORNE,LA,71038
MILLTOWN,ADAIR,KY,42728
MILLVILLE,HENRY,IN,47362
MILTON,WAYNE,IN,47357
MINDEN,WEBSTER,LA,71058
MINNEAPOLIS,OTTAWA,KS,67467
MISSION,JOHNSON,KS,66222
MISTLETOE,OWSLEY,KY,41351
MITCHELLSBURG,BOYLE,KY,40452
MITCHELLSVILLE,SALINE,IL,62917
MIZE,MORGAN,KY,41352
MOBET MEADOWS,ROCK ISLAND,IL,61275
MODESTE,ASCENSION,LA,70346
MONFORD,BUTLER,KY,42252
MONICA,PEORIA,IL,61559
MONROE CITY,KNOX,IN,47557
MONTECELLO,TENSAS,LA,71375
MONTEREY,FULTON,IL,61520
MONTICELLO,PIATT,IL,61856
MONTPELIER,BLACKFORD,IN,47359
MOOLEYVILLE,BRECKINRIDGE,KY,40143
MORA,RAPIDES,LA,71455
MORELAND,RAPIDES,LA,71301
MORGANFLD,UNION,KY,42437
MORGANTOWN,BROWN,IN,46160
MORGANVILLE,CLAY,KS,67468
MORRIS,GRUNDY,IL,60450
MOUNT AUBURN,WAYNE,IN,47327
MOUNT AYR,NEWTON,IN,47964
MOUNT CARMEL,FLEMING,KY,41041
MOUNT CARMEL,FRANKLIN,IN,47012
MOUNT CARMEL,WABASH,IL,62863
MOUNT CARROLL,CARROLL,IL,61053
MOUNT HERMON,WASHINGTON,LA,70450
MOUNT SINAI,CLAIBORNE,LA,71038
MOUNT SUMMIT,HENRY,IN,47361
MOUNT UNION,UNION,LA,71277
MOUNT WASHINGTON,BULLITT,KY,40047
MOWEAQUA,CHRISTIAN,IL,62550
MT AUBURN,CHRISTIAN,IL,62547
MT PISGAH,LAGRANGE,IN,46761
MUNCIE,VERMILION,IL,61857
MUNFORDVILLE,HART,KY,42765
MUNSTER,LAKE,IN,46321
MURRAYVILLE,MORGAN,IL,62668
MYRTLE GROVE,PLAQUEMINES,LA,70083
N HENDERSON,MERCER,IL,61466
NAPERVILLE,DU PAGE,IL,60567
NAPFOR,PERRY,KY,41754
NAPLATE,LA SALLE,IL,61350
NAPOLEON,RIPLEY,IN,47034
NATCH,NATCHITOCHES,LA,71458
NATOMA,OSBORNE,KS,67651
NAVAL SUPP ACT EAST BANK,ORLEANS,LA,70146
NAVAL SUPPORT ACT WESTBANK,ORLEANS,LA,70142
NEBO,HOPKINS,KY,42441
NEBO,LA SALLE,LA,71342
NEOSHO RAPIDS,LYON,KS,66864
NEW ALBANY,FLOYD,IN,47150
NEW AUGUSTA,MARION,IN,46268
NEW BOSTON,MERCER,IL,61272
NEW BURLINGTN,DELAWARE,IN,47302
NEW CASTLE,HENRY,IN,47362
NEW CITY,SANGAMON,IL,62563
NEW HANOVER,MONROE,IL,62298
NEW HAVEN,ALLEN,IN,46774
NEW LANCASTER,MADISON,IN,46036
