carrier,quart,origincty,origin,destcty,destination,passengers,marketshare,avgfare,minincrement,maxincrement,minshare,maxshare,pax3xmin
WN,20081,20570,"Columbus, Ohio,",62860,"Nashville, Tennessee,",15810,88,116,75,200,17,8,1
AA,20081,20570,"Columbus, Ohio,",63760,"New York, New York,",17050,24,166,75,225,9,10,17
CO,20081,20570,"Columbus, Ohio,",63760,"New York, New York,",13200,19,229,125,325,10,37,3
DL,20081,20570,"Columbus, Ohio,",63760,"New York, New York,",17970,26,166,75,225,8,6,18
US,20081,20570,"Columbus, Ohio,",63760,"New York, New York,",17770,25,179,75,250,5,6,19
DL,20081,20570,"Columbus, Ohio,",66600,"Orlando, Florida,",7240,12,187,100,250,6,6,10
WN,20081,20570,"Columbus, Ohio,",66600,"Orlando, Florida,",45310,76,142,100,225,25,12,0
US,20081,20570,"Columbus, Ohio,",69880,"Philadelphia, Pennsylvania,",29420,53,122,75,175,20,8,7
WN,20081,20570,"Columbus, Ohio,",69880,"Philadelphia, Pennsylvania,",24620,44,90,75,150,47,25,0
US,20081,20570,"Columbus, Ohio,",69980,"Phoenix, Arizona,",22960,48,198,125,225,12,8,6
WN,20081,20570,"Columbus, Ohio,",69980,"Phoenix, Arizona,",16190,34,174,100,225,5,7,9
AA,20081,20570,"Columbus, Ohio,",78460,"St. Louis, Missouri,",10820,45,103,75,125,38,19,4
WN,20081,20570,"Columbus, Ohio,",78460,"St. Louis, Missouri,",12670,53,96,75,150,31,11,0
WN,20081,20570,"Columbus, Ohio,",87870,"Tampa, Florida,",38780,82,144,100,225,26,14,0
AA,20081,21560,"Corpus Christi, Texas,",23210,"Dallas/Ft.Worth, Texas,",10790,34,145,100,175,29,12,6
WN,20081,21560,"Corpus Christi, Texas,",23210,"Dallas/Ft.Worth, Texas,",19750,63,131,100,175,15,42,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",23680,"Dayton, Ohio,",14940,78,226,125,400,13,5,14
AA,20081,23210,"Dallas/Ft.Worth, Texas,",24090,"Denver, Colorado,",87830,47,156,100,225,9,8,5
F9,20081,23210,"Dallas/Ft.Worth, Texas,",24090,"Denver, Colorado,",46710,25,147,100,225,8,7,3
UA,20081,23210,"Dallas/Ft.Worth, Texas,",24090,"Denver, Colorado,",39370,21,165,100,250,10,6,5
AA,20081,23210,"Dallas/Ft.Worth, Texas,",24260,"Detroit, Michigan,",48100,56,195,125,275,37,6,6
NW,20081,23210,"Dallas/Ft.Worth, Texas,",24260,"Detroit, Michigan,",29660,34,194,125,350,45,6,9
AA,20081,23210,"Dallas/Ft.Worth, Texas,",26930,"El Paso, Texas,",26710,35,134,75,175,10,19,9
WN,20081,23210,"Dallas/Ft.Worth, Texas,",26930,"El Paso, Texas,",49280,64,127,75,200,11,6,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",29420,"Ft. Lauderdale, Florida,",48820,79,216,125,325,32,6,12
AA,20081,23210,"Dallas/Ft.Worth, Texas,",29540,"Ft. Myers, Florida,",16010,84,223,125,300,13,6,9
WN,20081,23210,"Dallas/Ft.Worth, Texas,",35390,"Harlingen, Texas,",26930,98,136,100,200,24,35,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",35510,"Hartford, Ct/Springfield, Ma,",18830,64,323,175,275,7,8,15
US,20081,23210,"Dallas/Ft.Worth, Texas,",35510,"Hartford, Ct/Springfield, Ma,",6390,22,223,125,325,12,6,6
AA,20081,23210,"Dallas/Ft.Worth, Texas,",37320,"Houston, Texas,",49760,15,119,75,175,22,6,6
WN,20081,23210,"Dallas/Ft.Worth, Texas,",37320,"Houston, Texas,",256770,76,111,75,150,17,47,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",38490,"Indianapolis, Indiana,",39400,86,183,100,325,7,7,13
AA,20081,23210,"Dallas/Ft.Worth, Texas,",40140,"Jacksonville, Florida,",28290,78,185,100,325,7,10,18
AA,20081,23210,"Dallas/Ft.Worth, Texas,",42650,"Kansas City, Missouri,",68860,57,112,75,150,44,14,7
WN,20081,23210,"Dallas/Ft.Worth, Texas,",42650,"Kansas City, Missouri,",50670,42,105,75,175,28,7,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",48880,"Las Vegas, Nevada,",115670,59,195,125,225,18,5,6
US,20081,23210,"Dallas/Ft.Worth, Texas,",48880,"Las Vegas, Nevada,",51570,26,163,100,200,12,9,7
WN,20081,23210,"Dallas/Ft.Worth, Texas,",48880,"Las Vegas, Nevada,",22300,11,185,125,350,37,14,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",50670,"Little Rock, Arkansas,",17910,29,112,75,125,31,25,8
WN,20081,23210,"Dallas/Ft.Worth, Texas,",50670,"Little Rock, Arkansas,",43970,71,95,75,150,31,8,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",51410,"Los Angeles, California,",123600,73,224,125,200,25,11,13
AA,20081,23210,"Dallas/Ft.Worth, Texas,",51510,"Louisville, Kentucky,",23350,79,179,100,300,6,6,11
WN,20081,23210,"Dallas/Ft.Worth, Texas,",51510,"Louisville, Kentucky,",3870,13,173,100,275,10,7,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",51640,"Lubbock, Texas,",13800,19,100,75,150,39,15,5
WN,20081,23210,"Dallas/Ft.Worth, Texas,",51640,"Lubbock, Texas,",59440,81,95,75,150,33,18,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",57180,"Memphis, Tennessee,",18240,73,264,125,525,10,5,28
NW,20081,23210,"Dallas/Ft.Worth, Texas,",57180,"Memphis, Tennessee,",6000,24,247,125,525,15,5,21
AA,20081,23210,"Dallas/Ft.Worth, Texas,",57560,"Miami, Florida,",47820,90,236,125,350,10,6,12
AA,20081,23210,"Dallas/Ft.Worth, Texas,",57650,"Midland/Odessa, Texas,",8510,15,114,75,125,32,31,8
WN,20081,23210,"Dallas/Ft.Worth, Texas,",57650,"Midland/Odessa, Texas,",46990,84,98,75,150,30,9,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",57850,"Milwaukee, Wisconsin,",6010,17,222,125,350,17,6,11
YX,20081,23210,"Dallas/Ft.Worth, Texas,",57850,"Milwaukee, Wisconsin,",26440,76,190,100,275,15,6,17
AA,20081,23210,"Dallas/Ft.Worth, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",41750,41,182,100,225,25,5,12
NW,20081,23210,"Dallas/Ft.Worth, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",43100,43,164,100,175,34,6,10
SY,20081,23210,"Dallas/Ft.Worth, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",13660,13,133,75,225,7,5,9
AA,20081,23210,"Dallas/Ft.Worth, Texas,",58180,"Mission/Mcallen, Texas,",20630,95,135,100,200,28,18,2
AA,20081,23210,"Dallas/Ft.Worth, Texas,",62860,"Nashville, Tennessee,",53650,85,175,125,250,43,12,4
WN,20081,23210,"Dallas/Ft.Worth, Texas,",62860,"Nashville, Tennessee,",8300,13,174,125,250,26,29,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",63580,"New Orleans, Louisiana,",35350,33,141,75,200,5,5,11
WN,20081,23210,"Dallas/Ft.Worth, Texas,",63580,"New Orleans, Louisiana,",68840,65,127,100,175,17,11,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",63760,"New York, New York,",195120,67,321,125,225,11,5,30
CO,20081,23210,"Dallas/Ft.Worth, Texas,",63760,"New York, New York,",48870,17,295,125,800,13,6,24
AA,20081,23210,"Dallas/Ft.Worth, Texas,",65420,"Oakland, California,",24750,69,215,125,375,17,7,10
WN,20081,23210,"Dallas/Ft.Worth, Texas,",65420,"Oakland, California,",6550,18,193,125,375,33,5,2
AA,20081,23210,"Dallas/Ft.Worth, Texas,",65840,"Oklahoma City, Oklahoma,",11660,39,109,75,150,28,17,3
WN,20081,23210,"Dallas/Ft.Worth, Texas,",65840,"Oklahoma City, Oklahoma,",18410,61,103,75,150,23,10,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",66060,"Omaha, Nebraska,",28430,85,173,125,300,39,7,3
AA,20081,23210,"Dallas/Ft.Worth, Texas,",66180,"Ontario, California,",34210,77,205,125,225,17,6,11
AA,20081,23210,"Dallas/Ft.Worth, Texas,",66600,"Orlando, Florida,",96990,68,199,100,250,8,6,13
FL,20081,23210,"Dallas/Ft.Worth, Texas,",66600,"Orlando, Florida,",18580,13,149,100,200,21,8,4
WN,20081,23210,"Dallas/Ft.Worth, Texas,",66600,"Orlando, Florida,",15740,11,181,100,275,6,17,1
AA,20081,23210,"Dallas/Ft.Worth, Texas,",69880,"Philadelphia, Pennsylvania,",57520,55,210,125,350,20,8,9
US,20081,23210,"Dallas/Ft.Worth, Texas,",69880,"Philadelphia, Pennsylvania,",36300,35,185,100,350,8,6,15
AA,20081,23210,"Dallas/Ft.Worth, Texas,",69980,"Phoenix, Arizona,",76060,52,198,125,300,17,9,6
US,20081,23210,"Dallas/Ft.Worth, Texas,",69980,"Phoenix, Arizona,",40340,27,181,125,300,26,11,3
WN,20081,23210,"Dallas/Ft.Worth, Texas,",69980,"Phoenix, Arizona,",28250,19,175,125,275,26,20,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",70470,"Pittsburgh, Pennsylvania,",26500,76,229,125,225,13,5,14
US,20081,23210,"Dallas/Ft.Worth, Texas,",70470,"Pittsburgh, Pennsylvania,",3600,10,237,150,300,13,6,3
AA,20081,23210,"Dallas/Ft.Worth, Texas,",71790,"Portland, Oregon,",25830,65,234,125,250,14,6,16
AA,20081,23210,"Dallas/Ft.Worth, Texas,",74830,"Raleigh/Durham, North Carolina,",34190,73,264,125,425,8,6,22
AA,20081,23210,"Dallas/Ft.Worth, Texas,",75500,"Reno, Nevada,",15010,68,250,150,350,15,5,7
WN,20081,23210,"Dallas/Ft.Worth, Texas,",75500,"Reno, Nevada,",3330,15,171,125,375,37,5,2
AA,20081,23210,"Dallas/Ft.Worth, Texas,",75820,"Richmond, Virginia,",18770,77,268,125,250,14,6,22
AA,20081,23210,"Dallas/Ft.Worth, Texas,",77850,"Sacramento, California,",28260,70,221,125,425,13,6,17
US,20081,23210,"Dallas/Ft.Worth, Texas,",77850,"Sacramento, California,",4040,10,224,125,325,9,5,3
AA,20081,23210,"Dallas/Ft.Worth, Texas,",78460,"St. Louis, Missouri,",61790,54,122,75,150,32,16,9
WN,20081,23210,"Dallas/Ft.Worth, Texas,",78460,"St. Louis, Missouri,",52570,46,101,75,175,36,6,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",79070,"Salt Lake City, Utah,",27320,43,207,125,200,20,8,13
DL,20081,23210,"Dallas/Ft.Worth, Texas,",79070,"Salt Lake City, Utah,",22580,36,201,125,200,16,9,10
AA,20081,23210,"Dallas/Ft.Worth, Texas,",79360,"San Antonio, Texas,",43500,25,111,75,150,37,19,6
WN,20081,23210,"Dallas/Ft.Worth, Texas,",79360,"San Antonio, Texas,",131110,74,103,75,150,26,46,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",79520,"San Diego, California,",65480,76,203,125,200,25,7,8
WN,20081,23210,"Dallas/Ft.Worth, Texas,",79520,"San Diego, California,",10120,12,188,100,325,5,12,17
AA,20081,23210,"Dallas/Ft.Worth, Texas,",79830,"San Francisco, California,",62320,72,245,125,425,12,7,21
UA,20081,23210,"Dallas/Ft.Worth, Texas,",79830,"San Francisco, California,",12600,14,220,125,275,29,6,11
AA,20081,23210,"Dallas/Ft.Worth, Texas,",80050,"San Jose, California,",47360,83,252,125,425,9,8,24
AA,20081,23210,"Dallas/Ft.Worth, Texas,",80650,"Santa Ana, California,",79570,89,204,125,225,18,6,10
AA,20081,23210,"Dallas/Ft.Worth, Texas,",82630,"Seattle, Washington,",50280,60,236,125,400,14,6,15
AS,20081,23210,"Dallas/Ft.Worth, Texas,",82630,"Seattle, Washington,",21890,26,219,125,400,18,5,13
AA,20081,23210,"Dallas/Ft.Worth, Texas,",87870,"Tampa, Florida,",63500,77,189,125,200,33,8,6
WN,20081,23210,"Dallas/Ft.Worth, Texas,",87870,"Tampa, Florida,",11220,14,189,125,300,28,8,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",91940,"Tucson, Arizona,",24710,87,194,125,200,18,7,6
AA,20081,23210,"Dallas/Ft.Worth, Texas,",92080,"Tulsa, Oklahoma,",18300,30,111,75,125,30,32,5
WN,20081,23210,"Dallas/Ft.Worth, Texas,",92080,"Tulsa, Oklahoma,",42740,69,99,75,150,25,11,0
AA,20081,23210,"Dallas/Ft.Worth, Texas,",96460,"Washington, D.C.,",119030,79,264,100,500,6,7,29
AA,20081,23210,"Dallas/Ft.Worth, Texas,",97160,"West Palm Beach, Florida,",19740,82,224,125,325,21,7,12
F9,20081,23680,"Dayton, Ohio,",24090,"Denver, Colorado,",17530,72,152,100,200,7,7,3
UA,20081,23680,"Dayton, Ohio,",24090,"Denver, Colorado,",4440,18,187,125,225,25,10,4
AA,20081,23680,"Dayton, Ohio,",48880,"Las Vegas, Nevada,",3310,13,181,125,225,18,10,3
DL,20081,23680,"Dayton, Ohio,",48880,"Las Vegas, Nevada,",2850,11,203,125,250,14,8,8
F9,20081,23680,"Dayton, Ohio,",48880,"Las Vegas, Nevada,",3150,13,153,125,225,32,5,1
FL,20081,23680,"Dayton, Ohio,",48880,"Las Vegas, Nevada,",10580,43,150,125,225,39,5,1
NW,20081,23680,"Dayton, Ohio,",63760,"New York, New York,",3510,15,115,100,150,35,5,2
US,20081,23680,"Dayton, Ohio,",63760,"New York, New York,",14330,60,178,150,250,24,6,1
DL,20081,23680,"Dayton, Ohio,",66600,"Orlando, Florida,",6590,16,152,100,250,19,6,4
FL,20081,23680,"Dayton, Ohio,",66600,"Orlando, Florida,",31680,75,137,100,200,26,7,2
DL,20081,23680,"Dayton, Ohio,",87870,"Tampa, Florida,",3830,14,150,100,200,10,8,4
FL,20081,23680,"Dayton, Ohio,",87870,"Tampa, Florida,",21600,77,130,100,200,27,5,1
CO,20081,23700,"Daytona Beach, Florida,",63760,"New York, New York,",13220,44,149,100,225,24,6,5
DL,20081,23700,"Daytona Beach, Florida,",63760,"New York, New York,",6990,23,151,100,200,14,8,4
FL,20081,23700,"Daytona Beach, Florida,",63760,"New York, New York,",8520,28,119,100,150,38,11,1
F9,20081,24090,"Denver, Colorado,",24260,"Detroit, Michigan,",19190,28,186,150,250,44,6,1
NW,20081,24090,"Denver, Colorado,",24260,"Detroit, Michigan,",30300,45,195,150,250,31,7,2
UA,20081,24090,"Denver, Colorado,",24260,"Detroit, Michigan,",13130,19,212,150,325,30,6,3
F9,20081,24090,"Denver, Colorado,",29420,"Ft. Lauderdale, Florida,",24130,37,196,125,250,11,5,4
UA,20081,24090,"Denver, Colorado,",29420,"Ft. Lauderdale, Florida,",20510,31,221,125,350,7,6,3
F9,20081,24090,"Denver, Colorado,",29540,"Ft. Myers, Florida,",24110,75,190,125,250,15,6,4
F9,20081,24090,"Denver, Colorado,",35510,"Hartford, Ct/Springfield, Ma,",7150,31,168,100,250,9,6,4
NW,20081,24090,"Denver, Colorado,",35510,"Hartford, Ct/Springfield, Ma,",2510,11,176,100,200,24,9,9
UA,20081,24090,"Denver, Colorado,",35510,"Hartford, Ct/Springfield, Ma,",6390,27,247,150,325,7,6,7
CO,20081,24090,"Denver, Colorado,",37320,"Houston, Texas,",76600,44,173,100,275,26,9,10
F9,20081,24090,"Denver, Colorado,",37320,"Houston, Texas,",24730,14,132,100,175,44,7,3
UA,20081,24090,"Denver, Colorado,",37320,"Houston, Texas,",32170,18,164,100,250,28,6,7
WN,20081,24090,"Denver, Colorado,",37320,"Houston, Texas,",36010,21,140,100,275,44,12,0
F9,20081,24090,"Denver, Colorado,",38490,"Indianapolis, Indiana,",32040,70,156,100,200,14,6,6
UA,20081,24090,"Denver, Colorado,",38490,"Indianapolis, Indiana,",9250,20,178,100,225,10,9,9
DL,20081,24090,"Denver, Colorado,",40140,"Jacksonville, Florida,",6550,26,177,125,250,38,6,4
F9,20081,24090,"Denver, Colorado,",40140,"Jacksonville, Florida,",8210,32,154,125,200,37,8,2
UA,20081,24090,"Denver, Colorado,",40140,"Jacksonville, Florida,",2750,11,225,125,300,17,8,7
F9,20081,24090,"Denver, Colorado,",42650,"Kansas City, Missouri,",37770,38,112,75,225,27,7,4
UA,20081,24090,"Denver, Colorado,",42650,"Kansas City, Missouri,",30180,30,124,75,200,23,10,5
WN,20081,24090,"Denver, Colorado,",42650,"Kansas City, Missouri,",31250,31,102,75,225,20,6,0
F9,20081,24090,"Denver, Colorado,",48880,"Las Vegas, Nevada,",79900,33,122,75,225,8,6,5
UA,20081,24090,"Denver, Colorado,",48880,"Las Vegas, Nevada,",78630,32,121,75,175,14,9,6
WN,20081,24090,"Denver, Colorado,",48880,"Las Vegas, Nevada,",79410,33,107,75,225,20,11,0
AA,20081,24090,"Denver, Colorado,",51410,"Los Angeles, California,",24780,14,138,100,175,32,9,3
F9,20081,24090,"Denver, Colorado,",51410,"Los Angeles, California,",53320,31,147,100,275,16,5,2
UA,20081,24090,"Denver, Colorado,",51410,"Los Angeles, California,",80400,47,201,100,250,6,10,10
F9,20081,24090,"Denver, Colorado,",51510,"Louisville, Kentucky,",14370,76,160,100,225,6,6,6
F9,20081,24090,"Denver, Colorado,",57180,"Memphis, Tennessee,",9230,32,151,100,250,11,6,2
NW,20081,24090,"Denver, Colorado,",57180,"Memphis, Tennessee,",13720,48,160,100,225,10,6,5
UA,20081,24090,"Denver, Colorado,",57180,"Memphis, Tennessee,",4590,16,172,125,250,19,10,1
AA,20081,24090,"Denver, Colorado,",57560,"Miami, Florida,",12440,33,240,150,250,14,7,7
UA,20081,24090,"Denver, Colorado,",57560,"Miami, Florida,",18360,48,238,150,350,8,6,3
F9,20081,24090,"Denver, Colorado,",57850,"Milwaukee, Wisconsin,",16130,41,150,100,225,5,6,4
UA,20081,24090,"Denver, Colorado,",57850,"Milwaukee, Wisconsin,",4750,12,191,125,275,24,5,4
YX,20081,24090,"Denver, Colorado,",57850,"Milwaukee, Wisconsin,",16300,41,158,125,225,27,5,1
F9,20081,24090,"Denver, Colorado,",57970,"Minneapolis/St.Paul, Minnesota,",23120,20,157,125,250,40,5,1
NW,20081,24090,"Denver, Colorado,",57970,"Minneapolis/St.Paul, Minnesota,",64040,55,164,125,225,36,8,1
UA,20081,24090,"Denver, Colorado,",57970,"Minneapolis/St.Paul, Minnesota,",28650,24,181,125,275,27,5,2
F9,20081,24090,"Denver, Colorado,",62860,"Nashville, Tennessee,",25490,48,143,100,200,30,6,5
WN,20081,24090,"Denver, Colorado,",62860,"Nashville, Tennessee,",19030,36,131,100,150,37,10,5
CO,20081,24090,"Denver, Colorado,",63580,"New Orleans, Louisiana,",3840,11,212,100,250,6,5,13
UA,20081,24090,"Denver, Colorado,",63580,"New Orleans, Louisiana,",23160,66,216,150,300,16,7,2
B6,20081,24090,"Denver, Colorado,",63760,"New York, New York,",29660,13,186,125,225,12,6,4
CO,20081,24090,"Denver, Colorado,",63760,"New York, New York,",38320,17,254,150,300,5,5,9
F9,20081,24090,"Denver, Colorado,",63760,"New York, New York,",36130,16,192,125,225,14,7,6
UA,20081,24090,"Denver, Colorado,",63760,"New York, New York,",91190,39,272,150,325,13,6,8
UA,20081,24090,"Denver, Colorado,",65420,"Oakland, California,",24220,35,185,100,250,8,22,5
WN,20081,24090,"Denver, Colorado,",65420,"Oakland, California,",43780,63,131,100,250,55,10,0
F9,20081,24090,"Denver, Colorado,",65840,"Oklahoma City, Oklahoma,",7840,20,116,75,225,9,7,7
L4,20081,24090,"Denver, Colorado,",65840,"Oklahoma City, Oklahoma,",5130,13,107,75,225,11,6,3
UA,20081,24090,"Denver, Colorado,",65840,"Oklahoma City, Oklahoma,",15180,39,142,75,250,8,6,9
WN,20081,24090,"Denver, Colorado,",65840,"Oklahoma City, Oklahoma,",10090,26,112,75,225,13,11,2
F9,20081,24090,"Denver, Colorado,",66060,"Omaha, Nebraska,",18660,49,147,100,250,13,5,2
UA,20081,24090,"Denver, Colorado,",66060,"Omaha, Nebraska,",18910,50,156,100,250,13,6,2
UA,20081,24090,"Denver, Colorado,",66180,"Ontario, California,",33070,80,161,100,250,17,11,2
WN,20081,24090,"Denver, Colorado,",66180,"Ontario, California,",4490,11,170,125,275,27,6,0
F9,20081,24090,"Denver, Colorado,",66600,"Orlando, Florida,",41780,31,176,100,250,7,6,7
UA,20081,24090,"Denver, Colorado,",66600,"Orlando, Florida,",48210,36,200,125,275,12,6,4
WN,20081,24090,"Denver, Colorado,",66600,"Orlando, Florida,",29590,22,144,100,200,13,8,3
F9,20081,24090,"Denver, Colorado,",69880,"Philadelphia, Pennsylvania,",22520,28,177,100,250,6,5,6
UA,20081,24090,"Denver, Colorado,",69880,"Philadelphia, Pennsylvania,",29950,38,242,125,275,5,7,9
US,20081,24090,"Denver, Colorado,",69880,"Philadelphia, Pennsylvania,",19810,25,213,125,275,12,7,5
F9,20081,24090,"Denver, Colorado,",69980,"Phoenix, Arizona,",64300,24,127,100,175,39,5,3
UA,20081,24090,"Denver, Colorado,",69980,"Phoenix, Arizona,",66470,25,127,75,175,10,7,8
US,20081,24090,"Denver, Colorado,",69980,"Phoenix, Arizona,",46880,17,141,75,225,10,10,8
WN,20081,24090,"Denver, Colorado,",69980,"Phoenix, Arizona,",88020,33,114,75,225,12,8,0
UA,20081,24090,"Denver, Colorado,",70470,"Pittsburgh, Pennsylvania,",17740,64,256,150,275,12,7,11
AS,20081,24090,"Denver, Colorado,",71790,"Portland, Oregon,",15330,22,148,100,200,24,11,4
F9,20081,24090,"Denver, Colorado,",71790,"Portland, Oregon,",22270,32,143,100,200,27,7,5
UA,20081,24090,"Denver, Colorado,",71790,"Portland, Oregon,",24810,36,184,100,225,6,6,7
NW,20081,24090,"Denver, Colorado,",74830,"Raleigh/Durham, North Carolina,",3950,13,127,100,200,43,6,3
UA,20081,24090,"Denver, Colorado,",74830,"Raleigh/Durham, North Carolina,",8690,29,266,100,425,16,5,36
US,20081,24090,"Denver, Colorado,",74830,"Raleigh/Durham, North Carolina,",5020,17,197,125,275,10,5,4
WN,20081,24090,"Denver, Colorado,",74830,"Raleigh/Durham, North Carolina,",4980,16,173,100,375,8,6,8
UA,20081,24090,"Denver, Colorado,",75500,"Reno, Nevada,",19110,78,179,100,250,12,8,6
WN,20081,24090,"Denver, Colorado,",75500,"Reno, Nevada,",3130,13,176,125,250,17,17,0
F9,20081,24090,"Denver, Colorado,",77850,"Sacramento, California,",14850,32,163,125,200,37,9,2
UA,20081,24090,"Denver, Colorado,",77850,"Sacramento, California,",26450,56,193,125,275,24,7,2
F9,20081,24090,"Denver, Colorado,",78460,"St. Louis, Missouri,",26880,45,154,100,225,10,7,2
UA,20081,24090,"Denver, Colorado,",78460,"St. Louis, Missouri,",23100,39,181,125,250,17,9,2
DL,20081,24090,"Denver, Colorado,",79070,"Salt Lake City, Utah,",29560,24,108,75,150,26,20,2
F9,20081,24090,"Denver, Colorado,",79070,"Salt Lake City, Utah,",34800,28,102,75,150,32,17,2
UA,20081,24090,"Denver, Colorado,",79070,"Salt Lake City, Utah,",25160,20,121,75,175,17,7,4
WN,20081,24090,"Denver, Colorado,",79070,"Salt Lake City, Utah,",35090,28,92,75,150,44,22,0
F9,20081,24090,"Denver, Colorado,",79360,"San Antonio, Texas,",21850,48,154,100,225,15,5,5
UA,20081,24090,"Denver, Colorado,",79360,"San Antonio, Texas,",18590,40,175,100,225,7,6,7
F9,20081,24090,"Denver, Colorado,",79520,"San Diego, California,",50650,48,158,125,200,30,8,1
UA,20081,24090,"Denver, Colorado,",79520,"San Diego, California,",41430,39,186,125,225,19,6,3
F9,20081,24090,"Denver, Colorado,",79830,"San Francisco, California,",27440,25,155,100,200,16,7,5
UA,20081,24090,"Denver, Colorado,",79830,"San Francisco, California,",73300,67,230,125,300,16,8,7
F9,20081,24090,"Denver, Colorado,",80050,"San Jose, California,",18450,27,158,100,200,10,6,5
UA,20081,24090,"Denver, Colorado,",80050,"San Jose, California,",44200,65,195,100,300,6,7,10
F9,20081,24090,"Denver, Colorado,",80650,"Santa Ana, California,",36050,43,158,125,250,25,8,1
UA,20081,24090,"Denver, Colorado,",80650,"Santa Ana, California,",44120,52,193,125,250,21,13,3
