-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHT1        49718.000    1995     1     1     0
CHT1        52274.750    2001    12    31    18
CHT1      1635806.118 -4482177.303  4218387.494
50631.00     1.593110     0.828128     1.523005
50631.25     1.657799     0.852954     1.417688
50631.50     1.792144     1.064122     1.867208
50631.75     1.518269     0.965501     1.863842
50632.00     1.506826     0.963741     2.208092
50632.25     1.465115     1.035432     2.317046
50632.50     1.368072     1.243574     2.771322
50632.75     1.053229     1.133340     2.889343
50633.00     1.183177     1.117418     3.382087
50633.25     1.183134     1.110746     3.542797
50633.50     1.428522     1.220105     4.015512
50633.75     1.231029     0.999509     3.795475
50634.00     1.370265     0.834814     3.588381
50634.25     1.253912     0.675444     2.836389
50634.50     1.553739     0.693216     2.573781
50634.75     1.373094     0.481298     2.026012
50635.00     1.561316     0.465536     1.966158
50635.25     1.656669     0.434625     1.479171
50635.50     1.876159     0.616246     1.466972
50635.75     1.657235     0.476189     1.101604
50636.00     1.736359     0.454503     1.086332
50636.25     1.752676     0.380013     0.501163
50636.50     1.703964     0.501848     0.302293
50636.75     1.362435     0.289856    -0.139789
50637.00     1.405642     0.279101    -0.061332
50637.25     1.473277     0.255860    -0.533445
50637.50     1.555671     0.392329    -0.517848
50637.75     1.357409     0.260304    -0.599205
50638.00     1.409969     0.361397    -0.111637
50638.25     1.296285     0.479762     0.037752
50638.50     1.365841     0.636781     0.251466
50638.75     1.145111     0.528859     0.101197
50639.00     1.185228     0.452028     0.107815
50639.25     1.233004     0.496439    -0.118554
50639.50     1.248669     0.604122    -0.250347
50639.75     0.912395     0.456056    -0.620906
50640.00     0.903934     0.456923    -0.536257
50640.25     0.970624     0.481849    -0.548972
50640.50     1.064175     0.604050    -0.437199
50640.75     0.864267     0.470770    -0.454611
50641.00     0.977133     0.459437    -0.091169
50641.25     0.994915     0.414362    -0.306219
50641.50     1.154519     0.525005    -0.119465
50641.75     0.948468     0.440358     0.176496
50642.00     1.007732     0.414151     0.575741
50642.25     0.984661     0.440838     0.573945
50642.50     1.081150     0.606956     0.922758
50642.75     0.745587     0.464033     0.955061
50643.00     0.591970     0.412091     1.156219
50643.25     0.611447     0.375817     0.957196
50643.50     0.611696     0.498519     0.866493
50643.75     0.446270     0.419911     0.671249
50644.00     0.633998     0.373142     0.742935
50644.25     0.837353     0.437823     0.567752
50644.50     1.022773     0.627027     0.597334
50644.75     0.915770     0.507771     0.494811
50645.00     0.932502     0.503346     0.699184
50645.25     0.913179     0.505998     0.699457
50645.50     1.005694     0.649389     1.095890
50645.75     0.795190     0.526479     1.215047
50646.00     0.890292     0.530562     1.574424
50646.25     0.688850     0.527749     1.644438
50646.50     0.843228     0.709288     2.079890
50646.75     0.491845     0.526562     2.099608
50647.00     0.575158     0.457075     2.307932
50647.25     0.541677     0.424306     2.081587
50647.50     0.644105     0.565403     2.089744
50647.75     0.449573     0.452417     1.828269
50648.00     0.659452     0.398891     1.876841
50648.25     0.714669     0.427295     1.496542
50648.50     0.902685     0.570090     1.440735
50648.75     0.808782     0.424822     1.052811
50649.00     0.935546     0.303794     0.833259
50649.25     0.936599     0.277110     0.293789
50649.50     1.006625     0.413573     0.150925
50649.75     0.803037     0.304044    -0.111958
50650.00     0.864338     0.237751    -0.121490
50650.25     0.883483     0.219957    -0.540904
50650.50     0.994686     0.393990    -0.384152
50650.75     0.763575     0.236356    -0.633162
50651.00     0.843429     0.139278    -0.672441
50651.25     0.831087     0.126826    -0.978615
50651.50     0.864233     0.221477    -0.997526
50651.75     0.659081     0.122569    -1.201922
50652.00     0.687655     0.056622    -1.132101
50652.25     0.689699     0.103217    -1.413116
50652.50     0.757778     0.255932    -1.357856
50652.75     0.573697     0.169139    -1.424148
50653.00     0.600732     0.119176    -1.200572
50653.25     0.639556     0.222885    -1.278652
50653.50     0.648113     0.394824    -1.120208
50653.75     0.334162     0.270652    -1.171853
50654.00     0.204179     0.197880    -1.057646
50654.25     0.168665     0.285336    -0.944604
50654.50     0.091787     0.469460    -0.545782
50654.75    -0.289635     0.354848    -0.378462
50655.00    -0.412164     0.294062    -0.048817
50655.25    -0.463894     0.306621    -0.064636
50655.50    -0.506449     0.484846     0.160811
50655.75    -0.821719     0.388355     0.177733
50656.00    -0.818046     0.337695     0.301496
50656.25    -0.931418     0.403505     0.114216
50656.50    -0.993646     0.565245     0.205814
50656.75    -1.384203     0.406197     0.167502
50657.00    -1.411841     0.291106     0.354166
50657.25    -1.564779     0.242185     0.250757
50657.50    -1.519942     0.337298     0.392438
50657.75    -1.831162     0.134625     0.197638
50658.00    -1.684705     0.026911     0.219443
50658.25    -1.581742    -0.033356    -0.295929
50658.50    -1.312747     0.069307    -0.490007
50658.75    -1.426771    -0.095784    -1.171413
50659.00    -1.061668    -0.118582    -1.248478
50659.25    -0.801150    -0.147432    -1.666733
50659.50    -0.532995    -0.009610    -1.728358
50659.75    -0.638436    -0.109626    -1.854419
50660.00    -0.396276    -0.072442    -1.468138
50660.25    -0.246351    -0.005632    -1.569282
50660.50     0.117755     0.275585    -1.125101
50660.75     0.070522     0.169672    -0.910599
50661.00     0.287205     0.166604    -0.305607
50661.25     0.327218     0.251400    -0.063467
50661.50     0.502178     0.433445     0.438433
50661.75     0.228226     0.370229     0.631629
50662.00     0.269928     0.313901     0.944317
50662.25     0.261927     0.386973     0.752122
50662.50     0.435035     0.619233     0.991051
50662.75     0.264616     0.555554     0.844127
50663.00     0.356401     0.525119     0.900548
50663.25     0.396700     0.562966     0.496355
50663.50     0.509422     0.774589     0.431980
50663.75     0.354075     0.672138     0.047559
50664.00     0.525965     0.668544     0.126074
50664.25     0.730894     0.716551    -0.041666
50664.50     0.898995     0.918984     0.182974
50664.75     0.676584     0.789158     0.089143
50665.00     0.800387     0.763118     0.368918
50665.25     0.737509     0.805104     0.215122
50665.50     0.734610     0.926169     0.349631
50665.75     0.506935     0.706640     0.127087
50666.00     0.587830     0.562849     0.157185
50666.25     0.547962     0.547457    -0.185034
50666.50     0.679631     0.707792    -0.075822
50666.75     0.449840     0.468580    -0.350119
50667.00     0.545501     0.381788    -0.144889
50667.25     0.586778     0.349225    -0.190593
50667.50     0.621004     0.423275     0.028673
50667.75     0.344351     0.202302    -0.141717
50668.00     0.298369     0.137601    -0.095909
50668.25     0.122451     0.158445    -0.650888
50668.50     0.096743     0.308636    -0.751906
50668.75    -0.098946     0.210168    -0.842680
50669.00    -0.162323     0.140716    -0.754355
50669.25    -0.240130     0.168479    -1.085535
50669.50    -0.014970     0.310545    -0.964397
50669.75    -0.254069     0.162384    -0.944394
50670.00    -0.253827     0.074131    -0.766739
50670.25    -0.322284     0.013320    -1.030696
50670.50    -0.143942     0.131425    -0.953747
50670.75    -0.434222    -0.062243    -1.232812
50671.00    -0.328226    -0.138276    -1.012697
50671.25    -0.212430    -0.133819    -1.182050
50671.50     0.148049     0.031889    -1.050955
50671.75     0.161729    -0.135434    -1.270960
50672.00     0.376711    -0.158827    -1.157518
50672.25     0.592289    -0.115754    -1.389197
50672.50     0.907990     0.043176    -1.441000
50672.75     0.650624    -0.048553    -1.511973
50673.00     0.805811    -0.002297    -1.106696
50673.25     0.872109     0.115688    -0.787182
50673.50     1.048346     0.440599     0.093990
50673.75     0.805298     0.411623     0.605781
50674.00     0.829995     0.388672     1.127888
50674.25     0.920744     0.422544     1.308789
50674.50     1.052570     0.569347     1.629966
50674.75     0.607568     0.344378     1.381279
50675.00     0.725394     0.320292     1.501128
50675.25     0.679165     0.348197     1.284351
50675.50     0.572793     0.559244     1.260389
50675.75     0.095235     0.373899     0.914329
50676.00    -0.034372     0.411406     1.099631
50676.25    -0.358782     0.372308     0.761096
50676.50    -0.404072     0.489842     0.712223
50676.75    -0.647948     0.248913     0.357402
50677.00    -0.542135     0.146571     0.373168
50677.25    -0.518006     0.119006     0.203951
50677.50    -0.303520     0.295751     0.331741
50677.75    -0.319114     0.132919     0.072661
50678.00    -0.369730     0.007267     0.006633
50678.25    -0.392425     0.031628    -0.192987
50678.50    -0.326641     0.169905    -0.264131
50678.75    -0.689042    -0.059127    -0.814313
50679.00    -0.396580    -0.071176    -0.751407
50679.25    -0.213767    -0.043472    -1.050497
50679.50    -0.122252     0.115431    -1.061137
50679.75    -0.235139    -0.025429    -1.157238
50680.00     0.093026     0.016307    -0.818938
50680.25     0.195305     0.084062    -0.964028
50680.50     0.444917     0.332571    -0.622634
50680.75     0.464140     0.237511    -0.499807
50681.00     0.711899     0.214767    -0.230176
50681.25     0.931227     0.345390    -0.202541
50681.50     1.236028     0.713738     0.430909
50681.75     1.194895     0.614380     0.547137
50682.00     1.287954     0.580099     0.849185
50682.25     1.362787     0.647201     0.838951
50682.50     1.387085     0.829323     0.998066
50682.75     1.034530     0.670462     0.657284
50683.00     0.954701     0.561066     0.712779
50683.25     0.787104     0.514494     0.539005
50683.50     0.674438     0.575356     0.538422
50683.75     0.358322     0.273161     0.116733
50684.00     0.399873     0.128876     0.109425
50684.25     0.306593     0.060809    -0.320534
50684.50     0.492238     0.180980    -0.436042
50684.75     0.344702     0.007896    -0.760605
50685.00     0.546383    -0.085665    -0.854502
50685.25     0.602173    -0.000818    -1.079121
50685.50     0.828437     0.252903    -0.939031
50685.75     0.588887     0.067685    -1.243275
50686.00     0.783249     0.078841    -0.961865
50686.25     0.668955     0.094595    -1.115044
50686.50     0.653400     0.317269    -0.906076
50686.75     0.276038     0.149696    -1.037646
50687.00     0.360738     0.191327    -0.610948
50687.25     0.324525     0.271424    -0.577034
50687.50     0.344540     0.548222    -0.203170
50687.75    -0.048137     0.405541    -0.463400
50688.00     0.206855     0.490945     0.252177
50688.25     0.161930     0.554548     0.200005
50688.50     0.208062     0.800480     0.551756
50688.75    -0.159995     0.547602     0.240052
50689.00    -0.156411     0.518184     0.269661
50689.25    -0.249735     0.479606     0.095317
50689.50    -0.154852     0.664778     0.258677
50689.75    -0.309012     0.425570    -0.026086
50690.00    -0.261038     0.298291    -0.075728
50690.25    -0.135480     0.279627    -0.138848
50690.50     0.011140     0.423996    -0.001407
50690.75    -0.187602     0.217815    -0.096977
50691.00    -0.065332     0.188752     0.051627
50691.25    -0.060505     0.166543    -0.205169
50691.50     0.001770     0.290484    -0.271907
50691.75    -0.110559     0.103887    -0.616794
50692.00     0.034014     0.040230    -0.708595
50692.25     0.066222    -0.004825    -1.251706
50692.50     0.176524     0.181264    -1.379348
50692.75     0.096741    -0.025367    -1.874745
50693.00     0.109673    -0.058046    -1.837269
50693.25     0.099158    -0.022127    -1.877626
50693.50     0.162967     0.202542    -1.538492
50693.75    -0.083867     0.017862    -1.535529
50694.00    -0.058049     0.049851    -1.022404
50694.25    -0.136579     0.050198    -1.040361
50694.50    -0.090693     0.201773    -0.767673
50694.75    -0.196273    -0.052021    -1.110578
50695.00    -0.134560    -0.150843    -1.127508
50695.25    -0.279715    -0.157113    -1.263848
50695.50    -0.302653     0.019810    -0.987521
50695.75    -0.609428    -0.114322    -0.968454
50696.00    -0.431439    -0.124828    -0.566050
50696.25    -0.354888    -0.087788    -0.383603
50696.50    -0.246798     0.109799     0.092410
50696.75    -0.443709    -0.058671     0.070646
50697.00    -0.233942    -0.150532     0.229255
50697.25    -0.309495    -0.119299    -0.067009
50697.50    -0.261848     0.020196    -0.044723
50697.75    -0.619488    -0.211851    -0.452821
50698.00    -0.574267    -0.299508    -0.583579
50698.25    -0.796311    -0.319631    -1.065989
50698.50    -0.767395    -0.195774    -1.191776
50698.75    -1.085375    -0.370506    -1.708814
50699.00    -1.017448    -0.379684    -1.768188
50699.25    -1.114982    -0.346171    -2.166753
50699.50    -1.093279    -0.134852    -2.078899
50699.75    -1.327865    -0.265445    -2.384915
50700.00    -1.293632    -0.264793    -2.260102
50700.25    -1.262895    -0.163880    -2.461812
50700.50    -1.097684     0.064968    -2.203963
