-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
GALB        49718.000    1995     1     1     0
GALB        52274.750    2001    12    31    18
GALB       475545.708 -4925638.937  4010732.975
50144.00    -0.356620     0.277082     3.613036
50144.25    -0.383541     0.182975     4.479553
50144.50    -0.346531     0.095135     4.416749
50144.75    -0.248736    -0.091219     4.066975
50145.00    -0.132340    -0.229410     3.407574
50145.25    -0.205333    -0.572668     1.274274
50145.50    -0.229957    -0.563696    -1.395429
50145.75    -0.154094    -0.479796    -3.948983
50146.00    -0.101845    -0.194862    -4.471559
50146.25    -0.095158    -0.136880    -5.276769
50146.50    -0.063339     0.084962    -5.842986
50146.75    -0.067401     0.270460    -5.016171
50147.00    -0.021956     0.556086    -1.860265
50147.25    -0.169575     0.457619    -0.314903
50147.50    -0.166429     0.441022     1.450267
50147.75     0.023768     0.273158     1.961252
50148.00     0.327886     0.206318     3.353373
50148.25     0.575438    -0.007403     2.991468
50148.50     0.872356    -0.162500     3.161384
50148.75     1.022401    -0.446610     1.822687
50149.00     1.129213    -0.561124     1.205103
50149.25     1.107724    -0.795915     0.436401
50149.50     1.007871    -0.993061    -0.100982
50149.75     0.780883    -1.209861    -1.719945
50150.00     0.594695    -1.178440    -2.173489
50150.25     0.290934    -1.357864    -2.569757
50150.50     0.079397    -1.335261    -3.629240
50150.75    -0.173628    -1.298082    -4.296682
50151.00    -0.272450    -1.056557    -3.998573
50151.25    -0.450703    -1.049698    -5.328269
50151.50    -0.433613    -0.895466    -6.248469
50151.75    -0.331267    -0.725585    -7.621540
50152.00    -0.263377    -0.435637    -7.973660
50152.25    -0.251209    -0.361804    -9.360096
50152.50    -0.255500    -0.179960   -10.583742
50152.75    -0.246870    -0.109251   -10.860977
50153.00    -0.188910    -0.013133   -10.162288
50153.25    -0.216943    -0.104005    -9.897638
50153.50    -0.140517    -0.050700    -9.340475
50153.75    -0.143265     0.005522    -8.447221
50154.00    -0.097578     0.096993    -5.797685
50154.25    -0.133098     0.003864    -4.662282
50154.50    -0.162283     0.119479    -3.805873
50154.75    -0.182768     0.222493    -3.121752
50155.00    -0.151980     0.355480    -1.066346
50155.25    -0.235852     0.322608    -0.726340
50155.50    -0.288307     0.408968    -0.370057
50155.75    -0.330465     0.354945    -0.007324
50156.00    -0.296146     0.351752     1.420513
50156.25    -0.387986     0.134259     1.611145
50156.50    -0.463560     0.066200     1.723958
50156.75    -0.410479    -0.060575     1.649581
50157.00    -0.295926     0.006719     2.711491
50157.25    -0.319947    -0.107709     3.354586
50157.50    -0.268294    -0.129806     4.533851
50157.75    -0.182689    -0.237142     4.572553
50158.00    -0.027581    -0.066055     4.322062
50158.25     0.041627    -0.010233     3.748049
50158.50     0.159492     0.241297     2.796151
50158.75     0.224515     0.337079     2.974396
50159.00     0.295695     0.342801     4.182236
50159.25     0.199700     0.176936     4.039251
50159.50     0.217736     0.209515     3.908186
50159.75     0.341206     0.135904     3.577571
50160.00     0.452406     0.096951     3.744083
50160.25     0.455748    -0.122694     2.581277
50160.50     0.608542    -0.186105     2.336416
50160.75     0.725591    -0.237633     2.205360
50161.00     0.946733    -0.180463     3.675241
50161.25     1.120868    -0.342023     4.523219
50161.50     1.235297    -0.448544     6.987913
50161.75     1.031789    -0.763499     6.852173
50162.00     0.795019    -0.927952     6.332030
50162.25     0.634668    -1.065577     6.081432
50162.50     0.645670    -1.060622     5.401620
50162.75     0.697497    -1.044652     3.918713
50163.00     0.627481    -0.895098     3.039058
50163.25     0.560997    -0.940571     2.646825
50163.50     0.486610    -0.803277     1.873925
50163.75     0.425481    -0.709189     1.494088
50164.00     0.361885    -0.442713     2.079722
50164.25     0.222119    -0.525043     2.282683
50164.50     0.068091    -0.466990     2.147431
50164.75     0.005358    -0.495178     1.894997
50165.00     0.018278    -0.280342     1.936569
50165.25    -0.018622    -0.307328     1.293728
50165.50     0.018108    -0.137749    -0.031588
50165.75     0.165062    -0.024538    -0.889994
50166.00     0.331086     0.197889    -0.446436
50166.25     0.436747     0.224257    -0.726383
50166.50     0.365003     0.481053    -0.763289
50166.75     0.368689     0.470222    -0.096304
50167.00     0.328660     0.520713     1.887265
50167.25     0.125253     0.449352     2.846929
50167.50    -0.197049     0.203161     3.060899
50167.75    -0.303739    -0.370053     1.839491
50168.00    -0.077717    -0.546032    -0.261810
50168.25    -0.018108    -0.611418    -2.913716
50168.50     0.068410    -0.577699    -4.659436
50168.75     0.259106    -0.536959    -6.115015
50169.00     0.488641    -0.374317    -6.260549
50169.25     0.575006    -0.292330    -6.924299
50169.50     0.697501    -0.098529    -7.401016
50169.75     0.709873     0.009988    -7.308863
50170.00     0.740041     0.178958    -5.384668
50170.25     0.702119     0.185497    -4.422029
50170.50     0.705142     0.273316    -2.796084
50170.75     0.552750     0.252062    -1.829421
50171.00     0.529340     0.329310     0.058576
50171.25     0.525874     0.139701     0.033758
50171.50     0.541871     0.096627    -0.518566
50171.75     0.579672     0.092674    -1.041977
50172.00     0.641944     0.260029    -0.988304
50172.25     0.688754     0.199853    -1.395169
50172.50     0.722809     0.305697    -1.365682
50172.75     0.720096     0.240925    -0.893190
50173.00     0.663801     0.247657     0.759645
50173.25     0.590914     0.118584     1.277942
50173.50     0.631449     0.054338     1.542375
50173.75     0.701078    -0.153815     1.567124
50174.00     0.787126    -0.290517     1.965294
50174.25     0.771725    -0.577860     1.099358
50174.50     0.723550    -0.671512    -0.111900
50174.75     0.570841    -0.585507    -1.412794
50175.00     0.413935    -0.314903    -1.334987
50175.25     0.217867    -0.174739    -1.356455
50175.50     0.082464     0.070075    -1.635553
50175.75    -0.043031     0.240940    -0.777282
50176.00    -0.017607     0.411796     1.246039
50176.25    -0.002496     0.274160     1.358316
50176.50    -0.061918     0.259627     1.542664
50176.75     0.046119     0.146339     2.104632
50177.00     0.230383     0.126974     3.573230
50177.25     0.307080    -0.084955     2.919704
50177.50     0.425054    -0.186879     2.770934
50177.75     0.670255    -0.548777     1.749745
50178.00     0.802994    -0.692562     0.301310
50178.25     0.848088    -0.844327    -1.669476
50178.50     0.861876    -0.728631    -3.813619
50178.75     0.828434    -0.605669    -4.529561
50179.00     0.767110    -0.396888    -3.427987
50179.25     0.650347    -0.417957    -2.950273
50179.50     0.584811    -0.346716    -1.877566
50179.75     0.503553    -0.266013    -1.077006
50180.00     0.441295    -0.078829    -0.102371
50180.25     0.342298    -0.100378     0.419480
50180.50     0.304523    -0.027770     0.451598
50180.75     0.312913     0.012766     0.336438
50181.00     0.326882     0.153414     0.748139
50181.25     0.263070     0.032162     0.369842
50181.50     0.259452     0.079406     0.159462
50181.75     0.307685    -0.040510     0.225797
50182.00     0.398947    -0.057758     0.668035
50182.25     0.359885    -0.246587     0.379155
50182.50     0.317565    -0.384366     0.272933
50182.75     0.301509    -0.360727    -0.217046
50183.00     0.244258    -0.198592     0.087871
50183.25     0.040954    -0.284798    -0.444201
50183.50    -0.112616    -0.270009    -0.474192
50183.75    -0.228393    -0.214973    -0.108022
50184.00    -0.273803    -0.005441     1.512252
50184.25    -0.355173    -0.012779     1.123264
50184.50    -0.485315     0.147665     0.880255
50184.75    -0.557371     0.233442     1.781569
50185.00    -0.511545     0.364625     3.243483
50185.25    -0.497130     0.249771     3.043461
50185.50    -0.424736     0.290400     2.952615
50185.75    -0.292897     0.325120     3.054411
50186.00    -0.095602     0.367450     4.223396
50186.25    -0.022495     0.320815     3.522247
50186.50     0.110677     0.313012     3.159799
50186.75     0.274012     0.134673     3.001185
50187.00     0.409964     0.049149     2.581656
50187.25     0.494578    -0.126712     0.606520
50187.50     0.536932    -0.038092    -0.781394
50187.75     0.540521     0.141667    -1.290368
50188.00     0.513589     0.369098     0.224298
50188.25     0.295447     0.416729     1.642712
50188.50     0.048714     0.305794     3.074028
50188.75    -0.201095     0.074914     3.364559
50189.00    -0.340040    -0.060114     3.608718
50189.25    -0.550313    -0.201149     3.063397
50189.50    -0.618726    -0.116546     2.745399
50189.75    -0.613274    -0.200725     1.772302
50190.00    -0.488702     0.067174     1.331328
50190.25    -0.513070     0.118028     0.097077
50190.50    -0.517295     0.282339    -0.518587
50190.75    -0.487829     0.469353    -0.124577
50191.00    -0.387458     0.692898     1.414343
50191.25    -0.411921     0.654694     1.210622
50191.50    -0.497244     0.774217     1.416746
50191.75    -0.485173     0.818976     2.470531
50192.00    -0.443514     0.817714     3.996943
50192.25    -0.494248     0.584531     3.462120
50192.50    -0.455799     0.553891     3.059241
50192.75    -0.357977     0.649902     2.746677
50193.00    -0.272854     0.780001     3.993560
50193.25    -0.361640     0.645093     4.313944
50193.50    -0.506749     0.459458     3.681556
50193.75    -0.518465     0.286211     3.067473
50194.00    -0.338282     0.155527     2.178125
50194.25    -0.291481     0.063381     0.174662
50194.50    -0.208984     0.083315    -0.947432
50194.75    -0.070999     0.180047    -1.940462
50195.00     0.040404     0.323804    -1.024226
50195.25     0.015161     0.315374    -1.058125
50195.50    -0.063745     0.313795    -0.261471
50195.75    -0.090752    -0.030817    -0.688303
50196.00     0.104784    -0.080308    -0.071394
50196.25     0.082946    -0.195097    -0.091926
50196.50     0.090800    -0.434345     0.572103
50196.75    -0.118544    -0.721263    -1.547007
50197.00    -0.240045    -0.467901    -2.498314
50197.25    -0.466266    -0.227412    -2.432867
50197.50    -0.652678     0.000806    -2.060120
50197.75    -0.792500     0.199831    -0.689260
50198.00    -0.753451     0.513671     1.687257
50198.25    -0.796608     0.640597     3.035723
50198.50    -0.868307     0.762796     4.574181
50198.75    -0.809436     0.595220     6.312731
50199.00    -0.653086     0.412863     7.459147
50199.25    -0.643580     0.121529     6.754952
50199.50    -0.545430    -0.023768     6.587744
50199.75    -0.379345    -0.307448     5.423140
50200.00    -0.209142    -0.246280     3.179490
50200.25    -0.265670    -0.200825     1.121958
50200.50    -0.232213    -0.104260     0.153751
50200.75    -0.121458     0.011208    -0.743324
50201.00     0.138138     0.174239    -0.496830
50201.25     0.290550     0.132682    -2.079567
50201.50     0.488680     0.253258    -2.583651
50201.75     0.704184     0.223961    -2.347425
50202.00     0.768298     0.333915    -0.736257
50202.25     0.668752     0.182392     0.380597
50202.50     0.432972     0.125889     0.637257
50202.75     0.404288     0.055528     1.496507
50203.00     0.306891     0.076740     2.932496
50203.25     0.115892    -0.168744     3.793756
50203.50    -0.111173    -0.211098     3.546634
50203.75    -0.233750    -0.071137     2.992251
50204.00    -0.163422     0.187101     2.864012
50204.25    -0.347322     0.195239     2.533940
50204.50    -0.393006     0.211709     2.009514
50204.75    -0.288598     0.119974     2.085420
50205.00    -0.118068     0.134717     1.833570
50205.25    -0.030532     0.048336     0.592129
50205.50    -0.000078     0.116595     0.019345
50205.75     0.159364     0.194953    -0.141211
50206.00     0.271083     0.322684     0.937805
50206.25     0.247250     0.290586     0.460333
50206.50     0.213205     0.285760     0.550731
50206.75     0.339570     0.207325     0.047299
50207.00     0.465519     0.284768     0.532240
50207.25     0.469615     0.137697     0.260843
50207.50     0.435093     0.096538     0.140170
50207.75     0.561036     0.013467    -0.268047
50208.00     0.707578    -0.017197    -0.493143
50208.25     0.717213    -0.063563    -1.677804
50208.50     0.725678     0.054257    -1.926384
50208.75     0.729324    -0.007550    -1.487904
50209.00     0.706638    -0.045962    -0.573376
50209.25     0.738409    -0.260618    -1.829969
50209.50     0.782750    -0.190846    -3.015486
50209.75     0.893842    -0.056828    -3.858370
50210.00     0.881155     0.128766    -3.443455
50210.25     0.804218     0.138574    -3.806204
50210.50     0.655656     0.244957    -3.764269
50210.75     0.537210     0.252872    -3.222800
50211.00     0.471777     0.222461    -2.037073
50211.25     0.438189     0.127167    -2.309099
50211.50     0.393466     0.240877    -2.248410
50211.75     0.388153     0.279637    -1.853065
50212.00     0.395682     0.236274    -1.239379
50212.25     0.356591     0.071463    -2.102741
50212.50     0.258606     0.163061    -2.786345
50212.75     0.289062     0.120832    -2.730197
50213.00     0.377815     0.103321    -1.996732
50213.25     0.368883    -0.029244    -2.311354
50213.50     0.343989    -0.069340    -2.568514
50213.75     0.403829    -0.266400    -2.189722
50214.00     0.472800    -0.290982    -0.888673
50214.25     0.573027    -0.497944    -0.656500
50214.50     0.595949    -0.667131    -0.771531
50214.75     0.561976    -0.805156    -0.882286
50215.00     0.521845    -0.681085    -1.066310
50215.25     0.422464    -0.755039    -1.498341
50215.50     0.390216    -0.681240    -1.688201
50215.75     0.382561    -0.556849    -1.766812
50216.00     0.416428    -0.333281    -1.427136
50216.25     0.307589    -0.331676    -2.126921
50216.50     0.312812    -0.222458    -2.883067
50216.75     0.278937    -0.091769    -2.806020
