-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCH2        49718.000    1995     1     1     0
SCH2        52274.750    2001    12    31    18
SCH2      1448636.903 -3385243.649  5191046.936
50538.75     0.086203     0.167402    -3.379207
50539.00     0.309489     0.096704    -3.636198
50539.25     0.297014     0.188689    -4.271110
50539.50     0.274212     0.438493    -4.480205
50539.75     0.226012     0.185281    -4.995176
50540.00     0.709579     0.053566    -5.310356
50540.25     1.026070     0.072317    -5.876852
50540.50     1.285507     0.247191    -6.346796
50540.75     1.175098     0.149954    -5.869163
50541.00     1.466518     0.161596    -4.922254
50541.25     1.578514     0.376845    -3.074714
50541.50     1.635830     0.778811    -1.500113
50541.75     1.529022     0.654426     0.182948
50542.00     1.891035     0.612357     1.243488
50542.25     1.860650     0.546753     1.655246
50542.50     1.755212     0.763908     1.407118
50542.75     1.382136     0.433903     0.871628
50543.00     1.253431     0.095998     0.031065
50543.25     1.163908    -0.080457    -0.659743
50543.50     1.260382     0.027984    -1.682457
50543.75     1.074099    -0.141892    -2.998432
50544.00     1.140011    -0.024987    -3.339117
50544.25     0.993400     0.192447    -3.341944
50544.50     0.981871     0.739146    -2.262824
50544.75     0.600672     0.741662    -0.514565
50545.00     0.747079     0.740247     2.007298
50545.25     0.618479     0.622888     3.931553
50545.50     0.492442     0.825765     5.210409
50545.75    -0.008245     0.501465     6.014683
50546.00    -0.088403     0.080523     5.894345
50546.25    -0.304686    -0.173800     4.688817
50546.50    -0.276600    -0.168724     3.260291
50546.75    -0.401284    -0.512312     1.481486
50547.00    -0.257603    -0.745593    -0.159510
50547.25    -0.216528    -0.694131    -1.136571
50547.50    -0.168354    -0.465223    -1.631345
50547.75    -0.448490    -0.638708    -1.978140
50548.00    -0.444424    -0.707289    -2.569858
50548.25    -0.538860    -0.605499    -2.172598
50548.50    -0.438789    -0.136621    -1.715761
50548.75    -0.517212    -0.193774    -1.441591
50549.00    -0.162530    -0.225645    -1.466686
50549.25    -0.162780    -0.028277    -1.167718
50549.50    -0.182439     0.261287    -1.244374
50549.75    -0.356789     0.119248    -1.240956
50550.00    -0.271069    -0.019512    -2.060394
50550.25    -0.399111    -0.158244    -2.398344
50550.50    -0.547839     0.073292    -2.096976
50550.75    -0.854192    -0.325128    -2.068539
50551.00    -0.887685    -0.485896    -1.766151
50551.25    -0.946988    -0.434681    -1.223078
50551.50    -0.911723    -0.124642    -0.637822
50551.75    -1.151031    -0.368769    -0.168660
50552.00    -0.995254    -0.565299    -0.115562
50552.25    -0.888811    -0.684900    -0.254004
50552.50    -0.785123    -0.464271    -1.191994
50552.75    -1.009671    -0.700189    -2.113980
50553.00    -0.902167    -0.773068    -3.132113
50553.25    -0.861443    -0.713123    -3.573666
50553.50    -0.867896    -0.371981    -3.339899
50553.75    -0.901443    -0.582322    -2.821373
50554.00    -0.631289    -0.582011    -2.349589
50554.25    -0.376182    -0.573875    -1.909755
50554.50    -0.045246    -0.295481    -1.674330
50554.75    -0.081310    -0.547222    -1.724229
50555.00     0.309424    -0.606150    -2.100300
50555.25     0.529700    -0.549188    -2.198734
50555.50     0.791056    -0.287050    -1.919885
50555.75     0.678523    -0.501582    -1.307875
50556.00     1.000188    -0.590551    -0.961556
50556.25     1.054066    -0.457834    -0.634002
50556.50     1.041600    -0.080878    -0.542732
50556.75     0.678767    -0.199083    -1.281302
50557.00     0.818731    -0.197502    -1.878443
50557.25     0.694964    -0.315570    -2.388383
50557.50     0.858912    -0.177640    -2.021715
50557.75     0.676455    -0.362444    -1.441841
50558.00     0.871883    -0.318779    -1.212658
50558.25     0.804952    -0.349028    -1.260414
50558.50     0.925535    -0.071568    -1.071345
50558.75     0.561854    -0.266961    -0.874870
50559.00     0.616101    -0.324423    -0.763927
50559.25     0.518707    -0.347234    -0.954525
50559.50     0.536212    -0.141280    -1.089299
50559.75     0.013181    -0.397925    -1.682668
50560.00     0.137232    -0.549428    -1.795694
50560.25    -0.029932    -0.601941    -2.017720
50560.50    -0.082802    -0.440885    -1.914680
50560.75    -0.414932    -0.659447    -2.207279
50561.00    -0.333284    -0.745685    -2.196358
50561.25    -0.353479    -0.773317    -2.294770
50561.50    -0.173353    -0.490053    -2.102408
50561.75    -0.377062    -0.688658    -2.317604
50562.00    -0.188596    -0.664662    -2.237404
50562.25     0.035793    -0.671177    -2.806508
50562.50     0.261503    -0.329606    -2.944891
50562.75     0.226181    -0.440942    -3.032730
50563.00     0.388785    -0.425705    -2.913296
50563.25     0.420654    -0.395790    -3.145921
50563.50     0.391237    -0.092416    -3.101481
50563.75     0.202892    -0.289405    -3.286355
50564.00     0.340948    -0.405104    -3.354569
50564.25     0.305277    -0.415899    -3.393190
50564.50     0.456430    -0.189390    -3.557626
50564.75     0.366815    -0.386950    -3.436961
50565.00     0.716427    -0.377403    -3.017181
50565.25     0.766893    -0.274213    -2.728530
50565.50     0.854173     0.155864    -1.921479
50565.75     0.825846     0.131393    -1.076645
50566.00     1.092285     0.164267    -0.210341
50566.25     1.267242     0.337755     0.528068
50566.50     1.433033     0.664149     1.462978
50566.75     1.217813     0.475296     2.464211
50567.00     1.483092     0.412767     3.099806
50567.25     1.508100     0.366422     3.996989
50567.50     1.670996     0.667710     4.753321
50567.75     1.375532     0.479604     5.001994
50568.00     1.433974     0.394158     5.406008
50568.25     1.388963     0.523766     5.593145
50568.50     1.298066     0.898289     6.560605
50568.75     0.940663     0.622900     6.994319
50569.00     1.054457     0.399933     6.713357
50569.25     1.036257     0.285147     5.855223
50569.50     1.186670     0.493688     5.265955
50569.75     1.121923     0.420692     4.258679
50570.00     1.437540     0.406746     3.789523
50570.25     1.669639     0.481988     4.063696
50570.50     1.825219     0.670402     4.989930
50570.75     1.492432     0.375972     4.992701
50571.00     1.534399     0.290319     4.238037
50571.25     1.497938     0.437612     2.706649
50571.50     1.637179     0.823018     2.030702
50571.75     1.284670     0.829164     0.875091
50572.00     1.384218     0.882220     0.628808
50572.25     1.479532     1.029836     1.291842
50572.50     1.556722     1.342228     2.923836
50572.75     1.099909     1.036640     4.564792
50573.00     1.084577     0.720957     5.648421
50573.25     0.891123     0.356711     5.952140
50573.50     0.673403     0.469892     5.502362
50573.75     0.256967     0.377444     3.637916
50574.00     0.396776     0.498413     2.922474
50574.25     0.448750     0.598217     2.439085
50574.50     0.578165     0.941674     2.965023
50574.75     0.228108     0.542563     2.286738
50575.00     0.315521     0.263843     0.838524
50575.25     0.548070     0.122383    -0.378288
50575.50     0.680653     0.257883    -1.151040
50575.75     0.450540     0.025218    -2.285590
50576.00     0.629706    -0.110737    -2.547339
50576.25     0.706856    -0.073935    -2.789247
50576.50     0.653312     0.199691    -2.919035
50576.75     0.305645     0.177526    -3.460841
50577.00     0.343449     0.236034    -3.640542
50577.25     0.403408     0.357694    -4.222021
50577.50     0.435846     0.651808    -4.375681
50577.75     0.285292     0.428308    -4.364164
50578.00     0.424237     0.316580    -3.740073
50578.25     0.485274     0.352863    -2.899258
50578.50     0.561545     0.568296    -1.675721
50578.75     0.160997     0.457659    -0.802399
50579.00     0.225332     0.408682     0.211623
50579.25     0.350207     0.435082     1.517853
50579.50     0.435472     0.515884     2.161133
50579.75     0.184927     0.188522     2.842967
50580.00     0.367198     0.063657     3.952406
50580.25     0.450464     0.139380     4.716813
50580.50     0.405809     0.467752     4.797380
50580.75     0.215103     0.326800     4.658795
50581.00     0.351765     0.257698     4.433176
50581.25     0.401242     0.286129     4.098698
50581.50     0.534254     0.540509     4.005241
50581.75     0.357931     0.334208     3.277551
50582.00     0.418181     0.253790     2.335585
50582.25     0.633800     0.336277     2.273977
50582.50     0.821744     0.534585     2.353004
50582.75     0.593325     0.217932     2.074338
50583.00     0.883246     0.037552     1.820708
50583.25     0.994575    -0.000333     1.325987
50583.50     0.911297     0.171277     0.498062
50583.75     0.659791     0.074750    -0.732397
50584.00     0.796256     0.160222    -1.492090
50584.25     0.726404     0.408568    -2.406201
50584.50     0.691007     0.772342    -2.325881
50584.75     0.686985     0.738239    -1.521781
50585.00     1.072213     0.634049     0.077689
50585.25     1.285511     0.740129     1.971458
50585.50     1.342949     1.001577     2.787043
50585.75     0.858881     0.685290     2.598213
50586.00     0.748070     0.550905     2.210797
50586.25     0.502259     0.482951     1.297554
50586.50     0.479587     0.710674     0.785096
50586.75     0.009152     0.418131    -0.378051
50587.00     0.109517     0.356586    -1.119311
50587.25     0.175253     0.358975    -1.854088
50587.50     0.300031     0.562235    -2.318550
50587.75     0.149503     0.321730    -3.172483
50588.00     0.371105     0.267977    -3.354533
50588.25     0.390312     0.290232    -3.731077
50588.50     0.573909     0.537227    -3.409720
50588.75     0.282288     0.343407    -3.503058
50589.00     0.231022     0.237866    -3.351746
50589.25     0.185339     0.152450    -3.342167
50589.50     0.231365     0.267776    -3.180872
50589.75    -0.025789    -0.006502    -3.260375
50590.00     0.242503    -0.104623    -2.810209
50590.25     0.429938    -0.093685    -3.010100
50590.50     0.444980     0.038785    -3.276048
50590.75     0.119875    -0.153161    -4.182499
50591.00     0.125092    -0.232079    -4.287529
50591.25     0.064291    -0.230796    -4.609252
50591.50     0.160501     0.082127    -4.474150
50591.75     0.076518    -0.008978    -3.985371
50592.00     0.107773     0.031878    -3.874766
50592.25     0.122500     0.132431    -4.002645
50592.50     0.140551     0.442445    -4.084044
50592.75    -0.016998     0.374654    -3.938644
50593.00     0.092995     0.307981    -3.839158
50593.25     0.192541     0.296919    -4.382064
50593.50     0.306504     0.425348    -4.490146
50593.75     0.069086     0.179459    -4.926487
50594.00     0.120846     0.069395    -5.374544
50594.25     0.011155    -0.029425    -5.879901
50594.50     0.095253     0.122846    -5.725498
50594.75    -0.191970    -0.142353    -5.838194
50595.00    -0.243310    -0.232265    -5.389769
50595.25    -0.429564    -0.300975    -5.436786
50595.50    -0.477440    -0.045151    -5.191539
50595.75    -0.782741    -0.131669    -5.421187
50596.00    -0.767911    -0.209956    -5.343065
50596.25    -0.812076    -0.255011    -5.415151
50596.50    -0.829952    -0.166062    -6.226135
50596.75    -1.157179    -0.298286    -7.274636
50597.00    -1.111136    -0.280100    -7.454858
50597.25    -1.104166    -0.275177    -7.558600
50597.50    -1.049692     0.082105    -7.483138
50597.75    -1.166901    -0.022203    -6.959193
50598.00    -0.997384     0.024057    -6.123143
50598.25    -1.090926     0.193702    -5.235740
50598.50    -1.084108     0.544782    -3.380546
50598.75    -1.304277     0.339237    -1.921597
50599.00    -1.075547     0.260796    -0.547175
50599.25    -0.839846     0.218567     0.057489
50599.50    -0.477826     0.309504     0.596672
50599.75    -0.462205    -0.041676    -0.330034
50600.00    -0.118158    -0.265105    -1.700215
50600.25     0.000563    -0.216930    -3.487063
50600.50     0.280862     0.063153    -4.383594
50600.75     0.200024    -0.119761    -4.927047
50601.00     0.561992    -0.065506    -4.772228
50601.25     0.779953    -0.174508    -5.557657
50601.50     0.894411     0.042505    -5.916299
50601.75     0.769003     0.002612    -7.036924
50602.00     0.923350     0.005594    -7.277116
50602.25     0.897027    -0.022612    -7.823592
50602.50     0.972973     0.126029    -7.803123
50602.75     0.735796    -0.032863    -7.734074
50603.00     0.827599    -0.121198    -7.149440
50603.25     0.770750    -0.116510    -7.921327
50603.50     0.807639     0.125009    -8.012308
50603.75     0.438900    -0.033054    -8.722368
50604.00     0.528168    -0.033470    -8.054843
50604.25     0.520687     0.022999    -8.347141
50604.50     0.525485     0.216444    -7.995094
50604.75     0.269558     0.075768    -7.414228
50605.00     0.397815    -0.007489    -6.658244
50605.25     0.368721     0.002683    -6.660873
50605.50     0.191225     0.183223    -6.505565
50605.75    -0.127463    -0.004336    -6.471502
50606.00    -0.209250    -0.119855    -6.199745
50606.25    -0.418968    -0.143328    -6.910929
50606.50    -0.454950    -0.004233    -6.646169
50606.75    -0.712032    -0.254981    -6.238286
50607.00    -0.480390    -0.367716    -5.424643
50607.25    -0.294073    -0.334571    -4.978158
50607.50    -0.131860    -0.118792    -4.747962
50607.75    -0.272901    -0.118548    -4.176084
50608.00    -0.016749    -0.001513    -3.016386
50608.25    -0.035047     0.161656    -1.559441
50608.50    -0.049952     0.391154     0.080411
50608.75     0.068167     0.073955     1.105906
50609.00     0.508910     0.074912     0.752781
50609.25     0.516234     0.270901     0.432104
50609.50     0.555607     0.561003     1.202120
50609.75     0.532575     0.425560     2.053442
50610.00     0.778160     0.336269     2.633916
50610.25     0.799050     0.195804     2.612988
50610.50     0.890577     0.455374     2.841348
50610.75     0.813562     0.272632     2.391847
50611.00     0.926575     0.277075     2.476829
50611.25     1.039071     0.302010     1.962877
50611.50     1.015292     0.572553     1.743997
50611.75     0.933860     0.513909     1.933117
