PLAY	PLYCDE	FIELD	FLDCDE	JURIS	LEASE AREA	HC	DISC	PDEP	WDEP	TRAP	DRIVE	PAY	AREA	POR	PERM	TI	PI	SW	API	SPGR	O-GR	YIELD	CUMO	CUMG	RESO	RESG	RFO	RFG
lplf1	7811	MC807	874807	FEDERAL	MISSISSIPPI CANYON	O	89	10808	2959	G	PAR	35	900	0.27		205	7581	0.29	35.0	0.00	1400	0.0	0	0	7561	10585	0.30	
lplf1	7811	SS239	896239	FEDERAL	SHIP SHOAL	G	65	9260	128	D	PAR	196	467	0.29		182	4362	0.36	35.0	0.60	2620	8.1	3671	121433	401	4523	0.24	0.80
lplf1	7811	SS253	896253	FEDERAL	SHIP SHOAL	G	64	11723	174	G	PAR	23	138	0.30		211	5466	0.30	0.0	0.60	0	28.5	87	3168	93	3125		0.81
lplf1	7811	SS259	896259	FEDERAL	SHIP SHOAL	G	86	11886	145	B	WD	37	363	0.30		224	5542	0.19	0.0	0.60	0	22.8	0	333	583	25193		0.69
lplf1	7811	SS299	896299	FEDERAL	SHIP SHOAL	O	92	10300	257	G	PAR	65	40	0.28		199	4805	0.28	32.0	0.00	2367	0.0	410	971	750	1776	0.42	
lplf1	7811	SS331	896331	FEDERAL	SHIP SHOAL	O	94	11700	364	C	PAR	100	40	0.30		210	5456	0.30	35.0	0.00	1500	0.0	33	65	1270	1890	0.32	
lplf1	7811	SM076	901076	FEDERAL	SOUTH MARSH ISLAND	G	64	10698	140	B	WD	60	449	0.30		198	5395	0.26	0.0	0.61	0	6.2	158	21098	45	11876		0.46
lplf1	7811	SM079	901079	FEDERAL	SOUTH MARSH ISLAND	G	63	11956	143	B	WD	113	855	0.24		224	5755	0.22	0.0	0.61	0	11.1	1288	102085	375	47208		0.71
lplf1	7811	SM081	901081	FEDERAL	SOUTH MARSH ISLAND	G	87	10740	149	B	WD	48	84	0.29		199	5009	0.18	0.0	0.65	0	4.2	34	7996	5	1330		0.85
lplf1	7811	SM099	901099	FEDERAL	SOUTH MARSH ISLAND	G	79	8868	180	B	WD	49	2129	0.29		181	4942	0.23	35.0	0.65	2487	22.0	12652	125214	1727	14592	0.30	0.61
lplf1	7811	SM107	901107	FEDERAL	SOUTH MARSH ISLAND	O	76	8461	187	C	COM	102	274	0.29		179	5405	0.26	30.0	0.60	1722	20.0	9670	26481	956	698	0.39	0.68
lplf1	7811	SM115	901115	FEDERAL	SOUTH MARSH ISLAND	O	76	7994	192	C	COM	35	317	0.31		178	5388	0.29	33.0	0.60	2433	16.8	3822	10771	794	2402	0.45	0.39
lplf1	7811	SM117	901117	FEDERAL	SOUTH MARSH ISLAND	G	85	8922	193	H	COM	37	330	0.32		186	4164	0.29	0.0	0.60	0	30.6	324	13247	307	7368		0.73
lplf1	7811	SM160	901160	FEDERAL	SOUTH MARSH ISLAND	O	84	9513	278	B	PAR	33	722	0.29		194	7961	0.17	27.0	0.60	1661	29.7	7805	17941	3808	14560	0.56	0.65
lplf1	7811	SP089	913089	FEDERAL	SOUTH PASS	O	70	9279	425	G	COM	208	958	0.29		169	4830	0.16	37.0	0.56	1814	12.4	97217	153571	18402	58541	0.45	0.44
lplf1	7811	ST185	919185	FEDERAL	SOUTH TIMBALIER	G	70	9304	177	C	PAR	87	1020	0.25		186	4689	0.28	32.0	0.60	189805	4.8	615	130673	100	17688	0.10	0.74
lplf1	7811	ST186	919186	FEDERAL	SOUTH TIMBALIER	G	67	12407	158	B	WD	22	211	0.28		220	7933	0.37	0.0	0.60	0	57.0	431	7571	0	0		0.64
lplf1	7811	ST198	919198	FEDERAL	SOUTH TIMBALIER	G	88	11763	129	B	UNK	94	331	0.27		199	5485	0.26	0.0	0.60	0	19.2	844	41032	299	18465		0.82
lplf1	7811	ST206	919206	FEDERAL	SOUTH TIMBALIER	G	84	8310	164	B	PAR	78	1873	0.29		153	4988	0.25	0.0	0.60	0	3.6	653	141358	281	118915		0.67
lplf1	7811	ST221	921221	FEDERAL	SOUTH TIMBALIER	G	84	11724	158	B	WD	90	104	0.30		217	5467	0.19	0.0	0.60	0	11.9	165	14043	80	6465		0.77
lplf1	7811	ST245	921245	FEDERAL	SOUTH TIMBALIER	G	91	13450	191	A	PAR	32	295	0.34		231	6269	0.16	0.0	0.60	0	38.2	318	10026	454	10195		0.60
lplf1	7811	ST292	921292	FEDERAL	SOUTH TIMBALIER	G	82	10947	283	B	WD	48	1235	0.33		206	5106	0.17	56.0	0.60	3225	26.5	3096	112442	1136	10003	0.20	0.69
lplf1	7811	ST295	921295	FEDERAL	SOUTH TIMBALIER	O	84	11140	281	B	COM	107	825	0.29		183	8153	0.30	33.0	0.60	2497	27.2	14131	35487	30970	86784	0.51	0.58
lplf1	7811	VR255	931255	FEDERAL	VERMILION	B	65	11335	155	B	COM	77	482	0.28		213	5852	0.21	36.0	0.60	2215	60.5	6252	29756	2749	22226	0.39	0.65
lplf1	7811	VR262	931262	FEDERAL	VERMILION	G	75	8634	149	B	WD	42	2570	0.30		177	4122	0.22	33.0	0.60	1000	4.7	7885	178556	1344	7691	0.50	0.76
lplf1	7811	VR275	931275	FEDERAL	VERMILION	G	90	13360	183	H	WD	34	180	0.30		230	10449	0.16	0.0	0.60	0	22.0	80	3674	269	12185		0.65
lplf1	7811	VR288	931288	FEDERAL	VERMILION	G	87	10655	168	G	PAR	15	140	0.27		224	6408	0.45	0.0	0.60	0	39.4	49	1540	62	1301		0.72
lplf1	7811	VR359	931359	FEDERAL	VERMILION	G	88	12137	260	B	WD	34	1211	0.31		216	10113	0.20	0.0	0.60	0	0.5	41	80414	18	47743		0.77
lplf1	7811	WC504	937504	FEDERAL	WEST CAMERON	G	80	8455	146	C	WD	20	13	0.29		195	3780	0.30	0.0	0.60	0	7.6	1	122	0	0		0.25
lplf1	7811	WC507	937507	FEDERAL	WEST CAMERON	G	74	11555	148		PAR	63	357	0.26		202	6980	0.26	0.0	0.62	0	6.3	118	17730	36	6818		0.43
lplf1	7811	WC513	937513	FEDERAL	WEST CAMERON	G	72	9513	166	C	UNK	31	196	0.32		178	5434	0.35	0.0	0.59	0	5.9	23	3903	0	0		0.25
lplf1	7811	WC533	937533	FEDERAL	WEST CAMERON	G	73	8025	171	B	PD	190	601	0.27		176	4196	0.22	0.0	0.56	0	0.3	3	153785	45	3097		0.63
lplf1	7811	WC537	937537	FEDERAL	WEST CAMERON	G	82	8000	187	A	PAR	7	81	0.26		183	4434	0.33	0.0	0.59	0	7.7	7	883	0	0		0.85
lplf1	7811	WC554	937554	FEDERAL	WEST CAMERON	G	87	11796	194	G	WD	42	985	0.27		193	6787	0.34	0.0	0.60	0	0.1	0	15285	3	45859		0.61
lplf1	7811	WC555	937555	FEDERAL	WEST CAMERON	G	88	13175	180	C	UNK	18	290	0.25		218	7920	0.16	0.0	0.60	0	0.0	0	4974	0	0		0.31
lplf1	7811	WC565	937565	FEDERAL	WEST CAMERON	G	83	9104	189	H	PAR	120	938	0.27		182	5420	0.22	0.0	0.60	0	4.6	701	128272	169	59368		0.65
lplf1	7811	WC587	937587	FEDERAL	WEST CAMERON	G	71	10374	267	C	PAR	112	869	0.30		198	4885	0.21	0.0	0.61	0	35.6	6522	144794	445	50677		0.76
lplf1	7811	WC604	937604	FEDERAL	WEST CAMERON	G	89	9250	283	B	PAR	24	163	0.29		184	5953	0.33	0.0	0.56	0	0.1	0	4501	1	3999		0.85
lplf1	7811	WC436	939436	FEDERAL	WEST CAMERON	G	77	9021	115	B	PAR	44	303	0.27		190	4180	0.24	0.0	0.61	0	24.8	159	6788	112	4088		0.40
lplf1	7811	WD152	944152	FEDERAL	WEST DELTA	B	68	10012	575	G	WD	109	636	0.30		195	4714	0.22	33.0	0.60	823	4.8	15083	42316	979	16894	0.41	0.44
upa1	9411	BAY MARCHAND BLOCK 2	415	LOUISIANA/1	BAY MARCHAND	O	50	6404	38	H		65	887						31.4		616		7821	3339				
upa1	9411	BRETON SOUND BLOCK 20	1888	LOUISIANA/4	BRETON SOUND	G	54	3757	17	H		8	611						29.0	0.57			0	24308				
upa1	9411	BRETON SOUND BLOCK 23	1891	LOUISIANA/4	BRETON SOUND	G	80	2000	4	H		15					825			0.56	0		0	1268				
upa1	9411	BRETON SOUND BLOCK 32	1904	LOUISIANA/4	BRETON SOUND	G	81	4400	10	H							0		0.0	0.56	0		0	1937				
upa1	9411	BRETON SOUND BLOCK 36	1912	LOUISIANA/4	BRETON SOUND	G	53	4003	13	H		25								0.56			0	28177				
upa1	9411	CHANDELEUR SOUND BLOCK 25	2480	LOUISIANA/4	CHANDELEUR SOUND 	G	65	1900	3	H		8									0		0	155				
upa1	9411	MAIN PASS BLOCK 35	6374	LOUISIANA/4	MAIN PASS 	O	65	3300	6	H													1266	923				
upa1	9411	MAIN PASS BLOCK 46	6407	LOUISIANA/4	MAIN PASS 	G	80	5700	20	H							0		0.0	0.58	0		1	3574				
upa1	9411	MAIN PASS BLOCK 69	6429	LOUISIANA/4	MAIN PASS 	G	49	5100	30	H							805			0.57			51	38337				
upa1	9411	MAIN PASS BLOCK 74	6434	LOUISIANA/4	MAIN PASS 	O		6100	92	H							0		38.3	0.00	2446		21	63				
upa1	9411	RABBIT ISLAND	7576	LOUISIANA/2	RABBIT ISLAND	G		5023	7	H		34	12	0.30	1500				48.0	0.61			1	1251				
upa1	9411	SOUTH PASS BLOCK 27	8475	LOUISIANA/4	SOUTH PASS 	B	55	6889	33	H	COM	29	2846	0.32	456	168	2319	0.24	29.3	0.62	8012	0.0	19289	15082	0	0	0.57	0.57
upa1	9411	TIMBALIER BAY-OFFSHORE	8971	LOUISIANA/1	TIMBALIER BAY	O	62	5900	6	H									31.0				6	9				
upa1	9411	WEST DELTA BLOCK 52	9528	LOUISIANA/4	WEST DELTA 	G	88	6500	3	H		55	598				0		49.5	0.00	167375		8	2984				
upa1	9411	WEST DELTA BLOCK 55	9550	LOUISIANA/4	WEST DELTA 	G	62	5100	13	H										0.65			2	4426				
upa1	9411	WEST DELTA BLOCK 56	9561	LOUISIANA/4	WEST DELTA 	G	64	5300	26	AJ		75	600				0		0.0	0.00	0		0	1337				
upa1	9411	EC089	824089	FEDERAL	EAST CAMERON	G	63	4672	58		PAR	44	625	0.29		134	2184	0.21	0.0	0.57	0	1.5	41	25985	1	2438		0.70
upa1	9411	EI045	829045	FEDERAL	EUGENE ISLAND	G	93	6400	22		PAR	36	140	0.31		147	2991	0.40	0.0	0.60	0	6.2	17	2836	25	3964		0.85
upa1	9411	EI089	829089	FEDERAL	EUGENE ISLAND	O	57	6124	24	G	WD	82	94	0.29		156	2861	0.18	42.0	0.60	629	2.8	5817	4266	258	115	0.59	0.85
upa1	9411	EI126	829126	FEDERAL	EUGENE ISLAND	O	54	8569	38		PAR	80	120	0.31		182	4916	0.22	34.0	0.65	1384	18.7	2706	3169	79	724	0.21	0.25
upa1	9411	EI128	829128	FEDERAL	EUGENE ISLAND	O	55	6672	52		WD	113	143	0.32		153	3100	0.18	36.0	0.66	804	12.0	9029	7502	2706	2867	0.47	0.65
upa1	9411	EI186	829186	FEDERAL	EUGENE ISLAND	G	94	12100	77		PAR	38	435	0.25		215	5642	0.17	0.0	0.60	0	36.2	19	538	490	13562		0.35
upa1	9411	GI016	842016	FEDERAL	GRAND ISLE	O	48	5383	53	G	PAR	32	43	0.33		136	2518	0.29	34.0	0.00	409	0.0	773	316	0	0	0.38	
upa1	9411	GI041	842041	FEDERAL	GRAND ISLE	G	66	5970	91	B	PAR	17	256	0.30		139	2934	0.36	0.0	0.60	0	1.0	0	0	3	3148		0.45
upa1	9411	GI043	842043	FEDERAL	GRAND ISLE	G	59	7256	140	B	WD	43	3065	0.29		157	3389	0.24	33.0	0.60	2075	6.0	2413	188830	165	5954	0.23	0.75
upa1	9411	GI047	842047	FEDERAL	GRAND ISLE	O	56	7864	87	B	WD	38	491	0.29		172	3664	0.23	34.0	0.62	842	26.1	10623	15650	836	1266	0.64	0.79
upa1	9411	MP041	866041	FEDERAL	MAIN PASS	G	56	3778	40	B	WD	88	4107	0.29		119	1756	0.23	0.0	0.61	0	0.1	26	328444	11	22916		0.79
upa1	9411	MP129	866129	FEDERAL	MAIN PASS	G	80	3166	91	B	WD	19	880	0.34		108	1448	0.32	0.0	0.60	0	1.3	1	9354	16	3801		0.75
upa1	9411	MP164	868164	FEDERAL	MAIN PASS	G	84	1971	135	B	WD	9	511	0.36		93	932	0.26	0.0	0.60	0	0.1	0	0	0	2306		0.66
upa1	9411	SS028	894028	FEDERAL	SHIP SHOAL	G	56	7572	13	B	PAR	14	769	0.30		168	3509	0.24	0.0	0.62	0	1.9	35	18521	0	0		0.82
upa1	9411	SS037	894037	FEDERAL	SHIP SHOAL	G	89	7031	13	B	PAR	85	140	0.28		160	3284	0.24	34.0	0.60	2524	8.9	352	9300	278	10104	0.65	0.84
upa1	9411	SS072	894072	FEDERAL	SHIP SHOAL	O	49	6648	30	G	PAR	27	24	0.31		157	3106	0.36	40.0	0.60	4171	6.0	175	870	0	0	0.28	0.85
upa1	9411	SS092	894092	FEDERAL	SHIP SHOAL	G	88	7713	24	B	WD	12	144	0.30		170	3602	0.26	0.0	0.60	0	8.5	0	0	20	2365		0.66
upa1	9411	SS107	894107	FEDERAL	SHIP SHOAL	O	61	8425	22	B	WD	17	26	0.25		180	3916	0.16	37.0	0.00	1279	0.0	353	451	0	0	0.65	
upa1	9411	SS113	894113	FEDERAL	SHIP SHOAL	B	55	8140	42	G	WD	122	637	0.28		177	3956	0.26	29.0	0.63	680	51.0	31858	43155	3080	12536	0.50	0.60
upa1	9411	PL020	916020	FEDERAL	SOUTH PELTO	O	60	7077	31	G	WD	73	265	0.29		165	3135	0.21	34.0	0.00	711	0.0	12529	8331	1656	1756	0.54	
upa1	9411	PL023	916023	FEDERAL	SOUTH PELTO	O	62	8585	57	B	WD	45	631	0.32		165	4044	0.23	36.0	0.60	912	50.0	11656	10521	1042	4389	0.35	0.65
upa1	9411	ST052	919052	FEDERAL	SOUTH TIMBALIER	B	66	7915	59	B	WD	49	714	0.29		164	3802	0.24	38.0	0.62	633	88.2	8258	14230	1483	7089	0.36	0.46
upa1	9411	ST054	919054	FEDERAL	SOUTH TIMBALIER	O	58	8492	66	B	WD	24	112	0.26		190	3964	0.50	37.0	0.00	1578	0.0	644	1016	0	0	0.35	
upa1	9411	VR060	929060	FEDERAL	VERMILION	G	75	5330	45	D	WD	19	749	0.33		146	2436	0.16	0.0	0.65	0	0.1	0	16615	2	852		0.62
upa1	9411	VR071	929071	FEDERAL	VERMILION	G	61	5503	20		PAR	28	250	0.30		137	2573	0.30	0.0	0.60	0	2.1	19	9115	0	0		0.82
upa1	9411	VR076	929076	FEDERAL	VERMILION	G	57	5624	31	D	WD	12	2692	0.30		148	2739	0.35	0.0	0.57	0	1.2	17	17672	5	1274		0.39
upa1	9411	VR107	929107	FEDERAL	VERMILION	G	88	7310	60	D	WD	8	55	0.27		158	3670	0.37	0.0	0.58	0	21.9	0	0	10	447		0.60
upa1	9411	VR114	929114	FEDERAL	VERMILION	G	83	5700	43	A	WD	37	242	0.31		138	2665	0.37	0.0	0.60	0	0.1	0	1645	1	2772		0.32
upa1	9411	VR120	929120	FEDERAL	VERMILION	G	80	5082	70		WD	8	40	0.28		132	2378	0.30	0.0	0.56	0	0.0	0	107	0	0		0.25
upa1	9411	VR131	929131	FEDERAL	VERMILION	G	78	6871	55		WD	19	140	0.29		158	3210	0.25	0.0	0.63	0	14.4	28	2380	14	545		0.58
upa1	9411	WC110	935110	FEDERAL	WEST CAMERON	G	54	2865	43	D	WD	8	68	0.25		123	1347	0.30	0.0	0.60	0	0.2	0	121	0	0		0.32
upa1	9411	WD030	942030	FEDERAL	WEST DELTA	O	55	5953	49	G	WD	61	639	0.30		154	2783	0.18	29.0	0.64	632	125.0	24423	17981	804	2503	0.48	0.36
upa1	9411	WD073	942073	FEDERAL	WEST DELTA	G	62	6703	179	B	PAR	11	909	0.29		157	3223	0.22	0.0	0.65	0	4.0	46	11323	0	0		0.55
upa1	9411	WD079	942079	FEDERAL	WEST DELTA	G	72	4800	125	B	PAR	17	300	0.30		132	2247	0.29	0.0	0.60	0	4.5	10	2313	12	2535		0.65
upp1	9611	MAIN PASS BLOCK 69	6429	LOUISIANA/4	MAIN PASS 	B	49	5826	30	H		21	1144	0.00	0	0	0	0.00	26.2	0.57	3419	0.0	7861	13270	0	0	0.00	0.00
upp1	9611	SOUTH PASS BLOCK 24	8442	LOUISIANA/4	SOUTH PASS 	B	51	5914	13	AN		20	1003	0.00	0	0	2223	0.00	24.4	0.65	5811	0.0	5924	8895	0	0	0.00	0.00
upp1	9611	SOUTH PASS BLOCK 41	8497	LOUISIANA/4	SOUTH PASS 	G	88	5900	66	H										0.57			0	10113				
upp1	9611	SOUTH PASS BLOCK 42	8508	LOUISIANA/4	SOUTH PASS 	B	82	7211	55	H		12	0		0	0	0	0.00	15.5	0.57	12897	0.0	186	10989	0	0	0.00	0.00
upp1	9611	SOUTH PASS BLOCK 78	8513	LOUISIANA/4	SOUTH PASS 	G	82	8500	197	H										0.56			0	13				
upp1	9611	EC121	824121	FEDERAL	EAST CAMERON	G	86	6884	81	C	WD	15	668	0.31		152	3249	0.22	0.0	0.60	0	2.0	14	6887	0	0		0.32
upp1	9611	EC151	824151	FEDERAL	EAST CAMERON	G	87	7270	82	G	PAR	16	230	0.29		157	3396	0.18	0.0	0.60	0	1.1	3	1694	3	3790		0.69
upp1	9611	EC160	824160	FEDERAL	EAST CAMERON	G	56	8097	85	G	PD	69	347	0.27		184	3886	0.30	38.0	0.60	4697	7.9	223	25193	21	3587	0.13	0.65
upp1	9611	EC185	824185	FEDERAL	EAST CAMERON	G	71	10209	94	G	PAR	60	389	0.29		195	4763	0.33	0.0	0.60	0	24.0	625	24971	183	8643		0.68
upp1	9611	EC193	824193	FEDERAL	EAST CAMERON	G	66	8981	91	G	PD	88	151	0.32		178	4192	0.16	35.0	0.60	2500	9.5	70	4920	340	20551	0.45	0.70
upp1	9611	EC195	824195	FEDERAL	EAST CAMERON	G	66	10059	97	G	WD	41	757	0.24		197	5068	0.39	0.0	0.62	0	35.3	418	10059	413	13436		0.46
upp1	9611	EC201	824201	FEDERAL	EAST CAMERON	G	90	9903	106	D	WD	42	103	0.27		199	4620	0.17	0.0	0.60	0	7.6	0	0	55	7291		0.70
upp1	9611	EC213	824213	FEDERAL	EAST CAMERON	G	85	9687	107	B	PAR	44	145	0.27		196	4520	0.28	35.0	0.60	1300	10.0	66	3230	674	4687	0.52	0.65
upp1	9611	EC215	824215	FEDERAL	EAST CAMERON	G	80	11264	116	D	WD	31	750	0.27		202	5982	0.25	0.0	0.61	0	13.4	332	24915	41	3017		0.47
upp1	9611	EC222	824222	FEDERAL	EAST CAMERON	G	71	9236	119	B	WD	37	409	0.28		182	4792	0.31	0.0	0.59	0	7.4	78	11077	27	3029		0.43
upp1	9611	EC224	824224	FEDERAL	EAST CAMERON	G	70	4857	118	G	COM	80	80	0.28		127	2318	0.17	0.0	0.65	0	0.0	0	5097	0	400		0.51
upp1	9611	EC231	824231	FEDERAL	EAST CAMERON	G	71	9394	123	H	WD	89	1827	0.30		192	4801	0.22	34.0	0.60	2388	10.1	3488	247694	782	26399	0.15	0.68
upp1	9611	EI128	829128	FEDERAL	EUGENE ISLAND	O	57	7320	52		PAR	10	50	0.29		158	3419	0.38	35.0	0.00	1010	0.0	61	39	153	177	0.42	
upp1	9611	EI172	829172	FEDERAL	EUGENE ISLAND	B	60	12744	82	G	WD	50	552	0.25		223	6108	0.26	41.0	0.64	1667	13.1	2199	8751	1219	11982	0.27	0.58
upp1	9611	EI175	829175	FEDERAL	EUGENE ISLAND	B	67	10240	84	G	WD	138	320	0.29		205	4924	0.25	36.0	0.65	1326	41.1	14991	30723	1051	10304	0.47	0.51
upp1	9611	EI188	829188	FEDERAL	EUGENE ISLAND	B	56	11304	70	G	PAR	309	353	0.28		209	5324	0.26	35.0	0.61	1359	32.3	29488	76935	6017	44459	0.48	0.68
upp1	9611	EI198	829198	FEDERAL	EUGENE ISLAND	G	59	11931	101	B	PAR	49	280	0.25		222	5862	0.33	35.0	0.60	1461	29.0	509	14357	47	3015	0.10	0.65
upp1	9611	EI205	829205	FEDERAL	EUGENE ISLAND	G	61	11716	106	G	WD	182	1179	0.27		224	5601	0.36	36.0	0.65	1993	12.1	8091	283813	1463	26147	0.45	0.73
upp1	9611	EI208	829208	FEDERAL	EUGENE ISLAND	B	58	11591	96	G	WD	130	1720	0.27		217	5382	0.31	36.0	0.64	2096	44.7	31148	194349	12619	50018	0.39	0.61
upp1	9611	EI212	829212	FEDERAL	EUGENE ISLAND	G	84	12092	86	C	PD	50	898	0.26		215	7773	0.20	34.0	0.63	4098	42.7	3142	24826	4537	61346	0.45	0.67
upp1	9611	EI231	829231	FEDERAL	EUGENE ISLAND	G	67	11020	111	G	WD	85	425	0.30		174	4987	0.20	0.0	0.60	0	7.6	429	59678	116	11892		0.70
upp1	9611	EI238	829238	FEDERAL	EUGENE ISLAND	G	64	11121	147	G	PAR	121	2153	0.29		210	5767	0.26	40.0	0.60	2467	13.5	10587	278463	8468	64285	0.20	0.65
upp1	9611	EI240	829240	FEDERAL	EUGENE ISLAND	G	81	12531	140	G	WD	128	803	0.24		220	5842	0.21	0.0	0.62	0	17.1	2574	137629	294	30498		0.72
upp1	9611	EI276	831276	FEDERAL	EUGENE ISLAND	B	65	10248	166	G	WD	94	744	0.29		194	4977	0.30	35.0	0.65	1672	24.5	10671	38093	1252	6678	0.27	0.39
upp1	9611	EW305	834305	FEDERAL	EWING BANK	G	82	10409	294	D	PAR	45	80	0.30		203	4855	0.21	0.0	0.60	0	275.7	1380	4477	377	1897		0.67
upp1	9611	GI072	842072	FEDERAL	GRAND ISLE	O	67	8420	108	G	WD	54	57	0.28		183	3966	0.33	37.0	0.00	1189	0.0	703	836	0	0	0.21	
upp1	9611	GI076	842076	FEDERAL	GRAND ISLE	G	72	8857	150	D	PAR	22	712	0.27		177	4167	0.35	30.0	0.59	3148	4.6	499	21681	109	340	0.65	0.72
upp1	9611	GI082	842082	FEDERAL	GRAND ISLE	G	71	8653	170	D	UNK	51	374	0.29		189	4156	0.16	33.0	0.60	2973	29.5	910	14615	0	0	0.17	0.33
upp1	9611	HI178A	850178	FEDERAL	HIGH ISLAND	G	86	5735	58	A	WD	13	397	0.36		150	3743	0.16	0.0	0.60	0	0.2	1	4091	0	0		0.25
upp1	9611	MP073	866073	FEDERAL	MAIN PASS	G	81	4600	136	G	UNK	84	36	0.27		130	2154	0.16	0.0	0.60	0	19.5	0	0	62	3168		0.70
upp1	9611	MP107	866107	FEDERAL	MAIN PASS	G	71	3474	64	B	WD	13	2666	0.33		115	1631	0.29	0.0	0.60	0	0.0	0	17565	0	1838		0.47
upp1	9611	MP120	866120	FEDERAL	MAIN PASS	G	77	2375	127	B	WD	26	904	0.36		108	1015	0.29	0.0	0.65	0	0.0	0	6367	0	0		0.34
upp1	9611	MP125	866125	FEDERAL	MAIN PASS	G	86	3247	122	B	WD	95	121	0.33		110	1525	0.33	0.0	0.60	0	0.7	0	158	3	5050		0.44
upp1	9611	MP133	866133	FEDERAL	MAIN PASS	G	70	3050	175	B	PD	59	1047	0.33		107	1407	0.26	0.0	0.65	0	0.1	2	51118	1	6133		0.84
upp1	9611	MP144	866144	FEDERAL	MAIN PASS	O	71	3852	211	G	PAR	60	20	0.34		126	1806	0.28	26.0	0.00	863	0.0	1204	894	48	186	0.65	
upp1	9611	MP151	866151	FEDERAL	MAIN PASS	G	83	4640	169	B	WD	37	852	0.30		126	2145	0.31	0.0	0.62	0	3.9	1	23600	98	1898		0.59
upp1	9611	MP175	868175	FEDERAL	MAIN PASS	G	91	2260	137	J	WD	8	433	0.32		103	996	0.36	0.0	0.60	0	0.1	0	740	0	383		0.52
upp1	9611	MP186	868186	FEDERAL	MAIN PASS	G	88	2337	149	B	WD	38	361	0.32		100	1101	0.26	0.0	0.58	0	0.1	0	3609	1	5031		0.79
upp1	9611	MP202	868202	FEDERAL	MAIN PASS	G	87	2500	174	B	WD	9	137	0.29		103	1178	0.16	0.0	0.60	0	0.0	0	382	0	0		0.34
upp1	9611	MP227	868227	FEDERAL	MAIN PASS	G	85	3090	192	D	PAR	14	698	0.32		108	1452	0.40	0.0	0.60	0	0.1	0	1763	0	3673		0.64
upp1	9611	MP263	868263	FEDERAL	MAIN PASS	G	94	3315	278	D	UNK	100	140	0.30		113	1556	0.30	0.0	0.60	0	0.1	0	0	1	8983		0.64
upp1	9611	MP265	868265	FEDERAL	MAIN PASS	G	84	2810	203	H	WD	57	817	0.34		104	1322	0.33	0.0	0.60	0	0.0	0	20824	1	16176		0.85
upp1	9611	MP273	868273	FEDERAL	MAIN PASS	G	86	3875	220	B	WD	12	92	0.30		117	1817	0.23	0.0	0.60	0	0.1	0	0	0	1013		0.68
upp1	9611	MP290	870290	FEDERAL	MAIN PASS	O	67	4226	342	G	PAR	55	1155	0.31		131	2080	0.31	25.0	0.60	621	0.9	27898	19824	4809	7450	0.46	0.43
upp1	9611	MP299	870299	FEDERAL	MAIN PASS	O	68	4416	209	G	WD	25	237	0.29		122	2054	0.16	31.0	0.00	731	0.0	718	588	2844	2015	0.36	
upp1	9611	MP306	870306	FEDERAL	MAIN PASS	O	68	4467	249	G	PAR	35	470	0.30		126	2050	0.31	36.0	0.61	1668	9.2	3390	3614	3281	10816	0.37	0.75
upp1	9611	MP310	870310	FEDERAL	MAIN PASS	O	84	5582	250	D	WD	9	441	0.31		137	2610	0.42	29.0	0.63	520	4.3	0	0	1376	907	0.34	0.42
upp1	9611	MP311	870311	FEDERAL	MAIN PASS	O	79	4540	252	D	WD	7	157	0.36		129	2126	0.45	24.0	0.00	1720	0.0	196	337	351	604	0.36	
upp1	9611	SS092	894092	FEDERAL	SHIP SHOAL	G	88	8888	24	B	WD	32	153	0.31		186	4148	0.18	0.0	0.60	0	8.5	0	0	75	8877		0.69
upp1	9611	SS107	894107	FEDERAL	SHIP SHOAL	O	57	9300	22	B	WD	56	1340	0.30		195	4336	0.30	36.0	0.00	959	0.0	46509	43708	1489	2336	0.54	
upp1	9611	SS154	894154	FEDERAL	SHIP SHOAL	O	90	8790	55	G	PAR	16	5	0.27		175	4102	0.28	32.0	0.00	7593	0.0	18	137	0	0	0.19	
upp1	9611	SS158	894158	FEDERAL	SHIP SHOAL	G	79	10037	44	J	WD	24	697	0.25		206	4429	0.28	0.0	0.59	0	27.6	580	20986	0	0		0.67
upp1	9611	SS160	894160	FEDERAL	SHIP SHOAL	G	88	11183	50	B	WD	19	330	0.28		215	5215	0.22	0.0	0.60	0	8.3	81	9255	29	3969		0.85
upp1	9611	SS167	894167	FEDERAL	SHIP SHOAL	G	83	11334	65	C	WD	14	876	0.27		196	8145	0.25	0.0	0.60	0	28.0	199	7330	76	2508		0.26
upp1	9611	SS169	894169	FEDERAL	SHIP SHOAL	G	60	9458	62	B	WD	75	1522	0.29		193	4478	0.21	32.0	0.60	5802	8.1	5349	210459	1703	29819	0.36	0.73
upp1	9611	SS170	894170	FEDERAL	SHIP SHOAL	G	78	9690	56	D	WD	46	451	0.29		195	4594	0.19	32.0	0.60	3675	6.7	245	29185	3	722	0.11	0.57
upp1	9611	SS176	894176	FEDERAL	SHIP SHOAL	B	59	11139	101	B	WD	24	1309	0.27		209	5570	0.26	39.0	0.60	1330	21.4	2758	27104	389	1079	0.24	0.50
upp1	9611	SS178	894178	FEDERAL	SHIP SHOAL	B	84	9787	88	J	COM	16	533	0.30		192	4698	0.20	34.0	0.65	2785	8.5	697	4561	138	665	0.13	0.25
