-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
USNO        49718.000    1995     1     1     0
USNO        52274.750    2001    12    31    18
USNO      1112189.893 -4842955.037  3985352.249
50199.00     0.902802     1.014918     6.765171
50199.25     0.768098     0.896927     6.671945
50199.50     0.998480     1.069845     7.564285
50199.75     0.770208     0.832683     7.646074
50200.00     0.869950     0.543442     6.398309
50200.25     0.788744     0.243378     4.154607
50200.50     0.982688     0.332573     2.787995
50200.75     0.545689     0.136660     0.942249
50201.00     0.479716     0.181075     0.324754
50201.25     0.253766     0.069719    -1.304447
50201.50     0.486500     0.150659    -2.275479
50201.75     0.268859     0.038525    -2.794191
50202.00     0.379806     0.180016    -1.850262
50202.25     0.230774     0.294132    -1.720206
50202.50     0.207601     0.596157    -0.542641
50202.75    -0.214796     0.565697     0.671482
50203.00    -0.186222     0.671684     1.962669
50203.25    -0.442108     0.844148     2.754874
50203.50    -0.390067     1.111155     4.164253
50203.75    -0.745604     0.833105     4.351664
50204.00    -0.680360     0.626597     3.339727
50204.25    -0.810488     0.472371     1.579635
50204.50    -0.515674     0.615181     1.323552
50204.75    -0.770015     0.490564     1.232422
50205.00    -0.483258     0.504055     1.912479
50205.25    -0.716204     0.335441     0.831350
50205.50    -0.435621     0.404332     0.454360
50205.75    -0.593045     0.306079    -0.050751
50206.00    -0.370373     0.388284     0.294805
50206.25    -0.634101     0.279688    -0.396158
50206.50    -0.462538     0.443550    -0.351537
50206.75    -0.752027     0.298420    -0.276800
50207.00    -0.745435     0.243860    -0.116700
50207.25    -0.980843     0.163235    -0.530926
50207.50    -0.847802     0.328790    -0.436381
50207.75    -1.133344     0.150776    -0.249100
50208.00    -1.073935     0.132751    -0.306151
50208.25    -1.274087    -0.060724    -1.232510
50208.50    -1.137829     0.016657    -2.872817
50208.75    -1.472446    -0.032702    -3.085760
50209.00    -1.694877     0.074497    -2.080657
50209.25    -1.976616    -0.015232    -1.837454
50209.50    -1.828782    -0.035507    -2.453293
50209.75    -2.043793    -0.280921    -4.165009
50210.00    -1.783336    -0.264783    -4.883918
50210.25    -1.916144    -0.358310    -6.110417
50210.50    -1.486529    -0.184332    -6.100407
50210.75    -1.508917    -0.249892    -5.979103
50211.00    -1.197414    -0.106765    -4.245227
50211.25    -1.182256    -0.147135    -3.798536
50211.50    -0.679227     0.081242    -2.919692
50211.75    -0.700810     0.008885    -3.152531
50212.00    -0.584383     0.105904    -2.473647
50212.25    -0.606285     0.060119    -2.616810
50212.50    -0.260958     0.164006    -2.701548
50212.75    -0.451738     0.022165    -3.416273
50213.00    -0.390152     0.060977    -3.138518
50213.25    -0.781428    -0.043575    -3.084721
50213.50    -0.670587     0.048258    -2.955800
50213.75    -1.014202    -0.075673    -2.503987
50214.00    -1.026313    -0.074718    -1.078846
50214.25    -1.290922    -0.150811    -0.680443
50214.50    -0.991962     0.002429     0.143665
50214.75    -1.134710    -0.051267     1.410628
50215.00    -0.999909    -0.118757     2.252035
50215.25    -1.167015    -0.266236     1.396969
50215.50    -0.928848    -0.140107     1.174476
50215.75    -1.189773    -0.282922     0.599350
50216.00    -0.946351    -0.200114     0.334895
50216.25    -1.176465    -0.323610    -1.241208
50216.50    -0.803843    -0.153781    -1.669028
50216.75    -0.958882    -0.208630    -2.375930
50217.00    -0.683745    -0.035208    -1.967347
50217.25    -0.597666    -0.025343    -2.967411
50217.50    -0.123945     0.138729    -3.350852
50217.75    -0.282796     0.077673    -3.690806
50218.00    -0.045076     0.261726    -2.624017
50218.25    -0.254341     0.193716    -3.649230
50218.50    -0.023362     0.327822    -3.670943
50218.75    -0.222173     0.245179    -3.671682
50219.00    -0.248257     0.260272    -2.515760
50219.25    -0.532547     0.172975    -2.877801
50219.50    -0.222899     0.294386    -1.779215
50219.75    -0.419200     0.171269    -1.207682
50220.00    -0.377624     0.191470    -0.178540
50220.25    -0.521132     0.189258    -0.119179
50220.50    -0.060857     0.411448     0.225243
50220.75    -0.205166     0.361323     0.044942
50221.00     0.099827     0.496203     1.041764
50221.25     0.192530     0.496560     0.872954
50221.50     0.533508     0.609280     1.203249
50221.75     0.419587     0.556364     1.421911
50222.00     0.591115     0.616545     2.587508
50222.25     0.516638     0.571474     2.721705
50222.50     0.738476     0.689042     2.983412
50222.75     0.547649     0.614692     3.571589
50223.00     0.639651     0.646263     4.974795
50223.25     0.413551     0.482584     4.770465
50223.50     0.758444     0.567354     5.082828
50223.75     0.583762     0.505853     5.197712
50224.00     0.647333     0.541821     5.970286
50224.25     0.382787     0.435635     5.595297
50224.50     0.714292     0.500999     5.752123
50224.75     0.521657     0.377191     5.531279
50225.00     0.821487     0.417878     5.683930
50225.25     0.756115     0.358096     4.406974
50225.50     1.044664     0.494245     3.896820
50225.75     0.818043     0.379415     3.143366
50226.00     1.054143     0.475537     3.554700
50226.25     0.798475     0.378089     2.370880
50226.50     1.037758     0.484817     1.831704
50226.75     0.861720     0.388562     1.298245
50227.00     0.990501     0.348119     1.740099
50227.25     0.807732     0.168107     0.645445
50227.50     1.185383     0.229503     0.559515
50227.75     1.049669     0.008394    -0.495172
50228.00     1.176908     0.027745    -0.204986
50228.25     1.226868    -0.086716    -0.900176
50228.50     1.642828     0.017820    -0.850886
50228.75     1.340321    -0.134466    -1.132515
50229.00     1.425053     0.023475     0.184280
50229.25     1.310513     0.028656    -0.215948
50229.50     1.495331     0.301621     0.029753
50229.75     1.204181     0.281209     0.359765
50230.00     1.229142     0.407945     1.212431
50230.25     0.912906     0.424555     0.917918
50230.50     1.109941     0.666788     1.338687
50230.75     0.801381     0.612935     0.555061
50231.00     0.642589     0.636928     0.929626
50231.25     0.373838     0.584110     0.662574
50231.50     0.591227     0.704315     1.207847
50231.75     0.253461     0.561293     0.884487
50232.00     0.166199     0.573615     1.519124
50232.25    -0.015610     0.533596     1.416222
50232.50     0.131945     0.603785     2.030990
50232.75    -0.049668     0.378191     1.213667
50233.00     0.004389     0.303215     1.386189
50233.25    -0.156243     0.137747     0.217745
50233.50     0.041286     0.157312    -0.042862
50233.75    -0.138124    -0.000909    -0.873858
50234.00     0.066106     0.068274    -0.222828
50234.25     0.032855    -0.032430    -1.405883
50234.50     0.505860     0.100849    -1.664921
50234.75     0.374955    -0.032257    -2.199985
50235.00     0.601930     0.066958    -1.431792
50235.25     0.647901     0.052126    -2.342552
50235.50     0.999987     0.206380    -2.647177
50235.75     0.662819     0.118704    -3.205182
50236.00     0.574375     0.222876    -2.464096
50236.25     0.125843     0.175484    -3.319752
50236.50     0.054702     0.318795    -3.488436
50236.75    -0.355608     0.221411    -3.734615
50237.00    -0.345977     0.253747    -2.336768
50237.25    -0.542713     0.166835    -2.688583
50237.50    -0.327294     0.356080    -1.584268
50237.75    -0.456382     0.299471    -0.627442
50238.00    -0.452200     0.320884     0.717012
50238.25    -0.600280     0.278818     0.643618
50238.50    -0.272161     0.441309     0.927547
50238.75    -0.476930     0.337475     0.555466
50239.00    -0.441969     0.374526     0.976097
50239.25    -0.621068     0.245613     0.023173
50239.50    -0.190455     0.348718    -0.430475
50239.75    -0.300922     0.219596    -1.105093
50240.00    -0.085109     0.257612    -0.810676
50240.25    -0.099130     0.224439    -1.223371
50240.50     0.194854     0.341907    -1.352619
50240.75     0.109818     0.226498    -1.439540
50241.00     0.308759     0.289158    -0.166614
50241.25     0.269567     0.223571    -0.247964
50241.50     0.484595     0.320174     0.532564
50241.75     0.365125     0.205946     0.717117
50242.00     0.464198     0.260848     1.527736
50242.25     0.408584     0.236945     0.842749
50242.50     0.676860     0.367174     0.876595
50242.75     0.537928     0.306963     0.594300
50243.00     0.814047     0.387746     1.293961
50243.25     0.798881     0.434745     0.964650
50243.50     1.063081     0.585996     0.887018
50243.75     0.958485     0.505768     0.627260
50244.00     0.940411     0.499440     1.207828
50244.25     0.761138     0.427441     0.768898
50244.50     1.009608     0.457219     0.847542
50244.75     0.775413     0.320387     0.731744
50245.00     0.791619     0.306637     1.580436
50245.25     0.697715     0.245002     1.289832
50245.50     1.036788     0.410200     1.772073
50245.75     0.793387     0.377110     1.717300
50246.00     0.682488     0.383734     2.375731
50246.25     0.545154     0.355923     1.938115
50246.50     0.831166     0.482298     1.944080
50246.75     0.735325     0.413687     2.038985
50247.00     0.908956     0.449672     2.850405
50247.25     0.774381     0.353122     2.346069
50247.50     1.141658     0.406708     2.145121
50247.75     0.873152     0.288164     1.798978
50248.00     1.020712     0.316373     2.354719
50248.25     0.859960     0.236467     1.895690
50248.50     0.995968     0.295047     1.609056
50248.75     0.756400     0.243151     1.610367
50249.00     0.778396     0.291373     1.979934
50249.25     0.767079     0.255945     1.545121
50249.50     1.004864     0.366736     1.344856
50249.75     0.855591     0.274905     0.762086
50250.00     0.881823     0.315270     1.029739
50250.25     0.883050     0.327898     0.328403
50250.50     1.210146     0.436913    -0.181151
50250.75     0.938862     0.339978    -0.540342
50251.00     0.964823     0.361084    -0.002410
50251.25     0.805599     0.348342    -0.390620
50251.50     1.034433     0.504199    -0.225208
50251.75     0.782489     0.522437     0.060691
50252.00     0.818022     0.648415     1.188398
50252.25     0.726063     0.687338     1.228137
50252.50     1.008705     0.872277     1.704983
50252.75     0.824932     0.844844     1.498716
50253.00     0.744381     0.872617     2.066980
50253.25     0.654504     0.881319     1.691948
50253.50     0.846510     0.979278     2.053286
50253.75     0.551269     0.898123     1.780954
50254.00     0.385206     0.914394     2.574111
50254.25     0.219180     0.847135     2.031412
50254.50     0.293852     0.904066     2.502714
50254.75     0.125008     0.752922     2.529162
50255.00     0.308618     0.753672     3.465527
50255.25     0.229493     0.651080     3.225649
50255.50     0.605108     0.687091     3.066362
50255.75     0.380596     0.541211     2.582886
50256.00     0.378603     0.543615     2.839723
50256.25     0.400928     0.555084     2.915691
50256.50     0.755839     0.664539     3.176679
50256.75     0.590286     0.566628     3.950178
50257.00     0.837283     0.536894     4.733458
50257.25     1.050817     0.459020     4.152181
50257.50     1.505274     0.560962     3.429792
50257.75     1.301392     0.412484     2.331593
50258.00     1.686159     0.523851     3.070670
50258.25     1.673263     0.466207     2.544581
50258.50     1.961376     0.564561     2.834773
50258.75     1.904599     0.526195     3.404047
50259.00     1.975167     0.507292     4.383512
50259.25     1.957338     0.391370     4.164544
50259.50     2.316453     0.391262     3.702727
50259.75     2.337865     0.238925     2.827925
50260.00     2.408181     0.230305     2.283152
50260.25     2.328641     0.121006     0.807915
50260.50     2.474814     0.162301     0.045552
50260.75     2.092772    -0.011132    -0.603819
50261.00     2.106551     0.101105     0.204978
50261.25     2.131348     0.053229    -0.196452
50261.50     2.443820     0.160429    -0.099951
50261.75     2.405800     0.051525    -0.031218
50262.00     2.736128     0.216931     1.242347
50262.25     2.817273     0.217738     0.996313
50262.50     3.092980     0.345694     0.852515
50262.75     3.013084     0.302544     0.593431
50263.00     3.129352     0.393014     1.096101
50263.25     2.891638     0.356517     0.460533
50263.50     3.043891     0.480665     0.738408
50263.75     2.696340     0.374388     0.579694
50264.00     2.543292     0.475199     1.891204
50264.25     2.292349     0.377724     1.711683
50264.50     2.424182     0.494305     2.805103
50264.75     1.852548     0.323230     2.723097
50265.00     1.857520     0.422675     3.913938
50265.25     1.735759     0.386375     3.327601
50265.50     1.776869     0.454877     3.092711
50265.75     1.222961     0.352911     2.496557
50266.00     1.314378     0.494057     3.483407
50266.25     1.043861     0.462242     3.198424
50266.50     0.995630     0.598668     3.558705
50266.75     0.649344     0.557213     3.765495
50267.00     0.496699     0.618112     4.781365
50267.25     0.251659     0.560575     4.960641
50267.50     0.438749     0.636381     5.444621
50267.75     0.342735     0.485097     5.062611
50268.00     0.390684     0.420187     4.881999
50268.25     0.395244     0.338364     4.466354
50268.50     0.739179     0.444300     4.510211
50268.75     0.615191     0.304645     3.513593
50269.00     0.893643     0.383773     3.448621
50269.25     0.928333     0.364182     2.522095
50269.50     1.243292     0.461863     1.816271
50269.75     1.115196     0.457858     1.223102
50270.00     1.210029     0.501743     1.785107
50270.25     0.963158     0.443276     1.151272
50270.50     1.047175     0.506133     1.175213
50270.75     0.782005     0.449968     1.351603
50271.00     0.713601     0.488732     1.821817
50271.25     0.466561     0.444165     1.611601
50271.50     0.495343     0.564436     2.193877
50271.75     0.075011     0.554673     2.645844
50272.00    -0.154979     0.513081     3.483514
50272.25    -0.272078     0.528012     3.960637
50272.50    -0.038745     0.592730     4.344563
