c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
1995081800055	19950818	00055	SO  	1995	8	18	95ZZZX3997       	1	19950629	G	2720	63451000	SUPPORT         			PIPER 	PA28  	PA28180     	7102808	SO  										RUD PED CENTER	CRACKED         	H	S			K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	01	21112	2169 				28730515				INSPECTION FOUND RUDDER PEDAL CENTER SUPPORT CRACKED AT BOLT HOLE AND CORNER.  SUSPECT BOLTS ARE LOOSENING AND ALLOWING 	SUPPORT TO WORK OR MOVE.					1	L	7	1 	3O				2A13    					 
1995081800056	19950818	00056	SO  	1995	8	18	95ZZZX3998       	2	19950701	G	8550	CH48109	FILTER          	CHAMPION    		CESSNA	207   	T207A       	2073614	CE  	CONT  	O520  	TSIO520M    	17040	SO  					ENG OIL SYSTEM	GASKET DISPLACED	D	P	A		K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			NM	01	803AN	50   				20700570	283222R			OIL FILTER INTERNAL GASKET WAS OUT OF PLACE AND COVERING INLET PASSAGE OF FILLER BODY.  APPEARS TO BE MANUFACTURE DEFECT	.  SUBMITTER ADVISES A CLOSER INSPECTION OF OIL FILTER PRIOR TO INSTALLATION TO INSURE GASKET IS NOT BLOCKING INLET HOLE	.				1	H	7	1 	3O	3	O		A16CE   	E8CE				 
1995081800061	19950818	00061	SO  	1995	8	18	95ZZZX4003       	1	19950721	G	5751	86392002	HINGE HALF      			PIPER 	PA44  	PA44180     	7104402	SO  										LT AIL OTBD	HOLE ELONGATED  	D	P	A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NE	03	81141	1552 				448095008				LEFT AILERON OUTBOARD HINGE BOLT HOLE ELONGATED.  ALL OTHER AILERON HINGES ON THIS AIRCRAFT SHOW NO SIGNS OF WEAR.  SUSP	ECT CAUSE AS LOOSE BOLT.  MATING HNGE HALF HAS A SEALED BEARING.  SUGGEST A STEEL BUSHING FOR THIS HALF.					1	L	7	2 	3O				A19S0   					 
1995081800062	19950818	00062	CE  	1995	8	18	95ZZZX4004       	1	19950714	G	2730	053200135	TORQUE TUBE     		053200173   	CESSNA	172   	R172K       	2072431	CE  										LT ELEV	ADAPTER LOOSE   	D		A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	01	736LC	1528 				R1722603				DURING ANNUAL INSPECTION, TORQUE TUBE ADAPTER ON THE LEFT ELEVATOR DISCOVERED LOOSE AND WORKING.  A BALANCE CHECK OF THE	 ELEVATORS REVEALED THEM TO BE CLOSE TO THEIR LIMITS, BUT STILL SERVICEABLE.  LEFT ELEVATOR WAS UNDER BALANCED AT 17.5 I	NCHES/POUNDS.  ITS LIMITS ARE 0.0 TO 18.5 INCH/POUNDS.  THE RIGHT ELEVATOR WAS UNDER BALANCED AT 24 INCHES/POUNDS.  ITS 	LIMITS ARE 0.0 TO 24.5 INCH/POUNDS.  RECOMMEND TIGHTER LIMITS ON CONTROL SURFACE AND MORE FREQUENT CHECKS OF CONTROL SUR	FACE BALANCE.		1	H	7	1 	3O				3A17    					 
1995081800063	19950818	00063	CE  	1995	8	18	95ZZZX4005       	1	19950724	G	3230	51413121	UPLOCK HOOK     			CESSNA	414   	414A        	2075907	CE  										RT MLG	WORN            	B			MGOR	O				OTHER                   				J			WARNING INDICATION        			CL	CLIMB          	1			CE	09	575JB	3243 				414A0426				AFTER GEAR SELECTION, RIGHT MAIN GEAR FAILED TO FULLY ENGAGE IN UPLOCK HOOK RESULTING IN CONTINUOUS BANGING.  EMBODIMENT	 OF ME82-51 FAILED TO PRODUCE SATISFACTORY RESULT.  UPLOCK HOOK, PN 5141312-1, REPLACED.  NEW HOOK COMPARED WITH OLD HOO	K REVEALED WEAR LIKELY TO CAUSE HOOK TO BE FORCED AWAY FROM LEG ROLLER.  MORE SPECIFIC INSPECTION CRITERION WITH DIMENSI	ONAL CHECKS WOULD PREVENT FUTURE OCCURRENCE.			1	L	7	2 	3O				A7CE    					 
1995081800064	19950818	00064	SW  	1995	8	18	95ZZZX4006       	1	19950622	G	2750		RELAY           			MOONEY	M20   	M20J        	5870219	SW  										FLAP MOTOR	TRIP BREAKER    	G				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	17	205PP	495  				243061				A.C. INTERMITTENT TRIP 5 AMP CIRCUIT BREAKER WHEN FLAP HANDLE MOVED TO TAKEOFF POSITION OR FULL FLAPS.  THEN, WHEN POWER	 WAS TURNED ON, CIRCUIT BREAKER WOULD POP.  MOONEY HAS A NEW FLAP RELAY REPLACEMENT, PN 800376-503.  VERY HARD TO TROUBL	ESHOOT BECAUSE THIS SERIES IS ONLY A/C THAT HAS PRE-SELECTED FLAP POSITIONS PUT TO TAKEOFF, AND FLAPS WILL MOVE TO POSIT	ION AND STOP WITHOUT PILOT HELP.			1	L	7	1 	3O				2A3     					 
1995081800065	19950818	00065	SO  	1995	8	18	95ZZZX4007       	1	19950803	G	3340	67436004	SWITCH          			PIPER 	PA28  	PA28161     	7102803	SO  										NAV/LIGHT	OVERHEAT        	G				K				NONE                    				M			OVER TEMP                 			IN	INSP/MAINT     	1			NE	01	8453Y	2100 				288216042				NAV/LIGHT SWITCH/REHOSTAT SHOWED SIGNS OF OVERHEATING ESPECIALLY WHERE THE WIRES WERE SOLDERED ON THE LUGS.  SWITCH MAY 	BE TOO SMALL FOR THE EXISTING LOAD.  SUBMITTED BY A & P IA, NR 021-52-9192.					1	L	7	1 	3O				2A13    					 
1995081800066	19950818	00066		1995	8	18	95ZZZX4008       	4	19950803	G	3421	36101P	HORIZONTAL GYRO 			PIPER 	PA28  	PA28161     	7102803	SO  										COCKPIT	CASE LEAK       	G				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NE	01	8453Y	2100 			39096	288216042				THE CASE OF THE ARTIFICAL HORIZON HAS BLACK ELECTRICAL TAPE AROUND THE OUTSIDE OF THE CASE, SEALING THE UNIT.  THE BLACK	 TAPE MELTS OR BECOMES SOFT DURING HIGH TEMPERATURES CAUSED BY THE SUN AND HIGH TEMPERATURES IN THE CABIN.  DUE TO THE D	ETERIORATED TAPE THE UNIT IS NOT ACCURATE, AND, THERE IS A HISSING SOUND AT LOW VACUUM LEVELS.  THE TAPE SEALS ITSELF AT	 HIGH VACUUM LEVELS, AND THE HISSING GOES AWAY.  THE ARTIFICIAL HORIZON WAS MFG IN 1979, AND INSTALLED IN THE A/C IN 198	1.  TWO FAILURES REPORTED BY THE SAME MECHANIC, A & P IA.		1	L	7	1 	3O				2A13    					 
1995081800067	19950818	00067	NE  	1995	8	18	95ZZZX4009       	3	19950608	G	6110	C792	BEARING         			BEECH 	1900  	1900D       	1154162	CE  						HARTZL	HCE4A	HCE4A3A     	NE  	PROPELLER	DAMAGED         	B			MASR	K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			SW	01										BEARING RECEIVED FROM HARTZELL IMPROPERLY PACKAGED.  THE PACKAGING ALLOWED THE BEARING ASSY TO SEPARATE AND ALLOWED THE 	ROLLER PARTS TO IMPACT, THE BEARING RACE CAUSING THE ROLLERS TO BECOME DAMAGED.  FIVE EACH BEARING BOXES RETURNED TO HAR	TZELL FOR CREDIT.				2	L	7	2 	4T			RT	A24CE   		5	C	P10NE	 
1995081800068	19950818	00068		1995	8	18	95ZZZX4010       	2	19950718	G	7322	16A108	GASKET          	FACET       																CARB INLET	LEAKING         	B			OL3R	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			WP	27					75032405					CARBURETOR LEAKING AT INLET FITTING DUE TO LACK OF THREAD SEALANT.  GASKET NR 16-A108 IS INSTALLED IN CARBURETOR FITTING	.																		 
1995081800069	19950818	00069		1995	8	18	95ZZZX4011       	2	19950719	G	7322	16A108	GASKET          	PRECISION   	HA685       															CARB INLET	LEAKING         	B			OL3R	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			WP	27		80   			DL41204					CARBURETOR LEAKING AT INLET FITTING DUE TO LACK OF THREAD SEALANT.  GASKET NR 16-A108 IS INSTALLED IN SAID FITTING.																			 
1995081800070	19950818	00070	EA  	1995	8	18	95ZZZX4012       	2	19950801	G	8520	LW18837	CAMSHAFT        			CESSNA	172   	172M        	2072418	CE  	LYC   	O320  	O320E2D     	41508	EA  					ENGINE	WEAR            	G				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			NE	01	13599		1200 			17262390				CAMSHAFT WAS PURCHASED FROM AIR SUPPORT INTERNATIONAL, INC.  CAMSHAFT WAS OVERHAULED AT AIRCRAFT SPECIALTIES SERVICES FA	A REPAIR STATION DD2R764K.  CAMSHAFT SHOWED SIGNS OF PREMATURE WEAR.  SUBMITTED BY EXECUTIVE FLYERS 141 SCHOOL LP8S302Q.					1	H	7	1 	3O	3	O	NT	3A12    	E274				 
1995081800071	19950818	00071	EA  	1995	8	18	95ZZZX4013       	2	19950801	G	8520	LW18837	CAMSHAFT        			PIPER 	PA28  	PA28161     	7102803	SO  	LYC   	O320  	O320D3G     	41508	EA  					ENGINE	WEAR            	G				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			NE	01	2180E		532  			287916165				CAMSHAFT PURCHASED FORM AIR SUPPORT INTERNATIONAL, INC.  CAMSHAFT WAS OVERHAULED AT AIRCRAFT SPECIALTIES SERVICES, FAA R	EPAIR STATION DD2R764K.  CAMSHAFT SHOWED SIGNS OF PREMATURE WEAR.  SUBMITTED BY EXECUTIVE FLYERS 141 SCHOOL LP8S302Q.					1	L	7	1 	3O	3	O		2A13    	E274				 
1995081800072	19950818	00072	SO  	1995	8	18	95ZZZX4014       	1	19950724	G	8120	93F0100004Y0300	HOSE ASSY       		LW10098     	PIPER 	PA31  	PA31350     	7103110	SO  	LYC   	O540  	TIO540J2BD  	41532	EA  					DIFF CONTROLLER	BRITTLE         	H				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	27	35269				DK0157	317952136	L632061A			THERE IS A NR 4 'AN' LOW PRESSURE HOSE ASSEMBLY WITH FIRE SLEEVE INSTALLED THAT RUNS FROM THE NR 4 90-DEGREE FITTING ON 	THE DIFFERENTIAL PRESSURE CONTROLLER TO THE OIL SUMP/INDUCTION HOUSING ASSEMBLY.  THE END THAT ATTACHES TO THE CONTROLLE	R IS IN CLOSE PROXIMITY TO THE TURBOCHARGER WASTEGATE VALVE CAUSING HOSE TO BECOME VERY HARD AND BRITTLE.  SUBMITTER SUG	GESTS THIS HOSE BE CHECKED CLOSELY EVERY ANNUAL AND ROUTINELY REPLACED EVERY 3 YEARS.			1	L	7	2 	3O	3	O		A20SO   	E14EA				 
1995081800073	19950818	00073	SO  	1995	8	18	95ZZZX4015       	1	19950724	G	8120	93F0100004Y0300	HOSE ASSY       			PIPER 	PA31  	PA31350     	7103110	SO  	LYC   	O540  	LTIO540J2BD 	41533	EA  					DIFF CONTROLLER	BRITTLE         	H				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	27	3547B					318052017	L18368A			THERE IS A NR 4 'AN' LOW PRESSURE HOSE ASSEMBLY WITH FIRE SLEEVE INSTALLED THAT RUNS FROM THE NR 4 90-DEGREE FITTING ON 	 THE DIFFERENTIAL PRESSURE CONROLLER TO THE OIL SUMP/INDUCTION HOUSING ASSEMBLY.  THE END THAT ATTACHES TO THE CONTROLLE	R IS IN CLOSE PROXIMITY TO THE TURBOCHARGER WASTEGATE VALVE CAUSING HOSE TO BECOME VERY HARD AND BRITTLE.  SUBMITTER SUG	GESTS HOSE BE CHECKED CLOSELY EVERY ANNUAL AND ROUTINELY REPLACED EVERY 3 YEARS.			1	L	7	2 	3O	3	O		A20SO   	E14EA				 
1995081800075	19950818	00075	EA  	1995	8	18	95ZZZX4017       	2	19950801	G	8520	LW18837	CAMSHAFT        			CESSNA	172   	172M        	2072418	CE  	LYC   	O320  	O320E2D     	41508	EA  					ENGINE	WEAR            	G				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			NE	01	61992		666  			17264943				CAMSHAFT WAS PURCHASED FROM AIR SUPPORT INTERNATIONAL, INC.  CAMSHAFT WAS OVERHAULED AT AIRCRAFT SPECIALTIES SERVICES, F	AA REPAIR STATION DD2R764K.  CAMSHAFT SHOWED SIGNS OF PREMATURE WEAR.  SUBMITTED BY EXECUTIVE FLYERS 141 SCHOOL LP8S302Q	.				1	H	7	1 	3O	3	O	NT	3A12    	E274				 
1995081800076	19950818	00076	CE  	1995	8	18	95ZZZX4018       	1	19950528	G	2436	363800961	REGULATOR       	LAMAR       		BEECH 	36    	A36         	1151604	CE  										DC SYSTEM	MALFUNCTION     	D		A		A				UNSCHED LANDING         				H			ELECT. POWER LOSS-50 PC   			NR	NOT REPORTED   	1			SO	05	6ZM				1164	E2574				AIRCRAFT MADE FORCED LANDING (NO ELECTRICAL POWER).  PILOT HAD TO PERFORM MANUAL LANDING GEAR EXTENSION.  ON LANDING, NO	SE GEAR COLLAPSED (GEAR WAS NOT FULLY EXTENDED).  NEW PROPELLER INSTALLED AND ENGINE RUN-UP, TROUBLESHOOTING DETERMINED 	A FAULTY VOLTAGE REGULATOR.  DURING INSPECTION, A HEAVY COAT OF PAINT WAS FOUND ON BATTERY NEGATIVE TERMINAL.  THIS MAY 	HAVE CONTRIBUTED TO VOLTAGE REGULATOR FAILURE.  AFTER BATTERY TERMINAL WAS CLEANED, ENGINE RUN-UP AND ELECTRICAL SYSTEM 	CHECKED SERVICEABLE WITH NEW VOLTAGE REGULATOR INSTALLED.		1	L	7	1 	3O				3A15    					 
1995081800077	19950818	00077	SO  	1995	8	18	95ZZZX4019       	2	19950714	G	8530	629404	VALVE           			CESSNA	150   	150L        	2071826	CE  	CONT  	O200  	O200A       	17020	SO  					NR 3 CYL EXH	BINDING         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	13	6836G	229  				15072336	681947A			INSPECTION REVEALED VALVE STEM TIGHT IN GUIDE DUE TO EXCESSIVE CARBON BUILD-UP.  AFTER CLEAN-UP OF GUIDE, THE CLEARANCE 	WAS MEASURED AND DETERMINED TO BE IN LIMITS.  CAUSE OF CARBON BUILD-UP, POSSIBLE RICH CARBURETOR.  INSPECTION OF 3 REMAI	NING CYLINDERS ON ENGINE REVEALED NO PROBLEMS.  ENGINE TT 4,082.0.  TSM O/H, 979 HOURS.				1	H	7	1 	3O	3	O		3A19    	E252				 
1995013000124	19950130	00124	EA  	1995	1	30	95ZZZX402        	2	19950110	G	7414	10682560B	MAGNETO         	BENDIX      		PIPER 	PA32  	PA32R300    	7103213	SO  	LYC   	O540  	IO540K1G5   	41532	EA  					ENGINE MAG	COIL FAILED     	D				A				UNSCHED LANDING         				E	R		VIBRATION/BUFFET          	PARTIAL RPM/PWR LOSS      		CR	CRUISE         	1			SW	17	47961	1820 			J179018G	32R7880029				PILOT NOTICED ENGINE WAS RUNNING ROUGH.  AN EMERGENCY LANDING WAS MADE WITHOUT INCIDENT.  MAGNETO REMOVED, BENCH CHECKED	, AND REPLACED.					1	L	7	1 	3O	3	O		A3SO    	1E4				 
1995081800078	19950818	00078	CE  	1995	8	18	95ZZZX4020       	1	19950621	G	5312	0712206	BULKHEAD        			CESSNA	210   	210A        	2073408	CE  										FS 209	CRACKED         	D		A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	01	9443X	1900 				21057743				THE ATTACHING FLANGE OF THE HORIZONTAL BULKHEAD WAS FOUND CRACKED DURING THE ANNUAL INSPECTION WHERE IT ATTACHES TO THE 	STA 209.0 VERTICAL BULKHEAD.  NOTED AREA WAS CRACKED 4 INCHES IN LENGTH.  CRACK WAS ON THE CENTER ATTACHING FLANGE AND W	AS FOUND BY THE OWNER UPON REMOVAL OF THE TAIL CONE.  SUSPECT CAUSE, EXCESSIVE PRELOAD .20 INCH DOWNWARD FORCE AT FORWAR	D END OF BULKHEAD.  SUBMITTER RECOMMENDATION, INSPECT NOTED AREA AND IF CRACKED, ATTACH AN ANGLE/DOUBLER PICKING UP NOTE	D FASTENER HOLES ON BULKHEAD/FORWARD WITHOUT PRE-LOAD.  NOTED FIX REQUIRES 337 FORM.		1	H	7	1 	3O				3A21    					 
1995081800079	19950818	00079	EA  	1995	8	18	95ZZZX4021       	2	19950312	G	7314	02532330003	FUEL PUMP       	PESCO       		STBROS	SD3   	SD330       	8100602	EU  	PWA   	PT6   	PT6A45R     	52043	EA  					LEFT ENGINE	STRIPPED        	D		A		A				UNSCHED LANDING         				Y			ENGINE STOPPAGE           			CR	CRUISE         	1			GL	13	336MV		392  		8519	SH3018	84070			DURING CRUISE AND LEVEL FLIGHT ON 3-12-94, ENGINE SHUT DOWN.  CREW TRIED SEVERAL ATTEMPTS AT RESTART WITH NO SUCCESS.  F	EATHERED ENGINE AND LANDED AT NEAREST AIRPORT.  MAINTENANCE FOUND FUEL PUMP DRIVE SPLINES STRIPPED.  REPLACED FUEL PUMP 	WITH OVERHAULED UNIT IAW MM 73-11-02.  UNIT SENT BACK TO OVERHAUL SHOP FOR TEAR-DOWN REPORT.				2	H	7	2 	4T	4	T		A41EU   	E4EA				 
1995081800080	19950818	00080	EA  	1995	8	18	95ZZZX4022       	1	19950606	G	2421	721428	IDG             	SUNDSTRANDEM		CNDAIR	CL600 	CL6001A11   	1900302	EA  										NR 2	DEFECTIVE       	B			JO1R	O				OTHER                   				H			ELECT. POWER LOSS-50 PC   			CR	CRUISE         	1			EA	25	91UC	4839 			313454	1051				THE PILOTS REPORTED THE NR 2 GENERATOR FAILED IN-FLIGHT AND WOULD NOT RESET.  TROUBLESHOOTING REVEALED A VERY LOW RESIST	ANCE ACROSS GENERATOR FIELD WINDINGS.  THE AIRCRAFT WIRING WAS CHECKED, THE NR 2 INTERGRATED DRIVE GENERATOR WAS REPLACE	D AND OPS CHECKED GOOD.				2	L	7	2 	4F			RT	A21EA   					 
1995081800081	19950818	00081	EA  	1995	8	18	95ZZZX4023       	1	19950609	G	2430	D31A	CONTACTOR       			CNDAIR	CL600 	CL6001A11   	1900302	EA  										NR 2 GENERATOR	DEFECTIVE       	B			JO1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	25	91UC	4849 			28387	1051				PILOTS REPORTED THE NR 1B HYDRAULIC PUMP CIRCUIT BREAKER TRIPPED AND COULD NOT BE RESET UNTIL NR 2 GENERATOR WAS TURNED 	OFF.  TROUBLESHOOTING REVEALED A LARGE VOLTAGE DROP ACROSS ONE PHASE OF THE GENERATOR LINE CONTACTOR.  THE NR 2 GENERATO	R LINE CONTACTOR WAS REPLACED AND PROBLEM WAS CURED.  CLOSE INSPECTION OF THE CONTACTOR REVEALED THE A1 TERMINAL STUD NO	T FULLY SEATED IN INSULATOR.  SLIGHT PRESSURE LOOSENED IT FULLY FROM INSULATOR.  UNIT WAS REPLACED.			2	L	7	2 	4F			RT	A21EA   					 
1995081800082	19950818	00082	EA  	1995	8	18	95ZZZX4024       	2	19950726	G	8530	69602	TUBE            			ENSTRM	F28   	F28C        	3300407	GL  	LYC   	O360  	HIO360E1AD  	41514	EA  					ENG INDUCTION	DETACHED        	H				A				UNSCHED LANDING         				R			PARTIAL RPM/PWR LOSS      			CL	CLIMB          	1			WP	27	5689T	2085 	85   			4742				HELICOPTER DEPARTED SCK AIRPORT AND MADE A FORCED LANDING IN A FIELD.  INVESTIGATION FOUND AN INDUCTION TUBE HAD COME LO	OSE.  RECOMMEND DURING OVERHAUL, ALL TUBES BE RE-SWAGED.					1	G	7	1 	3O	3	O		H1CE    	1E10				 
1995081800083	19950818	00083		1995	8	18	95ZZZX4025       	4	19950613	G	3422	258719343	GYRO            	HONEYWELL   	DG14A       	BEECH 	200   	B200        	1152922	CE  										COCKPIT DG	DEFECTIVE       	B			AC1R	A				UNSCHED LANDING         				J			WARNING INDICATION        			CR	CRUISE         	1			SO	01	356WC				82016459	BB1066				WHILE ON A PART 91 TRIP TO ROD FROM OWB, THE COPILOT'S HEADING FLAG ON THE HSI WOULD NOT RETRACT.  AFTER SEVERAL ATTEMPT	S TO AUTOSLAVE AND FREE-SLAVE THE DIRECTIONAL GYRO, TRIP WAS ABORTED AND RETURNED TO HOME BASE.  WERE ABLE TO DUPLICATE 	PROBLEM IN THE HANGAR TO A DEGREE, BUT THE FLAG WOULD RETRACT.  INSPECTION OF THE AIRCRAFT RECORDS REVEALED THE DG14A HA	D APPROXIMATELY 1,507 HRS SINCE OVERHAUL.  THIS IS THE USUAL TIME FOR AN OVERHAUL ON THIS TYPE OF UNIT.  A LOANER UNIT W	AS ORDERED AND INSTALLED AND THE SYSTEM WORKED NORMALLY.		1	L	7	2 	4T				A24CE   					 
1995081800084	19950818	00084	CE  	1995	8	18	95ZZZX4026       	1	19950613	G	2430	51S39006F	GEN CONTROL     	LUCAS       		CESSNA	500   	560CESSNA   	2076750	CE  										LT GENERATOR	DEFECTIVE       	B			AC1R	O				OTHER                   				H			ELECT. POWER LOSS-50 PC   			CR	CRUISE         	1			SO	01	2430	2079 			7943AB	560069				PILOTS REPORTED WHILE IN CRUISE FLIGHT, THE RT GEN OFF-LIGHT ILLUMINATED.  ALSO, NOTED THE LT GEN VOLTAGE WAS FLUCTUATIN	G UP TO 30 VOLTS.  ATTEMPTS MADE TO BRING RT GEN BACK ON LINE, HOWEVER, IT WOULD NOT STAY ON.  PILOTS ELECTED TO TURN RT	 GEN OFF AND CONTINUE FLIGHT TO HOME BASE.  WEATHER AT THE TIME WAS VFR.  DISCUSSION REVEALED THE RT GEN VOLTAGE WAS OKA	Y, BUT LT GEN WAS FLUCTUATING TO AS HIGH AS 30 VOLTS.  INSPECTED BOTH SETS OF GEN BRUSHES FOR CONDITION.  BOTH SETS OF B	RUSHES REPLACED AS PRECAUTIONARY MEASURE.  LT GEN CONTROL UNIT REPLACED AS BEING SUSPECT ITEM THAT WOULD CAUSE OVERVOLTA	GE CONDITION.  TEAR-DOWN REPORT CONFIRMED THE PROBLEM.	2	L	7	2 	4F			RT	A22CE   					 
1995081800085	19950818	00085	CE  	1995	8	18	95ZZZX4027       	1	19950627	G	3020	555225090	INLET           			CESSNA	500   	560CESSNA   	2076750	CE  										RT ANTI-ICE	DEFORMED        	B	L	A	AC1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	01	70TG					560069				THE RIGHT INLET ANTI-ICE PICCOLOTUBE WAS FOUND SEVERELY DEFORMED AT THE ATTACH POINT.  HOWEVER, THERE WERE NO CRACKS IN 	THE TUBE WHICH IS A COMMON OCCURRENCE.  A REPLACEMENT INLET WAS ORDERED AND INSTALLED.  THIS WAS INLET NR 3 THAT WAS REM	OVED FROM THE RIGHT SIDE.  THIS INLET HAD THE LONGEST TIME IN SERVICE OF THE 3 THAT HAD BEEN ON THE RIGHT SIDE.  THE FIR	ST 2 INLETS HAD 540.6 HOURS AND 384.2 HOURS RESPECTIVELY.  THIS INLET HAD ACCRUED 1,245.2 HOURS SINCE INSTALLATION.			2	L	7	2 	4F			RT	A22CE   					 
1995081800086	19950818	00086	CE  	1995	8	18	95ZZZX4028       	1	19950613	G	2131	1520T10010	PNEUMOSTAT      			BEECH 	200   	B200        	1152922	CE  										LT BLEED FLOW	FAULTY          	B			AC1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	01	356WC		118  		2365	BB1066				PILOTS REPORTED THE LT BLEED AIR FLOW CONTROL UNIT WAS NOT FLOWING AT ALTITUDE.  WITH THE RT FLOW CONTROL UNIT SELECTED 	OFF, THE CABIN ALTITUDE CLIMBED AT ABOUT 2,500 FPM.  PERFORMED THE FLOW CONTROL UNIT TEST IN THE BEECHCRAFT 200 MM 21-10	-00, PAGES 207 THROUGH 212.  UNIT IN QUESTION FAILED THE CONTROL HEAD AND PNEUMOSTAT CHECK-OUT, HOWEVER, THE UNIT PASSED	 THE OTHER TESTS.  AN EXCHANGE FLOW CONTROL UNIT AND PNEUMOSTAT WAS ORDERED AND INSTALLED.  THE NEXT FLIGHT UNIT WAS CHE	CKED AND FUNCTIONED NORMALLY.		1	L	7	2 	4T				A24CE   					 
1995081800087	19950818	00087	CE  	1995	8	18	95ZZZX4029       	1	19950613	G	2131	1520T100109	FLOW CONTROL    	TALLEY      		BEECH 	200   	B200        	1152922	CE  										LT BLEED	MALFUNCTION     	B	L		AC1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	01	356WC		118  		1972	BB1066				PILOTS REPORTED THE LT BLEED AIR FLOW CONTROL UNIT WAS NOT FLOWING AT ALTITUDE.  WITH THE RT FLOW CONTROL UNIT SELECTED 	OFF, THE CABIN ALTITUDE CLIMBED AT ABOUT 2,500 FPM.  PERFORMED THE FLOW CONTROL UNIT TEST IN THE BEECHCRAFT 200 MM 21-10	-00, PAGES 207 THROUGH 212.  UNIT IN QUESTION FAILED THE CONTROL HEAD AND PNEUMOSTAT CHECK-OUT, HOWEVER, THE UNIT PASSED	 THE OTHER TESTS.  AN EXCHANGE FLOW CONTROL UNIT AND PNEUMOSTAT WAS ORDERED AND INSTALLED.  THE NEXT FLIGHT UNIT WAS CHE	CKED AND FUNCTIONED NORMALLY.		1	L	7	2 	4T				A24CE   					 
1995081800088	19950818	00088	EA  	1995	8	18	95ZZZX4030       	2	19950605	G	7250	310209404	GAS GENERATOR   								PWA   	PT6   	PT6A65B     	52043	EA  					GAS GEN CASE	DAMAGED         	B			MASR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	01										PART RECEIVED FROM EDM IN OVERHAULED CONDITION.  WHEN GAS GENERATOR CASE WAS ASSEMBLED AND RUN ON THE TEST CELL FOR EVAL	UATION, ENGINE RAN HOT AND TOO FAST.  ALL CORRECTIVE ACTIONS FAILED TO CORRECT THE PROBLEM.  THE GAS GENERATOR CASE WAS 	REPLACED AND THE ASSEMBLED ENGINE RAN WELL WITHIN LIMITS.  SUSPECT HIDDEN CRACKS OR DAMAGE TO THE CASE AND SAID CASE HAS	 BEEN SENT TO PWC FOR EVALUATION.								4	T			E4EA				 
