Industry	SIC	Total_Code	Data_Type	Total	"0-49,999"	"50,000-99,999"	"100,000-499,999"	"500,000-999,999"	"1,000,000-2,999,999"	"<3,000,000"	"3,000,000-4,999,999"	"<5,000,000"	"5,000,000-7,499,999"	"<7,500,000"	"7,500,000-24,999,999"	"25,000,000-99,999,999"	"100,000,000+"
Chewing & Smoking Tobacco & Snuff	2130	2	Firms	20	0	0	2	1	2	5	2	7	0	7	2	4	7
Chewing & Smoking Tobacco & Snuff	2130	2	Establishments	26	0	0	2	1	2	5	2	7	0	7	2	4	13
Chewing & Smoking Tobacco & Snuff	2130	2	Employment	2811	0	0	         [a]	         [a]	         [a]	         [a]	         [b]	         [b]	0	         [b]	         [c]	506	2088
Chewing & Smoking Tobacco & Snuff	2130	2	Ann. Payroll	94069	0	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	17618	71763
Chewing & Smoking Tobacco & Snuff	2130	2	Est. Receipts	2126090	0	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	113684	1987682
Chewing & Smoking Tobacco & Snuff	2131	2	Firms	20	0	0	2	1	2	5	2	7	0	7	2	4	7
Chewing & Smoking Tobacco & Snuff	2131	2	Establishments	26	0	0	2	1	2	5	2	7	0	7	2	4	13
Chewing & Smoking Tobacco & Snuff	2131	2	Employment	2811	0	0	         [a]	         [a]	         [a]	         [a]	         [b]	         [b]	0	         [b]	         [c]	506	2088
Chewing & Smoking Tobacco & Snuff	2131	2	Ann. Payroll	94069	0	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	17618	71763
Chewing & Smoking Tobacco & Snuff	2131	2	Est. Receipts	2126090	0	0	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	113684	1987682
Tobacco Stemming & Redrying	2140	2	Firms	46	3	4	15	3	5	30	1	31	0	31	2	4	9
Tobacco Stemming & Redrying	2140	2	Establishments	60	3	4	15	3	5	30	1	31	0	31	2	4	23
Tobacco Stemming & Redrying	2140	2	Employment	6122	         [a]	         [a]	61	         [a]	         [b]	125	         [b]	         [c]	0	         [c]	         [b]	814	5071
Tobacco Stemming & Redrying	2140	2	Ann. Payroll	176697	         (D)	         (D)	986	         (D)	         (D)	2003	         (D)	         (D)	0	         (D)	         (D)	13223	158657
Tobacco Stemming & Redrying	2140	2	Est. Receipts	3908221	         (D)	         (D)	3822	         (D)	         (D)	13925	         (D)	         (D)	0	         (D)	         (D)	235677	3639504
Tobacco Stemming & Redrying	2141	2	Firms	46	3	4	15	3	5	30	1	31	0	31	2	4	9
Tobacco Stemming & Redrying	2141	2	Establishments	60	3	4	15	3	5	30	1	31	0	31	2	4	23
Tobacco Stemming & Redrying	2141	2	Employment	6122	         [a]	         [a]	61	         [a]	         [b]	125	         [b]	         [c]	0	         [c]	         [b]	814	5071
Tobacco Stemming & Redrying	2141	2	Ann. Payroll	176697	         (D)	         (D)	986	         (D)	         (D)	2003	         (D)	         (D)	0	         (D)	         (D)	13223	158657
Tobacco Stemming & Redrying	2141	2	Est. Receipts	3908221	         (D)	         (D)	3822	         (D)	         (D)	13925	         (D)	         (D)	0	         (D)	         (D)	235677	3639504
Textile Mill Products	2200	2	Firms	5134	272	311	1222	696	1008	3509	334	3843	266	4109	503	277	245
Textile Mill Products	2200	2	Establishments	6464	272	311	1222	697	1021	3523	344	3867	274	4141	590	470	1263
Textile Mill Products	2200	2	Employment	580981	282	501	5889	7749	24439	38860	15389	54249	17973	72222	57258	83488	368013
Textile Mill Products	2200	2	Ann. Payroll	15027573	1540	5319	80320	127217	477493	691889	343578	1035467	394522	1429989	1469742	2073003	10054839
Textile Mill Products	2200	2	Est. Receipts	81180135	7672	23032	329273	505412	1741971	2607360	1259371	3866731	1579560	5446291	6535450	10367997	58830397
Broadwoven Cotton Fabric Mills	2210	2	Firms	359	20	33	130	60	43	286	9	295	8	303	15	10	31
Broadwoven Cotton Fabric Mills	2210	2	Establishments	403	20	33	130	60	43	286	9	295	8	303	15	11	74
Broadwoven Cotton Fabric Mills	2210	2	Employment	47855	23	48	427	539	1149	2186	343	2529	537	3066	1173	3113	40503
Broadwoven Cotton Fabric Mills	2210	2	Ann. Payroll	1187595	92	424	6133	8255	17368	32272	6751	39023	8551	47574	35024	75963	1029034
Broadwoven Cotton Fabric Mills	2210	2	Est. Receipts	6340907	614	2470	33816	45179	69721	151800	35707	187507	46953	234460	190816	350105	5565526
Broadwoven Cotton Fabric Mills	2211	2	Firms	359	20	33	130	60	43	286	9	295	8	303	15	10	31
Broadwoven Cotton Fabric Mills	2211	2	Establishments	403	20	33	130	60	43	286	9	295	8	303	15	11	74
Broadwoven Cotton Fabric Mills	2211	2	Employment	47855	23	48	427	539	1149	2186	343	2529	537	3066	1173	3113	40503
Broadwoven Cotton Fabric Mills	2211	2	Ann. Payroll	1187595	92	424	6133	8255	17368	32272	6751	39023	8551	47574	35024	75963	1029034
Broadwoven Cotton Fabric Mills	2211	2	Est. Receipts	6340907	614	2470	33816	45179	69721	151800	35707	187507	46953	234460	190816	350105	5565526
Broadwoven Manmade Fiber & Silk Mills	2220	2	Firms	353	22	31	81	38	41	213	10	223	15	238	29	23	63
Broadwoven Manmade Fiber & Silk Mills	2220	2	Establishments	453	22	31	81	38	41	213	10	223	15	238	32	27	156
Broadwoven Manmade Fiber & Silk Mills	2220	2	Employment	76650	         [a]	43	308	         [e]	653	1351	485	1836	709	2545	3781	6623	63701
Broadwoven Manmade Fiber & Silk Mills	2220	2	Ann. Payroll	2009953	         (D)	468	4636	         (D)	15878	26631	11969	38600	18999	57599	89683	157186	1705485
Broadwoven Manmade Fiber & Silk Mills	2220	2	Est. Receipts	10561939	         (D)	2375	21484	         (D)	65466	116635	37328	153963	92034	245997	387761	767009	9161172
Broadwoven Manmade Fiber & Silk Mills	2221	2	Firms	353	22	31	81	38	41	213	10	223	15	238	29	23	63
Broadwoven Manmade Fiber & Silk Mills	2221	2	Establishments	453	22	31	81	38	41	213	10	223	15	238	32	27	156
Broadwoven Manmade Fiber & Silk Mills	2221	2	Employment	76650	         [a]	43	308	         [e]	653	1351	485	1836	709	2545	3781	6623	63701
Broadwoven Manmade Fiber & Silk Mills	2221	2	Ann. Payroll	2009953	         (D)	468	4636	         (D)	15878	26631	11969	38600	18999	57599	89683	157186	1705485
Broadwoven Manmade Fiber & Silk Mills	2221	2	Est. Receipts	10561939	         (D)	2375	21484	         (D)	65466	116635	37328	153963	92034	245997	387761	767009	9161172
Broadwoven Wool Fabric Mills	2230	2	Firms	67	5	3	18	1	11	38	5	43	1	44	7	10	6
Broadwoven Wool Fabric Mills	2230	2	Establishments	78	5	3	18	1	11	38	5	43	1	44	11	11	12
Broadwoven Wool Fabric Mills	2230	2	Employment	10614	         [a]	         [a]	         [c]	         [a]	         [e]	         [e]	136	         [f]	         [c]	667	898	2384	6665
Broadwoven Wool Fabric Mills	2230	2	Ann. Payroll	263624	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	3665	         (D)	         (D)	13731	22831	62574	164488
Broadwoven Wool Fabric Mills	2230	2	Est. Receipts	1445534	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	17394	         (D)	         (D)	47539	83166	237553	1077276
Broadwoven Wool Fabric Mills	2231	2	Firms	67	5	3	18	1	11	38	5	43	1	44	7	10	6
Broadwoven Wool Fabric Mills	2231	2	Establishments	78	5	3	18	1	11	38	5	43	1	44	11	11	12
Broadwoven Wool Fabric Mills	2231	2	Employment	10614	         [a]	         [a]	         [c]	         [a]	         [e]	         [e]	136	         [f]	         [c]	667	898	2384	6665
Broadwoven Wool Fabric Mills	2231	2	Ann. Payroll	263624	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	3665	         (D)	         (D)	13731	22831	62574	164488
Broadwoven Wool Fabric Mills	2231	2	Est. Receipts	1445534	         (D)	         (D)	         (D)	         (D)	         (D)	         (D)	17394	         (D)	         (D)	47539	83166	237553	1077276
Narrow Fabric Mills	2240	2	Firms	248	17	8	54	40	47	166	15	181	14	195	25	12	16
Narrow Fabric Mills	2240	2	Establishments	286	17	8	54	40	47	166	16	182	14	196	33	32	25
Narrow Fabric Mills	2240	2	Employment	16834	17	15	214	531	1281	2058	635	2693	1168	3861	3861	2974	6138
Narrow Fabric Mills	2240	2	Ann. Payroll	395260	107	157	3713	8640	27392	40009	13568	53577	22674	76251	99931	71298	147780
Narrow Fabric Mills	2240	2	Est. Receipts	1427426	455	666	14804	29357	78654	123936	50220	174156	65553	239709	309819	291834	586064
Narrow Fabric Mills	2241	2	Firms	248	17	8	54	40	47	166	15	181	14	195	25	12	16
Narrow Fabric Mills	2241	2	Establishments	286	17	8	54	40	47	166	16	182	14	196	33	32	25
Narrow Fabric Mills	2241	2	Employment	16834	17	15	214	531	1281	2058	635	2693	1168	3861	3861	2974	6138
Narrow Fabric Mills	2241	2	Ann. Payroll	395260	107	157	3713	8640	27392	40009	13568	53577	22674	76251	99931	71298	147780
Narrow Fabric Mills	2241	2	Est. Receipts	1427426	455	666	14804	29357	78654	123936	50220	174156	65553	239709	309819	291834	586064
Knitting Mills	2250	2	Firms	1786	66	75	382	254	421	1198	136	1334	112	1446	185	83	72
Knitting Mills	2250	2	Establishments	1986	66	75	382	255	425	1203	141	1344	115	1459	210	117	200
Knitting Mills	2250	2	Employment	158866	65	130	2356	3701	12213	18465	7664	26129	8542	34671	22809	30717	70669
Knitting Mills	2250	2	Ann. Payroll	3433214	344	1512	31178	57389	225159	315582	149241	464823	173881	638704	533449	659459	1601602
Knitting Mills	2250	2	Est. Receipts	17638001	1740	5387	106506	186003	726430	1026066	511120	1537186	663814	2201000	2420470	3152553	9863978
"Women'S Hosiery, Except Socks"	2251	2	Firms	120	6	2	36	17	25	86	4	90	5	95	10	7	8
"Women'S Hosiery, Except Socks"	2251	2	Establishments	137	6	2	36	17	26	87	4	91	5	96	11	10	20
"Women'S Hosiery, Except Socks"	2251	2	Employment	18412	         [a]	         [a]	206	223	765	1200	382	1582	443	2025	2079	5037	9271
"Women'S Hosiery, Except Socks"	2251	2	Ann. Payroll	349756	         (D)	         (D)	2371	3026	13187	18636	5296	23932	8922	32854	40470	103938	172494
"Women'S Hosiery, Except Socks"	2251	2	Est. Receipts	1600925	         (D)	         (D)	9973	11768	40677	62693	14216	76909	29255	106164	134776	372556	987429
Hosiery Nec	2252	2	Firms	423	21	21	85	53	121	301	27	328	29	357	35	19	12
Hosiery Nec	2252	2	Establishments	464	21	21	85	53	123	303	28	331	30	361	40	26	37
Hosiery Nec	2252	2	Employment	37526	19	25	598	918	4021	5581	1441	7022	2856	9878	5234	9788	12626
Hosiery Nec	2252	2	Ann. Payroll	684446	93	416	6185	12976	59540	79210	22541	101751	44682	146433	102249	195702	240062
Hosiery Nec	2252	2	Est. Receipts	3108453	480	1497	23049	40166	204066	269258	100495	369753	169588	539341	456575	905682	1206855
Knit Outerwear Mills	2253	2	Firms	620	26	34	154	109	149	472	35	507	30	537	52	15	16
Knit Outerwear Mills	2253	2	Establishments	646	26	34	154	109	149	472	35	507	32	539	59	17	31
Knit Outerwear Mills	2253	2	Employment	32435	32	61	929	1573	4129	6724	2132	8856	2039	10895	5578	4037	11925
Knit Outerwear Mills	2253	2	Ann. Payroll	685839	157	504	14414	23222	79157	117454	39092	156546	42352	198898	134786	81252	270903
Knit Outerwear Mills	2253	2	Est. Receipts	3404069	771	2471	44093	79067	255504	381906	127542	509448	174384	683832	678184	519042	1523011
Knit Underwear & Nightwear Mills	2254	2	Firms	48	2	4	14	3	4	27	2	29	1	30	5	5	8
Knit Underwear & Nightwear Mills	2254	2	Establishments	60	2	4	14	3	4	27	2	29	1	30	8	8	14
Knit Underwear & Nightwear Mills	2254	2	Employment	7790	         [a]	         [a]	102	115	293	517	         [c]	         [f]	         [b]	665	1165	2035	3925
Knit Underwear & Nightwear Mills	2254	2	Ann. Payroll	156350	         (D)	         (D)	818	756	3651	5290	         (D)	         (D)	         (D)	9130	21739	41209	84272
Knit Underwear & Nightwear Mills	2254	2	Est. Receipts	1096308	         (D)	         (D)	2897	1807	6702	11736	         (D)	         (D)	         (D)	25096	88587	156790	825835
Weft Knit Fabric Mills	2257	2	Firms	321	4	7	43	40	63	157	33	190	27	217	49	20	35
Weft Knit Fabric Mills	2257	2	Establishments	360	4	7	43	40	63	157	34	191	27	218	56	26	60
Weft Knit Fabric Mills	2257	2	Employment	37648	3	28	203	477	1288	1999	1707	3706	1823	5529	5687	4315	22117
Weft Knit Fabric Mills	2257	2	Ann. Payroll	939116	23	436	3008	9316	32744	45527	40873	86400	42665	129065	142702	117567	549782
Weft Knit Fabric Mills	2257	2	Est. Receipts	5025969	124	582	12625	29459	109366	152156	122473	274629	164383	439012	665637	630879	3290441
Lace & Warp Knit Fabric Mills	2258	2	Firms	221	3	3	40	26	44	116	28	144	17	161	29	14	17
Lace & Warp Knit Fabric Mills	2258	2	Establishments	246	3	3	40	26	45	117	29	146	17	163	30	21	32
Lace & Warp Knit Fabric Mills	2258	2	Employment	21077	2	5	144	317	1304	1772	1362	3134	1062	4196	2755	4419	9707
Lace & Warp Knit Fabric Mills	2258	2	Ann. Payroll	537690	15	23	1930	6301	30474	38743	30451	69194	28965	98159	80431	101760	257340
Lace & Warp Knit Fabric Mills	2258	2	Est. Receipts	2950535	88	182	10823	18994	85588	115675	109315	224990	101963	326953	342902	452891	1827789
Knitting Mills Nec	2259	2	Firms	67	3	3	10	7	15	38	8	46	3	49	6	7	5
Knitting Mills Nec	2259	2	Establishments	71	3	3	10	7	15	38	9	47	3	50	6	9	6
Knitting Mills Nec	2259	2	Employment	3977	4	2	174	78	413	671	         [f]	         [g]	         [e]	1482	311	1086	1098
Knitting Mills Nec	2259	2	Ann. Payroll	79998	14	39	2452	1792	6406	10703	         (D)	         (D)	         (D)	24146	11072	18031	26749
Knitting Mills Nec	2259	2	Est. Receipts	451684	69	200	3046	4742	24527	32584	         (D)	         (D)	         (D)	80544	53809	114713	202618
Dyeing & Finishing Textiles Except Wool	2260	2	Firms	841	88	99	219	70	109	585	48	633	28	661	95	39	46
Dyeing & Finishing Textiles Except Wool	2260	2	Establishments	901	88	99	219	70	109	585	50	635	28	663	98	48	92
Dyeing & Finishing Textiles Except Wool	2260	2	Employment	54713	87	177	952	841	2665	4722	2124	6846	2200	9046	11214	9351	25102
Dyeing & Finishing Textiles Except Wool	2260	2	Ann. Payroll	1381803	568	1900	15180	14956	56788	89392	51313	140705	52249	192954	309989	222694	656166
Dyeing & Finishing Textiles Except Wool	2260	2	Est. Receipts	8469037	2328	7069	55288	50933	186367	301985	182758	484743	171795	656538	1246025	1179038	5387436
"Cotton Finishing,SIC "	2261	2	Firms	426	58	68	140	33	39	338	19	357	9	366	31	9	20
"Cotton Finishing,SIC "	2261	2	Establishments	439	58	68	140	33	39	338	19	357	9	366	32	12	29
"Cotton Finishing,SIC "	2261	2	Employment	21605	55	118	634	452	1182	2441	930	3371	718	4089	4380	3565	9571
"Cotton Finishing,SIC "	2261	2	Ann. Payroll	525289	372	1320	9562	7363	24601	43218	21428	64646	16105	80751	121850	70577	252111
"Cotton Finishing,SIC "	2261	2	Est. Receipts	2822512	1555	4721	33790	24131	73330	137527	72010	209537	55024	264561	404854	276069	1877028
Manmade Fiber & Silk Finishing	2262	2	Firms	284	28	24	66	24	34	176	15	191	7	198	44	18	24
Manmade Fiber & Silk Finishing	2262	2	Establishments	303	28	24	66	24	34	176	15	191	7	198	45	20	40
Manmade Fiber & Silk Finishing	2262	2	Employment	21569	         [b]	         [b]	275	286	484	1125	553	1678	545	2223	4582	2926	11838
Manmade Fiber & Silk Finishing	2262	2	Ann. Payroll	603745	         (D)	         (D)	4862	5186	13015	23739	13251	36990	13765	50755	137745	89384	325861
Manmade Fiber & Silk Finishing	2262	2	Est. Receipts	4427819	         (D)	         (D)	17859	17063	58281	95716	55787	151503	44524	196027	611068	608319	3012405
Finishers Of Textiles Nec	2269	2	Firms	144	2	7	13	13	36	71	15	86	12	98	20	13	13
Finishers Of Textiles Nec	2269	2	Establishments	159	2	7	13	13	36	71	16	87	12	99	21	16	23
Finishers Of Textiles Nec	2269	2	Employment	11539	         [a]	         [a]	43	103	999	1156	641	1797	937	2734	2252	2860	3693
Finishers Of Textiles Nec	2269	2	Ann. Payroll	252769	         (D)	         (D)	756	2407	19172	22435	16634	39069	22379	61448	50394	62733	78194
Finishers Of Textiles Nec	2269	2	Est. Receipts	1218706	         (D)	         (D)	3639	9739	54756	68742	54961	123703	72247	195950	230103	294650	498003
Carpets & Rugs	2270	2	Firms	417	16	21	106	66	97	306	16	322	12	334	33	23	27
Carpets & Rugs	2270	2	Establishments	482	16	21	106	66	99	308	16	324	12	336	39	32	75
Carpets & Rugs	2270	2	Employment	52111	21	31	280	457	1587	2376	611	2987	560	3547	2946	7027	38591
Carpets & Rugs	2270	2	Ann. Payroll	1319341	53	300	3974	7825	31561	43713	13365	57078	14842	71920	69403	173188	1004830
Carpets & Rugs	2270	2	Est. Receipts	11603056	527	1617	27768	47320	165993	243225	60760	303985	75169	379154	402830	883222	9937850
Carpets & Rugs	2273	2	Firms	417	16	21	106	66	97	306	16	322	12	334	33	23	27
Carpets & Rugs	2273	2	Establishments	482	16	21	106	66	99	308	16	324	12	336	39	32	75
Carpets & Rugs	2273	2	Employment	52111	21	31	280	457	1587	2376	611	2987	560	3547	2946	7027	38591
Carpets & Rugs	2273	2	Ann. Payroll	1319341	53	300	3974	7825	31561	43713	13365	57078	14842	71920	69403	173188	1004830
Carpets & Rugs	2273	2	Est. Receipts	11603056	527	1617	27768	47320	165993	243225	60760	303985	75169	379154	402830	883222	9937850
Yarn & Thread Mills	2280	2	Firms	362	8	8	53	42	69	180	22	202	27	229	34	38	61
Yarn & Thread Mills	2280	2	Establishments	609	8	8	53	42	70	181	22	203	29	232	38	65	274
Yarn & Thread Mills	2280	2	Employment	82159	         [a]	         [a]	         [c]	356	1371	1917	808	2725	1891	4616	3630	9566	64347
Yarn & Thread Mills	2280	2	Ann. Payroll	1960907	         (D)	         (D)	         (D)	5942	26601	35343	30441	65784	40743	106527	91673	225548	1537159
Yarn & Thread Mills	2280	2	Est. Receipts	13384770	         (D)	         (D)	         (D)	29748	119452	164896	85945	250841	163471	414312	413399	1506888	11050171
Yarn Spinning Mills	2281	2	Firms	213	6	6	33	21	35	101	10	111	15	126	11	25	51
Yarn Spinning Mills	2281	2	Establishments	399	6	6	33	21	36	102	10	112	15	127	14	49	209
Yarn Spinning Mills	2281	2	Employment	56006	         [a]	         [a]	         [c]	132	714	984	411	1395	1100	2495	973	7731	44807
Yarn Spinning Mills	2281	2	Ann. Payroll	1335010	         (D)	         (D)	         (D)	2468	13145	17635	21246	38881	23263	62144	28446	181956	1062464
Yarn Spinning Mills	2281	2	Est. Receipts	7992387	         (D)	         (D)	         (D)	14443	57344	81770	37358	119128	89270	208398	139315	1070279	6574395
"Yarn Texturizing, Throwing, Twisting & Winding Mills"	2282	2	Firms	108	1	1	8	8	24	42	10	52	7	59	18	11	20
"Yarn Texturizing, Throwing, Twisting & Winding Mills"	2282	2	Establishments	140	1	1	8	8	24	42	10	52	7	59	18	14	49
"Yarn Texturizing, Throwing, Twisting & Winding Mills"	2282	2	Employment	20844	         [a]	         [a]	         [a]	119	421	         [f]	         [e]	897	         [e]	         [g]	2287	         [g]	15380
"Yarn Texturizing, Throwing, Twisting & Winding Mills"	2282	2	Ann. Payroll	498956	         (D)	         (D)	         (D)	1895	9324	         (D)	         (D)	19094	         (D)	         (D)	55215	         (D)	374665
"Yarn Texturizing, Throwing, Twisting & Winding Mills"	2282	2	Est. Receipts	4331932	         (D)	         (D)	         (D)	5992	41590	         (D)	         (D)	89675	         (D)	         (D)	228432	         (D)	3614588
