#
#
# Rdb file of RASA References in RASA 1996 bibliography
# WRIR 97-4074
# This bibliography lists 1,093 reports resulting 
# from various studies of the program.
#
#
number	authors	date	title	rest
11.72	Taylor, R.E., and Arthur, J.K.	1989	Hydrogeology of the middle Wilcox aquifer system in Mississippi	U.S. Geological Survey Water-Resources Investigations Report 89-4036, map, scale 1:500,000, 2 sheets.
11.73	Weiss, J.S.	1987	Determining dissolved-solids concentrations in mineralized ground water of the gulf coast aquifer systems, using electric logs, in Vecchioli, John, and Johnson, A.I, eds., Regional Aquifer Systems of the United States, Aquifers of the Atlantic and Gulf Coastal Plain	American Water Resources Association Monograph Series, no. 9, p. 139-150.
11.74	Weiss, J.S.	1992	Geohydrologic units of the coastal lowlands aquifer system, south-central United States	U.S. Geological Survey Professional Paper 1416-C, 32 p. 
11.75	Weiss, J.S., and Williamson, A.K.	1985	Subdivision of thick sedimentary units into layers for simulation of ground-water flow	Ground Water v. 23, no. 6, p. 767-774.
11.76	Whiteman, C.D., Jr., and Martin, Angel, Jr.	1984	Geohydrologic sections, northern Louisiana	U.S. Geological Survey Water-Resources Investigations Report 84-4211, 1 sheet.
11.77	Williams, T.A., and Williamson, A.K.	1989	Estimating water-table altitudes for regional ground-water flow modeling, U.S. Gulf Coast	Ground Water v. 27, no. 3, p. 333-340.
11.78	Williamson, A.K.	1987	Preliminary simulation of ground-water flow in the gulf coast aquifer systems, south-central United States, in Vecchioli, John, and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Atlantic and Gulf Coastal Plain	American Water Resources Association Monograph Series, no. 9, p. 119-137.
11.79	Williamson, A.K.	in press	Ground-water flow in the gulf coast aquifer systems, south-central United States	U.S. Geological Survey Professional Paper 1416-F.
11.80	Williamson, A.K., Grubb, H.F., and Weiss, J.S.	1990	Ground-water flow in the gulf coast aquifer systems, south-central United States--a preliminary analysis	U.S. Geological Survey Water-Resources Investigations Report 89-4071, 124 p.
11.81	Wilson, T.A., and Hosman, R.L.	1988	Geophysical well-log database for the gulf coast aquifer systems, south-central United States	U.S. Geological Survey Open-File Report 87-677, 213 p.
02.01	Alley, W.M., and Emery, P.A.	1986	Groundwater model of the Blue River Basin, Nebraska--twenty years later	Journal of Hydrology, v. 85, p. 225-249.
02.02	Alley, W.M., and Schefter, J.E.	1987	External effects of irrigators' pumping decisions, High Plains aquifer	Water Resources Research, v. 23, no. 7, p. 1123-1130.
02.03	Ashworth, J.B.	1980	Results of test hole drilling	Texas Department of Water Resources Report LP-129, 41 p.
02.04	Ashworth, J.B.	1984	Hydraulic characteristics of the High Plains aquifer as determined from core analysis, in Whetstone, G.A., ed., Proceedings of the Ogallala Aquifer Symposium II	Texas Tech University, Lubbock, Texas, June 1984, p. 278-291. 
02.05	Avery, Charles	1983	Pumpage data from irrigation wells in eastern Laramie County, Wyoming, and Kimball County, Nebraska	U.S. Geological Survey Open-File Report 83-29, 23 p.
02.06	Avery, Charles, and Pettijohn, R.A.	1984	Generalized potentiometric-surface map of the High Plains aquifer system in Wyoming, 1981	U.S. Geological Survey Water-Resources Investigations Report 84-4033, scale 1:250,000.
02.07	Borman, R.G.	1983	Predevelopment and 1980 water table in the northern High Plains of Colorado; and water-level changes, predevelopment to 1980 and 1975 to 1980	U.S. Geological Survey Hydrologic Investigations Atlas HA-670, scale 1:500,000 and 1:1,000,000.
02.08	Borman, R.G., and Gaggiani, N.G.	1983	Generalized altitude and configuration of the water table in parts of Larimer, Logan, Sedgwick, and Weld Counties, Colorado	U.S. Geological Survey Water-Resources Investigations Report 82-4055, map, scale 1:250,000.
02.09	Borman, R.G., Lindner, J.B., Bryn, S.M., and Rutledge, John	1983	The Ogallala aquifer in the northern High Plains of Colorado--saturated thickness in 1980; saturated-thickness changes, predevelopment to 1980; hydraulic conductivity; specific yield; and predevelopment and 1980 probable well yields	U.S. Geological Survey Hydrologic Investigations Atlas HA-671, scale 1:500,000 and 1:1,000,000.
02.10	Borman, R.G., and Meredith, T.S.	1983	Geology, altitude, and depth of the bedrock surface beneath the Ogallala Formation in the northern High Plains of Colorado	U.S. Geological Survey Hydrologic Investigations Atlas HA-669, scale 1:500,000.
02.11	Borman, R.G., Meredith, T.S., and Bryn, S.M.	1984	Geology, altitude, and depth of the bedrock surface; altitude of the water table in 1980; and saturated thickness of the Ogallala aquifer in 1980 in the southern High Plains of Colorado	U.S. Geological Survey Hydrologic Investigations Atlas HA-673, scale 1:500,000.
02.12	Borman, R.G., and Reed, R.L.	1984	Location of irrigation wells and application rates for irrigated cropland during 1980 in the northern High Plains of Colorado	U.S. Geological Survey Hydrologic Investigations Atlas HA-675, scale 1:500,000.
02.13	Cobb, P.M., Colarullo, S.J., and Manoutchehr, Heidari	1983	A ground-water flow model for the Great Bend aquifer, south-central Kansas	Kansas State Geological Survey Open-File Report 83-20, 220 p.
02.14	Cooley, M.E.	1984a	Linear features determined from Landsat imagery in the Texas and Oklahoma Panhandles	U.S. Geological Survey Open-File Report 84-589, map, scale 1:500,000.
02.15	Cooley, M.E.	1984b	Linear features determined from Landsat imagery in western Kansas	U.S. Geological Survey Open-File Report 84-241, map, scale 1:500,000.
02.16	Cooley, M.E.	1986	Divisions of potential fracture permeability, based on distribution of structures and lineaments, in sedimentary rocks of the Rocky Mountains-High Plains region, western United States	U.S. Geological Survey Water-Resources Investigations Report 85-4091, map, scale 1:2,500,000.
02.17	DeAngelis, Robert	1980	Irrigated cropland, 1978, Hockley and Lamb Counties, Texas	U.S. Geological Survey Open-File Report 80-168, map, scale 1:250,000.
02.18	Dugan, J.T.	1984	Hydrologic characteristics of Nebraska soils	U.S. Geological Survey Water-Supply Paper 2222, 19 p.
02.19	Dugan, J.T., Hobbs, R.D., and Ihm, L.A.	1990	Hydrologic characteristics of soils in the High Plains, Northern Great Plains, and Central Texas carbonates regional aquifer systems	U.S. Geological Survey Hydrologic Atlas HA-714, scale 1:3,168,000.
02.20	Feder, G.L., and Krothe, N.C.	1981	Results of a reconnaissance water-quality sampling program of the Ogallala aquifer in Colorado, Kansas, Nebraska, Oklahoma, South Dakota, and Texas	U.S. Geological Survey Water-Resources Investigations Report 81-65, 7 p.
02.21	Ferrigno, C.F.	1986a	Machine-readable files developed for the High Plains regional aquifer-system analysis in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Water-Resources Investigations Report 86-4063, 23 p.
02.22	Ferrigno, C.F.	1986b	A data-management system for detailed areal interpretive data	U.S. Geological Survey Water-Resources Investigation Report 86-4091, 103 p.
02.23	Gutentag, E.D., Heimes, F.J., Krothe, N.C., Luckey, R.R., and Weeks, J.B.	1984	Geohydrology of the High Plains aquifer in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Professional Paper 1400-B, 63 p.
02.24	Gutentag, E.D., and Weeks, J.B.	1980	Water table in the High Plains aquifer in 1978 in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Hydrologic Investigations Atlas HA-642, scale 1:2,500,000.
02.25	Hart, D.L., Jr., and McAda, D.P.	1985	Geohydrology of the southern High Plains of New Mexico	U.S. Geological Survey Hydrologic Investigations Atlas HA-679, scale 1:500,000.
02.26	Havens, J.S.	1982a	Generalized altitude and configuration of the base of the High Plains regional aquifer, northwestern Oklahoma	U.S. Geological Survey Water-Resources Investigations Report 81-1117, map, scale 1:250,000, 2 sheets.
02.27	Havens, J.S.	1982b	Altitude and configuration of the 1980 water table in the High Plains regional aquifer, northwestern Oklahoma	U.S. Geological Survey Water-Resources Investigations Report 82-100, map, scale 1:250,000, 2 sheets.
02.28	Havens, J.S.	1982c	Altitude and configuration of the predevelopment water table in the High Plains regional aquifer, northwestern Oklahoma	U.S. Geological Survey Water-Resources Investigations Report 82-275, map, scale 1:250,000, 2 sheets.
02.29	Havens, J.S.	1980	northwestern Oklahoma	U.S. Geological Survey Water-Resources Investigations Report 82-760, map, scale 1:250,000, 2 sheets.
02.30	Havens, J.S.	1983	Predevelopment to 1980 water-level changes in the High Plains regional aquifer, northwestern Oklahoma	U.S. Geological Survey Water-Resources Investigations Report 83-4073, map, scale 1:500,000.
02.31	Havens, J.S.	1985	Water-level changes in the Ogallala aquifer, northwestern Oklahoma	Oklahoma State Geological Survey, Geology Notes, v. 45, no. 5, p. 205-210. 
02.32	Havens, J.S., and Christenson, S.C.	1984	Numerical simulation of the High Plains regional aquifer, northwestern Oklahoma	U.S. Geological Survey Water-Resources Investigations Report 83-4269, 27 p.
02.33	Heimes, F.J.	1984	The High Plains regional aquifer--estimating 1980 ground-water pumpage for irrigation, in Whetstone, G.A., ed., Proceedings of the Ogallala Aquifer Symposium II	Texas Tech University, Lubbock, Texas, June 1984, p. 26-39.
02.34	Heimes, F.J.	1989	The High Plains regional aquifer-estimating 1980 ground-water pumpage for irrigation, in Swain, L.A., and Johnson. A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Midwestern Area	American Water Resources Association Monograph Series, no. 13, p. 207-218.
02.35	Heimes, F.J., Ferrigno, D.F., Gutentag, E.D., Luckey, R.R., Stephens, D.M., and Weeks, J.B.	1987	Comparison of irrigation pumpage with change in ground-water storage in the High Plains aquifer in Chase, Dundy, and Perkins Counties, Nebraska, 1975-83	U.S. Geological Survey Water-Resources Investigations Report 87-4404, 34 p.
02.36	Heimes, F.J., and Luckey, R.R.	1980	Evaluating methods for determining water use in the High Plains in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming, 1979	U.S. Geological Survey Water-Resources Investigations Report 80-111, 118 p.
02.37	Heimes, F.J., and Luckey, R.R.	1982	Method for estimating historical irrigation requirements from ground water in the High Plains aquifer in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Water-Resources Investigations Report 82-40, 64 p.
02.38	Heimes, F.J., and Luckey, R.R.	1983	Estimating 1980 ground-water pumpage for irrigation on the High Plains in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Water-Resources Investigations Report 83-4123, 36 p.
02.39	Heimes, F.J., Luckey, R.R., and Stephens, D.M.	1986	Evaluation of sampling methods used to estimate irrigation pumpage in Chase, Dundy, and Perkins Counties, Nebraska	U.S. Geological Survey Water-Resources Investigations Report 86-4092, 27 p.
02.40	Johnson, Robert	1980a	Irrigated cropland, 1978, Chase, Dundy, and Perkins Counties, Nebraska	U.S. Geological Survey Open-File Report 80-641, map, scale 1:250,000.
02.41	Johnson, Robert	1980b	Irrigated cropland, 1978, Cheyenne and Sherman Counties, Kansas	U.S. Geological Survey Open-File Report 80-640, map, scale 1:250,000.
02.42	Johnson, Thomas	1980a	Irrigated cropland, 1978, Kit, Carson, Phillips, and Yuma Counties, Colorado	U.S. Geological Survey Open-File Report 80-639, map, scale 1:250,000.
02.43	Johnson, Thomas	1980b	Irrigated cropland, 1978, Laramie County, Wyoming	U.S. Geological Survey Open-File Report 80-638, map, scale 1:250,000.
02.44	Jonas, Peter, and Wright, Bruce	1979a	Irrigated cropland, 1978, Cherry County, Nebraska	U.S. Geological Survey Open-File Report 79-1629, map, scale 1:250,000.
02.45	Jonas, Peter, and Wright, Bruce	1979b	Irrigated cropland, 1978, Todd County, South Dakota	U.S. Geological Survey Open-File Report 79-1627, map, scale 1:250,000.
02.46	Klemt, W.B.	1981	Neutron-probe measurements of deep soil moisture as an indication of aquifer recharge rates	Texas Department of Water Resources Report LP-142, 31 p.
02.47	Knowles, Tommy	1981	GWSIM-III, ground-water simulation program documentation and user's manual	Texas Department of Water Resources Report UM-36, 84 p.
02.48	Knowles, Tommy	1984	Assessment of the ground-water resources of the Texas High Plains, in Whetstone, G.A., ed., Proceedings of the Ogallala Aquifer Symposium II	Texas Tech University, Lubbock, Texas, June 1984, p. 217-237.
02.49	Knowles, Tommy, Nordstrom, Phillip, and Klemt, W.B.	1981a	Evaluating the ground-water resources of the High Plains of Texas, basic data for middle third of region	Texas Department of Water Resources Final Report LP-173, v. 3, 477 p.
02.50	Knowles, Tommy, Nordstrom, Phillip, and Klemt, W.B.	1981b	Evaluating the ground-water resources of the High Plains of Texas, basic data for southern third of region	Texas Department of Water Resources Final Report LP-173, v. 4, 389 p.
02.51	Knowles, Tommy, Nordstrom, Phillip, and Klemt, W.B.	1982a	Evaluating the ground-water resources of the High Plains of Texas, basic data for northern third of region	Texas Department of Water Resources Final Report LP-173, v. 2, 451 p.
02.52	Knowles, Tommy, Nordstrom, Phillip, and Klemt, W.B.	1982b	Evaluating the ground-water resources of the High Plains of Texas	Texas Department of Water Resources Final Report LP-173, v. 1, 174 p.
02.53	Kolm, K.E., and Case, H.L., III	1983	A two-dimensional, finite-difference model of the High Plains aquifer in South Dakota	U.S. Geological Survey Water-Resources Investigations Report 83-4175, 34 p.
02.54	Kolm, K.E., and Case, H.L., III	1984	Evaluation of techniques for identifying irrigated crop types and estimating acreages from Landsat imagery in the High Plains of South Dakota	Journal of Photogrammetric Engineering and Remote Sensing, v. 50, no. 10, p. 1479-1490.
02.55	Krothe, N.C., and Oliver, J.W.	1982	Sulphur isotopic composition and water chemistry in water from the High Plains aquifer, Oklahoma Panhandle and southwestern Kansas	U.S. Geological Survey Water-Resources Investigations Report 82-12, 28 p.
02.56	Krothe, N.C., Oliver, J.W., and Weeks, J.B.	1982	Dissolved solids and sodium in water from the High Plains aquifer in parts of Colorado, Kansas, Nebraska, New Mexico, Oklahoma, South Dakota, Texas, and Wyoming	U.S. Geological Survey Hydrologic Investigations Atlas HA-658, scale 1:2,500,000, 2 sheets.
