gene_oid	Start Coord	End Coord	Strand	GC	Locus Tag	Gene Symbol	Description	Scaffold Name	MyIMG_Annotation
633213700	556957	557211	+	.4	Saci_0698		30S ribosomal protein S28E	Sulfolobus acidocaldarius DSM 639 chromosome	
633213705	557216	557866	+	.33	Saci_0699		uracil phosphoribosyltransferase( EC:2.4.2.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213710	557908	559326	+	.34	Saci_0700	gatB	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213715	559395	560132	+	.32	Saci_0701		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213720	560129	560707	+	.31	Saci_0702		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213725	560743	562497	-	.36	Saci_0703		conserved Archaeal radical SAM superfamily protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213730	562567	563451	-	.3	Saci_0704	thiL	thiamine-monophosphate kinase( EC:2.7.4.16 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213735	563517	563615	-	.66	Saci_0705		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633213740	563647	565005	-	.34	Saci_0706	als	adenylosuccinate lyase( EC:4.3.2.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213745	565047	566048	+	.34	Saci_0707		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213750	566045	567094	+	.32	Saci_0708		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213755	567223	568236	+	.36	Saci_0709		adenylosuccinate synthase( EC:6.3.4.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213760	568239	569642	+	.37	Saci_0710		conserved Prokaryal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213765	569680	570645	+	.3	Saci_0711		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213770	570623	571144	-	.31	Saci_0712		prephenate dehydratase( EC:4.2.1.51 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213775	571467	572681	-	.34	Saci_0713		threonine dehydratase( EC:4.3.1.19 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213780	572709	573227	-	.34	Saci_0714		HIT family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213785	573265	574230	-	.37	Saci_0715		DNA recombination protein RadA	Sulfolobus acidocaldarius DSM 639 chromosome	
633213790	574292	574789	-	.28	Saci_0716		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213795	574801	575805	-	.36	Saci_0717		NOL1/NOP2/sun family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213800	575816	576373	+	.3	Saci_0718		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213805	576339	577175	+	.32	Saci_0719		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213810	577130	577645	+	.35	Saci_0720		cytidylyltransferase( EC:2.7.7.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213815	577659	578195	-	.32	Saci_0721		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213820	578164	579357	-	.36	Saci_0722	cdc6-1	cell division control protein 6-like protein 1	Sulfolobus acidocaldarius DSM 639 chromosome	
633213825	579685	579755	+	.66	Saci_0723		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633213830	580124	581809	+	.52	Saci_0724		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213835	582785	583939	+	.35	Saci_0725		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213840	584239	584574	+	.27	Saci_0726		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213845	584714	585013	+	.38	Saci_0727		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213850	584988	585761	+	.36	Saci_0728		pcrB family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213855	585748	585927	+	.36	Saci_0729		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213860	586235	586732	-	.33	Saci_0730		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213865	586789	587040	+	.36	Saci_0731		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213870	587163	588344	+	.31	Saci_0732		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213875	588683	589342	-	.38	Saci_0733		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213880	589347	590147	-	.39	Saci_0734		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633213885	590800	591231	+	.32	Saci_0735		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213890	591321	592064	+	.34	Saci_0736		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213895	592061	592852	+	.37	Saci_0737		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633213900	592842	593333	+	.34	Saci_0738		hypothetical membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213905	593330	593644	+	.28	Saci_0739		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213910	594475	594546	-	.64	Saci_0741		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633213915	594570	594770	-	.3	Saci_0742		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213920	594856	595146	+	.36	Saci_0743		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213925	595153	596007	+	.31	Saci_0744		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213930	595967	596758	-	.31	Saci_0745		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213935	596755	597045	-	.37	Saci_0746		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213940	597138	597806	+	.36	Saci_0747		conserved Prokaryal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213945	597891	599684	+	.29	Saci_0748		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213950	599664	600092	-	.27	Saci_0749		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213955	600153	601205	+	.37	Saci_0750	argC	N-acetyl-gamma-glutamyl-phosphate reductase( EC:1.2.1.38 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213960	601207	601992	+	.34	Saci_0751		amino acid kinase	Sulfolobus acidocaldarius DSM 639 chromosome	
633213965	601992	602414	+	.32	Saci_0752	lysM	Lrp-like transcriptional regulator	Sulfolobus acidocaldarius DSM 639 chromosome	
633213970	602479	602649	+	.37	Saci_0753		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213975	602673	603503	+	.32	Saci_0754		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633213980	603500	604663	+	.36	Saci_0755	argD	acetylornithine aminotransferase( EC:2.6.1.11 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213985	604611	605651	+	.34	Saci_0756		peptidase( EC:3.4.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213990	605636	606424	+	.32	Saci_0757		undecaprenyl pyrophosphate synthetase( EC:2.5.1.31 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633213995	606457	606843	+	.36	Saci_0758		30S ribosomal protein S8E	Sulfolobus acidocaldarius DSM 639 chromosome	
633214000	606840	607118	+	.25	Saci_0759		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214005	607124	607222	-	.63	Saci_0760		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633214010	607507	608433	-	.34	Saci_0761		epimerase( EC:5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214015	608757	608849	+	.71	Saci_0762		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633214020	608869	610491	-	.34	Saci_0763		thiamine pyrophosphate-requiring enzyme	Sulfolobus acidocaldarius DSM 639 chromosome	
633214025	610534	610622	-	.67	Saci_0764		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633214030	610693	611253	+	.32	Saci_0765		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214035	611250	611420	-	.35	Saci_0766		50S ribosomal protein L40E	Sulfolobus acidocaldarius DSM 639 chromosome	
633214040	611595	611996	+	.33	Saci_0767		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214045	612003	613289	+	.35	Saci_0768	aspS	aspartyl-tRNA synthetase( EC:6.1.1.12 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214050	613286	614407	-	.3	Saci_0769		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214055	614404	614760	-	.36	Saci_0770		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214060	614806	615018	+	.4	Saci_0771		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214065	614984	615304	+	.35	Saci_0772		elongation factor 1-beta	Sulfolobus acidocaldarius DSM 639 chromosome	
633214070	615396	617717	+	.39	Saci_0773		SAV protein-like	Sulfolobus acidocaldarius DSM 639 chromosome	
633214075	617722	617946	+	.33	Saci_0774		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214080	618013	619008	+	.33	Saci_0775		XPG/RAD25 related endonuclease( EC:3.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214085	619066	619722	+	.31	Saci_0776		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214090	619712	620956	+	.29	Saci_0777	gluTR	glutamyl-tRNA reductase( EC:1.2.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214095	620910	621920	+	.37	Saci_0778	alaD	delta-aminolevulinic acid dehydratase( EC:4.2.1.24 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214100	621917	623179	+	.35	Saci_0779	hemL	glutamate-1-semialdehyde aminotransferase( EC:5.4.3.8 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214105	623176	624066	+	.34	Saci_0780	pbg	porphobilinogen deaminase( EC:4.3.1.8 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214110	624134	624703	+	.32	Saci_0781		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214115	624965	626617	+	.31	Saci_0782		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214120	626583	627266	+	.33	Saci_0783		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214125	629075	630055	-	.34	Saci_0787		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214130	630109	631905	-	.37	Saci_0788		thermostable DNA ligase( EC:6.5.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214135	632052	632570	+	.41	Saci_0789		deoxycytidine triphosphate deaminase( EC:3.5.4.13 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214140	632560	633267	-	.33	Saci_0790		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214145	633321	634028	-	.38	Saci_0791		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214150	634077	634760	-	.33	Saci_0792		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214155	634729	635196	-	.32	Saci_0793		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214160	635196	635447	-	.32	Saci_0794		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214165	635480	637264	+	.33	Saci_0795		conserved Prokaryal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214170	637298	638158	+	.33	Saci_0796		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214175	638161	639978	+	.31	Saci_0797		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214180	639970	641181	-	.36	Saci_0798	matT	S-adenosylmethionine synthetase( EC:2.5.1.6 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214185	641214	641477	-	.34	Saci_0799		Sm-like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214190	641612	641908	+	.34	Saci_0800		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214195	641879	643468	-	.36	Saci_0801	pyrG	CTP synthase( EC:6.3.4.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214200	643539	644225	+	.36	Saci_0802		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214205	644254	644706	+	.32	Saci_0803		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214210	644764	645141	-	.36	Saci_0804		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214215	645240	645635	-	.32	Saci_0805		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214220	645632	646996	-	.38	Saci_0806		phosphoglucomutase/phosphomannomutase	Sulfolobus acidocaldarius DSM 639 chromosome	
633214225	647232	648290	-	.39	Saci_0807		glycosyl transferase( EC:2.4.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214230	648772	648852	-	.68	Saci_0809		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633214235	648880	649443	-	.33	Saci_0810		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214240	649445	650471	-	.35	Saci_0811	tru	tRNA pseudouridine synthase( EC:4.2.1.70 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214245	650473	650763	-	.34	Saci_0813		50S ribosomal protein L14E	Sulfolobus acidocaldarius DSM 639 chromosome	
633214250	650808	653543	-	.34	Saci_0814		hypothetical DEAD/DEAH box helicase	Sulfolobus acidocaldarius DSM 639 chromosome	
633214255	653944	655284	+	.32	Saci_0815		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214260	655287	655604	+	.37	Saci_0816		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214265	655601	656353	+	.34	Saci_0817	pcnB	DNA polymerase sliding clamp B	Sulfolobus acidocaldarius DSM 639 chromosome	
633214270	656317	657420	-	.32	Saci_0818		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214275	657402	658061	-	.32	Saci_0819		conserved Archaeal GGDN family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214280	658058	658534	-	.35	Saci_0820	ribH	6,7-dimethyl-8-ribityllumazine synthase( EC:2.5.1.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214285	658506	658976	-	.36	Saci_0821		conserved Archaeal riboflavin synthase( EC:2.5.1.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214290	658973	659635	-	.34	Saci_0822		3,4-dihydroxy-2-butanone 4-phosphate synthase	Sulfolobus acidocaldarius DSM 639 chromosome	
633214295	659676	660239	-	.3	Saci_0823		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214300	660301	661065	+	.31	Saci_0824		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214305	661036	662340	-	.36	Saci_0825		cobyrinic acid A,C-diamide synthase	Sulfolobus acidocaldarius DSM 639 chromosome	
633214310	662339	663121	+	.34	Saci_0826	pcnA	DNA polymerase sliding clamp A	Sulfolobus acidocaldarius DSM 639 chromosome	
633214315	663121	664095	+	.31	Saci_0827		methionine synthase	Sulfolobus acidocaldarius DSM 639 chromosome	
633214320	664088	665107	+	.35	Saci_0828	metE	methionine synthase II( EC:2.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214325	665113	665574	+	.42	Saci_0829		30S ribosomal protein S15P	Sulfolobus acidocaldarius DSM 639 chromosome	
633214330	665548	665919	-	.34	Saci_0830		conserved Prokaryal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214335	665983	666624	+	.36	Saci_0831		30S ribosomal protein S6E	Sulfolobus acidocaldarius DSM 639 chromosome	
633214340	666633	667883	+	.37	Saci_0832		translation initiation factor 2 gamma subunit	Sulfolobus acidocaldarius DSM 639 chromosome	
633214345	667850	668281	+	.31	Saci_0833		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214350	668286	668837	+	.35	Saci_0834	rpoE	DNA-directed RNA polymerase subunit E( EC:2.7.7.6 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214355	668837	669043	+	.39	Saci_0835		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214360	669058	669552	+	.32	Saci_0836		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214365	669605	670846	-	.37	Saci_0837		2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1( EC:5.4.2.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214370	670843	673086	-	.38	Saci_0838	sav	ATP-dependent Zn protease	Sulfolobus acidocaldarius DSM 639 chromosome	
633214375	673741	676887	+	.34	Saci_0839		reverse gyrase	Sulfolobus acidocaldarius DSM 639 chromosome	
633214380	676892	677785	+	.35	Saci_0840		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214385	677802	678131	-	.33	Saci_0841		30S ribosomal protein S25E	Sulfolobus acidocaldarius DSM 639 chromosome	
633214390	678181	678936	+	.32	Saci_0842		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214395	678974	679126	+	.35	Saci_0843		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214400	679204	679971	+	.35	Saci_0844		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214405	679989	680318	+	.34	Saci_0845		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214410	680315	681274	+	.35	Saci_0846		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214415	681257	681586	-	.3	Saci_0847		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214420	681646	682626	+	.34	Saci_0848		oxidoreductase( EC:1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214425	682610	683185	-	.32	Saci_0849		nucleoside-triphosphatase( EC:3.6.1.15 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214430	683139	683798	-	.34	Saci_0850		serine/threonine protein kinase( EC:2.7.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214435	683789	684787	-	.37	Saci_0851		O-sialoglycoprotein endopeptidase( EC:3.4.24.57 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214440	684784	684987	-	.38	Saci_0852	rbsS27AE	30S ribosomal protein S27AE	Sulfolobus acidocaldarius DSM 639 chromosome	
633214445	684959	685315	-	.35	Saci_0853		30S ribosomal protein S24E	Sulfolobus acidocaldarius DSM 639 chromosome	
633214450	685342	686139	-	.38	Saci_0854	thi	thiazole biosynthetic enzyme	Sulfolobus acidocaldarius DSM 639 chromosome	
633214455	686222	686431	+	.4	Saci_0855		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214460	686362	687024	+	.36	Saci_0856	pad	phenylacrylic acid decarboxylase( EC:4.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214465	686987	687385	-	.38	Saci_0857		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214470	687428	687973	-	.35	Saci_0858		tRNA-intron endonuclease( EC:3.1.27.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214475	687983	688615	-	.31	Saci_0859		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214480	688640	689038	-	.33	Saci_0860		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214485	689035	689403	-	.33	Saci_0861		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214490	689396	691120	-	.35	Saci_0862	glyRS	glycyl-tRNA synthetase class II( EC:6.1.1.14 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214495	691161	692051	+	.38	Saci_0863		agmatinase( EC:3.5.3.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633214500	692029	692175	-	.37	Saci_0864	rpoP	DNA directed RNA polymerase subunit P-like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633214505	692263	692562	+	.33	Saci_0865		protein translation factor SUI1	Sulfolobus acidocaldarius DSM 639 chromosome	
633214510	692672	693607	-	.38	Saci_0866	tifB	transcription initiation factor B	Sulfolobus acidocaldarius DSM 639 chromosome	
