-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
WES2        49718.000    1995     1     1     0
WES2        52274.750    2001    12    31    18
WES2      1492233.369 -4458089.483  4296046.010
50479.25     1.174327     0.245122    -0.323961
50479.50     1.166596     0.666043     1.487015
50479.75     0.732053     0.627159     2.772485
50480.00     0.831283     0.722697     3.712357
50480.25     0.547437     0.650746     4.209316
50480.50     0.537969     0.778794     4.682706
50480.75     0.256285     0.237842     3.547189
50481.00     0.576266     0.056902     2.601041
50481.25     0.551284    -0.163808     1.352704
50481.50     0.702458    -0.096391     0.319234
50481.75     0.428728    -0.418268    -1.048525
50482.00     0.686824    -0.410497    -1.585685
50482.25     0.610083    -0.406435    -2.010653
50482.50     0.646312    -0.300261    -2.231972
50482.75     0.568788    -0.683766    -3.410091
50483.00     1.100473    -0.770443    -4.240214
50483.25     1.221145    -0.851983    -5.241011
50483.50     1.548090    -0.534056    -5.061493
50483.75     1.459065    -0.590168    -4.659421
50484.00     1.706148    -0.358469    -3.487450
50484.25     1.571267    -0.114609    -1.792480
50484.50     1.518678     0.333233     0.593727
50484.75     0.915869     0.043714     1.520372
50485.00     1.042248    -0.035919     1.955762
50485.25     0.841042    -0.205938     1.657880
50485.50     0.939646    -0.148354     0.956790
50485.75     0.670966    -0.429395     0.385663
50486.00     0.923540    -0.413250     0.011703
50486.25     0.784402    -0.464254    -0.490389
50486.50     0.939238    -0.254888    -0.606144
50486.75     0.758962    -0.576336    -1.641559
50487.00     1.112697    -0.510783    -1.788364
50487.25     1.091222    -0.525751    -2.203633
50487.50     1.230301    -0.269280    -2.385077
50487.75     0.776311    -0.504651    -3.037349
50488.00     0.845589    -0.404621    -2.520198
50488.25     0.515806    -0.383394    -1.852558
50488.50     0.481782    -0.227443    -1.221419
50488.75     0.044173    -0.439626    -0.879271
50489.00     0.298522    -0.445636    -0.847376
50489.25     0.397131    -0.424681    -0.922653
50489.50     0.641785    -0.169282    -0.462536
50489.75     0.535096    -0.424808    -0.921329
50490.00     0.937071    -0.288056    -0.449638
50490.25     0.904307    -0.294380    -0.847854
50490.50     1.055310     0.015390    -0.460288
50490.75     0.659084    -0.241272    -0.470859
50491.00     0.834820    -0.269811     0.026664
50491.25     0.624203    -0.373083     0.040279
50491.50     0.623613    -0.106982     0.871138
50491.75     0.291288    -0.360003     0.616504
50492.00     0.474026    -0.362116     0.502807
50492.25     0.440286    -0.627105    -1.095298
50492.50     0.949040    -0.665522    -3.435084
50492.75     0.785786    -0.820808    -4.680485
50493.00     0.860458    -0.685174    -4.486138
50493.25     0.676858    -0.455704    -3.871863
50493.50     0.671650     0.049897    -2.301530
50493.75     0.289476     0.130841    -0.592739
50494.00     0.273426     0.273065     1.660834
50494.25     0.096089     0.149243     1.808003
50494.50    -0.078906     0.224811     1.927555
50494.75    -0.392750    -0.223255     0.986712
50495.00    -0.124429    -0.452336    -0.035065
50495.25     0.017624    -0.714211    -1.251500
50495.50     0.338243    -0.702929    -2.652581
50495.75     0.341823    -0.905795    -3.413957
50496.00     0.734720    -0.814286    -3.390616
50496.25     0.797550    -0.750832    -3.195554
50496.50     0.998239    -0.673600    -3.355806
50496.75     0.556118    -0.965491    -3.622967
50497.00     0.611984    -0.795202    -2.662783
50497.25     0.283381    -0.643464    -1.494388
50497.50     0.226943    -0.266191    -0.196533
50497.75    -0.238067    -0.345642     0.481760
50498.00    -0.029515    -0.204787     1.406818
50498.25    -0.198460    -0.261225     1.365615
50498.50    -0.127807     0.060440     2.059708
50498.75    -0.391649    -0.157830     1.971679
50499.00    -0.126048    -0.104474     2.537154
50499.25    -0.222710    -0.433940     1.191522
50499.50     0.146721    -0.403173    -1.113613
50499.75    -0.264923    -0.681171    -2.525547
50500.00    -0.139629    -0.534398    -1.943907
50500.25    -0.523922    -0.391195    -0.770054
50500.50    -0.456723     0.021595     0.818136
50500.75    -0.768323    -0.044758     1.522601
50501.00    -0.534206     0.238282     2.558380
50501.25    -0.724408     0.428551     3.468298
50501.50    -0.586203     0.683066     3.561935
50501.75    -1.029777     0.286216     3.336966
50502.00    -0.677374    -0.150750     1.682884
50502.25    -0.710984    -0.511933    -0.705722
50502.50    -0.503752    -0.469539    -2.114232
50502.75    -0.797770    -0.816899    -3.428965
50503.00    -0.461153    -0.786009    -3.778807
50503.25    -0.604914    -0.920371    -4.132702
50503.50    -0.518249    -0.792350    -3.991782
50503.75    -0.826343    -1.076838    -3.825315
50504.00    -0.461643    -0.974564    -2.862283
50504.25    -0.434071    -0.993365    -2.694876
50504.50    -0.237287    -0.684451    -1.984378
50504.75    -0.498607    -0.740048    -1.229750
50505.00    -0.297165    -0.480546    -0.053949
50505.25    -0.408973    -0.254935     0.962796
50505.50    -0.385741     0.038757     1.737891
50505.75    -0.759580    -0.126251     1.952720
50506.00    -0.531249     0.010351     2.452473
50506.25    -0.693565     0.167518     2.962832
50506.50    -0.694715     0.544875     3.935843
50506.75    -1.120850     0.422273     4.138718
50507.00    -0.943861     0.278246     4.057425
50507.25    -0.881356    -0.206527     1.348731
50507.50    -0.542010    -0.197566    -0.857017
50507.75    -0.683919    -0.544645    -2.638532
50508.00    -0.267373    -0.492139    -3.054395
50508.25    -0.400538    -0.524671    -3.749240
50508.50    -0.296468    -0.120711    -2.741748
50508.75    -0.709450    -0.143374    -1.450852
50509.00    -0.602170     0.030651     0.713054
50509.25    -0.888020     0.097366     2.424699
50509.50    -0.949535     0.426130     4.853132
50509.75    -1.107554    -0.052521     4.446112
50510.00    -0.398628    -0.298026     2.608788
50510.25    -0.042676    -0.429219     0.263888
50510.50     0.470618    -0.193746    -1.031294
50510.75     0.361513    -0.393416    -1.892711
50511.00     0.822813    -0.240735    -1.500970
50511.25     0.767646    -0.216454    -1.556004
50511.50     0.787752     0.044477    -1.027333
50511.75     0.328788    -0.138190    -0.915567
50512.00     0.422502    -0.119237    -0.527875
50512.25     0.119659    -0.275015    -1.320523
50512.50     0.081450    -0.062211    -1.218037
50512.75    -0.297134    -0.244354    -1.323014
50513.00    -0.262493    -0.011189    -0.038637
50513.25    -0.635938     0.327116     1.630963
50513.50    -1.132596     0.763984     4.957159
50513.75    -1.955567     0.028910     4.973448
50514.00    -1.669710    -0.336931     3.305895
50514.25    -1.686993    -0.569574     1.462935
50514.50    -1.427010    -0.537281     0.020098
50514.75    -1.720361    -0.924894    -1.776997
50515.00    -1.383775    -0.877414    -2.509086
50515.25    -1.403279    -0.850771    -2.957900
50515.50    -1.063734    -0.476238    -2.330973
50515.75    -1.239676    -0.607440    -2.046357
50516.00    -0.803343    -0.717518    -3.081227
50516.25    -0.830719    -0.934620    -5.239306
50516.50    -0.716785    -0.800060    -6.098357
50516.75    -1.124248    -0.929224    -5.996416
50517.00    -1.060610    -0.469465    -3.965793
50517.25    -1.396085    -0.080251    -2.005074
50517.50    -1.513726     0.427228     0.499771
50517.75    -1.975192     0.079412     0.662199
50518.00    -1.777021     0.123840     0.654438
50518.25    -1.934937     0.038438     0.139260
50518.50    -1.851472     0.319367     0.343429
50518.75    -2.201487     0.013969    -0.299976
50519.00    -1.960034    -0.074764    -1.078752
50519.25    -2.047697    -0.303099    -2.507484
50519.50    -1.943818    -0.191389    -3.129731
50519.75    -2.299894    -0.417864    -3.366543
50520.00    -1.933017    -0.388466    -3.645681
50520.25    -1.809950    -0.475044    -4.459797
50520.50    -1.367033    -0.367229    -5.050296
50520.75    -1.360364    -0.566987    -5.211633
50521.00    -0.838930    -0.366772    -4.660258
50521.25    -0.739356    -0.203241    -4.555433
50521.50    -0.540951     0.353866    -3.272877
50521.75    -0.947966     0.477062    -1.725677
50522.00    -0.882330     0.765917     0.633689
50522.25    -1.282582     0.674960     2.119538
50522.50    -1.400010     0.557064     2.152506
50522.75    -1.759744    -0.095615     1.024184
50523.00    -1.403884    -0.244457     0.075623
50523.25    -1.339418    -0.450536    -1.126181
50523.50    -1.225896    -0.377951    -1.771063
50523.75    -1.603858    -0.714566    -2.536545
50524.00    -1.306553    -0.636673    -2.739724
50524.25    -1.238145    -0.566428    -3.175544
50524.50    -1.111089    -0.266191    -2.893971
50524.75    -1.462200    -0.268628    -1.841407
50525.00    -1.183775    -0.177761    -0.747075
50525.25    -1.044918    -0.421140    -1.699327
50525.50    -0.584440    -0.416128    -2.906686
50525.75    -0.551360    -0.741637    -3.938014
50526.00    -0.165239    -0.636733    -3.768240
50526.25    -0.200708    -0.570895    -3.856108
50526.50    -0.100521    -0.198456    -2.963866
50526.75    -0.437521    -0.230860    -2.290584
50527.00    -0.423342     0.065568    -0.651596
50527.25    -0.615412     0.219342     0.123672
50527.50    -0.615219     0.569725     1.319202
50527.75    -1.094138     0.401567     2.200088
50528.00    -0.941601     0.464306     2.898891
50528.25    -1.113944     0.379924     2.777986
50528.50    -0.997319     0.602693     3.002179
50528.75    -1.195028     0.511043     3.312360
50529.00    -0.830995     0.763675     4.401657
50529.25    -0.928277     0.951018     5.313689
50529.50    -0.716794     1.069433     5.652223
50529.75    -0.799861     0.483543     3.872339
50530.00    -0.423734     0.323892     3.034570
50530.25    -0.293478     0.208980     2.208115
50530.50    -0.011969     0.321344     2.005550
50530.75    -0.224333    -0.046307     1.012787
50531.00     0.077677    -0.054583     0.598709
50531.25    -0.005644    -0.251219    -0.562285
50531.50     0.098126    -0.270642    -1.600760
50531.75    -0.149133    -0.645242    -2.789947
50532.00     0.159823    -0.529327    -2.800165
50532.25     0.158749    -0.563724    -3.499960
50532.50     0.261263    -0.226906    -3.096230
50532.75    -0.090422    -0.207337    -2.034228
50533.00    -0.025723     0.242213     0.646791
50533.25    -0.511774     0.397107     2.928499
50533.50    -0.613033     0.582598     4.948542
50533.75    -0.906424     0.107559     4.641930
50534.00    -0.460047     0.059312     4.502140
50534.25    -0.377230     0.063098     3.730542
50534.50    -0.099743     0.452138     3.961734
50534.75    -0.336300     0.341793     3.775523
50535.00     0.131848     0.444778     3.341672
50535.25     0.185741     0.386332     2.117221
50535.50     0.310159     0.632858     1.721494
50535.75    -0.016254     0.474531     1.365138
50536.00     0.026582     0.652596     2.244610
50536.25    -0.184520     0.716898     2.509719
50536.50    -0.250025     1.026212     3.336851
50536.75    -0.689305     0.787896     3.579378
50537.00    -0.537137     0.742737     3.968676
50537.25    -0.649034     0.573770     3.566237
50537.50    -0.417534     0.631049     3.251634
50537.75    -0.427663     0.372968     2.485803
50538.00     0.012771     0.479184     2.410009
50538.25     0.117417     0.557137     2.200921
50538.50     0.343696     0.874341     2.492336
50538.75     0.273436     0.726258     2.442411
50539.00     0.636187     0.795132     2.687706
50539.25     0.571762     0.697610     2.101564
50539.50     0.657898     0.682599     1.259005
50539.75     0.584603     0.286561     0.047576
50540.00     1.078498     0.238453    -0.389596
50540.25     1.166471     0.080737    -0.975558
50540.50     1.521080     0.253412    -0.713886
50540.75     1.515443     0.066332    -0.483930
50541.00     1.886946     0.196949     0.145465
50541.25     1.921405     0.235998     0.244691
50541.50     2.042633     0.565535     1.113283
50541.75     1.766946     0.449336     1.796117
50542.00     1.969666     0.616266     2.833848
50542.25     1.907612     0.647689     2.965564
50542.50     1.941906     0.770903     2.716706
50542.75     1.698887     0.395268     1.514300
50543.00     1.954832     0.384659     1.093316
50543.25     1.698052     0.187016    -0.287928
50543.50     1.843886     0.368107    -0.824448
50543.75     1.487920     0.224172    -0.871188
50544.00     1.422563     0.429161     0.157328
50544.25     0.944934     0.465406     0.174747
50544.50     0.634208     0.848395     1.099148
50544.75    -0.044502     0.694419     1.512047
50545.00    -0.246134     0.858036     2.787167
50545.25    -0.655759     0.810049     3.397467
50545.50    -0.714536     0.854994     3.580218
50545.75    -1.099383     0.301111     2.332709
50546.00    -0.888315     0.144439     1.686595
50546.25    -1.151692    -0.057012     0.558544
50546.50    -1.234261     0.020414     0.107818
50546.75    -1.307925    -0.230571    -0.057749
50547.00    -0.933609    -0.241285    -0.129605
50547.25    -0.969649    -0.402958    -1.008492
50547.50    -0.793121    -0.228559    -1.106895
50547.75    -0.923811    -0.472511    -1.507635
50548.00    -0.766822    -0.464253    -1.709955
50548.25    -0.768532    -0.523474    -2.175763
50548.50    -0.421465    -0.275255    -2.199884
50548.75    -0.489753    -0.407913    -2.292661
50549.00    -0.085267    -0.245106    -1.962459
50549.25     0.102941    -0.201908    -2.429550
50549.50     0.286121    -0.007699    -2.582953
50549.75    -0.006861    -0.148371    -2.344587
50550.00     0.040951    -0.040778    -1.819465
50550.25    -0.185970    -0.045696    -2.192174
50550.50    -0.340856     0.231037    -1.688756
50550.75    -0.930482     0.073161    -1.276673
