-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUBO        49718.000    1995     1     1     0
DUBO        52274.750    2001    12    31    18
DUBO      -417603.554 -4064529.811  4881432.198
50296.00    -0.160944     0.191313    -1.584605
50296.25    -0.221897     0.205156    -1.347750
50296.50    -0.192406     0.265346    -1.180161
50296.75    -0.279418     0.257441    -0.757251
50297.00    -0.264859     0.292932     0.470720
50297.25    -0.358029     0.338504     0.447845
50297.50    -0.372005     0.449577     0.559666
50297.75    -0.461991     0.499675     0.685620
50298.00    -0.430713     0.568730     2.312747
50298.25    -0.438175     0.618685     2.398148
50298.50    -0.353149     0.753234     2.667221
50298.75    -0.327272     0.743566     2.962155
50299.00    -0.249783     0.707190     3.803428
50299.25    -0.256508     0.709398     3.472394
50299.50    -0.151224     0.768319     3.558812
50299.75    -0.164243     0.747622     3.578945
50300.00    -0.160354     0.720819     4.565550
50300.25    -0.167727     0.654999     4.389533
50300.50    -0.175179     0.629544     4.136648
50300.75    -0.299435     0.500055     3.931997
50301.00    -0.260660     0.519946     4.080761
50301.25    -0.273481     0.575288     3.411947
50301.50    -0.354609     0.508617     3.759749
50301.75    -0.410896     0.187547     3.183283
50302.00    -0.266775     0.022190     2.715874
50302.25    -0.218613    -0.120628     1.844852
50302.50    -0.217017    -0.288717     1.198574
50302.75    -0.281780    -0.428338     0.172104
50303.00    -0.125750    -0.514024    -0.763416
50303.25    -0.161351    -0.580529    -2.676702
50303.50    -0.085305    -0.591617    -4.004455
50303.75    -0.060225    -0.554101    -5.283759
50304.00     0.101720    -0.322359    -5.257996
50304.25    -0.015023    -0.197934    -5.780435
50304.50    -0.043789    -0.049071    -5.708594
50304.75    -0.165364     0.058440    -5.283937
50305.00    -0.196856     0.261042    -3.361934
50305.25    -0.330266     0.338794    -2.751378
50305.50    -0.330847     0.437021    -2.256964
50305.75    -0.431601     0.392725    -1.236322
50306.00    -0.423593     0.396773     0.405393
50306.25    -0.468869     0.341809     0.456456
50306.50    -0.416046     0.225937     0.976754
50306.75    -0.333519    -0.059179     0.727485
50307.00    -0.121030    -0.066774     0.629048
50307.25    -0.145705    -0.013856    -0.514462
50307.50    -0.039384     0.026125    -0.952290
50307.75    -0.047059     0.045199    -1.157972
50308.00     0.115180     0.117724    -0.586532
50308.25     0.127370     0.083199    -1.184550
50308.50     0.170116     0.059115    -1.382415
50308.75     0.113507    -0.110058    -1.787335
50309.00     0.171410    -0.188285    -1.779196
50309.25     0.112321    -0.263781    -2.696654
50309.50     0.133845    -0.216681    -3.504527
50309.75     0.075839    -0.192423    -3.774043
50310.00     0.085169    -0.096042    -3.026770
50310.25     0.024687    -0.106209    -3.183454
50310.50     0.061441    -0.071170    -3.415039
50310.75     0.007158    -0.112120    -3.370614
50311.00     0.050523     0.016167    -2.305565
50311.25    -0.073404    -0.006197    -2.406200
50311.50    -0.025676     0.060316    -2.165663
50311.75    -0.062405    -0.010879    -1.975047
50312.00     0.119345     0.023274    -1.090954
50312.25     0.119057     0.116932    -1.286153
50312.50     0.136967     0.306495    -1.121916
50312.75    -0.021993     0.431557    -1.073246
50313.00     0.029724     0.568761     0.540509
50313.25    -0.138085     0.562739    -0.116428
50313.50    -0.042275     0.643435    -0.236621
50313.75    -0.079339     0.613921    -0.374489
50314.00     0.030283     0.586301     0.583366
50314.25    -0.068510     0.583994     0.485852
50314.50    -0.091686     0.516949     0.657592
50314.75    -0.306079     0.213468     0.398059
50315.00    -0.282116     0.160115     0.273875
50315.25    -0.381782     0.152987    -0.955839
50315.50    -0.370673     0.330618    -1.810914
50315.75    -0.444322     0.462255    -2.303660
50316.00    -0.313433     0.572160    -0.759060
50316.25    -0.365071     0.527523    -0.672682
50316.50    -0.263761     0.446580    -0.498146
50316.75    -0.215086     0.194023    -0.576562
50317.00    -0.082352     0.011276    -0.084024
50317.25    -0.152783    -0.130472    -1.331376
50317.50    -0.158474    -0.158543    -2.121193
50317.75    -0.288246    -0.158217    -3.323772
50318.00    -0.212778    -0.050288    -3.089747
50318.25    -0.316942    -0.012252    -3.927694
50318.50    -0.314776     0.074986    -4.428152
50318.75    -0.377240     0.036001    -4.306236
50319.00    -0.434548     0.073715    -3.380463
50319.25    -0.591403     0.073434    -3.229451
50319.50    -0.610875     0.067119    -2.471064
50319.75    -0.583304    -0.118532    -1.704802
50320.00    -0.329692    -0.366628    -0.900586
50320.25    -0.326534    -0.348532    -1.911376
50320.50    -0.236755    -0.259715    -2.548170
50320.75    -0.372520    -0.178623    -2.760249
50321.00    -0.337463     0.011159    -1.866223
50321.25    -0.496426     0.093308    -2.166222
50321.50    -0.498345     0.241797    -2.698206
50321.75    -0.652570     0.332712    -2.529523
50322.00    -0.680152     0.496645    -0.932817
50322.25    -0.820815     0.516960    -0.705615
50322.50    -0.811569     0.492379    -0.585774
50322.75    -0.786689     0.301195    -0.583855
50323.00    -0.520735     0.236563    -0.330156
50323.25    -0.476025     0.130294    -1.533982
50323.50    -0.368109     0.051668    -2.503961
50323.75    -0.306318    -0.112277    -3.588586
50324.00    -0.136889    -0.061102    -3.672166
50324.25    -0.208443    -0.072438    -4.909917
50324.50    -0.211752     0.031831    -5.434402
50324.75    -0.349552     0.004415    -5.372305
50325.00    -0.373355     0.084673    -3.885865
50325.25    -0.587889     0.083251    -3.414515
50325.50    -0.651925     0.173024    -2.617866
50325.75    -0.726896     0.204184    -1.702867
50326.00    -0.686384     0.274958     0.548922
50326.25    -0.717040     0.356974     1.022783
50326.50    -0.670386     0.462231     1.192814
50326.75    -0.696107     0.508027     1.489375
50327.00    -0.589926     0.583601     2.715204
50327.25    -0.560138     0.629456     2.645513
50327.50    -0.469941     0.690804     2.945357
50327.75    -0.463458     0.596543     3.046173
50328.00    -0.295956     0.558622     3.707212
50328.25    -0.296913     0.461424     3.202370
50328.50    -0.230889     0.402357     2.731707
50328.75    -0.275745     0.285774     1.979241
50329.00    -0.133064     0.230832     2.051639
50329.25    -0.199006     0.147329     1.201881
50329.50    -0.138592     0.089120     0.615602
50329.75    -0.140561    -0.008674    -0.080935
50330.00    -0.041899    -0.021068     0.370197
50330.25    -0.100391    -0.101492    -0.466553
50330.50    -0.042824    -0.002716    -1.344769
50330.75    -0.035450     0.144020    -1.535746
50331.00     0.170830     0.309063    -0.522632
50331.25     0.266005     0.483349    -0.675750
50331.50     0.392098     0.659120    -0.378303
50331.75     0.336781     0.669683     0.541963
50332.00     0.390781     0.646399     1.570167
50332.25     0.090056     0.602757     1.430034
50332.50    -0.052563     0.439576     0.825170
50332.75    -0.184470     0.257022    -0.302078
50333.00    -0.169260     0.203959    -0.414744
50333.25    -0.307449     0.174949    -0.722699
50333.50    -0.300556     0.238105    -0.982071
50333.75    -0.375702     0.203892    -0.729107
50334.00    -0.241493     0.320990     0.361039
50334.25    -0.225960     0.270674     0.423839
50334.50    -0.136241     0.269926     0.380628
50334.75    -0.113764     0.197783     0.039901
50335.00     0.052344     0.199147     0.699674
50335.25     0.069267     0.185702     0.051729
50335.50     0.139418     0.210980    -0.502101
50335.75     0.145953     0.190084    -1.002614
50336.00     0.295410     0.162847    -1.040045
50336.25     0.272813     0.018389    -2.060816
50336.50     0.332817    -0.070989    -3.047622
50336.75     0.312996    -0.213285    -3.739142
50337.00     0.434100    -0.190505    -3.937986
50337.25     0.383031    -0.262078    -4.456544
50337.50     0.458767    -0.229921    -5.054879
50337.75     0.415119    -0.159354    -5.465522
50338.00     0.398252     0.069089    -4.873989
50338.25     0.275802     0.171749    -5.354879
50338.50     0.271023     0.309821    -5.317143
50338.75     0.141790     0.395455    -5.314126
50339.00     0.164701     0.536724    -3.861823
50339.25     0.076439     0.589486    -3.783294
50339.50     0.118692     0.675413    -3.612536
50339.75     0.074685     0.696827    -3.260713
50340.00     0.177371     0.764188    -1.400979
50340.25     0.164777     0.703310    -1.494550
50340.50     0.249246     0.790073    -1.310122
50340.75     0.258206     0.712155    -1.055368
50341.00     0.363198     0.713749     0.169520
50341.25     0.380222     0.626442     0.146701
50341.50     0.537238     0.695628     0.180798
50341.75     0.505731     0.651868    -0.206959
50342.00     0.611799     0.632785    -0.074636
50342.25     0.644428     0.590213    -0.479972
50342.50     0.717544     0.602937    -1.084248
50342.75     0.617701     0.543812    -1.862941
50343.00     0.647183     0.539631    -2.197970
50343.25     0.535031     0.467523    -3.761785
50343.50     0.532870     0.526208    -5.149686
50343.75     0.423083     0.445848    -5.850608
50344.00     0.421038     0.428981    -5.762040
50344.25     0.257514     0.388479    -6.558346
50344.50     0.229442     0.452631    -6.800212
50344.75     0.115417     0.386606    -6.837736
50345.00     0.100289     0.446178    -5.090789
50345.25     0.024747     0.400507    -4.283509
50345.50     0.100738     0.459329    -3.294574
50345.75     0.091158     0.361838    -2.441095
50346.00     0.280036     0.332213    -0.828532
50346.25     0.264352     0.260949    -0.202432
50346.50     0.419082     0.289542     0.471961
50346.75     0.384690     0.245028     0.906185
50347.00     0.389301     0.232468     1.869191
50347.25     0.385626     0.242871     2.106012
50347.50     0.452282     0.267151     2.638071
50347.75     0.412375     0.256266     2.832763
50348.00     0.498985     0.225049     3.512161
50348.25     0.470531     0.212585     3.068769
50348.50     0.510132     0.254635     2.795899
50348.75     0.405148     0.262972     1.452057
50349.00     0.427263     0.262097     1.238808
50349.25     0.236400     0.204372     0.045154
50349.50     0.170985     0.193479    -0.138280
50349.75     0.075385     0.037074    -1.027376
50350.00     0.151042    -0.033474    -1.296295
50350.25     0.078744    -0.048380    -1.551075
50350.50     0.135511    -0.002925    -1.496328
50350.75     0.145944     0.046387    -1.584515
50351.00     0.303936     0.121812    -0.833994
50351.25     0.273775     0.143477    -0.907280
50351.50     0.389837     0.250884    -0.693549
50351.75     0.398526     0.320448    -1.000026
50352.00     0.501154     0.376511    -0.460335
50352.25     0.462074     0.451580    -0.607870
50352.50     0.594187     0.531086    -0.064278
50352.75     0.544992     0.457257     0.467355
50353.00     0.561859     0.397636     1.524152
50353.25     0.420224     0.213997     2.251917
50353.50     0.362362     0.006018     3.517201
50353.75     0.099701    -0.289865     4.348338
50354.00    -0.045532    -0.431209     5.327805
50354.25    -0.254668    -0.657651     5.646015
50354.50    -0.310674    -0.793063     4.895196
50354.75    -0.360167    -0.852252     3.539599
50355.00    -0.209105    -0.761942     2.747375
50355.25    -0.314755    -0.701920     1.219163
50355.50    -0.375074    -0.534721     0.071060
50355.75    -0.474453    -0.258040    -0.759280
50356.00    -0.381961    -0.026416     0.165813
50356.25    -0.465557     0.030521    -0.510829
50356.50    -0.412074     0.163626    -0.838732
50356.75    -0.394521     0.200001    -1.276524
50357.00    -0.188560     0.303812    -0.710035
50357.25    -0.068222     0.242807    -1.163423
50357.50     0.139196     0.193934    -0.576333
50357.75     0.220668    -0.108254    -1.356008
50358.00     0.259664    -0.380328    -1.865740
50358.25    -0.038990    -0.679695    -3.883057
50358.50    -0.325522    -0.707305    -5.504839
50358.75    -0.524828    -0.606293    -6.962020
50359.00    -0.417851    -0.324619    -6.510707
50359.25    -0.498741    -0.157845    -7.002937
50359.50    -0.387103     0.181402    -7.077376
50359.75    -0.391707     0.446764    -7.002996
50360.00    -0.282631     0.658488    -5.153503
50360.25    -0.443683     0.825584    -4.560734
50360.50    -0.543678     0.980236    -3.502465
50360.75    -0.746726     0.988563    -2.451403
50361.00    -0.700573     1.013505    -0.916381
50361.25    -0.810487     1.009613    -0.313670
50361.50    -0.744322     0.935534     0.990959
50361.75    -0.707517     0.593518     1.331212
50362.00    -0.442213     0.206697     2.058419
50362.25    -0.427960    -0.332308     0.480343
50362.50    -0.292450    -0.453838    -1.878316
50362.75    -0.402153    -0.408661    -4.377895
50363.00    -0.351375    -0.170089    -4.933058
50363.25    -0.465210    -0.026629    -5.501630
50363.50    -0.457386     0.144104    -5.240704
50363.75    -0.581436     0.190270    -3.969494
50364.00    -0.456285     0.227381    -1.768407
50364.25    -0.375469     0.106982    -0.293623
50364.50    -0.108545    -0.084072     0.633720
50364.75     0.167628    -0.355874     0.330560
