-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MATH        49718.000    1995     1     1     0
MATH        52274.750    2001    12    31    18
MATH     -2443215.352 -4706037.477  3533477.600
50512.50     0.270900    -0.116799    -1.323824
50512.75     0.057829     0.486728    -2.889737
50513.00    -0.077107     0.353382    -1.372663
50513.25    -0.503979     0.491308    -1.884751
50513.50    -0.388671     0.149082    -0.605512
50513.75    -0.823782     0.738745    -1.683537
50514.00    -0.924640     0.535858     0.082799
50514.25    -1.336024     0.619801    -0.307588
50514.50    -1.119889     0.229544     0.449703
50514.75    -1.580466     0.732311    -0.924597
50515.00    -1.677684     0.538140     0.427669
50515.25    -2.000535     0.592977    -0.071547
50515.50    -1.451819     0.156961     0.614822
50515.75    -1.473556     0.636727    -1.037787
50516.00    -1.315515     0.328419    -0.076957
50516.25    -1.617108     0.399367    -1.219505
50516.50    -1.317591     0.111211    -0.897703
50516.75    -1.436535     0.754422    -2.601719
50517.00    -1.198629     0.491645    -1.458454
50517.25    -1.322754     0.456860    -2.065190
50517.50    -0.880010    -0.108677    -1.145626
50517.75    -1.210896     0.321231    -2.047428
50518.00    -1.399452     0.025508    -0.373555
50518.25    -1.863712     0.098509    -0.704448
50518.50    -1.641894    -0.349685    -0.042731
50518.75    -2.075197     0.085658    -1.310963
50519.00    -2.207678    -0.230261    -0.122444
50519.25    -2.616907    -0.224975    -0.742023
50519.50    -2.305071    -0.671067    -0.228512
50519.75    -2.325351    -0.259268    -1.781046
50520.00    -2.140640    -0.589853    -0.640379
50520.25    -2.095128    -0.716930    -1.145966
50520.50    -1.377140    -1.141716    -0.595078
50520.75    -1.106264    -0.689061    -1.836877
50521.00    -0.729494    -0.839304    -0.420701
50521.25    -0.746409    -0.713554    -1.049312
50521.50    -0.293583    -0.972319    -0.346401
50521.75    -0.451886    -0.384034    -1.086999
50522.00    -0.412605    -0.502681     0.701883
50522.25    -0.720162    -0.174557     0.070082
50522.50    -0.415310    -0.421999     0.985064
50522.75    -0.760374     0.286118    -0.020151
50523.00    -0.840378     0.144768     1.723160
50523.25    -1.174551     0.277210     1.246688
50523.50    -0.985743    -0.061112     1.787996
50523.75    -1.339781     0.485655     0.259851
50524.00    -1.233888     0.264547     1.036544
50524.25    -1.226769     0.318764    -0.423362
50524.50    -0.806278    -0.052976    -0.302397
50524.75    -0.729793     0.421863    -2.476986
50525.00    -0.478575     0.298765    -1.853010
50525.25    -0.502643     0.435776    -3.188589
50525.50     0.024537     0.139567    -3.012451
50525.75     0.153415     0.723315    -4.669836
50526.00     0.370679     0.487375    -3.268167
50526.25     0.276166     0.559466    -4.178940
50526.50     0.736370     0.125336    -3.177196
50526.75     0.530428     0.569001    -4.159846
50527.00     0.407294     0.282121    -2.403311
50527.25    -0.029585     0.298744    -2.162093
50527.50     0.262214    -0.070609    -0.974736
50527.75    -0.042138     0.409470    -1.581003
50528.00    -0.038696     0.112163     0.146418
50528.25    -0.316258     0.155773    -0.240115
50528.50     0.021195    -0.211997     0.620690
50528.75    -0.066794     0.262022    -0.524640
50529.00     0.156009     0.036017     0.679782
50529.25    -0.117822     0.140473    -0.126117
50529.50     0.316439    -0.254012     0.428679
50529.75     0.202446     0.244506    -0.851407
50530.00     0.335630    -0.035446     0.631534
50530.25     0.263753    -0.085480     0.306838
50530.50     0.814479    -0.531604     1.215224
50530.75     0.713046    -0.072800    -0.062847
50531.00     0.818849    -0.357412     1.334192
50531.25     0.594636    -0.297094     0.792076
50531.50     0.909975    -0.556065     1.000176
50531.75     0.746443     0.018829    -0.375697
50532.00     0.825459    -0.120358     0.826140
50532.25     0.681067     0.129780    -0.396673
50532.50     1.010679    -0.005463    -0.343048
50532.75     0.951025     0.590455    -1.637157
50533.00     1.055922     0.438615    -0.185218
50533.25     0.626389     0.595495    -0.615573
50533.50     1.054192     0.297454    -0.216003
50533.75     0.845159     0.700402    -0.561535
50534.00     0.825855     0.452037     1.182199
50534.25     0.581853     0.377325     0.782239
50534.50     1.004618    -0.129381     1.572274
50534.75     0.839277     0.241977     0.168668
50535.00     0.889716    -0.128459     1.533876
50535.25     0.642504    -0.080700     0.756928
50535.50     0.890553    -0.465257     1.485529
50535.75     0.743278    -0.037125     0.644321
50536.00     0.687436    -0.228038     1.943624
50536.25     0.516527    -0.135953     1.113958
50536.50     0.901017    -0.405294     1.088073
50536.75     0.644231     0.183817    -0.451140
50537.00     0.527285     0.021864     0.871849
50537.25     0.120599     0.096508     0.329883
50537.50     0.557191    -0.214929     0.614253
50537.75     0.380853     0.253342    -0.312823
50538.00     0.389875    -0.015075     1.051789
50538.25     0.119026    -0.049165     0.802338
50538.50     0.518615    -0.539671     1.368604
50538.75     0.442061    -0.149087     0.063708
50539.00     0.678948    -0.492140     1.249733
50539.25     0.558271    -0.581719     0.671382
50539.50     0.926066    -1.007317     1.203510
50539.75     1.055273    -0.616240    -0.018204
50540.00     1.435658    -0.964832     2.183182
50540.25     1.394579    -0.868132     1.597961
50540.50     2.057299    -1.282484     2.592979
50540.75     2.038991    -0.706728     1.990071
50541.00     2.284846    -0.744260     3.019906
50541.25     2.250988    -0.750240     2.857555
50541.50     2.727740    -1.167671     3.890194
50541.75     2.516283    -0.686051     3.394442
50542.00     2.532995    -0.949756     5.209010
50542.25     2.205849    -0.982291     4.936490
50542.50     2.261515    -1.350259     5.228810
50542.75     1.799197    -0.897844     4.298709
50543.00     1.657047    -1.046571     5.388614
50543.25     1.188301    -0.886629     4.230268
50543.50     1.551417    -1.183153     4.199846
50543.75     1.397632    -0.615366     2.468762
50544.00     1.246212    -0.690080     3.388954
50544.25     0.690077    -0.489572     2.217877
50544.50     0.929751    -0.779756     1.924749
50544.75     0.578777    -0.227581     0.107870
50545.00     0.313338    -0.399500     0.923547
50545.25    -0.108083    -0.287987     0.012777
50545.50     0.170551    -0.619647     0.213251
50545.75    -0.162941    -0.080387    -1.380614
50546.00    -0.153938    -0.287243    -0.271694
50546.25    -0.528349    -0.142371    -1.328257
50546.50    -0.357057    -0.434335    -0.849519
50546.75    -0.504988     0.081119    -1.886820
50547.00    -0.504218    -0.184631    -0.176489
50547.25    -0.866853    -0.151553    -0.555395
50547.50    -0.586633    -0.632834     0.523858
50547.75    -0.766951    -0.315445     0.027301
50548.00    -0.882456    -0.531235     1.723986
50548.25    -0.916064    -0.485209     0.928861
50548.50    -0.289727    -0.939010     1.490356
50548.75    -0.213728    -0.457538     0.118815
50549.00     0.042706    -0.673106     1.444944
50549.25     0.046255    -0.633960     0.797821
50549.50     0.582947    -0.962682     0.959507
50549.75     0.428078    -0.416895    -0.274933
50550.00     0.270116    -0.475983     0.912396
50550.25    -0.192143    -0.284238    -0.067502
50550.50    -0.100193    -0.480649     0.247398
50550.75    -0.535996     0.210655    -1.003905
50551.00    -0.779037     0.282340     0.286392
50551.25    -1.321639     0.581578    -0.325258
50551.50    -1.084297     0.385673     0.088190
50551.75    -1.258505     0.948716    -0.770144
50552.00    -1.365690     0.847196     0.482884
50552.25    -1.556388     0.914177     0.111359
50552.50    -1.041294     0.549902     0.497834
50552.75    -1.125102     0.962068    -0.830140
50553.00    -1.133115     0.679723     0.520123
50553.25    -1.264608     0.724497    -0.226692
50553.50    -0.833349     0.314795     0.025177
50553.75    -0.920621     0.795425    -1.226952
50554.00    -0.682597     0.536453     0.025043
50554.25    -0.751923     0.585418    -0.478980
50554.50    -0.049978     0.209245    -0.119492
50554.75     0.058996     0.712225    -1.012021
50555.00     0.318926     0.473049     0.598707
50555.25     0.358115     0.490648     0.026791
50555.50     0.971145     0.058469     0.511861
50555.75     0.949910     0.513531    -0.213827
50556.00     1.025527     0.267994     1.447939
50556.25     0.877554     0.309050     1.151733
50556.50     1.260695    -0.029120     1.461873
50556.75     1.063992     0.417748     0.530473
50557.00     0.985586     0.227666     1.740026
50557.25     0.704322     0.300787     1.181750
50557.50     1.083567     0.056520     1.247790
50557.75     0.963936     0.436612     0.387790
50558.00     1.137968     0.209265     1.411334
50558.25     0.885931     0.291859     1.032148
50558.50     1.281726    -0.041170     1.492318
50558.75     1.106746     0.398034     0.413111
50559.00     1.057069     0.137791     1.555319
50559.25     0.702754     0.177805     0.845653
50559.50     1.062628    -0.161283     0.771578
50559.75     0.855737     0.217579    -0.084971
50560.00     0.683430     0.008758     1.215934
50560.25     0.394203     0.123633     0.369098
50560.50     0.784596    -0.153188     0.422082
50560.75     0.422959     0.319171    -0.605273
50561.00     0.160641     0.170682     0.897563
50561.25    -0.214819     0.255030     0.898098
50561.50    -0.124317    -0.137320     1.881755
50561.75    -0.387504     0.165090     1.439567
50562.00    -0.309174    -0.212757     3.119040
50562.25    -0.437343    -0.249179     2.790390
50562.50     0.215536    -0.768703     3.308690
50562.75     0.383792    -0.409700     2.697536
50563.00     0.690740    -0.553916     3.338791
50563.25     0.687210    -0.459801     2.161914
50563.50     1.273147    -0.864424     2.115800
50563.75     1.179154    -0.323210     0.812213
50564.00     1.266551    -0.351367     1.358486
50564.25     1.140787    -0.205112     0.316821
50564.50     1.642784    -0.492436     0.621320
50564.75     1.581039     0.079104    -0.520149
50565.00     1.606010    -0.154687     1.316960
50565.25     1.383404    -0.096707     1.299441
50565.50     1.782275    -0.407124     2.099421
50565.75     1.734846    -0.083373     1.474477
50566.00     1.632853    -0.334983     3.164858
50566.25     1.299811    -0.392248     3.210528
50566.50     1.839173    -0.695259     3.753043
50566.75     1.836670    -0.209418     2.773076
50567.00     1.950659    -0.505736     4.247000
50567.25     1.805410    -0.482632     3.655242
50567.50     2.264786    -0.872640     3.589329
50567.75     2.077579    -0.430259     2.264818
50568.00     1.990291    -0.583807     3.214554
50568.25     1.612497    -0.448619     2.388987
50568.50     1.892071    -0.793212     2.828787
50568.75     1.619430    -0.279956     1.757730
50569.00     1.366347    -0.454442     3.188364
50569.25     0.837162    -0.412422     3.118956
50569.50     1.260244    -0.808799     3.708965
50569.75     1.167524    -0.454947     2.653750
50570.00     1.074741    -0.725165     3.871937
50570.25     0.713023    -0.684833     3.020592
50570.50     1.210953    -1.098141     3.428524
50570.75     1.173323    -0.642762     2.011889
50571.00     1.267060    -0.831002     2.962323
50571.25     1.196947    -0.869393     2.186007
50571.50     1.770522    -1.209150     2.070900
50571.75     1.650694    -0.755265     0.757218
50572.00     1.491096    -0.898078     1.872445
50572.25     1.247889    -0.768273     0.964242
50572.50     1.770479    -1.078992     0.829383
50572.75     1.500724    -0.618888    -0.218179
50573.00     1.335601    -0.718617     0.632231
50573.25     0.980774    -0.624765     0.135505
50573.50     1.375288    -0.866060     0.383955
50573.75     1.219495    -0.374772    -0.759883
50574.00     1.132984    -0.450680     0.521241
50574.25     0.876957    -0.354017     0.361779
50574.50     1.361297    -0.620416     0.845975
50574.75     1.170845    -0.164644     0.213960
50575.00     1.094830    -0.362922     1.517570
50575.25     0.896355    -0.393171     1.213174
50575.50     1.275375    -0.753531     1.594242
50575.75     0.962422    -0.349120     0.745578
50576.00     0.760406    -0.527974     1.864258
50576.25     0.364890    -0.444884     1.004794
50576.50     0.555802    -0.750339     1.052482
50576.75     0.284311    -0.345568    -0.100299
50577.00     0.005253    -0.536951     0.820859
50577.25    -0.285859    -0.512550    -0.004312
50577.50    -0.051825    -0.807019     0.001201
50577.75    -0.255637    -0.422779    -1.272526
50578.00    -0.433650    -0.605266    -0.391632
50578.25    -0.698585    -0.634260    -0.842525
50578.50    -0.326286    -0.931167    -0.609940
50578.75    -0.559743    -0.543523    -1.238644
50579.00    -0.700995    -0.653968    -0.101002
50579.25    -0.907269    -0.590562    -0.294563
50579.50    -0.575180    -0.817577    -0.014235
50579.75    -0.879153    -0.320188    -0.597992
50580.00    -0.922826    -0.453319     0.832083
50580.25    -1.130547    -0.379669     0.799166
50580.50    -0.835774    -0.582855     1.079897
50580.75    -0.937578    -0.147021     0.626203
50581.00    -0.918831    -0.301529     1.924189
50581.25    -0.983635    -0.311525     1.785698
