-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SOL1        49718.000    1995     1     1     0
SOL1        52274.750    2001    12    31    18
SOL1      1173608.863 -4871160.862  3933263.105
50256.50     0.996929     0.780012     2.735973
50256.75     0.805168     0.683361     3.449086
50257.00     1.033376     0.730771     3.999715
50257.25     1.234332     0.665855     3.674563
50257.50     1.627901     0.687101     2.907653
50257.75     1.685438     0.551607     2.448704
50258.00     1.889117     0.595877     2.688427
50258.25     2.022768     0.539956     2.246532
50258.50     2.321108     0.653565     2.450679
50258.75     2.160120     0.610429     3.171828
50259.00     2.328643     0.625438     3.594618
50259.25     2.324397     0.527395     3.485391
50259.50     2.682513     0.602466     3.287958
50259.75     2.616910     0.390112     2.733418
50260.00     2.756430     0.396608     2.549123
50260.25     2.800695     0.198010     1.075046
50260.50     2.923645     0.240266     0.538776
50260.75     2.534491     0.073002     0.207336
50261.00     2.591707     0.169029     0.744677
50261.25     2.627800     0.073580     0.138878
50261.50     2.902811     0.162487     0.087863
50261.75     2.787934     0.099585     0.508503
50262.00     3.062243     0.260444     1.319783
50262.25     3.197703     0.249079     0.998541
50262.50     3.449897     0.368131     0.814948
50262.75     3.345911     0.312099     0.871539
50263.00     3.369606     0.378124     1.120736
50263.25     3.311279     0.356592     0.565794
50263.50     3.476280     0.456086     0.671645
50263.75     3.088237     0.365978     0.817957
50264.00     2.964178     0.443834     1.504491
50264.25     2.878038     0.415790     1.606621
50264.50     2.923956     0.551343     2.307169
50264.75     2.353355     0.445169     2.541839
50265.00     2.206867     0.515909     3.164578
50265.25     2.089407     0.544022     3.051529
50265.50     2.079058     0.629218     2.800022
50265.75     1.653799     0.497704     2.355621
50266.00     1.536616     0.571902     2.821446
50266.25     1.332407     0.593980     2.767482
50266.50     1.210155     0.732877     2.836838
50266.75     0.804281     0.642527     3.068015
50267.00     0.706697     0.738703     3.821836
50267.25     0.527624     0.710786     3.885050
50267.50     0.620956     0.840924     4.241422
50267.75     0.424234     0.658485     4.135220
50268.00     0.595411     0.613420     3.956606
50268.25     0.612045     0.525720     3.548831
50268.50     0.852971     0.641535     3.532585
50268.75     0.814296     0.464701     2.997075
50269.00     1.046575     0.539392     2.955157
50269.25     1.228255     0.495615     2.200231
50269.50     1.599488     0.593636     1.677954
50269.75     1.432603     0.489225     1.138365
50270.00     1.463865     0.540162     1.347468
50270.25     1.359400     0.522519     0.988605
50270.50     1.433731     0.609069     1.065707
50270.75     1.143017     0.504352     1.232872
50271.00     1.035245     0.580529     1.745851
50271.25     0.836608     0.533112     1.503511
50271.50     0.792456     0.675640     1.802837
50271.75     0.333384     0.578238     2.143162
50272.00     0.216951     0.635272     2.848684
50272.25     0.121286     0.650045     3.237394
50272.50     0.181925     0.752019     3.589260
50272.75    -0.045021     0.660799     3.855629
50273.00     0.087964     0.713401     4.241614
50273.25     0.043991     0.670070     3.957369
50273.50     0.254771     0.725263     3.716937
50273.75     0.193256     0.572020     3.540089
50274.00     0.444574     0.540137     3.293249
50274.25     0.667874     0.395313     2.157493
50274.50     1.169409     0.484451     1.608091
50274.75     1.083285     0.272847     0.723224
50275.00     1.186141     0.292653     0.419471
50275.25     1.301495     0.205230    -0.646680
50275.50     1.580038     0.352886    -0.896060
50275.75     1.477323     0.216820    -1.410558
50276.00     1.458589     0.278008    -0.981714
50276.25     1.468721     0.305748    -1.023144
50276.50     1.603887     0.445801    -0.968264
50276.75     1.359652     0.406947    -0.581763
50277.00     1.498485     0.505966     0.471409
50277.25     1.452559     0.634822     1.643784
50277.50     1.282361     0.823629     3.724632
50277.75     1.031404     0.646033     3.425821
50278.00     1.337792     0.667484     3.373978
50278.25     1.414330     0.619047     2.742115
50278.50     1.647722     0.735715     2.466229
50278.75     1.555340     0.652964     2.110210
50279.00     1.693157     0.746497     2.281824
50279.25     1.653344     0.797064     1.748235
50279.50     1.743770     0.995343     1.981741
50279.75     1.412988     0.815228     2.117751
50280.00     1.411916     0.692685     2.077035
50280.25     1.387418     0.537689     1.363971
50280.50     1.524706     0.544724     0.957595
50280.75     1.224545     0.388329     0.684799
50281.00     1.242374     0.372279     0.737665
50281.25     1.182302     0.303037     0.348543
50281.50     1.346103     0.332604    -0.118520
50281.75     1.078236     0.169907    -0.270643
50282.00     1.057724     0.184389    -0.068312
50282.25     0.976233     0.163734    -0.500458
50282.50     1.023113     0.301654    -0.296822
50282.75     0.703682     0.200923    -0.076398
50283.00     0.593028     0.277460     0.757431
50283.25     0.486217     0.349476     1.447980
50283.50     0.589019     0.530130     2.309072
50283.75     0.340132     0.420654     3.085078
50284.00     0.576722     0.409007     3.453207
50284.25     0.826682     0.331224     2.941590
50284.50     1.121547     0.395773     2.700183
50284.75     0.921813     0.265697     2.596641
50285.00     0.939979     0.361428     2.903316
50285.25     0.943019     0.334427     2.079812
50285.50     1.104086     0.466106     1.724811
50285.75     0.889532     0.431848     1.655493
50286.00     0.874850     0.518111     2.009370
50286.25     0.871157     0.571532     1.619782
50286.50     1.085085     0.760781     1.919704
50286.75     0.794374     0.714007     2.016317
50287.00     0.790931     0.716422     2.246715
50287.25     0.773181     0.679894     2.166456
50287.50     0.929727     0.833296     2.388049
50287.75     0.611684     0.663023     1.924319
50288.00     0.701290     0.649994     1.855864
50288.25     0.844073     0.611094     1.373305
50288.50     1.144868     0.688191     1.093375
50288.75     1.033869     0.538603     0.924098
50289.00     1.241541     0.544508     1.285843
50289.25     1.297865     0.509461     1.072421
50289.50     1.405046     0.564979     0.832217
50289.75     1.072760     0.399375     0.880134
50290.00     1.145844     0.328949     0.922177
50290.25     1.116812     0.270340     0.973322
50290.50     1.323877     0.315238     0.863563
50290.75     1.206822     0.110026     0.253724
50291.00     1.294335     0.128308     0.236304
50291.25     1.388483     0.034574    -0.608504
50291.50     1.674390     0.127735    -0.936319
50291.75     1.633799    -0.009653    -1.398538
50292.00     1.780542     0.057368    -1.159806
50292.25     1.916461     0.027002    -1.868206
50292.50     2.068659     0.154407    -1.999407
50292.75     1.751950     0.060112    -2.201270
50293.00     1.763906     0.156039    -1.712787
50293.25     1.718146     0.206737    -1.858059
50293.50     1.806811     0.368095    -1.742090
50293.75     1.630759     0.283931    -1.458199
50294.00     1.730548     0.338445    -0.807247
50294.25     1.761618     0.363073    -0.621720
50294.50     1.973049     0.498871    -0.250332
50294.75     1.710862     0.416175     0.099598
50295.00     1.747790     0.434467     0.322870
50295.25     1.672985     0.457304     0.467259
50295.50     1.809977     0.602557     0.649194
50295.75     1.483370     0.491232     0.863568
50296.00     1.602993     0.492445     1.332677
50296.25     1.616529     0.467388     1.356995
50296.50     1.880298     0.628552     1.818327
50296.75     1.728813     0.498477     1.982748
50297.00     1.891052     0.499981     2.271073
50297.25     1.936522     0.478347     1.930785
50297.50     2.153898     0.569748     1.769732
50297.75     1.994365     0.446490     1.678819
50298.00     2.278794     0.496295     1.977025
50298.25     2.158397     0.489846     1.523960
50298.50     2.324060     0.601914     1.255351
50298.75     1.893195     0.459972     0.969807
50299.00     1.781048     0.442126     0.859788
50299.25     1.621330     0.399349     0.162037
50299.50     1.800195     0.511040    -0.094945
50299.75     1.527914     0.371258    -0.257308
50300.00     1.631618     0.401748     0.030354
50300.25     1.574959     0.376328    -0.352808
50300.50     1.674394     0.433439    -0.589249
50300.75     1.272070     0.285123    -0.755601
50301.00     1.138169     0.283199    -0.518220
50301.25     0.983173     0.222714    -1.226311
50301.50     1.017851     0.290364    -1.373939
50301.75     0.642477     0.203070    -1.213591
50302.00     0.642185     0.229857    -1.035167
50302.25     0.519578     0.215180    -1.444923
50302.50     0.539801     0.262348    -1.633404
50302.75     0.264380     0.111118    -1.726251
50303.00     0.167650     0.096134    -1.438994
50303.25     0.115302     0.004313    -1.906092
50303.50     0.144296     0.090352    -1.899000
50303.75    -0.118230    -0.041788    -2.026318
50304.00    -0.092351     0.050726    -1.264935
50304.25    -0.019990     0.070506    -1.168483
50304.50     0.191609     0.186559    -0.850070
50304.75     0.136641     0.077253    -0.513743
50305.00     0.291500     0.116960    -0.067903
50305.25     0.394832     0.072789    -0.262950
50305.50     0.568783     0.146350    -0.416666
50305.75     0.468912     0.020598    -0.401416
50306.00     0.689169     0.084788    -0.008831
50306.25     0.734057     0.028412    -0.676326
50306.50     0.985289     0.191387    -0.807309
50306.75     0.828177     0.087360    -0.747766
50307.00     0.871110     0.120517    -0.407859
50307.25     0.821869     0.158834    -0.711073
50307.50     0.970486     0.364992    -0.469763
50307.75     0.744379     0.267820    -0.458920
50308.00     0.851453     0.326573     0.019447
50308.25     0.906148     0.402005     0.454604
50308.50     1.148469     0.517901     0.967829
50308.75     1.123079     0.312375     0.628939
50309.00     1.462747     0.343013     0.795270
50309.25     1.603494     0.321219     0.464161
50309.50     1.777418     0.368453     0.068950
50309.75     1.575209     0.246277    -0.127255
50310.00     1.729841     0.307805     0.330638
50310.25     1.505584     0.249821    -0.239832
50310.50     1.482399     0.330810    -0.526976
50310.75     1.059465     0.159472    -0.576509
50311.00     0.959229     0.174709    -0.370270
50311.25     0.606921     0.096416    -0.894662
50311.50     0.562434     0.199069    -0.871124
50311.75     0.233607     0.012523    -0.982572
50312.00     0.344513     0.101969    -0.475920
50312.25     0.325681     0.078739    -0.576446
50312.50     0.524187     0.177974    -0.758810
50312.75     0.245664     0.018592    -0.972223
50313.00     0.312694     0.070810    -0.729854
50313.25     0.224097     0.006856    -1.431320
50313.50     0.269169     0.093168    -1.842350
50313.75     0.018293    -0.028047    -2.147554
50314.00     0.104350     0.040028    -2.051452
50314.25     0.048261    -0.012727    -2.924688
50314.50     0.171674     0.060126    -3.324946
50314.75     0.022701    -0.124802    -3.645703
50315.00     0.076304    -0.068104    -3.013015
50315.25     0.021911    -0.107335    -3.291187
50315.50     0.187708    -0.061273    -3.401610
50315.75     0.017301    -0.233919    -3.306191
50316.00     0.148009    -0.186637    -2.366033
50316.25     0.121192    -0.229048    -2.496679
50316.50     0.288279    -0.136522    -2.395883
50316.75     0.175820    -0.208080    -1.916148
50317.00     0.358717    -0.116703    -1.390531
50317.25     0.351958    -0.103331    -1.616218
50317.50     0.590194     0.018885    -1.604362
50317.75     0.609448    -0.122982    -1.445353
50318.00     0.949022    -0.085228    -0.944161
50318.25     1.228064    -0.113162    -0.983376
50318.50     1.627243    -0.015338    -0.932747
50318.75     1.679584    -0.123544    -0.522823
50319.00     2.017982    -0.085228     0.070461
50319.25     2.323254    -0.065946     0.305445
50319.50     2.633325     0.057480     0.581750
50319.75     2.621050    -0.044765     0.877081
50320.00     2.798849     0.021415     1.710577
50320.25     2.829459     0.003094     1.693031
50320.50     2.978459     0.088028     1.915424
50320.75     2.849482    -0.047705     2.310391
50321.00     2.965756     0.002125     2.795706
50321.25     2.933044    -0.027613     2.418274
50321.50     2.998682     0.082192     2.100522
50321.75     2.726018    -0.002790     2.073593
50322.00     2.755106     0.061147     2.264761
50322.25     2.641929     0.101295     1.963486
50322.50     2.815632     0.281173     1.872105
50322.75     2.660720     0.142539     1.690273
50323.00     2.871314     0.169464     1.842372
50323.25     2.835743     0.110814     1.340121
50323.50     2.918440     0.157437     1.042329
50323.75     2.720578    -0.021043     0.875896
50324.00     2.804625    -0.029807     1.072838
50324.25     2.608912    -0.125963     0.623241
50324.50     2.600397     0.006402     0.776110
50324.75     2.155476    -0.187351     0.600225
50325.00     1.989975    -0.131848     0.990663
50325.25     1.902612    -0.213832     0.411916
50325.50     1.977045    -0.099543     0.398616
50325.75     1.610736    -0.234581     0.322966
50326.00     1.641837    -0.175481     0.840977
50326.25     1.543408    -0.167091     0.635503
50326.50     1.635775    -0.034942     0.635428
