-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUCK        49718.000    1995     1     1     0
DUCK        52274.750    2001    12    31    18
DUCK      1268587.191 -4995511.561  3744508.588
50382.50     0.622112    -0.378541    -1.455710
50382.75     0.755211    -0.546438    -2.200851
50383.00     0.743041    -0.640579    -2.331379
50383.25     0.695667    -0.738700    -2.448192
50383.50     0.614352    -0.780004    -2.537166
50383.75     0.510856    -0.778435    -2.635412
50384.00     0.327051    -0.645026    -2.041519
50384.25     0.148596    -0.557359    -1.503603
50384.50    -0.038107    -0.388275    -0.849171
50384.75    -0.069374    -0.141030    -0.346232
50385.00    -0.094188     0.058053     0.250969
50385.25    -0.098051     0.074856     0.374990
50385.50    -0.107127     0.147594     0.367276
50385.75    -0.121447     0.244238     0.486608
50386.00    -0.191682     0.390229     1.105553
50386.25    -0.328122     0.436020     1.661351
50386.50    -0.532963     0.497829     2.376893
50386.75    -0.546150     0.460950     2.513760
50387.00    -0.474571     0.369828     2.343325
50387.25    -0.381870     0.104915     1.655337
50387.50    -0.329610    -0.052556     1.071220
50387.75    -0.294435    -0.095047     0.790618
50388.00    -0.257101     0.012992     1.043012
50388.25    -0.238275     0.008776     1.141202
50388.50    -0.213444     0.069383     1.237825
50388.75    -0.145683     0.084258     1.092398
50389.00    -0.126099     0.139782     1.307859
50389.25    -0.140307     0.066577     1.254431
50389.50    -0.109480     0.095898     1.293619
50389.75    -0.077031    -0.027325     0.718842
50390.00    -0.093962    -0.130375     0.315411
50390.25    -0.152593    -0.351669    -0.264345
50390.50    -0.137278    -0.487248    -0.835933
50390.75    -0.092516    -0.540405    -1.325436
50391.00    -0.093592    -0.521831    -1.363950
50391.25    -0.027742    -0.604767    -1.584533
50391.50     0.034213    -0.634213    -1.822578
50391.75     0.116265    -0.606173    -2.098626
50392.00     0.132045    -0.500405    -1.907430
50392.25     0.201194    -0.497595    -1.874868
50392.50     0.240616    -0.444361    -1.982412
50392.75     0.326832    -0.370786    -2.110524
50393.00     0.342053    -0.269577    -1.812621
50393.25     0.348405    -0.270030    -1.743479
50393.50     0.307048    -0.235370    -1.758770
50393.75     0.272144    -0.173603    -1.691272
50394.00     0.182826    -0.055038    -1.129245
50394.25     0.068424    -0.034937    -0.632884
50394.50    -0.001147     0.008321    -0.287790
50394.75    -0.042954     0.068327    -0.021666
50395.00    -0.120350     0.124697     0.540566
50395.25    -0.205440     0.060099     0.943445
50395.50    -0.230877     0.095879     1.362676
50395.75    -0.202552     0.173723     1.656055
50396.00    -0.164895     0.171618     1.892658
50396.25    -0.179617     0.022346     1.790083
50396.50    -0.177458    -0.102626     1.410018
50396.75    -0.057117    -0.161100     1.022484
50397.00     0.087315    -0.271716     0.561321
50397.25     0.154540    -0.380422     0.345198
50397.50     0.215997    -0.393655     0.165394
50397.75     0.303014    -0.422310    -0.105162
50398.00     0.327451    -0.463017    -0.256112
50398.25     0.312000    -0.626152    -0.543940
50398.50     0.343577    -0.799423    -1.117703
50398.75     0.458040    -0.914833    -1.713683
50399.00     0.519606    -1.075723    -2.290312
50399.25     0.550987    -1.270736    -2.689529
50399.50     0.574485    -1.454406    -3.333156
50399.75     0.643661    -1.530296    -4.030500
50400.00     0.656694    -1.498484    -4.247913
50400.25     0.631245    -1.539403    -4.431460
50400.50     0.593585    -1.525263    -4.707135
50400.75     0.605742    -1.463394    -5.069270
50401.00     0.534280    -1.282101    -4.724943
50401.25     0.516929    -1.143756    -4.316333
50401.50     0.571762    -1.058660    -4.173977
50401.75     0.653544    -0.979464    -4.313532
50402.00     0.700670    -0.936082    -4.314185
50402.25     0.751721    -1.012222    -4.478462
50402.50     0.812145    -1.039998    -4.780372
50402.75     0.824658    -0.965088    -4.844943
50403.00     0.761783    -0.906256    -4.612068
50403.25     0.755130    -0.943755    -4.487421
50403.50     0.746931    -0.922622    -4.375831
50403.75     0.813769    -0.883282    -4.505423
50404.00     0.771858    -0.826787    -4.216821
50404.25     0.747403    -0.869623    -4.248201
50404.50     0.690768    -0.816113    -4.144485
50404.75     0.619865    -0.798221    -4.156206
50405.00     0.491505    -0.644290    -3.334905
50405.25     0.444435    -0.624332    -2.902049
50405.50     0.403379    -0.456272    -2.255942
50405.75     0.367924    -0.274056    -1.832375
50406.00     0.282200    -0.037942    -0.944957
50406.25     0.238902     0.078135    -0.319715
50406.50     0.203185     0.169482    -0.069917
50406.75     0.214408     0.227733    -0.177162
50407.00     0.167463     0.284443     0.066594
50407.25     0.107441     0.297426     0.360616
50407.50     0.095515     0.317845     0.518703
50407.75     0.156981     0.276149     0.334500
50408.00     0.169597     0.301141     0.511142
50408.25     0.149304     0.213955     0.623120
50408.50     0.122390     0.167961     0.596102
50408.75     0.168706     0.150183     0.476303
50409.00     0.172746     0.167472     0.624092
50409.25     0.194900    -0.002069     0.398497
50409.50     0.145054    -0.171568    -0.048560
50409.75     0.152450    -0.248480    -0.551018
50410.00     0.142516    -0.244570    -0.510991
50410.25     0.126879    -0.281119    -0.313850
50410.50     0.072972    -0.295883    -0.212117
50410.75     0.061877    -0.316238    -0.238216
50411.00     0.097255    -0.334184    -0.028634
50411.25     0.183114    -0.471854    -0.243837
50411.50     0.273580    -0.504872    -0.458499
50411.75     0.326445    -0.514990    -0.660146
50412.00     0.299713    -0.450106    -0.490273
50412.25     0.257571    -0.456532    -0.392207
50412.50     0.230885    -0.357386    -0.227406
50412.75     0.275416    -0.294905    -0.350980
50413.00     0.256666    -0.203930     0.005938
50413.25     0.155142    -0.100364     0.607554
50413.50     0.112044    -0.181670     0.612499
50413.75     0.254056    -0.396195    -0.110153
50414.00     0.361646    -0.638623    -0.910963
50414.25     0.409629    -0.996956    -1.893341
50414.50     0.414288    -1.113157    -2.434179
50414.75     0.482994    -1.172629    -3.137701
50415.00     0.448677    -1.085927    -3.076433
50415.25     0.359196    -1.035584    -2.884034
50415.50     0.255547    -0.920686    -2.550690
50415.75     0.189656    -0.726844    -2.197945
50416.00     0.181195    -0.567310    -1.763249
50416.25     0.191761    -0.493457    -1.515124
50416.50     0.223569    -0.419680    -1.404203
50416.75     0.269734    -0.340920    -1.553948
50417.00     0.218081    -0.204449    -1.190625
50417.25     0.142538    -0.146486    -0.843957
50417.50     0.105613    -0.039011    -0.575347
50417.75     0.027031     0.068636    -0.412193
50418.00    -0.077516     0.151721    -0.092547
50418.25    -0.214222     0.293906     0.532999
50418.50    -0.358464     0.514982     1.273138
50418.75    -0.472298     0.643812     1.669917
50419.00    -0.536732     0.681933     2.159758
50419.25    -0.569639     0.596236     2.461512
50419.50    -0.479027     0.305435     1.729695
50419.75    -0.311938     0.072093     0.850794
50420.00    -0.191224    -0.051654     0.281023
50420.25    -0.147219    -0.171592    -0.057074
50420.50    -0.116797    -0.259295    -0.441891
50420.75    -0.034653    -0.275654    -0.899504
50421.00    -0.045400    -0.242571    -0.898279
50421.25    -0.055036    -0.327544    -1.085909
50421.50    -0.010328    -0.453154    -1.599873
50421.75     0.005078    -0.447160    -2.029191
50422.00    -0.074612    -0.324024    -1.819496
50422.25    -0.201901    -0.226173    -1.571025
50422.50    -0.328435     0.064718    -0.868574
50422.75    -0.424722     0.328489    -0.392823
50423.00    -0.502366     0.684178     0.832929
50423.25    -0.565841     0.768539     1.413648
50423.50    -0.626869     0.712729     1.528076
50423.75    -0.550934     0.662079     1.160623
50424.00    -0.471576     0.630114     1.089216
50424.25    -0.403976     0.526300     1.135228
50424.50    -0.336893     0.507036     1.416651
50424.75    -0.205191     0.500648     1.354645
50425.00    -0.191987     0.433541     1.383116
50425.25    -0.298440     0.226853     1.150033
50425.50    -0.374165     0.193978     1.183652
50425.75    -0.436184     0.245360     1.330049
50426.00    -0.458725     0.258697     1.379171
50426.25    -0.464358     0.168655     1.257221
50426.50    -0.461354     0.052619     0.802016
50426.75    -0.387030    -0.049527     0.160560
50427.00    -0.433362    -0.106591    -0.117576
50427.25    -0.477154    -0.121366    -0.217861
50427.50    -0.495975    -0.006152    -0.232811
50427.75    -0.563522     0.170823     0.044842
50428.00    -0.560138     0.313170     0.342911
50428.25    -0.534629     0.315930     0.581054
50428.50    -0.456739     0.359169     0.643232
50428.75    -0.296308     0.335207     0.180457
50429.00    -0.150543     0.291270    -0.118231
50429.25    -0.025571     0.148957    -0.502017
50429.50     0.067775     0.098592    -0.732788
50429.75     0.169993     0.043562    -1.184232
50430.00     0.240439     0.008970    -1.315990
50430.25     0.233033    -0.030715    -1.166584
50430.50     0.245020    -0.079951    -1.185852
50430.75     0.360579    -0.196716    -1.560279
50431.00     0.421382    -0.211834    -1.588838
50431.25     0.434037    -0.296357    -1.403975
50431.50     0.547115    -0.385698    -1.582572
50431.75     0.700724    -0.450681    -1.952827
50432.00     0.725425    -0.526956    -2.279289
50432.25     0.711986    -0.638568    -2.418893
50432.50     0.675968    -0.636076    -2.510913
50432.75     0.564879    -0.578126    -2.444242
50433.00     0.445181    -0.436258    -2.024005
50433.25     0.308743    -0.364092    -1.463081
50433.50     0.256501    -0.231581    -0.992732
50433.75     0.272549    -0.104511    -0.684621
50434.00     0.306628    -0.008086    -0.318610
50434.25     0.251529     0.134166     0.379692
50434.50     0.163431     0.193314     0.765118
50434.75     0.127327     0.152075     0.641305
50435.00     0.106083     0.021587     0.261074
50435.25     0.075574    -0.056356     0.129398
50435.50     0.018586    -0.041477    -0.021320
50435.75     0.018173    -0.056999    -0.382278
50436.00     0.019120    -0.060973    -0.532172
50436.25    -0.011764    -0.122784    -0.693994
50436.50    -0.095668    -0.010286    -0.383914
50436.75    -0.183924     0.035136    -0.370247
50437.00    -0.296876    -0.018356    -0.380642
50437.25    -0.414007    -0.322891    -0.860969
50437.50    -0.428041    -0.569604    -1.571990
50437.75    -0.393737    -0.587708    -1.806732
50438.00    -0.293422    -0.573702    -2.121169
50438.25    -0.179843    -0.600651    -2.366919
50438.50    -0.068497    -0.623552    -2.777911
50438.75     0.016819    -0.616172    -3.093747
50439.00     0.019095    -0.562356    -2.937454
50439.25     0.030167    -0.621023    -2.838809
50439.50     0.056917    -0.646040    -2.883872
50439.75     0.081167    -0.603259    -2.912217
50440.00     0.079918    -0.509318    -2.638223
50440.25     0.099263    -0.472562    -2.420316
50440.50     0.159087    -0.460281    -2.354230
50440.75     0.239721    -0.406486    -2.302832
50441.00     0.218338    -0.319559    -1.830199
50441.25     0.081735    -0.224804    -0.966459
50441.50    -0.107902    -0.169766    -0.242285
50441.75    -0.212279    -0.173333    -0.003062
50442.00    -0.272726    -0.240700     0.088401
50442.25    -0.255619    -0.432948    -0.281830
50442.50    -0.226755    -0.599224    -0.992502
50442.75    -0.220442    -0.612769    -1.370174
50443.00    -0.200949    -0.560744    -1.442535
50443.25    -0.143665    -0.554067    -1.515885
50443.50    -0.078116    -0.527347    -1.725275
50443.75    -0.061808    -0.402890    -1.715707
50444.00    -0.073405    -0.268115    -1.348643
50444.25    -0.074897    -0.224271    -0.993627
50444.50    -0.039332    -0.170110    -0.867670
50444.75     0.009990    -0.156823    -1.027957
50445.00     0.027899    -0.148043    -1.100845
50445.25    -0.038410    -0.120198    -0.894991
50445.50    -0.072050    -0.095374    -0.834037
50445.75    -0.050955    -0.092651    -1.029774
50446.00    -0.050606    -0.082293    -0.907197
50446.25    -0.067981    -0.157643    -0.853092
50446.50    -0.123974    -0.110701    -0.619525
50446.75    -0.107592    -0.197502    -0.875914
50447.00    -0.090502    -0.197993    -0.835356
50447.25    -0.005488    -0.381702    -1.088994
50447.50     0.127131    -0.420317    -1.309367
50447.75     0.302774    -0.491769    -1.889186
50448.00     0.303341    -0.419852    -1.773667
50448.25     0.244971    -0.418589    -1.560804
50448.50     0.177281    -0.238589    -0.940354
50448.75     0.241499    -0.281507    -1.276101
50449.00     0.271199    -0.294573    -1.563704
50449.25     0.172787    -0.382829    -1.780005
50449.50    -0.014568    -0.230343    -1.472423
50449.75    -0.194187    -0.094285    -1.138527
50450.00    -0.361819     0.114827    -0.350620
50450.25    -0.575381     0.294774     0.649377
50450.50    -0.644617     0.368295     0.938539
50450.75    -0.686627     0.462328     1.219931
50451.00    -0.706114     0.539538     1.422627
50451.25    -0.751335     0.532854     1.672078
50451.50    -0.705066     0.620645     1.814317
50451.75    -0.572052     0.611661     1.494521
50452.00    -0.427970     0.634413     1.301944
50452.25    -0.299016     0.576980     1.175605
50452.50    -0.161010     0.553753     0.937057
