Dataset:              Benthic Species Abundance Data
File Name:            va90_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3515
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA90-048 900722 EDOTEA TRILOBA                        3      2     0.67   0.58
VA90-048 900722 ENSIS DIRECTUS                        3     71    23.67  13.01
VA90-048 900722 EPITONIUM RUPICOLA                    3      3     1.00   0.00
VA90-048 900722 GASTROPODA: OTHER                     3      4     1.33   2.31
VA90-048 900722 GLYCERA DIBRANCHIATA                  3      1     0.33   0.58
VA90-048 900722 GLYCERIDAE                            3      1     0.33   0.58
VA90-048 900722 GLYCINDE SOLITARIA                    3      4     1.33   1.53
VA90-048 900722 KURTZIELLA ATROSTYLA                  3      1     0.33   0.58
VA90-048 900722 LOIMIA MEDUSA                         3      3     1.00   1.00
VA90-048 900722 LYONSIA HYALINA                       3      1     0.33   0.58
VA90-048 900722 MACOMA TENTA                          3     14     4.67   4.04
VA90-048 900722 MAGELONA SPP.                         3     22     7.33   6.81
VA90-048 900722 MALDANIDAE                            3      2     0.67   1.15
VA90-048 900722 MEDIOMASTUS AMBISETA                  3     49    16.33  12.66
VA90-048 900722 MERCENARIA MERCENARIA                 3      1     0.33   0.58
VA90-048 900722 MULINIA LATERALIS                     3      1     0.33   0.58
VA90-048 900722 NASSARIUS TRIVITTATUS                 3      2     0.67   0.58
VA90-048 900722 NATICA PUSILLA                        3      1     0.33   0.58
VA90-048 900722 NEMERTINEA                            3      1     0.33   0.58
VA90-048 900722 NEPHTYIDAE                            3      7     2.33   1.53
VA90-048 900722 NEPHTYS PICTA                         3     21     7.00   4.36
VA90-048 900722 NUCULA ANNULATA                       3      3     1.00   1.00
VA90-048 900722 ODOSTOMIA SPP.                        3     16     5.33   3.21
VA90-048 900722 OLIGOCHAETA                           3      8     2.67   2.31
VA90-048 900722 ONUPHIS EREMITA                       3      1     0.33   0.58
VA90-048 900722 OPHIUROIDEA                           3      2     0.67   0.58
VA90-048 900722 OWENIA FUSIFORMIS                     3     27     9.00   9.00
VA90-048 900722 OXYUROSTYLIS SMITHI                   3      3     1.00   1.00
VA90-048 900722 PAGURUS LONGICARPUS                   3      1     0.33   0.58
VA90-048 900722 PECTINARIA                            3      6     2.00   1.73
VA90-048 900722 PHORONIS SPP.                         3      6     2.00   1.00
VA90-048 900722 PHYLLODOCE SP.                        3      1     0.33   0.58
VA90-048 900722 PHYLLODOCIDAE                         3      1     0.33   0.58
VA90-048 900722 POLYGORDIUS SPP.                      3      1     0.33   0.58
VA90-048 900722 PROCESSA VICINA                       3      1     0.33   0.58
VA90-048 900722 RHEPOXYNIUS HUDSONI                   3      5     1.67   1.15
VA90-048 900722 SCALIBREGMA INFLATUM                  3      1     0.33   0.58
VA90-048 900722 SCOLELEPIS BOUSFIELDI                 3      8     2.67   2.52
VA90-048 900722 SCOLOPLOS RUBRA                       3      2     0.67   1.15
VA90-048 900722 SIGAMBRA TENTACULATA                  3      1     0.33   0.58
VA90-048 900722 SPIOCHAETOPTERUS COSTARUM             3     15     5.00   7.81
VA90-048 900722 SPIOPHANES BOMBYX                     3     56    18.67  10.02
VA90-048 900722 TELLINA AGILIS                        3    204    68.00  24.02
VA90-048 900722 TEREBELLIDAE                          3      1     0.33   0.58
VA90-048 900722 THALASSINIDEA                         3      2     0.67   0.58
VA90-048 900722 THARYX SP. A MORRIS                   3     74    24.67  14.15
VA90-048 900722 TURBONILLA SPP.                       3      5     1.67   1.15
VA90-048 900722 VITRINELLIDAE                         3      1     0.33   0.58
VA90-050 900720 AMPELISCA SPP.                        3      4     1.33   1.15
VA90-050 900720 BALANUS IMPROVISUS                    3      1     0.33   0.58
VA90-050 900720 CIRRATULIDAE                          3      2     0.67   1.15
VA90-050 900720 CYCLASPIS VARIANS                     3      1     0.33   0.58
VA90-050 900720 GLYCINDE SOLITARIA                    3      1     0.33   0.58
VA90-050 900720 HYPERETEONE HETEROPODA                3      6     2.00   1.00
VA90-050 900720 LEITOSCOLOPLOS SPP.                   3      4     1.33   1.15
VA90-050 900720 MACOMA BALTHICA                       3      2     0.67   0.58
VA90-050 900720 MACOMA MITCHELLI                      3      1     0.33   0.58
VA90-050 900720 MARENZELLERIA VIRIDIS                 3      3     1.00   1.73
VA90-050 900720 MOLGULA MANHATTENSIS                  3      1     0.33   0.58
VA90-050 900720 MULINIA LATERALIS                     3     83    27.67  13.65
VA90-050 900720 NEANTHES SUCCINEA                     3      6     2.00   0.00
VA90-050 900720 OLIGOCHAETA                           3      1     0.33   0.58
VA90-050 900720 PARACAPRELLA TENUIS                   3      1     0.33   0.58
VA90-050 900720 PARAHESIONE LUTEOLA                   3      1     0.33   0.58
VA90-050 900720 PARAPRIONOSPIO PINNATA                3      7     2.33   1.15
VA90-050 900720 PECTINARIA GOULDII                    3      1     0.33   0.58
VA90-050 900720 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
VA90-050 900720 PSEUDEURYTHOE PAUCIBRANCHIATA         3      7     2.33   4.04
VA90-050 900720 STREBLOSPIO BENEDICTI                 3     14     4.67   3.79
VA90-051 900731 ACTEOCINA CANALICULATA                3      3     1.00   1.00
VA90-051 900731 ACTEON PUNCTOSTRIATUS                 3      3     1.00   1.00
VA90-051 900731 AMPELISCA SPP.                        3     22     7.33   2.08
VA90-051 900731 AMPELISCA VERRILLI                    3      1     0.33   0.58
VA90-051 900731 ANACHIS LAFRESNAYI                    3     18     6.00   3.61
VA90-051 900731 ANTHOZOA                              3      2     0.67   1.15
VA90-051 900731 ASABELLIDES OCULATA                   3      3     1.00   1.73
VA90-051 900731 ASYCHIS ELONGATA                      3      3     1.00   1.00
VA90-051 900731 BHAWANIA HETEROSETA                   3     40    13.33   2.52
VA90-051 900731 BRANCHIOSTOMA CARIBAEUM               3      1     0.33   0.58
VA90-051 900731 CABIRA INCERTA                        3      3     1.00   1.00
VA90-051 900731 CAPRELLA ANDREAE                      3      2     0.67   1.15
VA90-051 900731 CERIANTHEOPSIS AMERICANUS             3      1     0.33   0.58
VA90-051 900731 CIRRIFORMIA GRANDIS                   3      7     2.33   4.04
VA90-051 900731 COROPHIUM SPP.                        3      4     1.33   2.31
VA90-051 900731 COROPHIUM TUBERCULATUM                3      2     0.67   1.15
VA90-051 900731 CYLICHNELLA BIDENTATA                 3      2     0.67   0.58
VA90-051 900731 DIOPATRA CUPREA                       3      1     0.33   0.58
VA90-051 900731 ENSIS DIRECTUS                        3      2     0.67   1.15
VA90-051 900731 EPITONIUM RUPICOLA                    3      1     0.33   0.58
VA90-051 900731 ERICTHONIUS BRASILIENSIS              3     26     8.67  15.01
VA90-051 900731 GASTROPODA: OTHER                     3     25     8.33   7.51
VA90-051 900731 GLYCERA AMERICANA                     3      5     1.67   1.53
VA90-051 900731 GLYCINDE SOLITARIA                    3      4     1.33   1.15
VA90-051 900731 GONIADIDAE                            3      1     0.33   0.58
VA90-051 900731 HARMOTHOE EXTENUATA                   3      1     0.33   0.58
VA90-051 900731 LISTRIELLA BARNARDI                   3      5     1.67   2.08
VA90-051 900731 LOIMIA MEDUSA                         3      6     2.00   0.00
VA90-051 900731 MACOMA TENTA                          3     48    16.00   2.65
VA90-051 900731 MACROCLYMENE ZONALIS                  3     27     9.00  14.73
VA90-051 900731 MALDANIDAE                            3     39    13.00  10.39
VA90-051 900731 MALMGRENIELLA SP. A WESTON            3      1     0.33   0.58
VA90-051 900731 MEDIOMASTUS AMBISETA                  3     76    25.33  31.37
VA90-051 900731 MICROPHIOPHOLIS ATRA                  3      8     2.67   3.79
VA90-051 900731 MOLGULA MANHATTENSIS                  3      2     0.67   1.15
VA90-051 900731 MONTICELLINA BAPTISTEAE-DORSOBRANCHIA 3      9     3.00   1.73
VA90-051 900731 MYSELLA SPP.                          3      3     1.00   1.73
VA90-051 900731 MYTILUS EDULIS                        3      6     2.00   3.46
VA90-051 900731 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA90-051 900731 NEMERTINEA                            3     50    16.67   9.29
VA90-051 900731 NEPHTYIDAE                            3      4     1.33   1.53
VA90-051 900731 NEPHTYS                               3      1     0.33   0.58
VA90-051 900731 NEPHTYS CRYPTOMMA                     3     25     8.33   5.13
VA90-051 900731 NEPHTYS INCISA                        3     10     3.33   3.51
VA90-051 900731 NEREIDIDAE                            3      6     2.00   3.46
VA90-051 900731 NEREIS GRAYI                          3      1     0.33   0.58
VA90-051 900731 NOTOMASTUS SP. A EWING                3     24     8.00   4.36
VA90-051 900731 NUCULA ANNULATA                       3      2     0.67   0.58
VA90-051 900731 ODOSTOMIA SPP.                        3     43    14.33   7.09
VA90-051 900731 OLIGOCHAETA                           3     34    11.33  18.77
VA90-051 900731 ONUPHIDAE                             3      2     0.67   0.58
VA90-051 900731 OPHIUROIDEA                           3      7     2.33   2.08
VA90-051 900731 OWENIA FUSIFORMIS                     3     58    19.33  16.20
VA90-051 900731 OWENIIDAE                             3      1     0.33   0.58
VA90-051 900731 PARAPRIONOSPIO PINNATA                3     36    12.00   5.57
VA90-051 900731 PECTINARIA GOULDII                    3      3     1.00   1.00
VA90-051 900731 PERIPLOMA MARGARITACEUM               3      1     0.33   0.58
VA90-051 900731 PHORONIS SPP.                         3     83    27.67  15.31
VA90-051 900731 PHOTIS PUGNATOR                       3      5     1.67   2.89
VA90-051 900731 PHYLLODOCE ARENAE                     3      5     1.67   2.08
VA90-051 900731 PILARGIDAE                            3      1     0.33   0.58
VA90-051 900731 PINNIXA SPP.                          3      2     0.67   0.58
VA90-051 900731 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
VA90-051 900731 POLYDORA                              3      1     0.33   0.58
VA90-051 900731 POLYDORA SOCIALIS                     3      5     1.67   2.89
VA90-051 900731 POLYNOIDAE                            3      3     1.00   1.00
VA90-051 900731 PRIONOSPIO PERKINSI                   3     38    12.67   6.66
VA90-051 900731 PSEUDEURYTHOE PAUCIBRANCHIATA         3     28     9.33   9.29
VA90-051 900731 PTILANTHURA TENUIS                    3      1     0.33   0.58
VA90-051 900731 SACCOGLOSSUS KOWALEVSKII              3     55    18.33   8.14
VA90-051 900731 SCOLELEPIS BOUSFIELDI                 3      2     0.67   0.58
VA90-051 900731 SIGAMBRA TENTACULATA                  3     29     9.67   6.43
VA90-051 900731 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA90-051 900731 SPIOPHANES BOMBYX                     3      4     1.33   0.58
VA90-051 900731 TELLINA AGILIS                        3     21     7.00   4.58
VA90-051 900731 TEREBELLIDAE                          3      1     0.33   0.58
VA90-051 900731 THARYX SP. A MORRIS                   3      6     2.00   2.00
VA90-051 900731 TURBELLARIA                           3      9     3.00   2.00
VA90-051 900731 TURBONILLA SPP.                       3     49    16.33   4.16
VA90-051 900731 UPOGEBIA AFFINIS                      3      1     0.33   0.58
VA90-051 900731 XANTHIDAE                             3      2     0.67   1.15
VA90-051 900731 YOLDIA LIMATULA                       3      4     1.33   0.58
VA90-052 900826 BATHYPOREIA PARKERI                   3      4     1.33   1.53
VA90-052 900826 CREPIDULA SPP.                        3      1     0.33   0.58
VA90-052 900826 EXOGONE HEBES                         3      4     1.33   0.58
VA90-052 900826 GAMMARIDAE                            3      1     0.33   0.58
VA90-052 900826 JASSA MARMORATA                       3      1     0.33   0.58
VA90-052 900826 MOLGULA MANHATTENSIS                  3      1     0.33   0.58
VA90-052 900826 NEMERTINEA                            3     66    22.00  18.03
VA90-052 900826 OPHELIA BICORNIS                      3      1     0.33   0.58
VA90-052 900826 ORBINIIDAE                            3      1     0.33   0.58
VA90-052 900826 PARAHAUSTORIUS ATTENUATUS             3      1     0.33   0.58
VA90-052 900826 PARAHAUSTORIUS HOLMESI                3      2     0.67   1.15
VA90-052 900826 PARAHAUSTORIUS LONGIMERUS             3      1     0.33   0.58
VA90-052 900826 PARAONIS FULGENS                      3     25     8.33   5.13
VA90-052 900826 SPIOPHANES BOMBYX                     3      4     1.33   1.53
VA90-052 900826 SPISULA SOLIDISSIMA                   3      1     0.33   0.58
VA90-052 900826 STREPTOSYLLIS                         3     18     6.00   1.00
VA90-052 900826 SYLLIDES                              3      3     1.00   1.00
VA90-052 900826 TANAISSUS PSAMMOPHILUS                3     15     5.00   3.46
VA90-053 900803 ACTEOCINA CANALICULATA                3     11     3.67   2.08
VA90-053 900803 ACTEON PUNCTOSTRIATUS                 3      9     3.00   1.73
VA90-053 900803 AMPELISCA SPP.                        3     36    12.00   7.00
VA90-053 900803 AMPHARETIDAE                          3      3     1.00   1.00
VA90-053 900803 ANACHIS LAFRESNAYI                    3     24     8.00   2.00
VA90-053 900803 ANADARA TRANSVERSA                    3      1     0.33   0.58
VA90-053 900803 ANCISTROSYLLIS JONESI                 3      9     3.00   4.36
VA90-053 900803 ANTHOZOA                              3      1     0.33   0.58
VA90-053 900803 ASABELLIDES OCULATA                   3      1     0.33   0.58
VA90-053 900803 ASTYRIS LUNATA                        3      6     2.00   2.00
VA90-053 900803 ASYCHIS ELONGATA                      3      1     0.33   0.58
VA90-053 900803 BALANUS IMPROVISUS                    3     15     5.00   1.00
VA90-053 900803 BHAWANIA HETEROSETA                   3     19     6.33  10.12
VA90-053 900803 CABIRA INCERTA                        3      3     1.00   1.00
VA90-053 900803 CERAPUS TUBULARIS                     3      1     0.33   0.58
VA90-053 900803 CHAETOPTERUS VARIOPEDATUS             3      1     0.33   0.58
VA90-053 900803 CIRRIFORMIA GRANDIS                   3      3     1.00   1.73
VA90-053 900803 COROPHIUM TUBERCULATUM                3     30    10.00   6.08
VA90-053 900803 DEMONAX MICROPHTHALMUS                3      1     0.33   0.58
VA90-053 900803 DIOPATRA CUPREA                       3      1     0.33   0.58
VA90-053 900803 ENSIS DIRECTUS                        3      5     1.67   1.53
