-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
RIOP        49718.000    1995     1     1     0
RIOP        52274.750    2001    12    31    18
RIOP      1255144.990 -6253609.537  -182569.867
50340.00     1.805308     0.014425     1.577052
50340.25     1.532077     0.101595     0.161506
50340.50     1.715741     0.318237     0.319831
50340.75     1.417987     0.015684     0.657960
50341.00     1.438898    -0.066232     1.264447
50341.25     0.971567    -0.014985     0.396444
50341.50     1.106715     0.303494     0.214761
50341.75     0.750017     0.162328    -0.013862
50342.00     0.612076    -0.021442     1.103600
50342.25     0.204581     0.050187     0.001561
50342.50     0.230555     0.338615    -0.269961
50342.75    -0.014738     0.132446     0.175559
50343.00    -0.064838     0.067175     0.777796
50343.25    -0.450998     0.209923    -0.389357
50343.50    -0.303499     0.473645     0.053404
50343.75    -0.297146     0.207300     0.572133
50344.00     0.012046     0.226609     0.912205
50344.25     0.052620     0.269047     0.067490
50344.50     0.517393     0.502627     0.175680
50344.75     0.701487     0.297163     0.200550
50345.00     0.755038     0.199378     1.126730
50345.25     0.701239     0.310413    -0.228692
50345.50     0.867690     0.506235    -0.261003
50345.75     0.665637     0.216572     0.329156
50346.00     0.761134     0.015920     0.877566
50346.25     0.664166     0.135453    -0.401960
50346.50     0.793846     0.375436    -0.296390
50346.75     0.683586     0.051128     0.002203
50347.00     0.925368    -0.019808     0.471085
50347.25     0.836550     0.070732    -0.781280
50347.50     0.866297     0.340741    -0.813824
50347.75     0.673613     0.059694    -0.100329
50348.00     0.671703     0.008927     0.423701
50348.25    -0.009587     0.049452    -0.490506
50348.50     0.046962     0.427751    -0.988354
50348.75    -0.270757     0.064811     0.091362
50349.00    -0.517250     0.053971     0.551589
50349.25    -1.005686     0.196049    -0.627576
50349.50    -0.872235     0.525064    -0.875017
50349.75    -1.309048     0.182797     0.041429
50350.00    -1.473603     0.112973     0.584245
50350.25    -1.868232     0.200440    -0.771708
50350.50    -1.909124     0.375553    -0.607228
50350.75    -2.186163     0.025789    -0.323740
50351.00    -1.959793    -0.127479     0.832883
50351.25    -2.136216     0.013866    -0.469653
50351.50    -2.002064     0.300232    -0.341856
50351.75    -1.992045     0.059558    -0.136515
50352.00    -1.635629     0.029084     0.651328
50352.25    -1.954432     0.132384    -0.824519
50352.50    -1.582204     0.396333    -1.275209
50352.75    -1.464504     0.115615    -0.601783
50353.00    -1.515917     0.002535     0.265402
50353.25    -1.852236     0.112857    -1.226743
50353.50    -1.412043     0.401171    -1.362949
50353.75    -1.733016     0.078981    -0.855970
50354.00    -1.762021     0.012374    -0.303382
50354.25    -2.084903     0.072080    -1.324994
50354.50    -1.944419     0.289596    -1.007148
50354.75    -2.142409     0.002455    -0.581800
50355.00    -2.075194    -0.127640     0.774945
50355.25    -2.343540     0.060164    -0.773746
50355.50    -1.920754     0.332524    -0.856912
50355.75    -1.767306     0.110812    -0.682779
50356.00    -1.453925    -0.007196     0.311889
50356.25    -1.197465     0.155522    -1.049779
50356.50    -0.455558     0.405395    -1.329500
50356.75    -0.312054     0.141556    -0.934095
50357.00    -0.094850    -0.047862    -0.056335
50357.25    -0.323825     0.045882    -1.432328
50357.50     0.055436     0.212722    -1.210750
50357.75    -0.363251    -0.123803    -0.635389
50358.00    -0.381942    -0.289060     0.339774
50358.25    -0.790331    -0.095503    -0.844122
50358.50    -0.838897     0.073059    -0.743888
50358.75    -1.190517    -0.261362     0.003109
50359.00    -1.125322    -0.416874     0.806575
50359.25    -1.517499    -0.297167    -0.015654
50359.50    -1.411363    -0.099853     0.110691
50359.75    -1.604794    -0.341846     0.337443
50360.00    -1.367405    -0.400829     0.856827
50360.25    -1.485203    -0.216126    -0.380136
50360.50    -0.601476     0.074401    -0.200503
50360.75    -0.506572    -0.147338    -0.051996
50361.00    -0.086375    -0.178311     0.616763
50361.25    -0.124051    -0.031514    -0.317836
50361.50    -0.077119     0.243266    -0.359920
50361.75    -0.332172    -0.064305     0.165157
50362.00    -0.029695    -0.096110     0.685137
50362.25    -0.285559    -0.044967    -0.626732
50362.50     0.087043     0.148206    -0.269587
50362.75     0.158580    -0.228389     0.276361
50363.00     0.425780    -0.206716     0.369405
50363.25     0.197034    -0.172373    -0.273377
50363.50     0.350437     0.061423    -0.567640
50363.75     0.100588    -0.322626     0.027415
50364.00     0.183255    -0.314941     0.601665
50364.25    -0.238073    -0.223056    -0.891145
50364.50    -0.350622     0.045920    -0.914288
50364.75    -0.866936    -0.268879    -0.218476
50365.00    -1.049621    -0.291238     0.442969
50365.25    -1.515770    -0.177276    -1.039902
50365.50    -1.419521     0.140007    -0.999236
50365.75    -1.672645    -0.138451    -0.705528
50366.00    -1.659037    -0.248275     0.269361
50366.25    -1.976459    -0.165152    -1.305302
50366.50    -1.762819     0.049839    -0.793968
50366.75    -1.911455    -0.368405    -0.082621
50367.00    -1.687439    -0.445670     0.370304
50367.25    -1.999395    -0.413738    -0.770630
50367.50    -1.772787    -0.230639    -0.426326
50367.75    -1.953667    -0.583212    -0.008805
50368.00    -1.532114    -0.624965     0.429070
50368.25    -1.694847    -0.556805    -0.426086
50368.50    -1.599024    -0.309231    -0.363896
50368.75    -1.678798    -0.657903     0.498514
50369.00    -1.468677    -0.669272     0.780825
50369.25    -1.740953    -0.560855    -0.114561
50369.50    -1.349922    -0.276866    -0.323203
50369.75    -1.304455    -0.515526    -0.156360
50370.00    -0.877122    -0.511755     0.580455
50370.25    -1.053141    -0.362309    -0.651270
50370.50    -0.814881     0.009627    -0.795852
50370.75    -0.835480    -0.245023    -0.225183
50371.00    -0.504463    -0.230055     0.207487
50371.25    -0.759660    -0.122881    -0.836687
50371.50    -0.513938     0.187951    -1.089001
50371.75    -0.734843    -0.116327    -0.596277
50372.00    -0.636815    -0.121000    -0.275216
50372.25    -1.043629    -0.068655    -1.054857
50372.50    -1.032688     0.137791    -0.870793
50372.75    -1.486187    -0.187650    -0.590259
50373.00    -1.774982    -0.248312     0.084235
50373.25    -2.444566    -0.225461    -0.570579
50373.50    -2.441410    -0.029405    -0.492999
50373.75    -2.838657    -0.342044    -0.139597
50374.00    -2.807075    -0.378725     0.257159
50374.25    -2.942531    -0.321487    -1.045320
50374.50    -2.708893    -0.185389    -0.635550
50374.75    -2.877990    -0.489016    -0.856822
50375.00    -2.616012    -0.659133     0.304363
50375.25    -2.775037    -0.473663    -1.191860
50375.50    -2.538237    -0.242619    -0.957031
50375.75    -2.711194    -0.489735    -0.825907
50376.00    -2.559345    -0.571067     0.487346
50376.25    -2.896172    -0.342839    -0.824449
50376.50    -2.753380    -0.044540    -0.766846
50376.75    -2.970727    -0.264311    -0.541157
50377.00    -2.988915    -0.329011     0.294310
50377.25    -3.338179    -0.218342    -0.921821
50377.50    -3.152472     0.061582    -0.686771
50377.75    -3.488732    -0.226923    -0.516874
50378.00    -3.340406    -0.229682     0.259122
50378.25    -3.721038    -0.218775    -0.711802
50378.50    -3.504722     0.013632    -1.114108
50378.75    -3.666256    -0.375519    -0.789809
50379.00    -3.254016    -0.445909     0.184816
50379.25    -3.428387    -0.335973    -1.508490
50379.50    -3.268952    -0.052713    -1.681908
50379.75    -3.312958    -0.527964    -0.847794
50380.00    -2.931955    -0.681498    -0.380271
50380.25    -2.983927    -0.646819    -1.788993
50380.50    -2.504740    -0.363266    -2.086172
50380.75    -2.543962    -0.730380    -1.547912
50381.00    -2.269537    -0.784082    -0.594051
50381.25    -2.489316    -0.615815    -2.078611
50381.50    -2.128061    -0.301230    -1.587384
50381.75    -2.261116    -0.516863    -1.013412
50382.00    -1.963324    -0.503939     0.345925
50382.25    -2.250814    -0.273049    -0.546522
50382.50    -1.833307     0.162785    -0.446577
50382.75    -1.915063    -0.062305     0.215502
50383.00    -1.529098    -0.044931     0.906824
50383.25    -1.471819     0.062212     0.045371
50383.50    -1.053944     0.326227     0.212980
50383.75    -0.881507     0.001199     0.350649
50384.00    -0.361552    -0.170874     1.488111
50384.25    -0.006900    -0.141813     0.052663
50384.50     0.286229     0.133351    -0.317971
50384.75     0.089815    -0.254692     0.381126
50385.00     0.130510    -0.377873     1.125904
50385.25    -0.194519    -0.339248    -0.020770
50385.50     0.024896    -0.096525     0.012519
50385.75    -0.215844    -0.458605     0.826917
50386.00    -0.122008    -0.451136     1.217876
50386.25    -0.448789    -0.321609    -0.136411
50386.50    -0.442806    -0.091525    -0.034790
50386.75    -0.656870    -0.440199     0.415520
50387.00    -0.359429    -0.492809     1.498268
50387.25    -0.615233    -0.428817     0.409542
50387.50    -0.438887    -0.077431    -0.113617
50387.75    -0.594706    -0.395939     0.379394
50388.00    -0.485931    -0.482020     1.412109
50388.25    -0.848946    -0.413615     0.373139
50388.50    -0.849259    -0.179810     0.476304
50388.75    -1.110460    -0.487419     0.938334
50389.00    -0.954828    -0.540422     1.866019
50389.25    -1.044729    -0.578177     0.984824
50389.50    -0.851173    -0.260090     0.929647
50389.75    -0.904311    -0.513286     0.786958
50390.00    -0.689607    -0.616945     1.757829
50390.25    -0.900638    -0.561612     0.573015
50390.50    -0.674003    -0.345033     0.442438
50390.75    -0.767818    -0.620745     0.590082
50391.00    -0.574478    -0.690797     1.382300
50391.25    -1.008359    -0.548623     0.174168
50391.50    -1.037928    -0.215216    -0.152448
50391.75    -1.344325    -0.512648     0.306434
50392.00    -1.233515    -0.567647     0.946128
50392.25    -1.608001    -0.429082    -0.375940
50392.50    -1.384800    -0.171909    -0.196145
50392.75    -1.573148    -0.439696     0.009535
50393.00    -1.556129    -0.457241     0.630522
50393.25    -1.808783    -0.491417    -0.031701
50393.50    -1.485609    -0.207721    -0.025436
50393.75    -1.535309    -0.441744     0.079150
50394.00    -1.189459    -0.516151     1.270732
50394.25    -1.194191    -0.403513     0.028332
50394.50    -0.947277    -0.207545     0.356914
50394.75    -1.035769    -0.464535     0.668852
50395.00    -0.908900    -0.576414     2.062573
50395.25    -1.128339    -0.493675     0.716815
50395.50    -1.144165    -0.336251     0.976372
50395.75    -1.568458    -0.651437     1.472359
50396.00    -1.638656    -0.716261     2.661002
50396.25    -2.023130    -0.642201     1.352066
50396.50    -1.958535    -0.374060     1.444334
50396.75    -2.496882    -0.652968     1.766303
50397.00    -2.646934    -0.691912     2.572208
50397.25    -3.167710    -0.520690     1.194065
50397.50    -3.378959    -0.362470     1.100188
50397.75    -3.767545    -0.549301     1.131827
50398.00    -3.651034    -0.649049     2.180865
50398.25    -3.854356    -0.439758     0.521878
50398.50    -3.544304    -0.186500     0.177877
50398.75    -3.676514    -0.461422     0.680383
50399.00    -3.292169    -0.460352     1.708099
50399.25    -3.314426    -0.307439     0.433412
50399.50    -2.915516    -0.004771     0.203988
50399.75    -2.506848    -0.243798     0.491446
50400.00    -1.877282    -0.334385     1.326913
50400.25    -1.658347    -0.173648     0.012005
50400.50    -1.024285     0.006142    -0.066871
50400.75    -0.668133    -0.342237     0.228649
50401.00    -0.263083    -0.552469     1.403019
50401.25    -0.360559    -0.507596    -0.111915
50401.50    -0.426015    -0.410564     0.178510
50401.75    -0.676376    -0.822659     0.850861
50402.00    -0.587384    -0.817973     1.302357
50402.25    -0.844289    -0.771291     0.345547
50402.50    -0.698160    -0.526120     0.137562
50402.75    -0.851130    -0.772630     0.319738
50403.00    -0.330750    -0.707346     1.271391
50403.25    -0.448521    -0.596478     0.536076
50403.50    -0.125921    -0.231630     0.090177
50403.75    -0.120000    -0.511805     0.462692
50404.00     0.214006    -0.424747     0.965465
50404.25     0.147888    -0.255522    -0.027116
50404.50     0.515543    -0.031084    -0.203091
50404.75     0.528102    -0.395620     0.349489
50405.00     0.658524    -0.435920     1.106265
50405.25     0.294675    -0.371636     0.173113
50405.50     0.306150    -0.210328     0.195260
50405.75    -0.020288    -0.591125     1.180739
50406.00     0.127448    -0.595668     1.552211
50406.25    -0.064649    -0.493400     0.548231
50406.50     0.163983    -0.296958     0.592037
50406.75     0.162690    -0.670829     1.080796
50407.00     0.402820    -0.648768     1.408016
50407.25     0.027849    -0.538911     0.331109
