-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
UPO1        49718.000    1995     1     1     0
UPO1        52274.750    2001    12    31    18
UPO1     -5464031.767 -2446032.649  2193283.030
50578.75    -1.164991    -1.392596    -0.691516
50579.00    -1.364387    -1.059535    -0.335161
50579.25    -1.528851    -1.139091     0.030885
50579.50    -1.148725    -1.401555    -0.158754
50579.75    -1.341748    -0.622171    -0.671710
50580.00    -1.421736    -0.159039    -0.212524
50580.25    -1.588757    -0.166887     0.130939
50580.50    -1.220253    -0.550196    -0.060710
50580.75    -1.128050     0.131560    -0.446687
50581.00    -1.140102     0.484999    -0.088052
50581.25    -1.246418     0.289195     0.283024
50581.50    -0.557634    -0.302540     0.203203
50581.75    -0.572776     0.159553    -0.098976
50582.00    -0.660123     0.381603     0.149114
50582.25    -0.760289     0.157311     0.619140
50582.50    -0.142396    -0.351101     0.454119
50582.75    -0.282324     0.170579    -0.018024
50583.00    -0.194661     0.359677     0.342889
50583.25    -0.449037     0.060002     0.739314
50583.50    -0.163188    -0.476663     0.557706
50583.75    -0.220286    -0.026230     0.027285
50584.00    -0.258755     0.066121     0.244839
50584.25    -0.781854    -0.290554     0.577143
50584.50    -0.546692    -0.929001     0.341057
50584.75    -0.521568    -0.553803    -0.213559
50585.00    -0.620511    -0.227195     0.003088
50585.25    -0.977588    -0.417370     0.269055
50585.50    -0.535419    -0.994766     0.124079
50585.75    -0.641451    -0.402708    -0.610242
50586.00    -0.839795    -0.226624    -0.525694
50586.25    -1.365347    -0.413591    -0.310595
50586.50    -1.001201    -1.031403    -0.464883
50586.75    -1.114137    -0.454199    -1.149144
50587.00    -1.182061    -0.345916    -0.850194
50587.25    -1.485245    -0.607607    -0.473106
50587.50    -1.003604    -1.147022    -0.541440
50587.75    -0.917220    -0.690730    -0.968241
50588.00    -0.729852    -0.495386    -0.694978
50588.25    -1.003879    -0.686233    -0.319716
50588.50    -0.356139    -1.305645    -0.439188
50588.75    -0.324018    -0.837652    -1.024484
50589.00    -0.478091    -0.564222    -0.882260
50589.25    -0.915179    -0.668192    -0.596636
50589.50    -0.597236    -1.060947    -0.785800
50589.75    -0.684610    -0.517708    -1.181275
50590.00    -0.638117    -0.297355    -0.750553
50590.25    -0.890481    -0.558482    -0.162719
50590.50    -0.605310    -1.023348    -0.192194
50590.75    -0.702257    -0.588815    -0.555729
50591.00    -0.844223    -0.359455    -0.100323
50591.25    -1.182979    -0.610627     0.419682
50591.50    -0.615094    -1.298281     0.395041
50591.75    -0.411297    -0.777418     0.025565
50592.00    -0.524419    -0.482537     0.200721
50592.25    -0.812542    -0.666876     0.520265
50592.50    -0.461417    -1.221835     0.265943
50592.75    -0.446162    -0.888894    -0.242169
50593.00    -0.663137    -0.601507     0.084040
50593.25    -0.990650    -0.739023     0.437003
50593.50    -0.697658    -1.089482     0.358758
50593.75    -0.749800    -0.591817    -0.154105
50594.00    -0.998770    -0.425546     0.180716
50594.25    -1.318360    -0.658652     0.360368
50594.50    -0.935467    -1.170423     0.366831
50594.75    -0.814336    -0.819207    -0.199057
50595.00    -1.024480    -0.620633     0.169476
50595.25    -1.282956    -0.865193     0.386775
50595.50    -0.808387    -1.486438     0.282449
50595.75    -0.848543    -1.099574    -0.235691
50596.00    -1.101808    -0.835302     0.036716
50596.25    -1.429392    -1.049288     0.223419
50596.50    -1.364757    -1.409164     0.143412
50596.75    -1.525468    -0.765991    -0.386277
50597.00    -1.741160    -0.309453    -0.116716
50597.25    -1.997241    -0.310842     0.130851
50597.50    -1.481450    -0.822351     0.011295
50597.75    -1.302901    -0.207288    -0.537102
50598.00    -1.396519     0.026074    -0.210382
50598.25    -1.744908    -0.143626     0.095311
50598.50    -1.149216    -0.708452    -0.098568
50598.75    -1.145278    -0.074938    -0.636559
50599.00    -1.159497     0.164292    -0.309579
50599.25    -1.376127    -0.076615     0.076568
50599.50    -0.802095    -0.525725     0.026753
50599.75    -0.664820     0.091802    -0.474951
50600.00    -0.583821     0.437240    -0.141748
50600.25    -0.757983     0.286836     0.234488
50600.50    -0.214672    -0.246216     0.255776
50600.75    -0.124295     0.194135    -0.157701
50601.00    -0.060981     0.285724     0.305492
50601.25    -0.334191     0.161069     0.780573
50601.50     0.136735    -0.288990     0.692319
50601.75     0.397661    -0.022118     0.298243
50602.00     0.564458     0.086179     0.580082
50602.25     0.352018    -0.182479     0.877512
50602.50     0.660721    -0.650345     0.750454
50602.75     0.641862    -0.174863     0.092255
50603.00     0.441167     0.180191     0.236846
50603.25     0.000577     0.046973     0.379943
50603.50     0.218298    -0.365166     0.305565
50603.75     0.062460     0.194383    -0.213017
50604.00    -0.047960     0.410177     0.084760
50604.25    -0.367810     0.167638     0.443159
50604.50     0.010522    -0.229622     0.307538
50604.75     0.167462     0.233358    -0.225556
50605.00     0.068663     0.543695     0.162848
50605.25    -0.196459     0.277714     0.534055
50605.50     0.026275    -0.084474     0.325979
50605.75     0.053540     0.446506    -0.335855
50606.00    -0.203620     0.752763    -0.181124
50606.25    -0.748137     0.575163     0.051512
50606.50    -0.383348     0.171241    -0.176986
50606.75    -0.425606     0.633463    -0.684472
50607.00    -0.467671     0.793905    -0.298521
50607.25    -0.639506     0.434995     0.134798
50607.50    -0.175991    -0.150142     0.036063
50607.75    -0.080175     0.128472    -0.467077
50608.00     0.005925     0.131620    -0.186421
50608.25    -0.225628    -0.335276     0.179703
50608.50     0.111838    -0.973999     0.157836
50608.75     0.444786    -0.860020    -0.428263
50609.00     0.607032    -0.885341    -0.130268
50609.25     0.471698    -1.294148     0.140502
50609.50     0.946148    -1.937088     0.064372
50609.75     1.176015    -1.536260    -0.381471
50610.00     1.279987    -1.252209    -0.144801
50610.25     1.086945    -1.252298    -0.009429
50610.50     1.610011    -1.731499    -0.161773
50610.75     1.713020    -1.101018    -0.712851
50611.00     1.597042    -0.656250    -0.497275
50611.25     1.272511    -0.591199    -0.162690
50611.50     1.515389    -0.909905    -0.442777
50611.75     1.471984    -0.303231    -0.882416
50612.00     1.332324     0.047128    -0.648746
50612.25     0.946275    -0.053493    -0.400426
50612.50     1.175709    -0.469723    -0.564754
50612.75     1.110914     0.047243    -0.977960
50613.00     1.086418     0.276535    -0.698957
50613.25     0.852120    -0.006956    -0.330537
50613.50     1.118610    -0.331427    -0.442726
50613.75     1.350164     0.084664    -0.943287
50614.00     1.395427     0.449690    -0.544183
50614.25     1.381732     0.104098    -0.186219
50614.50     1.890539    -0.465534    -0.237083
50614.75     1.929067     0.133651    -0.673310
50615.00     2.051319     0.480137    -0.381052
50615.25     2.032339     0.424412    -0.098739
50615.50     2.652158    -0.095245    -0.365291
50615.75     2.801551     0.189278    -0.674756
50616.00     2.931618     0.287643    -0.167637
50616.25     2.745266    -0.075046     0.430175
50616.50     3.180289    -0.620942     0.379304
50616.75     3.372789    -0.187166     0.013188
50617.00     3.376711     0.034297     0.468685
50617.25     3.296205    -0.304388     0.965774
50617.50     3.893117    -0.865516     0.818673
50617.75     3.964101    -0.506018     0.501678
50618.00     3.885172    -0.274737     0.744930
50618.25     3.675342    -0.509762     0.989220
50618.50     3.973936    -0.883161     0.647494
50618.75     3.855856    -0.288617    -0.071136
50619.00     3.937975    -0.041589     0.040969
50619.25     3.578419    -0.008990     0.251045
50619.50     4.004640    -0.271983    -0.085151
50619.75     3.962344     0.247027    -0.627701
50620.00     3.721441     0.542993    -0.361076
50620.25     3.391396     0.275601     0.053229
50620.50     3.773780    -0.043488    -0.074882
50620.75     3.937614     0.266040    -0.450003
50621.00     3.820553     0.242647    -0.082285
50621.25     3.591003    -0.302578     0.315061
50621.50     3.897512    -0.920777     0.300213
50621.75     3.751204    -0.597008    -0.290235
50622.00     3.550381    -0.484276    -0.042737
50622.25     3.117218    -0.819443     0.004204
50622.50     3.343682    -1.495282    -0.263467
50622.75     3.280455    -1.287823    -0.764940
50623.00     3.227963    -1.152043    -0.452034
50623.25     2.922264    -1.386452    -0.182320
50623.50     3.279782    -1.797803    -0.210666
50623.75     3.316584    -1.312738    -0.757081
50624.00     3.216504    -1.029721    -0.541911
50624.25     2.982474    -1.184375    -0.282819
50624.50     3.529156    -1.479123    -0.450017
50624.75     3.529922    -0.835793    -0.955292
50625.00     3.611432    -0.433687    -0.721450
50625.25     3.526077    -0.743841    -0.339799
50625.50     3.805684    -1.290909    -0.366372
50625.75     3.722818    -0.943294    -0.751381
50626.00     3.502690    -0.800541    -0.398430
50626.25     3.065511    -1.122793     0.044386
50626.50     3.401068    -1.757162    -0.123311
50626.75     3.430614    -1.518319    -0.466221
50627.00     3.190583    -1.495303    -0.110198
50627.25     2.872478    -1.918885     0.345151
50627.50     3.185062    -2.393890     0.206947
50627.75     3.271662    -2.037773    -0.302712
50628.00     3.240277    -1.943883    -0.027910
50628.25     3.107703    -2.336823     0.251580
50628.50     3.385005    -2.842889     0.183571
50628.75     3.425388    -2.291171    -0.342658
50629.00     3.321613    -1.970180    -0.088661
50629.25     2.927873    -2.186275     0.274748
50629.50     3.089650    -2.627889     0.203991
50629.75     3.082413    -2.177657    -0.272829
50630.00     2.730425    -1.754980    -0.124141
50630.25     2.237026    -1.837486     0.150241
50630.50     2.417885    -2.066912    -0.009236
50630.75     2.317897    -1.513473    -0.623822
50631.00     2.113429    -1.156129    -0.411929
50631.25     1.935422    -1.345087    -0.145507
50631.50     2.265312    -1.845466    -0.086720
50631.75     2.234811    -1.444181    -0.531258
50632.00     2.063285    -1.198434    -0.192383
50632.25     1.836517    -1.378812     0.149844
50632.50     2.093142    -1.803834     0.016463
50632.75     2.131368    -1.329266    -0.496568
50633.00     2.205022    -1.190592    -0.072093
50633.25     2.101010    -1.393299     0.344457
50633.50     2.585861    -1.854852     0.523085
50633.75     2.656433    -1.391744     0.029467
50634.00     2.507909    -1.135951     0.338616
50634.25     2.097092    -1.307628     0.510446
50634.50     2.422525    -1.690357     0.481598
50634.75     2.251921    -1.108492     0.087084
50635.00     2.039892    -0.961594     0.559794
50635.25     1.822115    -1.160199     0.776969
50635.50     2.106376    -1.810488     0.842543
50635.75     1.941765    -1.332813     0.424907
50636.00     1.735360    -1.101261     0.768029
50636.25     1.431773    -1.069575     0.898959
50636.50     1.502071    -1.602587     0.827631
50636.75     1.324629    -1.028030     0.217286
50637.00     1.217044    -0.863112     0.368167
50637.25     1.018570    -1.125364     0.539986
50637.50     1.177341    -1.544451     0.506362
50637.75     1.237471    -1.054641    -0.065371
50638.00     1.190463    -0.838294     0.112806
50638.25     1.058128    -1.010180     0.131233
50638.50     1.370448    -1.405791    -0.007878
50638.75     1.411555    -1.049208    -0.592358
50639.00     1.194229    -0.835764    -0.279527
50639.25     1.101522    -1.187930    -0.167715
50639.50     1.221398    -1.750694    -0.261240
50639.75     0.950696    -1.466702    -0.674374
50640.00     0.754280    -1.401444    -0.427200
50640.25     0.614145    -1.741297    -0.053374
50640.50     0.830665    -2.271049     0.048235
50640.75     0.931196    -1.793610    -0.434718
50641.00     0.916521    -1.549698    -0.077180
50641.25     0.784470    -1.625224     0.101109
50641.50     1.240526    -1.951253    -0.045674
50641.75     1.426909    -1.356182    -0.566468
50642.00     1.394281    -0.941503    -0.299787
50642.25     1.142680    -0.988195    -0.039727
50642.50     1.422546    -1.318886    -0.031576
50642.75     1.243861    -0.681874    -0.456224
50643.00     0.818162    -0.300050    -0.126594
50643.25     0.442422    -0.417226     0.361248
50643.50     0.512670    -0.888771     0.345231
50643.75     0.555454    -0.494653    -0.188261
50644.00     0.493118    -0.263628     0.231512
50644.25     0.481245    -0.607722     0.581593
50644.50     0.837459    -1.273569     0.578505
50644.75     1.116464    -0.959700    -0.036661
50645.00     1.079083    -0.874170     0.152119
50645.25     0.991119    -1.056349     0.309512
50645.50     1.419191    -1.537061     0.249004
50645.75     1.589777    -1.062303    -0.326055
50646.00     1.463114    -0.947433     0.095978
50646.25     1.191339    -0.926913     0.173957
50646.50     1.574339    -1.370708     0.206215
50646.75     1.410449    -0.657134    -0.282287
50647.00     1.182758    -0.310966     0.193745
50647.25     0.817026    -0.439572     0.543864
50647.50     1.024165    -0.946269     0.521361
50647.75     0.975408    -0.603431     0.041230
