-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
blyt        49718.000    1995     1     1     0
blyt        52274.750    2001    12    31    18
blyt     -2223206.565 -4830299.786  3510587.672
50605.25    -0.223744    -0.218260     4.493218
50605.50     0.004928    -0.428715     4.664376
50605.75     0.018271    -0.119808     3.585207
50606.00    -0.260224    -0.083415     4.286854
50606.25    -0.703056     0.024790     3.098772
50606.50    -0.387883    -0.205574     3.219119
50606.75    -0.505657     0.113363     1.805655
50607.00    -0.567513     0.084449     2.498450
50607.25    -0.661027     0.015373     2.119916
50607.50    -0.214400    -0.247537     1.907771
50607.75    -0.094088    -0.091935     0.893695
50608.00     0.023842    -0.238188     2.058278
50608.25    -0.110225    -0.336294     1.744391
50608.50     0.200668    -0.555616     1.396241
50608.75     0.565476    -0.410411     0.566775
50609.00     0.682209    -0.587639     1.766103
50609.25     0.575377    -0.578418     0.897571
50609.50     0.994142    -0.868077     1.025101
50609.75     1.166782    -0.622139     0.008296
50610.00     1.210008    -0.673400     1.335520
50610.25     1.052156    -0.548605     0.697262
50610.50     1.460674    -0.794404     0.996299
50610.75     1.497331    -0.522579     0.183781
50611.00     1.382037    -0.543496     1.571714
50611.25     1.029680    -0.457379     1.713031
50611.50     1.173684    -0.634027     2.024248
50611.75     1.068344    -0.394901     1.492178
50612.00     0.890683    -0.447053     3.065474
50612.25     0.452940    -0.406525     3.431314
50612.50     0.649865    -0.593275     3.722519
50612.75     0.603340    -0.309089     3.124422
50613.00     0.676390    -0.362988     3.619222
50613.25     0.483925    -0.288817     2.707535
50613.50     0.723345    -0.390568     2.424857
50613.75     0.899366    -0.138309     1.258913
50614.00     1.002122    -0.184849     2.558478
50614.25     0.985039    -0.197001     1.922261
50614.50     1.406411    -0.532881     2.218988
50614.75     1.461077    -0.275621     1.183055
50615.00     1.562741    -0.312602     2.831461
50615.25     1.574690    -0.256606     2.278651
50615.50     2.145152    -0.454045     2.031137
50615.75     2.308296    -0.235932     1.220167
50616.00     2.448854    -0.362202     3.143297
50616.25     2.316329    -0.341561     2.646096
50616.50     2.723858    -0.552534     2.793185
50616.75     2.922018    -0.294080     2.211966
50617.00     2.890903    -0.330373     3.762110
50617.25     2.835603    -0.287002     3.178577
50617.50     3.405858    -0.523841     2.979795
50617.75     3.443465    -0.250886     1.942034
50618.00     3.450036    -0.366814     3.200860
50618.25     3.219401    -0.322352     2.662520
50618.50     3.440226    -0.445130     2.065937
50618.75     3.297167    -0.122452     0.632359
50619.00     3.355767    -0.242896     2.181010
50619.25     3.001338    -0.109791     1.835451
50619.50     3.342045    -0.283751     2.086189
50619.75     3.273826    -0.053702     1.508508
50620.00     3.047255    -0.119705     3.009231
50620.25     2.707277    -0.090707     2.709208
50620.50     3.088111    -0.285227     3.166232
50620.75     3.219356    -0.033292     2.353824
50621.00     3.152885    -0.212384     3.541153
50621.25     3.020529    -0.280911     2.903076
50621.50     3.342927    -0.506244     2.766332
50621.75     3.199754    -0.302935     1.657245
50622.00     3.042808    -0.486838     2.943528
50622.25     2.697940    -0.437678     1.921187
50622.50     2.934685    -0.699745     1.357386
50622.75     2.934275    -0.581082     0.592692
50623.00     2.894478    -0.712872     1.908694
50623.25     2.675876    -0.691939     1.310026
50623.50     3.018504    -0.913184     1.507167
50623.75     3.075687    -0.681209     0.916029
50624.00     2.932002    -0.722720     2.337855
50624.25     2.694786    -0.616370     1.864484
50624.50     3.156968    -0.763912     2.122086
50624.75     3.088305    -0.375218     0.942569
50625.00     3.076225    -0.367924     2.554913
50625.25     2.952913    -0.328403     2.084062
50625.50     3.208750    -0.536872     1.989716
50625.75     3.126757    -0.292672     0.661719
50626.00     2.915514    -0.458036     2.268202
50626.25     2.564085    -0.489631     1.890431
50626.50     2.856983    -0.784419     1.901043
50626.75     2.876469    -0.641927     1.055015
50627.00     2.661516    -0.810403     1.930344
50627.25     2.425223    -0.908606     1.793217
50627.50     2.771383    -1.145942     1.988483
50627.75     2.838250    -1.007728     1.371496
50628.00     2.818407    -1.184255     2.918519
50628.25     2.714981    -1.237687     2.767318
50628.50     3.003001    -1.489314     3.098205
50628.75     3.003873    -1.190719     2.121732
50629.00     2.924431    -1.220469     3.498122
50629.25     2.561870    -1.153819     3.153981
50629.50     2.731216    -1.340699     2.758295
50629.75     2.682122    -1.076277     1.653150
50630.00     2.448709    -1.065107     2.525115
50630.25     2.108523    -0.982224     1.637296
50630.50     2.330502    -1.144177     1.807057
50630.75     2.231026    -0.857131     0.757738
50631.00     2.031531    -0.853437     2.272061
50631.25     1.856409    -0.803052     1.865549
50631.50     2.167380    -1.041588     2.294377
50631.75     2.145835    -0.819295     1.514543
50632.00     2.022021    -0.909303     2.718834
50632.25     1.920881    -0.860170     2.088730
50632.50     2.173309    -1.030938     2.079845
50632.75     2.213902    -0.740291     0.769971
50633.00     2.237513    -0.874140     2.514359
50633.25     2.106011    -0.781285     2.058467
50633.50     2.536631    -0.995131     2.445112
50633.75     2.562832    -0.657736     1.077368
50634.00     2.351190    -0.746921     2.474336
50634.25     1.950014    -0.583946     1.376921
50634.50     2.263725    -0.744700     1.306263
50634.75     2.086357    -0.434459     0.688259
50635.00     1.854006    -0.576710     2.294113
50635.25     1.632482    -0.507582     1.943257
50635.50     1.895069    -0.790893     2.235833
50635.75     1.739529    -0.524214     1.364671
50636.00     1.532738    -0.595933     2.766242
50636.25     1.279982    -0.431424     2.042281
50636.50     1.379143    -0.641893     1.949745
50636.75     1.252245    -0.302154     0.476651
50637.00     1.154883    -0.397926     1.776207
50637.25     1.039618    -0.345634     1.068470
50637.50     1.192302    -0.546927     1.152276
50637.75     1.279538    -0.241032    -0.356999
50638.00     1.146919    -0.360334     1.420951
50638.25     1.028494    -0.317566     0.436184
50638.50     1.256093    -0.507225     1.006256
50638.75     1.259924    -0.331754     0.200145
50639.00     1.050449    -0.438937     1.837930
50639.25     0.928094    -0.528218     1.639459
50639.50     1.038040    -0.779419     1.749402
50639.75     0.848026    -0.585882     0.319795
50640.00     0.673365    -0.726829     1.639769
50640.25     0.577185    -0.785252     1.487249
50640.50     0.782954    -0.982989     1.397250
50640.75     0.900706    -0.706509     0.237471
50641.00     0.816882    -0.790184     1.668615
50641.25     0.711178    -0.687214     0.975377
50641.50     1.126796    -0.822418     1.069490
50641.75     1.319767    -0.556552     0.004786
50642.00     1.256702    -0.523818     0.971148
50642.25     1.059121    -0.435247     0.413206
50642.50     1.316038    -0.625115     0.753208
50642.75     1.198253    -0.294691    -0.547955
50643.00     0.804071    -0.289342     0.696266
50643.25     0.487011    -0.232996     0.620846
50643.50     0.580054    -0.401027     0.084273
50643.75     0.651942    -0.147140    -0.926747
50644.00     0.566303    -0.229726     0.625379
50644.25     0.546664    -0.222482     0.089114
50644.50     0.912343    -0.492250    -0.114391
50644.75     1.171833    -0.269244    -0.972956
50645.00     1.140198    -0.493246     0.789027
50645.25     1.031567    -0.450988     0.431908
50645.50     1.396447    -0.678027     0.789923
50645.75     1.479919    -0.429322     0.224218
50646.00     1.392756    -0.608339     1.657077
50646.25     1.124767    -0.464107     1.204155
50646.50     1.467406    -0.693443     1.490245
50646.75     1.275914    -0.364990     0.793540
50647.00     1.112651    -0.430774     2.337181
50647.25     0.784563    -0.381957     2.150081
50647.50     1.017921    -0.569290     1.852494
50647.75     0.978184    -0.325359     0.869396
50648.00     0.855049    -0.470278     2.322633
50648.25     0.653304    -0.509169     1.750415
50648.50     0.946603    -0.788206     1.696699
50648.75     0.987824    -0.587955     0.805689
50649.00     0.803912    -0.639780     2.072428
50649.25     0.584684    -0.652681     1.271754
50649.50     0.847014    -0.859756     0.992305
50649.75     0.877021    -0.569001    -0.391578
50650.00     0.717005    -0.570067     0.760411
50650.25     0.567214    -0.510805     0.059484
50650.50     0.811790    -0.709480     0.330011
50650.75     0.818138    -0.384759    -1.024817
50651.00     0.612826    -0.362604     0.321007
50651.25     0.333925    -0.320525    -0.144677
50651.50     0.397201    -0.477001    -0.372437
50651.75     0.365641    -0.287960    -1.220098
50652.00     0.084055    -0.299326     0.124249
50652.25    -0.147025    -0.303246    -0.478902
50652.50     0.062804    -0.547871    -0.097653
50652.75     0.090948    -0.344635    -1.057413
50653.00    -0.014635    -0.390507     0.245605
50653.25    -0.151642    -0.417574    -0.163138
50653.50     0.067363    -0.672527     0.046654
50653.75     0.131101    -0.372563    -1.206615
50654.00    -0.091414    -0.422090     0.243125
50654.25    -0.186556    -0.426638    -0.088220
50654.50    -0.008237    -0.646755     0.071335
50654.75    -0.045456    -0.374759    -0.744681
50655.00    -0.315932    -0.392976     0.721295
50655.25    -0.511028    -0.338917     0.358163
50655.50    -0.265142    -0.542337     0.395128
50655.75    -0.351966    -0.220468    -1.073136
50656.00    -0.414528    -0.258102     0.164349
50656.25    -0.684317    -0.244013    -0.673949
50656.50    -0.509433    -0.502884    -0.422431
50656.75    -0.539723    -0.184416    -1.895047
50657.00    -0.670171    -0.200471    -0.285925
50657.25    -0.957491    -0.089756    -1.079362
50657.50    -0.648008    -0.278511    -1.089221
50657.75    -0.706560     0.069565    -2.331787
50658.00    -0.867273     0.032349    -1.095869
50658.25    -0.952541     0.065523    -2.189548
50658.50    -0.615967    -0.206878    -1.774436
50658.75    -0.565870     0.000246    -3.196165
50659.00    -0.576515    -0.123311    -1.680807
50659.25    -0.671962    -0.106317    -2.194326
50659.50    -0.259886    -0.327353    -2.219823
50659.75    -0.130330    -0.131741    -2.857692
50660.00    -0.044185    -0.230827    -1.382555
50660.25    -0.090004    -0.250351    -1.973196
50660.50     0.479546    -0.592644    -1.859364
50660.75     0.710653    -0.378099    -2.432041
50661.00     0.875563    -0.463133    -0.841515
50661.25     0.804226    -0.479935    -1.209918
50661.50     1.272420    -0.737445    -1.079289
50661.75     1.288444    -0.519886    -1.713284
50662.00     1.065089    -0.540651    -0.100533
50662.25     0.766982    -0.511546    -0.755547
50662.50     1.188375    -0.760434    -0.692446
50662.75     1.214130    -0.551392    -1.564419
50663.00     1.034175    -0.614703     0.146734
50663.25     0.800270    -0.643772    -0.430391
50663.50     1.019823    -0.943630    -0.304369
50663.75     0.941361    -0.733800    -1.585677
50664.00     0.901217    -0.825925    -0.476460
50664.25     0.796613    -0.844237    -0.957088
50664.50     1.070535    -1.081639    -0.930760
50664.75     1.032888    -0.814667    -1.955072
50665.00     0.996121    -0.907080    -0.141868
50665.25     0.818880    -0.885874    -1.047733
50665.50     0.973308    -1.075542    -0.963287
50665.75     0.922850    -0.808252    -1.482129
50666.00     0.762380    -0.783131     0.231602
50666.25     0.502280    -0.773201    -0.377120
50666.50     0.806142    -1.013052    -0.195996
50666.75     0.662557    -0.711974    -1.054642
50667.00     0.514229    -0.744351     0.791698
50667.25     0.368682    -0.645570     0.198705
50667.50     0.605995    -0.801744     0.379747
50667.75     0.467653    -0.493201    -0.323185
50668.00     0.093560    -0.538814     1.514098
50668.25    -0.437732    -0.484542     0.837707
50668.50    -0.467829    -0.697575     1.037956
50668.75    -0.520573    -0.481466     0.303219
50669.00    -0.854474    -0.528644     1.878223
50669.25    -1.110755    -0.485810     0.886668
50669.50    -0.722575    -0.692396     1.190174
50669.75    -0.664014    -0.382240    -0.075707
50670.00    -0.852081    -0.321099     0.978923
50670.25    -1.068757    -0.219591     0.149372
50670.50    -0.673343    -0.415088     0.309633
50670.75    -0.732402    -0.078612    -1.077676
50671.00    -0.722443    -0.092317     0.246551
50671.25    -0.822664    -0.048528    -0.075679
50671.50    -0.349527    -0.314637     0.548325
50671.75    -0.088478    -0.019949    -0.684411
50672.00    -0.099362    -0.068473     0.772379
50672.25    -0.108981    -0.092684     0.367725
50672.50     0.234076    -0.295171     0.111931
50672.75     0.294558    -0.009568    -1.239430
50673.00     0.323408    -0.070886     0.067252
50673.25     0.317473    -0.021595    -0.797505
50673.50     0.850425    -0.238211    -0.569845
50673.75     1.015907     0.003111    -0.985183
50674.00     0.961341    -0.100751     0.964240
50674.25     0.957073    -0.140209     0.733356
50674.50     1.299459    -0.444349     1.418678
50674.75     0.949457    -0.128122     0.572654
50675.00     0.843303    -0.240799     2.399410
50675.25     0.445624    -0.243555     2.060562
50675.50     0.440241    -0.504612     2.088638
50675.75     0.081334    -0.133715     0.765084
50676.00    -0.034034    -0.247493     1.945254
