-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
VIC1        49718.000    1995     1     1     0
VIC1        52274.750    2001    12    31    18
VIC1       -86596.184 -5393806.190  3391546.690
50476.25     0.729508    -0.607602    -3.400375
50476.50     0.791338    -0.740950    -4.825556
50476.75     0.792216    -0.722237    -6.442419
50477.00     0.761481    -0.467244    -5.621526
50477.25     0.694046    -0.347758    -5.634872
50477.50     0.709062    -0.257198    -5.230684
50477.75     0.663091    -0.246733    -5.676394
50478.00     0.531446    -0.131654    -4.482255
50478.25     0.252015    -0.238681    -4.446169
50478.50     0.005584    -0.174586    -3.846791
50478.75    -0.336630    -0.180022    -3.712339
50479.00    -0.568947    -0.011629    -1.722208
50479.25    -0.814295     0.009461    -1.172603
50479.50    -0.971708     0.015135     0.064493
50479.75    -1.105562     0.001233     0.566660
50480.00    -1.046043     0.037540     2.400845
50480.25    -0.936422     0.056225     2.584698
50480.50    -0.818995     0.110168     2.799673
50480.75    -0.669060     0.144700     2.029115
50481.00    -0.486518     0.204173     2.665869
50481.25    -0.377493     0.128489     2.111290
50481.50    -0.213867     0.106979     1.740197
50481.75    -0.054266     0.019219     0.265675
50482.00     0.067865     0.135640     0.708921
50482.25     0.137294     0.115296    -0.095068
50482.50     0.243231     0.213114    -0.118268
50482.75     0.241873     0.261539    -0.723201
50483.00     0.256148     0.335430     0.332994
50483.25     0.217334     0.239882    -0.230226
50483.50     0.126526     0.091446     0.320887
50483.75     0.170858    -0.203291    -1.562496
50484.00     0.293509    -0.257017    -1.706087
50484.25     0.317173    -0.403316    -3.339283
50484.50     0.361840    -0.467143    -3.888388
50484.75     0.408911    -0.518487    -5.173792
50485.00     0.402511    -0.337521    -3.658648
50485.25     0.399419    -0.330713    -3.972536
50485.50     0.400085    -0.257460    -3.489065
50485.75     0.429057    -0.257039    -3.710597
50486.00     0.427265    -0.111564    -2.086191
50486.25     0.410779    -0.145341    -1.948084
50486.50     0.415334    -0.094093    -1.521481
50486.75     0.401042    -0.213506    -1.679664
50487.00     0.382038    -0.348327    -0.964640
50487.25     0.282746    -0.601502    -1.920376
50487.50     0.319358    -0.574234    -2.846214
50487.75     0.409193    -0.539428    -5.082265
50488.00     0.446855    -0.364280    -4.585468
50488.25     0.397738    -0.334750    -4.854691
50488.50     0.381062    -0.279851    -4.421450
50488.75     0.453521    -0.302109    -4.929344
50489.00     0.458355    -0.256121    -3.960035
50489.25     0.426144    -0.366426    -4.504670
50489.50     0.397322    -0.389733    -4.387936
50489.75     0.384112    -0.449682    -5.135195
50490.00     0.313748    -0.330478    -4.034501
50490.25     0.223670    -0.265808    -4.470842
50490.50     0.140249    -0.145821    -4.208624
50490.75     0.104362    -0.091594    -4.127538
50491.00    -0.003490     0.082617    -2.248570
50491.25    -0.018330     0.086774    -1.971651
50491.50     0.047130     0.154913    -1.587360
50491.75     0.205983     0.190669    -1.833970
50492.00     0.365706     0.337294    -0.082638
50492.25     0.508248     0.396103     0.333761
50492.50     0.448106     0.352287     1.345021
50492.75     0.277859     0.172145     0.496524
50493.00     0.248819     0.039022     0.563773
50493.25     0.196909    -0.163011    -0.869402
50493.50     0.156763    -0.290224    -0.898834
50493.75     0.180420    -0.461126    -2.215383
50494.00     0.166370    -0.435182    -1.753688
50494.25     0.140515    -0.542781    -3.026276
50494.50     0.178142    -0.502276    -3.881587
50494.75     0.253180    -0.449098    -5.558628
50495.00     0.250192    -0.292204    -5.150985
50495.25     0.226082    -0.311208    -5.965092
50495.50     0.199496    -0.287814    -6.116937
50495.75     0.247047    -0.342947    -7.251598
50496.00     0.233514    -0.173457    -6.374020
50496.25     0.161322    -0.060711    -6.710729
50496.50     0.002942     0.087891    -6.177261
50496.75    -0.193493     0.175509    -6.310071
50497.00    -0.367135     0.282211    -4.087979
50497.25    -0.410401     0.252178    -4.109596
50497.50    -0.342229     0.294711    -3.391941
50497.75    -0.270384     0.171373    -3.873431
50498.00    -0.279851     0.184570    -1.852950
50498.25    -0.174060     0.103393    -2.152323
50498.50    -0.115319     0.123798    -1.862668
50498.75    -0.087781     0.089843    -2.673373
50499.00    -0.122598     0.250938    -0.763346
50499.25    -0.076353     0.361098    -0.439783
50499.50    -0.083663     0.515139     0.990205
50499.75    -0.086318     0.542358     1.106691
50500.00    -0.169049     0.623625     3.527770
50500.25    -0.367884     0.468497     4.187534
50500.50    -0.487443     0.107778     5.172155
50500.75    -0.350101    -0.303693     3.486387
50501.00    -0.088337    -0.497791     2.837114
50501.25     0.033331    -0.708478     0.327319
50501.50     0.189316    -0.676374    -1.259313
50501.75     0.373714    -0.607325    -3.445054
50502.00     0.457686    -0.330503    -3.188725
50502.25     0.656575    -0.283084    -4.703493
50502.50     0.799563    -0.227882    -5.399343
50502.75     0.935904    -0.223840    -7.128801
50503.00     0.973647    -0.072979    -6.151406
50503.25     1.101385    -0.105988    -7.049514
50503.50     1.131138    -0.062287    -6.942402
50503.75     1.032667    -0.128089    -7.541929
50504.00     0.814021    -0.047073    -5.889428
50504.25     0.670919    -0.079353    -5.441927
50504.50     0.409899     0.037425    -3.701844
50504.75     0.131894     0.204392    -2.806074
50505.00    -0.120531     0.391935     0.324675
50505.25    -0.307479     0.483131     1.712309
50505.50    -0.458986     0.613802     3.280164
50505.75    -0.634428     0.624302     4.087803
50506.00    -0.841390     0.527486     5.798953
50506.25    -0.913895     0.225500     4.853445
50506.50    -0.777498     0.180921     3.917354
50506.75    -0.553562     0.240241     2.645530
50507.00    -0.418080     0.453830     3.560587
50507.25    -0.227498     0.574343     3.108298
50507.50    -0.173012     0.685171     3.237133
50507.75    -0.137468     0.741928     2.834069
50508.00    -0.202805     0.782366     3.486120
50508.25    -0.219648     0.617896     2.866205
50508.50    -0.207678     0.544860     2.631502
50508.75    -0.297376     0.396370     2.279713
50509.00    -0.377370     0.183081     2.836336
50509.25    -0.309014    -0.067119     2.102946
50509.50    -0.181041    -0.118354     1.993389
50509.75    -0.129708    -0.030964     1.983025
50510.00    -0.104343     0.067613     2.940299
50510.25    -0.267172    -0.081903     2.909269
50510.50    -0.251643    -0.077218     2.182543
50510.75    -0.181847     0.009632     1.214188
50511.00    -0.105356     0.162558     1.701734
50511.25    -0.070190     0.125141     1.081858
50511.50    -0.005153     0.127190     0.519775
50511.75     0.023183     0.073343    -0.313412
50512.00     0.098175     0.112937     0.485172
50512.25     0.149779     0.015164     0.105227
50512.50     0.128630    -0.137819    -0.066378
50512.75     0.131570    -0.477830    -0.993022
50513.00     0.254989    -0.616098    -1.777896
50513.25     0.321008    -0.713940    -3.865364
50513.50     0.272336    -0.586617    -4.797352
50513.75     0.221289    -0.522046    -5.477570
50514.00     0.171582    -0.272489    -4.123486
50514.25     0.172403    -0.122708    -4.219403
50514.50     0.203709     0.050589    -3.967178
50514.75     0.158668     0.074741    -4.075280
50515.00     0.074825     0.124754    -2.326797
50515.25     0.110351     0.006464    -2.823454
50515.50     0.222354     0.027673    -2.846699
50515.75     0.275438     0.062153    -3.561878
50516.00     0.301708     0.159751    -2.250115
50516.25     0.322526     0.160706    -2.600651
50516.50     0.286955     0.160939    -2.227725
50516.75     0.150195    -0.037424    -2.681191
50517.00     0.125576    -0.104794    -1.570212
50517.25     0.099837    -0.246100    -1.431925
50517.50     0.108598    -0.249571    -0.800072
50517.75     0.089437    -0.266304    -0.657218
50518.00     0.117951    -0.219311     0.797546
50518.25     0.227696    -0.258687     0.515596
50518.50     0.480913    -0.248521     0.406379
50518.75     0.682471    -0.294200    -0.719871
50519.00     0.817893    -0.155504    -0.021383
50519.25     0.945040    -0.077916    -0.579520
50519.50     1.029231     0.015635    -0.381370
50519.75     1.074959     0.080077    -0.804231
50520.00     1.071497     0.247539     0.565925
50520.25     0.987902     0.368389     1.638154
50520.50     0.931019     0.420107     2.755948
50520.75     0.723118     0.337127     3.502856
50521.00     0.666262     0.205711     3.978832
50521.25     0.608671    -0.094688     3.342828
50521.50     0.619554    -0.347140     2.612613
50521.75     0.681627    -0.584500     0.213276
50522.00     0.633216    -0.465326    -0.396446
50522.25     0.618621    -0.358872    -2.290976
50522.50     0.562676    -0.210156    -2.935319
50522.75     0.497091    -0.154728    -4.322967
50523.00     0.410836     0.034658    -3.701137
50523.25     0.356683     0.082995    -4.542642
50523.50     0.367251     0.238805    -4.600984
50523.75     0.233362     0.258251    -4.566914
50524.00     0.170675     0.344876    -3.115596
50524.25     0.088643     0.245324    -2.682803
50524.50     0.137773     0.253979    -2.461373
50524.75     0.156436     0.141874    -2.715402
50525.00     0.250724     0.135887    -1.702419
50525.25     0.364389     0.036053    -2.243640
50525.50     0.442789     0.028504    -2.246846
50525.75     0.464501    -0.059680    -2.624785
50526.00     0.458866    -0.156107    -1.580396
50526.25     0.389232    -0.350200    -1.519842
50526.50     0.357737    -0.443284    -1.463096
50526.75     0.277544    -0.497161    -1.690520
50527.00     0.184376    -0.424347    -0.598447
50527.25     0.048890    -0.415350    -0.332106
50527.50    -0.037012    -0.367112     0.425376
50527.75    -0.185463    -0.306617     0.687690
50528.00    -0.323473    -0.190975     2.096511
50528.25    -0.426158    -0.179864     2.343033
50528.50    -0.490690    -0.120087     2.804828
50528.75    -0.580150    -0.172345     3.026474
50529.00    -0.509508    -0.194498     4.173210
50529.25    -0.359420    -0.308251     3.317465
50529.50    -0.153058    -0.320773     2.561703
50529.75     0.022968    -0.309401     1.399211
50530.00     0.095618    -0.190493     1.750533
50530.25     0.139233    -0.140930     0.515006
50530.50     0.164849    -0.051571    -0.041944
50530.75     0.126529     0.012446    -0.945644
50531.00     0.088136     0.239036     0.209792
50531.25     0.098438     0.321136    -0.521700
50531.50     0.125509     0.498299    -0.556728
50531.75    -0.005300     0.520973    -0.771459
50532.00    -0.096595     0.585953     0.583250
50532.25    -0.102857     0.427451     0.084601
50532.50    -0.100823     0.293509     0.042819
50532.75    -0.205108     0.104443    -0.961434
50533.00    -0.273649    -0.059059     0.021511
50533.25    -0.251372    -0.253395    -0.997055
50533.50    -0.296797    -0.280514    -1.263320
50533.75    -0.377111    -0.301976    -1.805667
50534.00    -0.494019    -0.153271    -0.581701
50534.25    -0.568658    -0.060174    -0.640786
50534.50    -0.550146     0.076560    -0.107330
50534.75    -0.653710     0.177053     0.501457
50535.00    -0.691399     0.334926     2.553535
50535.25    -0.772810     0.327597     2.990400
50535.50    -0.830826     0.301778     3.827639
50535.75    -0.771478     0.131038     3.736389
50536.00    -0.707901     0.125367     4.688759
50536.25    -0.568163    -0.042422     3.305726
50536.50    -0.355659    -0.032031     2.388441
50536.75    -0.241568    -0.061511     1.665857
50537.00    -0.155128     0.063757     2.344767
50537.25    -0.090506    -0.042760     1.572763
50537.50    -0.040684    -0.146850     1.255359
50537.75     0.002491    -0.345820     0.204254
50538.00     0.055352    -0.319676     0.075638
50538.25     0.084519    -0.305866    -1.808328
50538.50     0.090081    -0.175370    -2.260908
50538.75     0.082805    -0.154426    -2.980626
50539.00     0.109163     0.041949    -1.515365
50539.25     0.217274     0.109133    -1.906873
50539.50     0.367377     0.190275    -1.972650
50539.75     0.449229     0.232284    -2.604638
50540.00     0.464052     0.243041    -1.941274
50540.25     0.539818     0.174337    -2.850232
50540.50     0.576207     0.258935    -3.459900
50540.75     0.436854     0.175664    -3.851762
50541.00     0.312235     0.203971    -2.735243
50541.25     0.176263     0.156635    -2.653733
50541.50     0.076217     0.284343    -1.760320
50541.75    -0.082283     0.352202    -1.214975
50542.00    -0.231417     0.472035     0.916189
50542.25    -0.190060     0.611300     1.515361
50542.50    -0.208614     0.758860     2.357148
50542.75    -0.263910     0.894259     3.255145
50543.00    -0.289138     0.925419     4.748168
50543.25    -0.335693     0.847970     4.626787
50543.50    -0.447650     0.722520     5.610132
50543.75    -0.667950     0.521308     4.532612
50544.00    -0.568982     0.468354     4.363639
50544.25    -0.503495     0.182326     3.674759
50544.50    -0.487063    -0.000017     2.554976
50544.75    -0.319787    -0.300567     1.137308
50545.00    -0.120210    -0.325328     1.211205
50545.25     0.042898    -0.428873    -0.408844
50545.50     0.212859    -0.432082    -1.435681
50545.75     0.385459    -0.383911    -2.448377
50546.00     0.480345    -0.224721    -1.401937
50546.25     0.654499    -0.232630    -2.254231
50546.50     0.774646    -0.142703    -2.042600
