 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"SRI INTERNATIONAL","1R21DK064286-01A1","6726566","Joseph, Jose P","Development of a biocompatible glucose sensor","","","$ 188,934","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R21EB001687-01A1","6827599","Schwoebel, Paul R","Matrix-Addressable X-ray Source for Medical Imaging","","","$ 260,898","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R21GM068146-01A1","6738648","Laderoute, Keith R","FORMAL METHODS APPLIED TO BIOLOGICAL SIGNALING NETWORKS","","","$ 186,973","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R33CA110997-01","6842040","Tyson, Charles A","Systems to Predict Drug-induced Pulmonary Toxicity","","","$ 575,424","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","1R33GM070065-01","6737678","Karp, Peter D","The MetaCyc Metabolic Pathway Database","","","$ 1,072,879","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","2R01CA071358-05A1","6825208","Swan, Gary E","Treatment of Nicotine Dependence in Health Care Setting","","","$ 537,093","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","2R01MH061755-06","6832672","Kilduff, Thomas S","NEUROBIOLOGICAL STUDIES OF A NOVEL HYPOTHALAMIC PEPTIDE","","","$ 444,232","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01AA012388-05","6784187","Pfefferbaum, Adolf ","IN VIVO DIFFUSION & SPECTROSCOPIC BRAIN IMAGING IN ALCOH","","","$ 720,111","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01AA012999-04","6790498","Pfefferbaum, Adolf ","ALCOHOL, HIV, AND THE BRAIN","","","$ 1,129,823","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01AA014211-02","6752383","Colrain, Ian ","Alcoholism, Sleep and the Brain","","","$ 470,331","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01AG020584-02","6703683","Kilduff, Thomas S","SLEEP, AGING, AND THE HYPOCRETIN/OREXIN SYSTEM","","","$ 481,355","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01CA057692-12","6692679","Murphy, Brian J","HYPOXIC STRESS MECHANISMS IN RADIATION AND CHEMOTHERAPY","","","$ 357,937","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01CA073807-06","6706361","Laderoute, Keith R","THE c-jun PROTO-ONCOGENE AND TUMOR HYPOXIA","","","$ 324,666","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01DA014026-04","6797925","Zaveri, Nurulain T","DISCOVERY OF SMALL-MOLECULE ORPHANIN FQ RECEPTOR LIGANDS","","","$ 506,924","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01DA018019-02","6807016","Swan, Gary E","Biometric and Measured Genetic Research on Smoking","","","$ 430,625","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01HL059658-07","6799298","Kilduff, Thomas S","NEURAL GENE EXPRESSION IN SLEEP DEPRIVATION AND RECOVERY","","","$ 500,827","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01HL069706-05","6737465","Greco, Maryann ","Regulation of ChAT Expression During Sleep-Wakefulness","","","$ 361,344","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01NS045791-02","6756587","Greco, Maryann ","VAChT Expression Across Sleep-Wakefulness","","","$ 384,362","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R01RR007861-14","6759466","Karp, Peter D","Encyclopedia of E. Coli Genes and Metabolism","","","$ 763,495","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R03DA016382-02","6771891","Ring, Huijun Z","Cytochrome P450 Polymorphism and Nicotine Metabolism","","","$ 94,264","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R21AI055728-02","6783380","Faris, Gregory W","Sensitive, Rapid Bioassay using Upconverting Chelates","","","$ 369,641","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R21CA102405-02","6792642","Iyer, Lalitha V","Interaction Between Irinotecan and Dietary Flavonoids","","","$ 335,626","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R21DA016629-02","6719648","Toll, Lawrence R","COMPUTATIONAL APPROACH TO NEUROPEPTIDES AND DRUG ABUSE","","","$ 194,985","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R21EB001645-02","6799272","Joseph, Jose P","A Grid Structure to Improve Sensor Biocompatibility","","","$ 295,832","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R33CA093262-04","6767540","Tyson, Charles A","In Vitro Systems to Predict Hepatobiliary Toxicity","","","$ 608,499","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5R37AA005965-23","6766921","Pfefferbaum, Adolf ","CNS DEFICITS: INTERACTION OF AGE AND ALCOHOLISM","","","$ 782,363","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","5U01AA013521-04","6798608","Pfefferbaum, Adolf ","INIA: IMAGING CORE","","","$ 960,040","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01AI005414","","Maniar, Manoj","DEV & MANUFAC OF DOS FORMS FOR COMPOUNDS FOR TRTMT OF INFECT DISEASE","","","$ 339,547","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01AI005417","","Mirsalis, Jon","SAFE EVALS FOR ANIT-INFECTIVE THERAPIES","","","$ 3,916,229","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01AI400005","","Mirsalis, Jon","PHARMACOKIN & SAFE DATA OF SIX ANTIBIOTICS","","","$ 5,907,159","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01AI995379","","Roelands, Joan","FDA SUBMISSIONS FOR VACCINES","","","$ 393,355","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01CM422003","","Mirsalis, Jon","PRECLIN TOXIC & PHARM OF DRUG DEV FOR CNCR, AIDS & AIDS-RLTD ILLNESS LVL A","","","$ 952,460","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01CN015010","","Mortelmans, Kristien","PRECLIN TOXIC- IN VITRO MUTAGENICITY TEST- WS #60","","","$ 21,195","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01CN025135","","Iyer, Lalitha","DRUG METAB/DRUG INTERACTS IN VITRO STY- WS74","","","$ 2,146","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01CN035126","","Iyer, Lalitha","DRUG METAB/DRUG INTERACTS IN VITRO STY FOR COMBS OF AGTS (WS80)","","","$ 19,894","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01CN035127","","Mirsalis, Jon","TOXIC OF CHEMOPREVIVE AGTS IN RAT EPITHELIAL CELLS (WS81)","","","$ 15,148","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01CN433005","","Green, Carol","PRECLIN PHARM & TOXIC STY","","","$ 923,448","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01DA987072","","Hettiarachchi, Kanthi","SYNTHETIC PEPTIDES PURITY DETERMINATION, STABILITY TEST","","","$ 286,875","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"SRI INTERNATIONAL","N01MH032001","","Mirsalis, J.","NIMH PRGM FOR TOXICOL EVAL OF NOVEL LIG&S","","","$ 1,186,017","MENLO PARK","CALIFORNIA","94025-3493","","","","  "
"STANFORD UNIVERSITY","1C06RR020599-01","6862441","Pizzo, Philip ","Extramural Research Facilities Construction Boswell Fis*","VETERINARY SCIENCES","SCHOOLS OF MEDICINE","$ 2,355,215","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1D43TW006993-01","6818556","Altman, Russ B","Stanford - South Africa Biomedical Informatics Program","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 248,555","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31AI058918-01","6746758","Olderaguilar, Anastazia M","Viral Pathogenesis","PEDIATRICS","SCHOOLS OF MEDICINE","$ 48,609","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31DC007006-01","6836609","Boyden, Edward S","Role of multiple plasticity mechanisms in motor learning","BIOLOGY","SCHOOLS OF MEDICINE","$ 31,277","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31EY015937-01","6834811","Sayres, Rory A","Fine-scale object representation in human visual cortex","BIOLOGY","SCHOOLS OF MEDICINE","$ 44,821","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31MH070067-01A1","6885479","Mcguireturchin, Julie A","Cognitive Biases in Social Behavior","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 32,010","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F31MH071996-01","6835338","Thomason, Moriah E","Brain Basis of the Development of Human Working Memory","BIOLOGY","SCHOOLS OF MEDICINE","$ 49,103","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31MH073234-01","6886418","Kao, Yunching ","Neural basis of judgments-of-learning","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 37,072","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F31MH073464-01","6893017","Ferguson, Deveroux ","MINORITY PREDOCTORAL FELLOWSHIP PROGRAM","NEUROLOGY","SCHOOLS OF MEDICINE","$ 49,913","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31NS047117-01A1","6793103","Corrado, Gregory S","Motion Segmentation & Transparency:Psychophys & Physiol","BIOLOGY","SCHOOLS OF MEDICINE","$ 49,475","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F31NS048735-01","6793402","Ishihara, Abraham K","Abnormal Motor Learning in Pediatric Dystonia","NEUROLOGY","SCHOOLS OF MEDICINE","$ 41,740","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32AG025616-01","6884323","Wu, Kendall ","Genetic Analysis of Aging in C. elegans","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 42,976","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32AR051678-01","6835327","Pomerantz, Jason H","Mechanisms Underlying Plasticity of Gene Expression","PEDIATRICS","SCHOOLS OF MEDICINE","$ 50,548","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32DC006569-01A2","6883064","Winkowski, Daniel E","Forebrain control of auditory processing in the barn owl","BIOLOGY","SCHOOLS OF MEDICINE","$ 42,976","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32GM070181-01A1","6835440","Culkin, Darcy A","N-Heterocyclic Carbenes as Organocatalysts","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM070252-01","6740330","Kraft, Mary L","Tethered Vesicles for Fusion Study","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM070292-01","6740052","Clay, Michael D","Mechanisms of Binuclear Non-Heme Iron Enzymes","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 42,976","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM071162-01","6790134","Massari, Aaron M","Protein Dynamics in Biological Environments","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM071258-01","6790891","Gitai, Zemer ","Bacterial MreB/actin Cytoskeleton and Cell Polarity","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 42,976","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32GM072289-01","6834658","Ashfeld, Brandon L","Enantioselective Total Synthesis of Miyakolide","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM072293-01","6832624","Schnarr, Nathan A","Recognition Specificity in Modular Polyketide Synthases","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM072323-01","6835433","Oklejas, Vanessa ","Spatial Mapping of Electrostatic Fields in DHFR","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 42,976","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32GM073347-01A2","6880420","Hunter, Thomas J","Enantioselective Synthesis of Leustroducsin B","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 42,976","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32HD048006-01","6834696","Menke, Douglas B","Regulation and Function of Tbx4 and Tbx5 in the Limb","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 47,296","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32HL078108-01","6836201","Yue, Patrick ","The role of Gq in insulin resistant cardiac hypertrophy","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 52,492","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32HL078139-01","6835541","Fenster, Brett E","Functional Role of CBFA1 in Myocardial Fibrosis","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 52,492","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32HL078397-01","6837382","Campisi, Jay ","CD30 in Alloimmune Responses and Graft Rejection","PATHOLOGY","SCHOOLS OF MEDICINE","$ 42,976","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32MH071021-01","6791470","Minor, Kelly L","Neurobiology of Reward Responsivity In Depression","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 50,548","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32MH071092-01","6792807","Preston, Alison R","Mapping MTL Contributions to Declarative Memory","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32MH071100-01A1","6884275","Terrylorenzo, Ryan T","Molecular Dissection of Presynaptic Active Zones","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 47,296","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32MH072135-01","6837007","Shohamy, Daphna ","Neural Interactions in Incremental and Episodic Memory","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 42,976","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32NS047849-01","6740288","Hanson, Jesse E","Transitions between synaptic states in the hippocampus","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 41,068","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F32NS048646-01","6791704","Mcreynolds, Matthew D","Diastereotopic Group Selective C-H Bond Oxidation","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 41,068","STANFORD","CALIFORNIA","94305-5402","","","","  "
"STANFORD UNIVERSITY","1F32NS049706-01","6834920","Brown, Solange P","Local excitatory networks in the neocortex","VETERINARY SCIENCES","SCHOOLS OF MEDICINE","$ 48,928","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1F37LM008480-01","6837919","Kogelnik, Andreas M","Applied informatics in infectious host-response anlysis","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 55,852","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K01AG025652-01A1","6820373","Conboy, Irina M","Genetic & Epi-Genetic Regulation of Muscle Regeneration","PATHOLOGY","SCHOOLS OF MEDICINE","$ 126,090","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K07HL079330-01","6865122","Braddock, Clarence H","Integrated Immersive Approaches to Cultural Competence","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 138,178","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08AI057961-01","6712717","Cleary, Aileen M","Regulation of Memory CD4+ T Cells by IL-12 and IL-23","PEDIATRICS","SCHOOLS OF MEDICINE","$ 115,290","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08AI060888-01","6811920","Nguyen, Vu H","In Vivo Properties of Ex vivo Expanded CD25+ T Cells","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 107,217","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08AR050007-01A1","6772809","Chang, Howard Yh","Gene Expression Programs in Fibroblast Differentiation","DERMATOLOGY","SCHOOLS OF MEDICINE","$ 117,747","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08CA105064-01","6720220","Song, Wenru ","A Pull-Push Strategy for Lymphoma Immunotherapy","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 128,547","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08DA017872-01","6766617","Saal, Daniel B","The Mechanism of Cocaine Induced VTA Synaptic Plasticity","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 152,388","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08GM069677-01","6708964","Yang, George P","Differential Gene Expression in Keloids","SURGERY","SCHOOLS OF MEDICINE","$ 21,600","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08HL075519-01","6720075","Patterson, Andrew ","Role of Beta2 Adrenoceptors in Cardiac Physiology","ANESTHESIOLOGY","SCHOOLS OF MEDICINE","$ 128,088","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08HL076191-01","6753363","Wasserman, Scott M","HATH6: A Link Between Flow and Endothelial Phenotype","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 120,877","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08HL076445-01","6765663","Wagner, Roger A","The Role of Novel Lim-Domain Proteins in Cardiomyopathy","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 130,950","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K08MH071315-01","6807494","Deisseroth, Karl A","Excitatory Activity Control of Adult Neurogenesis","BIOMEDICAL ENGINEERING","SCHOOLS OF MEDICINE","$ 168,976","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
"STANFORD UNIVERSITY","1K12NS049648-01","6832560","Mobley, William C","Training in Translational Develomental Neuroscience","NEUROLOGY","SCHOOLS OF MEDICINE","$ 158,490","STANFORD","CALIFORNIA","94305-5402","Y","STANFORD UNIVERSITY SCH OF MEDICINE","STANFORD, CALIFORNIA 94305-5402","  "
