_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.PRIMARY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.CITY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LOCATION_ADDRESS,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_EZ.STATE_NAME,V_LRT_EF_COVERAGE_SRC_EZ.FEDERAL_FACILITY_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_EZ.LONGITUDE
FRS,110004758227,110004758227,DAVIS PAINT & COLLISION INC,OKLAHOMA CITY,OKLAHOMA,10830 SE 29TH,OK,73150,OKLAHOMA,,N,,35.435062,-97.338745
FRS,110004762052,110004762052,FORMER QUIKTRIP STORE #  14,TULSA,TULSA,4504 CHARLES PAGE BLVD,OK,74107,OKLAHOMA,,N,,36.147714,-96.042804
FRS,110004758405,110004758405,RUTLEDGE TRANSP,MIDWEST CITY,OKLAHOMA,400 BUCKBOARD LN,OK,73110,OKLAHOMA,,N,,35.461388,-97.324944
FRS,110007732597,110007732597,PHOTO MAGIC,OKLAHOMA CITY,OKLAHOMA,5587-B NW EXPRESSWAY,OK,73132,OKLAHOMA,,N,,35.546107,-97.611397
FRS,110004755131,110004755131,MAGIC CLEANERS,OKLAHOMA CITY,OKLAHOMA,1019 NE 36,OK,73111,OKLAHOMA,,N,,35.50777,-97.493436
FRS,110004744153,110004744153,OKLAHOMA CITY-CHISHLM CRK WSTWTR TRTMT,EDMOND,OKLAHOMA,3800 N WESTERN,OK,73013,OKLAHOMA,,N,,35.50906,-97.529915
FRS,110007731393,110007731393,KAISER CHEMICAL CO,PRYOR,MAYES,OLD NIPAK ROAD,OK,74361,OKLAHOMA,,N,,36.261111,-95.281944
FRS,110026697803,110026697803,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OKLAHOMA,2501 NORTH BLACKWELDER,OK,73106,OKLAHOMA,,N,,35.494336,-97.538526
FRS,110004747551,110004747551,TRUE COLOR PHOTO,OKLAHOMA CITY,OKLAHOMA,710 W SHERIDAN,OK,73101,OKLAHOMA,,N,,35.466428,-97.524267
FRS,110004753133,110004753133,SOONER STATE FORD,OKLAHOMA CITY,OKLAHOMA,2500 W RENO,OK,73108,OKLAHOMA,,N,,35.463937,-97.558579
FRS,110000455454,110000455454,THOMAS & BETTS,TULSA,TULSA,9932 E. 58TH ST. S.,OK,741466496,OKLAHOMA,,N,,36.080205,-95.865324
FRS,110004743494,110004743494,HALLIBURTON ENERGY SERVICE,ENID,GARFIELD,3000 E WILLOW,OK,73702,OKLAHOMA,N,N,,36.419676,-97.834662
FRS,110001641830,110001641830,IMPERIAL CLEANERS,TULSA,TULSA,6205 E 91ST,OK,74136,OKLAHOMA,,N,,36.031353,-95.906883
FRS,110009433336,110009433336,PARKEM INDUSTRIAL SERVICES INC,PONCA CITY,KAY,704 HUBBARD ROAD,OK,74601,OKLAHOMA,N,N,,36.741907,-97.071753
FRS,110004745535,110004745535,UNARCO INDUSTRIES INC,OKLAHOMA CITY,OKLAHOMA,1316 W MAIN,OK,73124,OKLAHOMA,,N,,35.467748,-97.535116
FRS,110004753838,110004753838,SUNBELT ENVIRONMENTAL MANAGMENT,OKLAHOMA CITY,OKLAHOMA,4609 N PENN,OK,73112,OKLAHOMA,,N,,35.517589,-97.547201
FRS,110000598336,110000598336,SOUTHWESTERN WIRE INCORPORATED,NORMAN,CLEVELAND,3505 NORTH INTERSTATE 35,OK,73069,OKLAHOMA,N,N,,35.265618,-97.486011
FRS,110007732454,110007732454,KANO OIL CORPORATION,CHELSEA,ROGERS,HIGHWAY 28,OK,74016,OKLAHOMA,,N,,36.500333,-95.400417
FRS,110004764595,110004764595,PENNY AUTO PARTS,OKLAHOMA CITY,OKLAHOMA,4205 N MACARTHUR,OK,73119,OKLAHOMA,,N,,35.513848,-97.618653
FRS,110004743957,110004743957,USAFRC MG HARRY TWADDLE,MIDWEST CITY,OKLAHOMA,5600 S DOUGLAS,OK,73140,OKLAHOMA,Y,N,,35.410024,-97.534433
FRS,110004742583,110004742583,DILLARDS CROSSROADS MALL,OKLAHOMA CITY,OKLAHOMA,7000 CROSSROADS BLVD,OK,73149,OKLAHOMA,N,N,,35.396534,-97.486671
FRS,110004761080,110004761080,KASTERKE AUTO MART INC BODY SHOP,SHAWNEE,POTTAWATOMIE,1201 N KENNEDY,OK,74802,OKLAHOMA,,N,,35.338425,-96.938486
FRS,110004745811,110004745811,PENNY RECORD CO,OKLAHOMA CITY,OKLAHOMA,3021 N PORTLAND SUITE A,OK,73112,OKLAHOMA,,N,,35.500586,-97.583039
FRS,110006549976,110006549976,KOCH INDUSTRIAL COOLERS,SKIATOOK,OSAGE,1501 SOUTH JOHN ZINK BLVD,OK,74070,OKLAHOMA,,N,,36.361367,-96.007105
FRS,110007721224,110007721224,GULF REFINING NEW PERRYMAN STA,SAPULPA,CREEK,HWY 11 5 MI S OF,OK,74066,OKLAHOMA,,N,,35.983694,-95
FRS,110004754392,110004754392,QUALITY CHEVROLET & GEO,YUKON,CANADIAN,1515 E MAIN ST,OK,73085,OKLAHOMA,,N,,35.510101,-97.718408
FRS,110004765512,110004765512,PHILLIPS  SS#27215,OKLAHOMA CITY,OKLAHOMA,1001 W MEMORIAL,OK,73111,OKLAHOMA,,N,,35.609192,-97.53018
FRS,110004765889,110004765889,LUBRICATION SVCS INC,OKLAHOMA CITY,OKLAHOMA,2000 SW 15TH,OK,73148,OKLAHOMA,,N,,35.449552,-97.550036
FRS,110004755275,110004755275,RADIOLOGY CONSULTANTS,OKLAHOMA CITY,OKLAHOMA,1044 SW 44 SUITE 104,OK,73109,OKLAHOMA,,N,,35.420761,-97.533501
FRS,110004755541,110004755541,MRV DBA AAMCO TRANSM,TULSA,TULSA,4122 S HARVARD,OK,74153,OKLAHOMA,,N,,36.103435,-95.939752
FRS,110004760223,110004760223,ARKANSAS LOUISIANA GAS CO,LAWTON,COMANCHE,104 H AVE,OK,73502,OKLAHOMA,,N,,34.599674,-98.388794
FRS,110007734434,110007734434,HUGHES AUTO ELECTRIC,CLAREMORE,ROGERS,201-1/2 N LYNN RIGGS,OK,74017,OKLAHOMA,,N,,36.3135,-95.615014
FRS,110014332837,110014332837,TULSA GENERAL MAINTENANCE GARAGE,TULSA,TULSA,1720 WEST NEWBLOCK PARK DRIVE,OK,74127,OKLAHOMA,N,N,,36.151948,-96.012444
FRS,110007735406,110007735406,PETROLEUM WASTEWATER-COMP#2929999980060,OKLAHOMA CITY,OKLAHOMA,UNDER EXCHANGE AVE BRIDGE,OK,73108,OKLAHOMA,,N,,36.130732,-96.016619
FRS,110022924825,110022924825,XTREME AUTO PAINTING & COLLISION,OKLAHOMA CITY,OKLAHOMA,644 SW 29TH ST,OK,73109,OKLAHOMA,,N,,35.435205,-97.524894
FRS,110004764997,110004764997,ROSS SEED,CHICKASHA,GRADY,300 E IDAHO,OK,73018,OKLAHOMA,,N,,35.043963,-97.928898
FRS,110004755168,110004755168,HOBBS TRAILERS,TULSA,TULSA,6323 E 41ST STREET,OK,74147,OKLAHOMA,,N,,36.104294,-95.905678
FRS,110004754463,110004754463,HUDIBURG NISSAN INC,OKLAHOMA CITY,OKLAHOMA,200 E I-240 SERVICE RD,OK,73149,OKLAHOMA,N,N,,35.391762,-97.509819
FRS,110000617896,110000617896,MIXON BROTHERS WOOD PRESERVING,IDABEL,MC CURTAIN,1202 NORTHWEST 16TH STREET,OK,74745,OKLAHOMA,N,N,,33.908543,-94.84082
FRS,110004759039,110004759039,GORDON COOPER VO TECH,SHAWNEE,POTTAWATOMIE,5200 N HARRISON,OK,74801,OKLAHOMA,,N,,35.352435,-96.911852
FRS,110001632724,110001632724,CONOCO PIPE LINE COMPANY OK CITY PRODUCTS TE,OKLAHOMA CITY,OKLAHOMA,4700 NE 10TH ST,OK,73111,OKLAHOMA,N,N,,35.47864,-97.431533
FRS,110007726167,110007726167,MOBIL OIL CORP/EDWARD HEIRS,COUNTYLINE,STEPHENS,SEC 4-1S-4W STEPHENS COUNTY,OK,73425,OKLAHOMA,,N,,34.457649,-98.722374
FRS,110000617903,110000617903,CAVENHAM FOREST INDUSTRIES INC,SALLISAW,SEQUOYAH,W REDWOOD AVE .25M W,OK,74955,OKLAHOMA,,N,,35.465305,-94.815742
FRS,110004752633,110004752633,N M P CORPORATION,TULSA,TULSA,12402 E 60TH ST S,OK,74147,OKLAHOMA,,N,,36.079305,-95.837599
FRS,110004747061,110004747061,HOWARD CHEV BODY SHOP,EDMOND,OKLAHOMA,911 S BROADWAY,OK,73083,OKLAHOMA,,N,,35.645663,-97.482189
FRS,110004762677,110004762677,KCA APPARELL GROUP,LAWTON,COMANCHE,203 BISHOP RD,OK,73502,OKLAHOMA,,N,,34.579876,-98.389175
FRS,110004749915,110004749915,UPTON MANUFACTURING INC,TULSA,TULSA,17407 E PINE,OK,74115,OKLAHOMA,,N,,36.176881,-95.784408
FRS,110032991421,110032991421,FORMER TAYLOR MACHINE,TULSA,TULSA,510 N SHERIDAN RD,OK,74115,OKLAHOMA,N,N,,36.164581,-95.904541
FRS,110004759967,110004759967,MFI CORP,OKLAHOMA CITY,OKLAHOMA,4633 NW 3RD,OK,73108,OKLAHOMA,,N,,35.470825,-97.602753
FRS,110007728986,110007728986,AMOCO PROD-HITCHCOCK GAS PROCSS,OKEENE,BLAINE,SEC 13-17N-11W,OK,73763,OKLAHOMA,,N,,35.949875,-98.324944
FRS,110007732882,110007732882,BOWIE BALLARD FORD,ADA,PONTOTOC,10TH AT BROADWAY,OK,74820,OKLAHOMA,,N,,34.775524,-96.678343
FRS,110004755818,110004755818,HYDRAULIC SPECIALISTS,EDMOND,OKLAHOMA,2900 S KELLY,OK,73034,OKLAHOMA,,N,,35.630854,-97.495711
FRS,110001643311,110001643311,CONAGRA/BLACKWELL FLOUR MILL,BLACKWELL,KAY,425 W BLACKWELL,OK,74631,OKLAHOMA,N,N,,36.804175,-97.286756
FRS,110004767379,110004767379,RPM VENTURES INC,OKLAHOMA CITY,OKLAHOMA,9601 N MACARTHUR,OK,731627704,OKLAHOMA,,N,,35.567975,-97.620345
FRS,110004767556,110004767556,VANIER GRAPHICS CORPORATION,TULSA,TULSA,600 E 4TH,OK,74101,OKLAHOMA,,N,,36.15449,-95.983005
FRS,110004767501,110004767501,KOEHRING COMPANY SPEEDSTAR DIVISION,ENID,GARFIELD,1200 N 52ND ST,OK,73701,OKLAHOMA,,N,,36.408233,-97.877135
FRS,110004763550,110004763550,ZIESE MANUFACTURING CO,OKLAHOMA CITY,OKLAHOMA,209 NW 111,OK,73113,OKLAHOMA,,N,,35.583157,-97.51683
FRS,110020977460,110020977460,VINITA CHAMBER OF COMMERCE,VINITA,CRAIG,125 S SCRAPER ST,OK,74301,OKLAHOMA,,N,,36.633611,-95.160833
FRS,110020794103,110020794103,NEAR DOWNTOWN CLINTON,CLINTON,CUSTER,523 GARY BOULEVARD CLINTON  OK,OK,73601,OKLAHOMA,,N,,35.515556,-98.966667
FRS,110020794014,110020794014,NEAR ENID CITY MAINTENANCE COMPLEX,NOT IN A CITY,GARFIELD,1500 W. POPLAR,OK,,OKLAHOMA,,N,,36.410278,-97.896667
FRS,110020907679,110020907679, ,WYNNEWOOD,GARVIN,204 S GARDNER WYNNEWOOD,OK,73098,OKLAHOMA,,N,,34.643056,-97.166944
FRS,110020917873,110020917873, ,MANGUM,GREER,1/2 MI N OF EAST END OF TYLER ST,OK,,OKLAHOMA,,N,,34.892222,-99.491389
FRS,110020972321,110020972321, ,HOLLIS,HARMON,300 W BROADWAY HOLLIS,OK,73550,OKLAHOMA,,N,,34.684167,-99.921389
FRS,110020972349,110020972349,HEALTH DEPT,ALTUS,JACKSON,401 W. TAMARACK ROAD,OK,73521,OKLAHOMA,,N,,34.634167,-99.336111
FRS,110020918523,110020918523,SITE IS 5 MILES EAST OF TERRAL ON APACHE STREET - THEN 1/4 MILE S.,NOT IN A CITY,JEFFERSON,5 MI. E. 1/4 MI. S. OF TERRAL ON APACHE,OK,,OKLAHOMA,,N,,33.894167,-97.857222
FRS,110020794032,110020794032, ,CHICKASHA,GRADY,SIXTH & CHICKASHA AVENUE,OK,73018,OKLAHOMA,,N,,35.084167,-97.939167
FRS,110020975587,110020975587,COUNTY HEALTH DEPARTMENT,LAWTON,COMANCHE,1010 SOUTH SHERIDAN ROAD,OK,73501,OKLAHOMA,,N,,34.598333,-98.403611
FRS,110020975532,110020975532, ,NOT IN A CITY,CHOCTAW,9 MILES NORTH OF WFEC PLANT AT HUGO,OK,,OKLAHOMA,,N,,34.135,-95.353333
FRS,110020977415,110020977415, ,ARDMORE,CARTER,AIRPORT ARDMORE,OK,73401,OKLAHOMA,,N,,34.151944,-97.127778
FRS,110020794194,110020794194,TAHLEQUAH SHELTER,TAHLEQUAH,CHEROKEE,P.O. BOX 948   TAHLEQUAH  OK  74464,OK,74464,OKLAHOMA,,N,,35.855,-94.986111
FRS,110020985362,110020985362, ,OKLAHOMA CITY,OKLAHOMA,3140 SW 29TH OKLAHOMA CITY,OK,73119,OKLAHOMA,,N,,35.426667,-97.569167
FRS,110020985371,110020985371,LAKESIDE GOLF COURSE,MOORE,OKLAHOMA,3400 N EASTERN,OK,73153,OKLAHOMA,,N,,35.505556,-97.477222
FRS,110020793872,110020793872,NATIONAL GYPSUM CO (MID AMERICA),PRYOR,MAYES,HWY. 69A @ JCT. 412B-S  PRYOR,OK,74361,OKLAHOMA,N,N,,36.243056,-95.278056
FRS,110020793943,110020793943, ,NOT IN A CITY,MURRAY,THOMAS MABRY FARM (DAVIS),OK,73030,OKLAHOMA,,N,,34.49,-97.166111
FRS,110020793970,110020793970,BACONE COLLEGE,MUSKOGEE,MUSKOGEE,2299 OLD BACONE RD,OK,74403,OKLAHOMA,,N,,35.773056,-95.335278
FRS,110020793818,110020793818, ,IDABEL,MCCURTAIN,HEALTH DEPT,OK,74745,OKLAHOMA,,N,,33.900278,-94.826667
FRS,110020979841,110020979841, ,PONCA CITY,KAY,1201 E HARTFORD,OK,,OKLAHOMA,,N,,36.808611,-97.063889
FRS,110020979850,110020979850, ,BLACKWELL,KAY,WEAVER WELL SERVICE BLACKWELL,OK,74631,OKLAHOMA,,N,,36.800833,-97.305278
FRS,110022624212,110022624212,HERITAGE POINT,AFTON,DELAWARE,RT 3,OK,74331,OKLAHOMA,,N,,36.688051,-94.966
FRS,110020907651,110020907651, ,OKLAHOMA CITY,OKLAHOMA,9TH & PORTLAND,OK,73127,OKLAHOMA,,N,,35.473056,-97.616667
FRS,110020985086,110020985086, ,OKLAHOMA CITY,OKLAHOMA,SW4 AND BROADWAY,OK,73109,OKLAHOMA,,N,,35.460278,-97.516111
FRS,110020793667,110020793667, ,OKLAHOMA CITY,OKLAHOMA,NW36 AND CLASSEN OKLAHOMA CITY OKLAHOMA,OK,73118,OKLAHOMA,,N,,35.507222,-97.533333
FRS,110020793015,110020793015,U.S.POST OFFICE,VERA ,WASHINGTON,100 S OSAGE ST,OK,74082,OKLAHOMA,Y,N,,36.448889,-95.882778
FRS,110020793024,110020793024, ,ALVA,WOODS,JC BLDG TOWN SQUARE,OK,73717,OKLAHOMA,,N,,36.804444,-98.661389
FRS,110020961253,110020961253,CHEROKEE HEIGHTS,PRYOR,MAYES,CHEROKEE HEIGHTS DRIVE,OK,74361,OKLAHOMA,,N,,36.2284,-95.25
FRS,110020864484,110020864484,LOCATED NEAR A.B. JEWELL WATER TREATMENT PLANT - CITY OF TULSA,TULSA,TULSA,18707 E. 21ST STREET,OK,74108,OKLAHOMA,,N,,36.133364,-95.764361
FRS,110020792882,110020792882,HECHT VETERINARY CLINIC,TULSA,TULSA,104 GILCREASE RD,OK,,OKLAHOMA,,N,,36.163169,-96.015769
FRS,110020792926,110020792926, ,NOT IN A CITY,WAGONER,RT #1 FORT GIBSON,OK,,OKLAHOMA,,N,,35.849167,-95.313056
FRS,110020792935,110020792935, ,BARTLESVILLE,WASHINGTON,106 HOLLYLANE,OK,74003,OKLAHOMA,,N,,36.750556,-96
FRS,110020867533,110020867533, ,TULSA,TULSA,3612 S MAYBELLE,OK,74107,OKLAHOMA,,N,,36.095,-96.014444
FRS,110020793122,110020793122,FIRE STATION,TULSA,TULSA,11707 EAST 31ST STREET,OK,74146,OKLAHOMA,,N,,36.119722,-95.8575
FRS,110020962190,110020962190, ,PICHER,OTTAWA,2151 SOUTH 570 ROAD,OK,74360,OKLAHOMA,,N,,36.9858,-94.8492
FRS,110020785373,110020785373, ,TULSA,TULSA,432 S 51ST W AVE TULSA,OK,74127,OKLAHOMA,,N,,36.151389,-96.046667
FRS,110028148225,110028148225,HOGE HAVEN  LLC,ENID,GARFIELD,3025 SOUTH VAN BUREN,OK,73701,OKLAHOMA,,N,,36.36502,-97.889829
FRS,110028144452,110028144452,S & S INDUSTRIAL CONSTRUCTION,WAGONER,WAGONER,2801 S. HIGHWAY 69,OK,74467,OKLAHOMA,,N,,35.931728,-95.395219
FRS,110007721117,110007721117,BROWNING-FERRIS IND CHEMICAL SERVICES,CATOOSA,ROGERS,PORT OF CATOOSA IND PARK,OK,74015,OKLAHOMA,N,N,,36.230323,-95.741736
FRS,110022606937,110022606937,SHEARS CONSTRUCTION COMPANY,ALTUS,JACKSON,RURAL ROUTE,OK,73521,OKLAHOMA,,N,,34.614088,-99.316363
FRS,110033193782,110033193782,SHAWNEE TOWN-SITE/CENTRAL TB,SHAWNEE,POTTAWATOMIE,KENNEDY STREET,OK,74801,OKLAHOMA,,N,,35.337601,-96.938756
FRS,110035845262,110035845262,BOWLES LEASE & ANCIE,KONAWA,SEMINOLE,N. S 356 ROAD,OK,74849,OKLAHOMA,,N,,34.959853,-96.760356
FRS,110022587093,110022587093,SIPES GROCERY,HOLDENVILLE,HUGHES,RT 4,OK,74848,OKLAHOMA,,N,,35.156523,-96.340737
FRS,110022632944,110022632944,MARTHA S TP,WYNNEWOOD,GARVIN,RT 2,OK,73098,OKLAHOMA,,N,,34.642764,-97.163354
FRS,110022608276,110022608276,HOLLIE BROOKE,ELK CITY,BECKHAM,RT 2,OK,73644,OKLAHOMA,,N,,35.412794,-99.423168
FRS,110022605135,110022605135,ARMSTRONG CT,GROVE,DELAWARE,RT 3,OK,74344,OKLAHOMA,,N,,36.593414,-94.773169
FRS,110010645864,110010645864,GRAVES CORNER GROCERY WATER SYS,WYANDOTTE,OTTAWA,6900 E 240 RD,OK,74370,OKLAHOMA,,N,,36.667792,-94.686529
FRS,110022632668,110022632668,CACHE,CACHE,COMANCHE,CITY HALL,OK,73527,OKLAHOMA,,N,,34.628697,-98.629072
FRS,110037090171,110037090171,MORGAN COMPLEX,TULSA,TULSA,1307 S. BOULDER AVENUE  SUITE 400,OK,74119,OKLAHOMA,,N,,36.142981,-95.988099
FRS,110007736496,110007736496,TOTAL PETROLEUM INC WYNNEWOOD PIPELINE,OKLAHOMA CITY,OKLAHOMA,VARIOUS COUNTIES,OK,73118,OKLAHOMA,,N,,35.532152,-97.528041
FRS,110007726470,110007726470,CHEVRON USA SW MAYSVILLE UNIT,MAYSVILLE,GARVIN,4M SW,OK,73057,OKLAHOMA,,N,,34.818859,-97.40551
FRS,110022630848,110022630848,LONGSHOT CONCESSION,FORT COBB,CADDO,ROUTE 1,OK,73038,OKLAHOMA,,N,,35.09992,-98.434972
FRS,110022605386,110022605386,S62002,ADA,PONTOTOC,PONTOTOC COUNTY EXTENSION SERVICE,OK,74820,OKLAHOMA,,N,,34.791621,-96.678594
FRS,110022578165,110022578165,SUMNER SCHOOL,PERRY,NOBLE,RT 3,OK,73077,OKLAHOMA,,N,,36.290955,-97.279872
FRS,110037042269,110037042269,MIDWEST MINERALS IN/PORTABLE PLT 3,QUAPAW,PORTABLE SOURCE,61250 E 57 RD,OK,74363,OKLAHOMA,N,N,,36.932785,-94.783212
FRS,110024533281,110024533281,ARDMORE CITY OF WATER PLANT,ARDMORE,CARTER,1627 CITY LAKE ROAD,OK,73401,OKLAHOMA,,N,,34.237381,-97.164508
FRS,110022618354,110022618354,JOHNSON S GROCERY,HOLDENVILLE,HUGHES,RT 4,OK,74848,OKLAHOMA,,N,,35.156523,-96.340737
FRS,110007385436,110007385436,DCP MIDSTREAM LP/BRADLEY COMPRESSOR S,LINDSAY,GARVIN,5 MI SW OF LINDSAY,OK,73052,OKLAHOMA,,N,,34.823611,-97.662778
FRS,110007385472,110007385472,DCP MIDSTREAM LP/MUSTANG GAS PLT,TUTTLE,GRADY,3 MI NE OF TUTTLE,OK,73089,OKLAHOMA,,N,,35.306111,-97.763611
FRS,110007385267,110007385267,QUAPAW CO INC/CRUSHING PLT 1 E OF,DRUMRIGHT,CREEK,4 MI E OF TOWN,OK,74030,OKLAHOMA,,N,,36.001944,-96.531389
FRS,110007385347,110007385347,DCP MIDSTREAM LP/WEBB BOOSTER,TALOGA,DEWEY,5 MI S OF LENORA,OK,73667,OKLAHOMA,N,N,,35.985,-99.063333
FRS,110022599357,110022599357,S20003,ARAPAHO,CUSTER,CUSTER COUNTY OSU EXTENSION,OK,73620,OKLAHOMA,,N,,35.574518,-98.965363
FRS,110012859781,110012859781,LAHOMA PWA,LAHOMA,GARFIELD,IN TOWN OF,OK,73754,OKLAHOMA,,N,,36.385524,-98.089347
FRS,110002130006,110002130006,OKLAHOMA COATING PLANT,EDMOND,OKLAHOMA,3600 S. KELLEY,OK,73034,OKLAHOMA,N,N,,35.620278,-97.495
FRS,110037090199,110037090199,STAMPER  ESTELL  & BUTTON NO. 1 WELL,TULSA,TULSA,1307 SOUTH BOULDER AVENUE  SUITE 400,OK,74119,OKLAHOMA,,N,,36.142981,-95.988099
FRS,110007161944,110007161944,DCP MIDSTREAM LP/NORTH OAKDALE BOOSTE,ALINE,WOODS,8 MI W   2 MI S OF,OK,73716,OKLAHOMA,,N,,36.474444,-98.744444
FRS,110007386079,110007386079,DCP MIDSTREAM LP/SHOLEM GAS PLT,COUNTY LINE,STEPHENS,1 MI W   4 MI N OF COUNTY LINE,OK,73025,OKLAHOMA,N,N,,34.422778,-97.605
FRS,110032746438,110032746438,USA LAMP & BALLAST RECYCLING INC,OVERBROOK,LOVE,423 LODGE RD,OK,73453,OKLAHOMA,N,N,,34.063783,-97.13652
FRS,110035840917,110035840917,WINDSTREAM WAGONER CENTRAL OFFICE,WAGONER,WAGONER,812 E. CHEROKEE,OK,74467,OKLAHOMA,,N,,35.959341,-95.368206
FRS,110029528973,110029528973,TRUCKS & STUFF,TEHLEQUAH,CHEROKEE,14353 SOUTH U.S. HIGHWAY 62,OK,,OKLAHOMA,,N,,35.807406,-95.063425
FRS,110000454589,110000454589,HYDROHOIST INTERNATIONAL INCORPORATED,CLAREMORE,ROGERS,915 W. BLUE STARR DR.,OK,74018,OKLAHOMA,N,N,,36.322369,-95.616676
FRS,110036104293,110036104293,SANTA FE SOUTH MS,OKLAHOMA CITY,OKLAHOMA,NO STREET ADDRESS,OK,73109,OKLAHOMA,,,,35.4265,-97.5055
FRS,110036532259,110036532259,OKTAHA ES,OKTAHA,MUSKOGEE,531 E. PRAIRIE,OK,74450,OKLAHOMA,,,,35.57639,-95.47288
FRS,110036527176,110036527176,LINDSAY ES,LINDSAY,GARVIN,402 SW 8TH,OK,73052,OKLAHOMA,,,,34.83345,-97.61233
FRS,110036527194,110036527194,LINDSAY MS,LINDSAY,GARVIN,805 W. CREEK,OK,73052,OKLAHOMA,,,,34.83346,-97.61277
FRS,110036527318,110036527318,LONE GROVE HS,LONE GROVE,CARTER,6286 MERIDIAN ROAD,OK,73443,OKLAHOMA,,,,34.1736,-97.2718
FRS,110036527354,110036527354,LONE GROVE JHS,LONE GROVE,CARTER,NORTH MERIDIAN,OK,73443,OKLAHOMA,,,,34.1736,-97.2718
FRS,110027149636,110027149636,MARIETTA ES,MARIETTA,LOVE,508 GILLIAM STREET,OK,73448,OKLAHOMA,,N,,33.92876,-97.12212
FRS,110025707162,110025707162,MCLOUD ES,MCLOUD,POTTAWATOMIE,200 SOUTH MAIN,OK,74851,OKLAHOMA,,N,,35.4373,-97.09184
FRS,110036541766,110036541766,MERRITT HS,ELK CITY,BECKHAM,LAKEVIEW AND MERRITT RD,OK,73644,OKLAHOMA,,,,35.3785,-99.4702
FRS,110036527737,110036527737,MORRISON ES,MORRISON,NOBLE,2ND STREET AND C AVENUE,OK,73061,OKLAHOMA,,,,36.2996,-97.0069
FRS,110036527755,110036527755,MORRISON HS,MORRISON,NOBLE,2ND AND C AVENUE,OK,73061,OKLAHOMA,,,,36.2996,-97.0069
FRS,110036527808,110036527808,MOUNDS HS,MOUNDS,CREEK,17TH & RUSSELL,OK,74047,OKLAHOMA,,,,35.88019,-96.05555
FRS,110036540865,110036540865,MUSTANG NORTH MS,YUKON,CANADIAN,10901 SW 15TH ST,OK,73099,OKLAHOMA,,,,35.4499,-97.7136
FRS,110036540883,110036540883,MUSTANG TRAILS ES,YUKON,CANADIAN,12025 SW 15TH,OK,73099,OKLAHOMA,,,,35.44993,-97.73859
FRS,110036526952,110036526952,OKAY HS,WAGONER,WAGONER,8611 NORTH 49TH STREET EAST,OK,74467,OKLAHOMA,,,,35.9721,-95.3746
FRS,110020143307,110020143307,OKLAHOMA AZTEC CO. INC.-ASHER,ASHER,POTTAWATOMIE,ASHER FACILITY,OK,74826,OKLAHOMA,,N,,35.011861,-96.866
FRS,110013970621,110013970621,PUBLIC SVC CO OF OK,WELEETKA,OKFUSKEE,SE OF TOWN,OK,74880,OKLAHOMA,,N,,35.326248,-96.136398
FRS,110036418276,110036418276,YUBA ES,ACHILLE,BRYAN,HWY 91,OK,74720,OKLAHOMA,,,,33.80913,-96.20713
FRS,110036503236,110036503236,KONAWA HS,KONAWA,SEMINOLE,701 WEST SOUTH STREET,OK,74849,OKLAHOMA,,,,34.96292,-96.74867
FRS,110036538903,110036538903,HOOVER ES,BARTLESVILLE,WASHINGTON,512 SE MADISON BLVD.,OK,74006,OKLAHOMA,,,,36.74733,-95.9171
FRS,110036540259,110036540259,BATTIEST HS,BATTIEST,MCCURTAIN,100 MAIN STREET,OK,74722,OKLAHOMA,,,,34.3933,-94.9247
FRS,110036540393,110036540393,BERRYHILL JHS,TULSA,TULSA,3128 S. 63RD W. AVE.,OK,74107,OKLAHOMA,,,,36.11866,-96.06301
FRS,110036540446,110036540446,BETHEL ES,SHAWNEE,POTTAWATOMIE,36000 CLEARPOND RD.,OK,74801,OKLAHOMA,,,,35.31877,-97.01575
FRS,110036507385,110036507385,LEACH ES,ROSE,MAYES,55979 S. 530 RD.,OK,74364,OKLAHOMA,,,,36.2038,-94.9385
FRS,110036507474,110036507474,LIBERTY ES,MULDROW,SEQUOYAH,476490 E1060 RD,OK,74948,OKLAHOMA,,,,35.4613,-94.5242
FRS,110036537824,110036537824,BLANCHARD HS,BLANCHARD,MCCLAIN,400 N HARRISON,OK,73010,OKLAHOMA,,,,35.14,-97.6544
FRS,110007386042,110007386042,VELMA GAS PLANT,VELMA,STEPHENS,1 MI WEST OF VELMA ON OLD HIGHWAY 7,OK,73491,OKLAHOMA,,N,,34.466389,-97.691389
