"Symbol","Scientific Name with Author","GSAT Common Name"
"COMIA2","Corydalis micrantha (Engelm. ex A. Gray) A. Gray ssp. australis (Chapm.) G.B. Ownbey","smallflower fumewort"
"COMIM2","Corydalis micrantha (Engelm. ex A. Gray) A. Gray ssp. micrantha","smallflower fumewort"
"COMME","Commelina L.","dayflower"
"CONIO","Conioselinum Hoffm.","hemlockparsley"
"CONIU","Conium L.","poison hemlock"
"CONOC4","Conoclinium DC.","thoroughwort"
"CONSO","Consolida Gray","knight's-spur"
"CONU3","Coreopsis nuecensis A. Heller","crown tickseed"
"CONU5","Coreopsis nudata Nutt.","Georgia tickseed"
"CONVO","Convolvulus L.","bindweed"
"CONYZ","Conyza Less.","horseweed"
"COOD7","Corallorhiza odontorhiza (Willd.) Poir.","autumn coralroot"
"COODO2","Corallorhiza odontorhiza (Willd.) Poir. var. odontorhiza","autumn coralroot"
"COOPE","Cooperia Herbert","rainlily"
"COPA10","Coreopsis palmata Nutt.","stiff tickseed"
"COPE","Cooperia pedunculata Herbert","prairie lily"
"COPU2","Coreopsis pubescens Elliot","star tickseed"
"COPUD","Coreopsis pubescens Elliot var. debilis (Sherff) E.B. Sm.","star tickseed"
"COPUP","Coreopsis pubescens Elliot var. pubescens","star tickseed"
"CORA4","Conyza ramosissima Cronquist","dwarf horseweed"
"CORAL5","Corallorhiza Gagnebin, orth. cons.","coralroot"
"CORCH","Corchorus L.","corchorus"
"COREO2","Coreopsis L.","tickseed"
"CORIA","Coriandrum L.","coriander"
"CORNU","Cornus L.","dogwood"
"CORON3","Coronopus Zinn","swinecress"
"CORTA","Cortaderia Stapf","pampas grass"
"CORU3","Coelorachis rugosa (Nutt.) Nash","wrinkled jointtail grass"
"CORYD","Corydalis DC.","fumewort"
"CORYL","Corylus L.","hazelnut"
"COSA","Coriandrum sativum L.","coriander"
"COSE11","Collinsonia serotina Walter","Blue Ridge horsebalm"
"COSE4","Cortaderia selloana (Schult. & Schult. f.) Asch. & Graebn.","Uruguayan pampas grass"
"COSMO","Cosmos Cav.","cosmos"
"COSQ","Coronopus squamatus (Forssk.) Asch.","greater swinecress"
"COSU5","Cosmos sulphureus Cav.","sulphur cosmos"
"COTE5","Coelorachis tessellata (Steud.) Nash","checkered jointtail grass"
"COTI3","Coreopsis tinctoria Nutt.","golden tickseed"
"COTIT","Coreopsis tinctoria Nutt. var. tinctoria","golden tickseed"
"COTR4","Coreopsis tripteris L.","tall tickseed"
"COTU2","Collinsonia tuberosa Michx.","deepwoods horsebalm"
"COVI2","Collinsia violacea Nutt.","violet blue eyed Mary"
"COVI3","Commelina virginica L.","Virginia dayflower"
"COWI5","Corallorhiza wisteriana Conrad","spring coralroot"
"CRAM2","Crinum americanum L.","seven sisters"
"CRAQ","Crassula aquatica (L.) Schoenl.","water pygmyweed"
"CRAR2","Croton argyranthemus Michx.","healing croton"
"CRAS6","Crinum asiaticum L.","poisonbulb"
"CRASS","Crassula L.","pygmyweed"
"CRATA","Crataegus L.","hawthorn"
"CRBE2","Crataegus berberifolia Torr. & A. Gray","barberry hawthorn"
"CRBR","Crataegus brachyacantha Sarg. & Engelm.","blueberry hawthorn"
"CRBR8","Crotalaria brevidens Benth.","Ethiopian rattlebox"
"CRBRI","Crotalaria brevidens Benth. var. intermedia (Kotschy) Polhill","Ethiopian rattlebox"
"CRBU2","Crinum bulbispermum (Burm. f.) Milne-Redhead & Schweickerdt","hardy swamplily"
"CRCA","Crataegus calpodendron (Ehrh.) Medik.","pear hawthorn"
"CRCA6","Croton capitatus Michx.","hogwort"
"CRCA9","Cryptotaenia canadensis (L.) DC.","Canadian honewort"
"CRCAL2","Croton capitatus Michx. var. lindheimeri (Engelm. & A. Gray) Müll. Arg.","Lindheimer's hogwort"
"CRCR2","Crataegus crus-galli L.","cockspur hawthorn"
"CRDI17","Croptilon divaricatum (Nutt.) Raf.","slender scratchdaisy"
"CREN","Crataegus engelmannii Sarg.","Engelmann's hawthorn"
"CREPI","Crepis L.","hawksbeard"
"CRFL","Crataegus flabellata (Bosc ex Spach) K. Koch","fanleaf hawthorn"
"CRGL2","Croton glandulosus L.","vente conmigo"
"CRGLA","Croton glandulosus L. var. angustifolius Müll. Arg.","vente conmigo"
"CRGLS","Croton glandulosus L. var. septentrionalis Müll. Arg.","vente conmigo"
"CRINU","Crinum L.","swamplily"
"CRJA3","Cryptomeria japonica (L. f.) D. Don","Japanese cedar"
"CRLA7","Crotalaria lanceolata E. Mey.","lanceleaf rattlebox"
"CRLI2","Croton lindheimerianus Scheele","threeseed croton"
"CRLIL","Croton lindheimerianus Scheele var. lindheimerianus","threeseed croton"
"CRLO7","Crassula longipes (Rose) Bywater & Wickens","smallseed pygmyweed"
"CRMA3","Crataegus macrosperma Ashe","bigfruit hawthorn"
"CRMA5","Crataegus marshallii Eggl.","parsley hawthorn"
"CRMI8","Croton michauxii G.L. Webster","Michaux's croton"
"CRMO2","Crataegus mollis Scheele","downy hawthorn"
"CRMO6","Croton monanthogynus Michx.","prairie tea"
"CROC80","Crotalaria ochroleuca G. Don","slender leaf rattlebox"
"CROOM","Croomia Torr.","croomia"
"CROP","Crataegus opaca Hook. & Arn.","riverflat hawthorn"
"CROPT","Croptilon Raf.","scratchdaisy"
"CROTA","Crotalaria L.","rattlebox"
"CROTO","Croton L.","croton"
"CRPA9","Croomia pauciflora (Nutt.) Torr.","croomia"
"CRPE10","Cruciata pedemontana (Bellardi) Ehrend.","piedmont bedstraw"
"CRPE13","Crataegus pearsonii Ashe","Pearson's hawthorn"
"CRPH","Crataegus phaenopyrum (L. f.) Medik.","Washington hawthorn"
"CRPR2","Crataegus pruinosa (Wendl. f.) K. Koch","waxyfruit hawthorn"
"CRPU3","Crepis pulchra L.","smallflower hawksbeard"
"CRPU5","Crotalaria purshii DC.","Pursh's rattlebox"
"CRPU6","Croton punctatus Jacq.","gulf croton"
"CRRE4","Crotalaria retusa L.","rattleweed"
"CRRO5","Crotalaria rotundifolia Walter ex J.F. Gmel.","rabbitbells"
"CRSA4","Crotalaria sagittalis L.","arrowhead rattlebox"
"CRSP","Crataegus spathulata Michx.","littlehip hawthorn"
"CRSP2","Crotalaria spectabilis Roth","showy rattlebox"
"CRTR2","Crataegus triflora Chapm.","threeflower hawthorn"
"CRUCI2","Cruciata Mill.","bedstraw"
"CRUN","Crataegus uniflora Münchh.","dwarf hawthorn"
"CRVI2","Crataegus viridis L.","green hawthorn"
"CRVIV2","Crataegus viridis L. var. viridis","green hawthorn"
"CRWI5","Croton willdenowii G.L. Webster","Willdenow's croton"
"CRYPT4","Cryptomeria D. Don","Japanese cedar"
"CRYPT5","Cryptotaenia DC.","honewort"
"CRZE","Crinum zeylanicum (L.) L.","Ceylon swamplily"
"CTAR","Ctenium aromaticum (Walter) Alph. Wood","toothache grass"
"CTENI","Ctenium Panzer","toothache grass"
"CTENI2","Ctenitis (C. Chr.) C. Chr. ex Tardieu-Blot & C. Chr.","lacefern"
"CTSU2","Ctenitis submarginalis (Langsd. & Fisch.) Ching","brownhair lacefern"
"CUCA4","Cuphea carthagenensis (Jacq.) J.F. Macbr.","Colombian waxweed"
"CUCO2","Cuscuta compacta Juss. ex Choisy","compact dodder"
"CUCOC","Cuscuta compacta Juss. ex Choisy var. compacta","compact dodder"
"CUCU2","Cuscuta cuspidata Engelm.","cusp dodder"
"CUCUM","Cucumis L.","melon"
"CUCUR","Cucurbita L.","gourd"
"CUGL3","Cuscuta glomerata Choisy","rope dodder"
"CUGL4","Cuphea glutinosa Cham. & Schltdl.","sticky waxweed"
"CUGR","Cuscuta gronovii Willd. ex Schult.","scaldweed"
"CUGRC","Cuscuta gronovii Willd. ex Schult. var. calyptrata Engelm.","scaldweed"
"CUGRG","Cuscuta gronovii Willd. ex Schult. var. gronovii","scaldweed"
"CUIN","Cuscuta indecora Choisy","bigseed alfalfa dodder"
"CUINN","Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.","bigseed dodder"
"CULA","Cunninghamia lanceolata (Lamb.) Hook.","Chinese fir"
"CUME","Cucumis melo L.","cantaloupe"
"CUNIL","Cunila D. Royen ex L.","cunila"
"CUNNI","Cunninghamia R. Br.","cunninghamia"
"CUOB","Cuscuta obtusiflora Kunth","Peruvian dodder"
"CUOBG","Cuscuta obtusiflora Kunth var. glandulosa Engelm.","Peruvian dodder"
"CUOR","Cunila origanoides (L.) Britton","common dittany"
"CUPE","Cucurbita pepo L.","field pumpkin"
"CUPE3","Cuscuta pentagona Engelm.","fiveangled dodder"
"CUPEG","Cuscuta pentagona Engelm. var. glabrior (Engelm.) Gandhi, R.D. Thomas & S.L. Hatch","bushclover dodder"
"CUPEO","Cucurbita pepo L. var. ovifera (L.) Harz","field pumpkin"
"CUPEP","Cucurbita pepo L. var. pepo","field pumpkin"
"CUPEP2","Cuscuta pentagona Engelm. var. pentagona","fiveangled dodder"
"CUPET","Cucurbita pepo L. var. texana (Scheele) D. Decker","Texas gourd"
"CUPHE","Cuphea P. Br.","waxweed"
"CUPO","Cuscuta polygonorum Engelm.","smartweed dodder"
"CUSA4","Cucumis sativus L.","garden cucumber"
"CUSCU","Cuscuta L.","dodder"
"CUUM","Cuscuta umbellata Kunth","flatglobe dodder"
"CUVI","Cuphea viscosissima Jacq.","blue waxweed"
"CYAC2","Cyperus acuminatus Torr. & Hook. ex Torr.","tapertip flatsedge"
"CYAG","Cyperus aggregatus (Willd.) Endl.","inflatedscale flatsedge"
"CYAN5","Cynanchum angustifolium Pers.","gulf coast swallow-wort"
"CYAR4","Cyperus articulatus L.","jointed flatsedge"
"CYAT","Cycloloma atriplicifolium (Spreng.) J.M. Coult.","winged pigweed"
"CYBI6","Cyperus bipartitus Torr.","slender flatsedge"
"CYCA7","Cyrtomium caryotideum (Wall. ex Hook. & Grev.) C. Presl","dwarf netvein hollyfern"
"CYCE","Cyperus cephalanthus Torr. & Hook.","buttonbush flatsedge"
"CYCLO","Cycloloma Moq.","cycloloma"
"CYCLO4","Cyclospermum Lag.","marsh parsley"
"CYCO","Cyperus compressus L.","poorland flatsedge"
"CYCR6","Cyperus croceus Vahl","Baldwin's flatsedge"
"CYCU","Cyperus cuspidatus Kunth","coastal plain flatsedge"
"CYDA","Cynodon dactylon (L.) Pers.","Bermudagrass"
"CYDI2","Cynosciadium digitatum DC.","finger dogshade"
"CYDI4","Cyperus difformis L.","variable flatsedge"
"CYDI5","Cyperus digitatus Roxb.","finger flatsedge"
"CYDI8","Cyperus distinctus Steud.","swamp flatsedge"
"CYDR4","Cyperus drummondii Torr. & Hook.","Drummond's sedge"
"CYEC","Cynosurus echinatus L.","bristly dogstail grass"
"CYEC2","Cyperus echinatus (L.) Alph. Wood","globe flatsedge"
"CYEL","Cyperus elegans L.","royal flatsedge"
"CYEN2","Cyperus entrerianus Boeckeler","woodrush flatsedge"
"CYER","Cyperus eragrostis Lam.","tall flatsedge"
"CYER2","Cyperus erythrorhizos Muhl.","redroot flatsedge"
"CYES","Cyperus esculentus L.","yellow nutsedge"
"CYESL","Cyperus esculentus L. var. leptostachyus Boeckeler","yellow nutsedge"
"CYESM","Cyperus esculentus L. var. macrostachyus Boeckeler","yellow nutsedge"
"CYFA2","Cyrtomium falcatum (L. f.) C. Presl","Japanese netvein hollyfern"
"CYFI","Cyperus filicinus Vahl","fern flatsedge"
"CYFI3","Cymodocea filiformis (Kütz.) Correll","manateegrass"
"CYFL","Cyperus flavescens L.","yellow flatsedge"
"CYFL5","Cyperus flavicomus Michx.","whiteedge flatsedge"
"CYFO","Cyrtomium fortunei J. Sm.","Asian netvein hollyfern"
"CYFU8","Cynoglossum furcatum Wall. ex Roxb.","Ceylon hound's tongue"
"CYGI2","Cyperus giganteus Vahl","giant flatsedge"
"CYGR11","Cyperus grayoides Mohlenbr.","Illinois flatsedge"
"CYHA","Cyperus haspan L.","haspan flatsedge"
"CYHU3","Cypselea humifusa Turp.","panal"
"CYHY","Cyperus hystricinus Fernald","bristly flatsedge"
"CYIN6","Cyperus involucratus Rottb.","unbrella plant"
"CYIR","Cyperus iria L.","ricefield flatsedge"
"CYKE2","Cypripedium kentuckiense C.F. Reed","Kentucky lady's slipper"
"CYLA","Cynanchum laeve (Michx.) Pers.","honeyvine"
"CYLA3","Cyperus lancastriensis Porter ex A. Gray","manyflower flatsedge"
"CYLE2","Cyperus lecontei Torr. ex Steud.","Le Conte's flatsedge"
"CYLE7","Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P. Wilson","marsh parsley"
"CYLU2","Cyperus lupulinus (Spreng.) Marcks","Great Plains flatsedge"
"CYLUL","Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus","Great Plains flatsedge"
"CYMOD","Cymodocea K.D. Koenig","cymodocea"
"CYNAN","Cynanchum L.","swallow-wort"
"CYNOD","Cynodon Rich.","Bermudagrass"
"CYNOG","Cynoglossum L.","hound's tongue"
"CYNOS","Cynosciadium DC.","cynosciadium"
"CYNOS2","Cynosurus L.","dogstail grass"
"CYOC2","Cyperus ochraceus Vahl","pond flatsedge"
"CYOD","Cyperus odoratus L.","fragrant flatsedge"
"CYOV3","Cyperus ovatus Baldw.","ovateleaf flatsedge"
"CYOX","Cyperus oxylepis Nees ex Steud.","sharpscale flatsedge"
"CYPA8","Cyperus papyrus L.","papyrus"
"CYPER","Cyperus L.","flatsedge"
"CYPI","Cyperus pilosus Vahl","fuzzy flatsedge"
"CYPL3","Cyperus plukenetii Fernald","Plukenet's flatsedge"
"CYPO","Cyperus polystachyos Rottb.","manyspike flatsedge"
"CYPOT","Cyperus polystachyos Rottb. var. texensis (Torr.) Fernald","Texan flatsedge"
"CYPR2","Cyperus prolixus Kunth","mosquito flatsedge"
"CYPR4","Cystopteris protrusa (Weath.) Blasdell","lowland bladderfern"
"CYPRI","Cypripedium L.","lady's slipper"
"CYPS","Cyperus pseudovegetus Steud.","marsh flatsedge"
"CYPSE","Cypselea Turp.","cypselea"
"CYRA","Cyrilla racemiflora L.","swamp titi"
"CYRE14","Cyperus retroflexus Buckley","oneflower flatsedge"
"CYRE2","Cyperus reflexus Vahl","bentawn flatsedge"
"CYRE3","Cyperus refractus Engelm. ex Boeckeler","reflexed flatsedge"
"CYRE4","Cyperus retrofractus (L.) Torr.","rough flatsedge"
"CYRE5","Cyperus retrorsus Chapm.","pine barren flatsedge"
"CYRER2","Cyperus retrorsus Chapm. var. retrorsus","pine barren flatsedge"
"CYRIL","Cyrilla Garden ex L.","titi"
"CYRO","Cyperus rotundus L.","nutgrass"
"CYRTO","Cyrtomium C. Presl","netvein hollyfern"
"CYSA10","Cyperus sanguinolentus Vahl","Louisiana flatsedge"
"CYSQ","Cyperus squarrosus L.","bearded flatsedge"
"CYST","Cyperus strigosus L.","strawcolored flatsedge"
"CYSTO","Cystopteris Bernh.","bladderfern"
"CYSU","Cyperus surinamensis Rottb.","tropical flatsedge"
"CYTE5","Cyperus tetragonus Elliot","fourangle flatsedge"
"CYTE7","Cystopteris tenuis (Michx.) Desv.","upland brittle bladderfern"
"CYTH","Cyperus thyrsiflorus Jungh.","southern flatsedge"
"CYVI","Cynoglossum virginianum L.","wild comfrey"
"CYVI2","Cyperus virens Michx.","green flatsedge"
"CYVIV","Cynoglossum virginianum L. var. virginianum","wild comfrey"
"DAAE","Dactyloctenium aegyptium (L.) Willd.","Egyptian grass"
"DACA6","Daucus carota L.","Queen Anne's lace"
"DACA7","Dalea candida Michx. ex Willd.","white prairie clover"
"DACA8","Dalea carnea (Michx.) Poir.","whitetassels"
"DACAC","Dalea candida Michx. ex Willd. var. candida","white prairie clover"
"DACAG","Dalea carnea (Michx.) Poir. var. gracilis (Nutt.) Barneby","whitetassels"
"DACO2","Dalea compacta Spreng.","compact prairie clover"
"DACOP","Dalea compacta Spreng. var. pubescens (A. Gray) Barneby","compact prairie clover"
"DACTY","Dactylis L.","orchardgrass"
"DACTY2","Dactyloctenium Willd.","crowfoot grass"
"DAEM2","Dalea emarginata (Torr. & A. Gray) Shinners","wedgeleaf prairie clover"
"DAGL","Dactylis glomerata L.","orchardgrass"
"DAGLG","Dactylis glomerata L. ssp. glomerata","orchardgrass"
"DALEA","Dalea L.","prairie clover"
"DAMA","Dasistoma macrophylla (Nutt.) Raf.","mullein foxglove"
"DANTH","Danthonia DC.","oatgrass"
"DAPH2","Dalea phleoides (Torr. & A. Gray) Shinners","slimspike prairie clover"
"DAPHP","Dalea phleoides (Torr. & A. Gray) Shinners var. phleoides","slimspike prairie clover"
"DAPI2","Dalea pinnata (J.F. Gmel.) Barneby","summer farewell"
"DAPIT","Dalea pinnata (J.F. Gmel.) Barneby var. trifoliata (Chapm.) Barneby","summer farewell"
"DAPU3","Daucus pusillus Michx.","American wild carrot"
"DAPU5","Dalea purpurea Vent.","purple prairie clover"
"DAPUP","Dalea purpurea Vent. var. purpurea","purple prairie clover"
"DAQU","Datura quercifolia Kunth","Chinese thorn-apple"
"DASE2","Danthonia sericea Nutt.","downy danthonia"
"DASIS","Dasistoma Raf.","dasistoma"
"DASP2","Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.","poverty oatgrass"
"DAST","Datura stramonium L.","jimsonweed"
"DATUR","Datura L.","jimsonweed"
"DAUCU","Daucus L.","wild carrot"
"DAVI","Dalea villosa (Nutt.) Spreng.","silky prairie clover"
"DAVIG","Dalea villosa (Nutt.) Spreng. var. grisea (Torr. & A. Gray) Barneby","silky prairie clover"
"DEAC4","Deparia acrostichoides (Sw.) M. Kato","silver false spleenwort"
"DEBA4","Decumaria barbara L.","woodvamp"
"DECA3","Delphinium carolinianum Walter","Carolina larkspur"
"DECA8","Desmodium canescens (L.) DC.","hoary ticktrefoil"
"DECAC3","Delphinium carolinianum Walter ssp. carolinianum","Carolina larkspur"
"DECAV","Delphinium carolinianum Walter ssp. vimineum (D. Don) Warnock","Carolina larkspur"
"DECI","Desmodium ciliare (Muhl. ex Willd.) DC.","hairy small-leaf ticktrefoil"
"DECIC","Desmodium ciliare (Muhl. ex Willd.) DC. var. ciliare","hairy small-leaf ticktrefoil"
"DECOD","Decodon J.F. Gmel.","decodon"
"DECU","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don","largebract ticktrefoil"
"DECUC","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don var. cuspidatum","largebract ticktrefoil"
"DECUL","Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don var. longifolium (Torr. & A. Gray) B.G. Schub.","largebract ticktrefoil"
"DECUM","Decumaria L.","decumaria"
"DEFE","Desmodium fernaldii B.G. Schub.","Fernald's ticktrefoil"
"DEGL4","Desmodium glabellum (Michx.) DC.","Dillenius' ticktrefoil"
"DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","pointedleaf ticktrefoil"
"DEIL","Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald","Illinois bundleflower"
"DELA2","Desmodium laevigatum (Nutt.) DC.","smooth ticktrefoil"
"DELI2","Desmodium lineatum DC.","sand ticktrefoil"
"DELPH","Delphinium L.","larkspur"
"DEMA2","Desmodium marilandicum (L.) DC.","smooth small-leaf ticktrefoil"
"DENU4","Desmodium nudiflorum (L.) DC.","nakedflower ticktrefoil"
"DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","stiff ticktrefoil"
"DEPA6","Desmodium paniculatum (L.) DC.","panicledleaf ticktrefoil"
"DEPA7","Desmodium pauciflorum (Nutt.) DC.","fewflower ticktrefoil"
"DEPAP2","Desmodium paniculatum (L.) DC. var. paniculatum","panicledleaf ticktrefoil"
"DEPAR","Deparia Hook. & Grev.","false spleenwort"
"DEPE3","Deparia petersonii (Kunze) M. Kato","Japanese false spleenwort"
"DEPE80","Desmodium perplexum B.G. Schub.","perplexed ticktrefoil"
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DEPIB","Descurainia pinnata (Walter) Britton ssp. brachycarpa (Richardson) Detling","western tansymustard"
"DEPIP3","Descurainia pinnata (Walter) Britton ssp. pinnata","western tansymustard"
"DERO3","Desmodium rotundifolium DC.","prostrate ticktrefoil"
"DESCU","Descurainia Webb & Bethel.","tansymustard"
"DESE","Desmodium sessilifolium (Torr.) Torr. & A. Gray","sessileleaf ticktrefoil"
"DESMA","Desmanthus Willd.","bundleflower"
"DESMO","Desmodium Desv.","ticktrefoil"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","herb sophia"
"DEST2","Desmodium strictum (Pursh) DC.","pine barren ticktrefoil"
"DETA","Desmanthus tatuhyensis Hoehne","dwarf bundleflower"
"DETAB","Desmanthus tatuhyensis Hoehne var. brevipes (B.L. Turner) Luckow","dwarf bundleflower"
"DETE3","Desmodium tenuifolium Torr. & A. Gray","slimleaf ticktrefoil"
"DETO","Desmodium tortuosum (Sw.) DC.","dixie ticktrefoil"
"DETR4","Desmodium triflorum (L.) DC.","threeflower ticktrefoil"
"DEVE","Decodon verticillatus (L.) Elliot","swamp loosestrife"
"DEVI4","Desmodium viridiflorum (L.) DC.","velvetleaf ticktrefoil"
"DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","needleleaf rosette grass"
"DIAC2","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark","tapered rosette grass"
"DIACA","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. acuminatum","tapered rosette grass"
"DIACF","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann","western panicgrass"
"DIACL","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. lindheimeri (Nash) Gould & C.A. Clark","Lindheimer panicgrass"
"DIACT","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. thurowii (Scribn. & J.G. Sm.) Gould & C.A. Clark","Thurow's panicgrass"
"DIAL2","Dioscorea alata L.","water yam"
"DIAN","Dichanthium annulatum (Forssk.) Stapf","Kleberg's bluestem"
"DIANT","Dianthus L.","pink"
"DIAR","Dianthus armeria L.","Deptford pink"
"DIAR5","Dichanthium aristatum (Poir.) C.E. Hubbard","Angleton bluestem"
"DIBA","Dianthus barbatus L.","sweetwilliam"
"DIBI","Digitaria bicornis (Lam.) Roem. & Schult.","Asian crabgrass"
"DIBO2","Dichanthelium boscii (Poir.) Gould & C.A. Clark","Bosc's panicgrass"
"DIBR2","Dicliptera brachiata (Pursh) Spreng.","branched foldwing"
"DIBU","Dioscorea bulbifera L.","air yam"
"DICA3","Dichondra carolinensis Michx.","Carolina ponysfoot"
"DICHA2","Dichanthelium (Hitchc. & Chase) Gould","rosette grass"
"DICHA3","Dichanthium Willem.","bluestem"
"DICHO","Dichondra J.R. Forst. & G. Forst.","ponysfoot"
"DICI","Digitaria ciliaris (Retz.) Koeler","southern crabgrass"
"DICL","Dichanthelium clandestinum (L.) Gould","deertongue"
"DICLI","Dicliptera Juss.","foldwing"
