-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KARR        49718.000    1995     1     1     0
KARR        52274.750    2001    12    31    18
KARR     -2713832.258  5303935.087 -2269515.012
50403.50     0.512893    -0.401963     2.778555
50403.75     0.471559    -0.353721     2.641647
50404.00     0.329236    -0.193056     1.665932
50404.25     0.437897    -0.292001     2.314569
50404.50     0.363154    -0.194327     1.270807
50404.75     0.324430    -0.151887     1.444559
50405.00     0.213150     0.004444     1.036893
50405.25     0.380674    -0.135027     2.170832
50405.50     0.336641    -0.056586     1.341056
50405.75     0.301505    -0.055641     1.693873
50406.00     0.212754     0.055740     1.289380
50406.25     0.397442    -0.169048     2.696738
50406.50     0.351917    -0.115099     1.970804
50406.75     0.272930    -0.115857     2.119180
50407.00     0.221217    -0.054069     1.930728
50407.25     0.411192    -0.265665     3.275264
50407.50     0.366324    -0.186400     2.412444
50407.75     0.369091    -0.238892     2.751310
50408.00     0.328327    -0.138070     2.370106
50408.25     0.508771    -0.330143     3.598317
50408.50     0.419915    -0.197968     2.389694
50408.75     0.341769    -0.165773     2.336543
50409.00     0.178344     0.004690     1.389863
50409.25     0.329903    -0.170716     2.412711
50409.50     0.284120    -0.102191     1.543102
50409.75     0.226501    -0.087798     1.757779
50410.00     0.102727     0.077348     1.058217
50410.25     0.350919    -0.142163     2.562186
50410.50     0.325352    -0.097877     1.850160
50410.75     0.339832    -0.108114     2.224756
50411.00     0.264312    -0.011584     1.843088
50411.25     0.443990    -0.177614     2.889865
50411.50     0.447939    -0.139421     2.180216
50411.75     0.473763    -0.175103     2.767847
50412.00     0.373087    -0.093819     2.294662
50412.25     0.491184    -0.272796     3.328478
50412.50     0.447247    -0.213056     2.565405
50412.75     0.462377    -0.291667     3.088346
50413.00     0.332706    -0.172437     2.322450
50413.25     0.471084    -0.361825     3.381357
50413.50     0.430813    -0.257504     2.347059
50413.75     0.452275    -0.285387     2.681772
50414.00     0.341111    -0.175143     2.041759
50414.25     0.522475    -0.366956     3.308723
50414.50     0.482094    -0.276543     2.429236
50414.75     0.464396    -0.275381     2.656330
50415.00     0.357167    -0.197419     2.138630
50415.25     0.511673    -0.408137     3.337389
50415.50     0.478874    -0.360952     2.553567
50415.75     0.434527    -0.384005     2.810461
50416.00     0.372409    -0.272340     2.394298
50416.25     0.552074    -0.477072     3.669756
50416.50     0.575475    -0.463046     3.126598
50416.75     0.562042    -0.487515     3.473355
50417.00     0.462478    -0.388002     3.014354
50417.25     0.601041    -0.591295     4.126042
50417.50     0.604019    -0.547859     3.488156
50417.75     0.566948    -0.546729     3.729319
50418.00     0.442654    -0.439475     3.053295
50418.25     0.599535    -0.632964     4.257266
50418.50     0.549013    -0.560985     3.506885
50418.75     0.496719    -0.535632     3.684723
50419.00     0.366633    -0.392900     3.017630
50419.25     0.552164    -0.596212     4.265964
50419.50     0.441872    -0.464419     3.113687
50419.75     0.402476    -0.445706     3.314302
50420.00     0.216091    -0.283947     2.547287
50420.25     0.353117    -0.426439     3.686296
50420.50     0.320829    -0.359395     3.077474
50420.75     0.365201    -0.401349     3.724923
50421.00     0.257606    -0.308231     3.387425
50421.25     0.458292    -0.507178     4.772876
50421.50     0.460839    -0.472324     4.116729
50421.75     0.429405    -0.518791     4.420427
50422.00     0.296717    -0.451334     3.839747
50422.25     0.437782    -0.650103     4.958020
50422.50     0.306285    -0.555804     3.777178
50422.75     0.274921    -0.547802     3.846891
50423.00     0.102194    -0.414764     2.943135
50423.25     0.216055    -0.526125     3.795414
50423.50     0.184911    -0.368584     2.895850
50423.75     0.185222    -0.353524     3.206413
50424.00     0.077386    -0.169227     2.356278
50424.25     0.289965    -0.304588     3.351527
50424.50     0.316408    -0.209339     2.596281
50424.75     0.319574    -0.188486     2.788201
50425.00     0.284633    -0.081042     2.428419
50425.25     0.471741    -0.272165     3.595257
50425.50     0.443017    -0.241497     2.746745
50425.75     0.441653    -0.305365     3.157984
50426.00     0.378612    -0.250007     2.872933
50426.25     0.535079    -0.460320     4.095743
50426.50     0.516853    -0.426116     3.349428
50426.75     0.466084    -0.428380     3.459670
50427.00     0.367562    -0.346382     2.917028
50427.25     0.510309    -0.547628     4.212679
50427.50     0.438238    -0.479257     3.270018
50427.75     0.345514    -0.459385     3.325025
50428.00     0.215453    -0.335981     2.685907
50428.25     0.403449    -0.538378     3.943381
50428.50     0.351501    -0.449831     2.926000
50428.75     0.339852    -0.452035     3.184726
50429.00     0.195073    -0.313825     2.323267
50429.25     0.365059    -0.446679     3.334341
50429.50     0.319884    -0.333599     2.334195
50429.75     0.287929    -0.298998     2.500167
50430.00     0.204647    -0.154769     1.905356
50430.25     0.389199    -0.335083     3.131772
50430.50     0.387621    -0.242949     2.301942
50430.75     0.442213    -0.249978     2.788943
50431.00     0.367768    -0.121852     2.223142
50431.25     0.661635    -0.357177     3.810741
50431.50     0.688153    -0.289998     3.000386
50431.75     0.687489    -0.317882     3.272275
50432.00     0.619024    -0.249520     2.839079
50432.25     0.790601    -0.433279     4.068735
50432.50     0.755412    -0.371106     3.324203
50432.75     0.693313    -0.410364     3.623747
50433.00     0.521429    -0.280213     2.733417
50433.25     0.679419    -0.449256     3.977597
50433.50     0.586317    -0.347701     2.968252
50433.75     0.510887    -0.332779     3.132296
50434.00     0.383171    -0.206693     2.521760
50434.25     0.549693    -0.367576     3.698688
50434.50     0.454859    -0.232111     2.467473
50434.75     0.415518    -0.253702     2.830298
50435.00     0.232315    -0.076369     1.876443
50435.25     0.408783    -0.234303     3.072266
50435.50     0.313014    -0.147045     1.995506
50435.75     0.290156    -0.149186     2.259646
50436.00     0.160693    -0.046763     1.567797
50436.25     0.351311    -0.228730     2.700456
50436.50     0.284630    -0.131966     1.635939
50436.75     0.309827    -0.193707     2.138678
50437.00     0.296935    -0.113780     1.957376
50437.25     0.466628    -0.322512     3.179979
50437.50     0.391674    -0.238564     2.099551
50437.75     0.421096    -0.281381     2.601618
50438.00     0.305272    -0.171925     2.007767
50438.25     0.439191    -0.350314     2.991698
50438.50     0.408891    -0.278260     1.963396
50438.75     0.420599    -0.298745     2.460742
50439.00     0.344741    -0.224430     2.079729
50439.25     0.464498    -0.352552     2.983901
50439.50     0.370696    -0.261490     1.730030
50439.75     0.401032    -0.287301     2.209504
50440.00     0.353176    -0.218579     1.937159
50440.25     0.529476    -0.412043     3.176776
50440.50     0.512138    -0.377978     2.335811
50440.75     0.536416    -0.368715     2.604156
50441.00     0.444599    -0.277032     2.067373
50441.25     0.639182    -0.484804     3.471236
50441.50     0.532555    -0.402039     2.442584
50441.75     0.509050    -0.429298     2.929439
50442.00     0.368956    -0.320584     2.369574
50442.25     0.488147    -0.491914     3.566635
50442.50     0.403807    -0.407014     2.738365
50442.75     0.335109    -0.397335     3.007270
50443.00     0.193360    -0.255714     2.386078
50443.25     0.390460    -0.477637     3.785276
50443.50     0.314095    -0.384283     2.690513
50443.75     0.303903    -0.387150     3.039428
50444.00     0.242169    -0.321213     2.607391
50444.25     0.392907    -0.478344     3.595831
50444.50     0.376072    -0.402439     2.756758
50444.75     0.379800    -0.431134     3.116193
50445.00     0.339705    -0.371258     2.708777
50445.25     0.581024    -0.580608     4.316779
50445.50     0.556319    -0.504377     3.433366
50445.75     0.590168    -0.539936     3.893578
50446.00     0.573100    -0.432241     3.536891
50446.25     0.786338    -0.621994     4.910203
50446.50     0.753722    -0.521925     4.093687
50446.75     0.736196    -0.503829     4.440820
50447.00     0.628540    -0.396226     3.843431
50447.25     0.857951    -0.551338     5.193213
50447.50     0.773231    -0.392697     4.137136
50447.75     0.677952    -0.303692     3.970424
50448.00     0.476812    -0.155081     3.083639
50448.25     0.599060    -0.264627     4.108508
50448.50     0.418754    -0.131569     2.860496
50448.75     0.372922    -0.133392     3.060902
50449.00     0.194520     0.017913     2.085116
50449.25     0.275584    -0.093833     2.796768
50449.50     0.083494    -0.003704     1.574850
50449.75    -0.019780    -0.032641     1.749409
50450.00    -0.155598     0.079723     1.006453
50450.25    -0.010733    -0.099714     2.194860
50450.50    -0.049692    -0.100828     1.432492
50450.75    -0.055130    -0.136749     1.834341
50451.00    -0.145453    -0.050858     1.181565
50451.25     0.077893    -0.244110     2.511992
50451.50     0.112695    -0.226509     1.905844
50451.75     0.071680    -0.223194     1.866772
50452.00     0.051429    -0.137396     1.599015
50452.25     0.324662    -0.325829     3.052670
50452.50     0.341821    -0.241350     2.320703
50452.75     0.316219    -0.234997     2.464104
50453.00     0.231392    -0.139733     1.923174
50453.25     0.434033    -0.333487     3.140535
50453.50     0.395059    -0.263672     2.344601
50453.75     0.384787    -0.273021     2.775278
50454.00     0.296144    -0.195951     2.319780
50454.25     0.475103    -0.383352     3.637323
50454.50     0.432019    -0.291336     2.777491
50454.75     0.399235    -0.306950     3.029122
50455.00     0.312533    -0.205235     2.502237
50455.25     0.522502    -0.367773     3.822421
50455.50     0.528389    -0.350821     3.059489
50455.75     0.649818    -0.382410     3.749990
50456.00     0.674250    -0.315066     3.445850
50456.25     0.850160    -0.421973     4.426622
50456.50     0.757590    -0.343354     3.179792
50456.75     0.678810    -0.337729     3.227716
50457.00     0.554766    -0.251880     2.617208
50457.25     0.674953    -0.375483     3.691975
50457.50     0.528519    -0.287926     2.552315
50457.75     0.487637    -0.284378     2.791714
50458.00     0.333030    -0.163648     2.025019
50458.25     0.435699    -0.292563     3.109223
50458.50     0.329656    -0.195822     2.124520
50458.75     0.325654    -0.228516     2.482919
50459.00     0.216222    -0.111056     1.772962
50459.25     0.357931    -0.244283     2.711535
50459.50     0.316977    -0.182177     1.810812
50459.75     0.376554    -0.252002     2.446857
50460.00     0.255931    -0.164397     1.852983
50460.25     0.420455    -0.302055     3.048495
50460.50     0.368382    -0.205355     2.219220
50460.75     0.392166    -0.240915     2.660814
50461.00     0.223774    -0.105370     1.787404
50461.25     0.385797    -0.265609     2.978181
50461.50     0.271942    -0.180018     1.766224
50461.75     0.252264    -0.198807     2.036377
50462.00     0.098626    -0.102969     1.271045
50462.25     0.212333    -0.233371     2.257599
50462.50     0.140468    -0.167421     1.267164
50462.75     0.099837    -0.177055     1.560622
50463.00    -0.023258    -0.055602     0.810373
50463.25     0.144436    -0.208152     1.905158
50463.50     0.138146    -0.128291     1.016403
50463.75     0.102075    -0.147771     1.156232
50464.00     0.017018    -0.062869     0.664982
50464.25     0.253371    -0.251722     2.078788
50464.50     0.185817    -0.121096     1.047573
50464.75     0.209242    -0.156478     1.538168
50465.00     0.078720    -0.014191     0.752184
50465.25     0.263376    -0.183721     1.908685
50465.50     0.202133    -0.077850     0.858673
50465.75     0.176605    -0.105434     1.259170
50466.00     0.075714    -0.039308     0.811661
50466.25     0.240610    -0.231034     2.177494
50466.50     0.109785    -0.162666     1.069612
50466.75     0.149715    -0.177265     1.643944
50467.00     0.058594    -0.127457     1.288073
50467.25     0.266498    -0.307278     2.772797
50467.50     0.150451    -0.212528     1.860638
50467.75     0.149706    -0.239359     2.397654
50468.00     0.022322    -0.116404     1.783711
50468.25     0.235325    -0.326720     3.287978
50468.50     0.114115    -0.211482     2.306826
50468.75     0.093140    -0.233470     2.668212
50469.00    -0.024966    -0.139058     2.019342
50469.25     0.178794    -0.280815     3.195818
50469.50     0.120622    -0.184826     2.124196
50469.75     0.163186    -0.252448     2.731964
50470.00     0.104447    -0.161922     2.244999
50470.25     0.249916    -0.285793     3.204631
50470.50     0.138549    -0.186069     1.972870
50470.75     0.205701    -0.219889     2.633377
50471.00     0.133222    -0.119255     2.041539
50471.25     0.315968    -0.256343     3.006225
50471.50     0.231305    -0.193886     1.935243
50471.75     0.246508    -0.165448     2.010452
50472.00     0.226273    -0.100890     1.612879
50472.25     0.400815    -0.261636     2.510650
50472.50     0.357650    -0.206766     1.552333
50472.75     0.388706    -0.230942     1.966301
50473.00     0.372450    -0.192197     1.631489
50473.25     0.594968    -0.425196     2.973206
50473.50     0.481970    -0.339665     1.938276
50473.75     0.543056    -0.442550     2.684466
50474.00     0.462373    -0.410484     2.410145
50474.25     0.648013    -0.591646     3.796990
