-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CCV1        49718.000    1995     1     1     0
CCV1        52274.750    2001    12    31    18
CCV1       921997.870 -5535327.766  3021401.158
50515.25    -1.323153    -0.582510    -2.569361
50515.50    -0.944686    -0.441560    -2.164165
50515.75    -1.110635    -0.597229    -2.629005
50516.00    -0.908732    -0.426335    -2.265806
50516.25    -1.152803    -0.426018    -2.678951
50516.50    -1.042066    -0.274714    -2.431039
50516.75    -1.329161    -0.470607    -2.734788
50517.00    -1.185396    -0.362117    -1.904031
50517.25    -1.362071    -0.408024    -1.813728
50517.50    -1.276063    -0.176651    -1.002977
50517.75    -1.686756    -0.303791    -1.206356
50518.00    -1.752603    -0.111577    -0.496471
50518.25    -2.051499    -0.147194    -0.844243
50518.50    -1.981146    -0.008447    -0.637149
50518.75    -2.401365    -0.161239    -1.293450
50519.00    -2.315245    -0.015925    -0.984404
50519.25    -2.504317    -0.099057    -1.698896
50519.50    -2.324129     0.079431    -1.466212
50519.75    -2.543743    -0.074755    -1.942417
50520.00    -2.382114     0.091327    -1.412629
50520.25    -2.323116     0.131052    -1.598832
50520.50    -1.889189     0.333184    -1.112333
50520.75    -1.833703     0.230746    -1.182577
50521.00    -1.439808     0.415089    -0.188671
50521.25    -1.464230     0.371140    -0.276998
50521.50    -1.187179     0.510099     0.421931
50521.75    -1.312751     0.289312     0.224129
50522.00    -1.020532     0.271814     0.532203
50522.25    -1.023282     0.026374    -0.191278
50522.50    -0.673959     0.038916    -0.427455
50522.75    -0.827734    -0.245999    -1.271706
50523.00    -0.622251    -0.215916    -1.213350
50523.25    -0.643879    -0.333434    -1.816324
50523.50    -0.543292    -0.251838    -1.856156
50523.75    -0.993575    -0.465463    -2.501745
50524.00    -0.888931    -0.343244    -1.965459
50524.25    -0.934110    -0.391341    -2.275008
50524.50    -0.787396    -0.245224    -1.811859
50524.75    -0.966563    -0.419405    -2.152648
50525.00    -0.751790    -0.306992    -1.559040
50525.25    -0.720142    -0.387706    -2.228236
50525.50    -0.400175    -0.226439    -1.955298
50525.75    -0.351086    -0.376751    -2.359000
50526.00    -0.025313    -0.230779    -1.684890
50526.25    -0.094342    -0.227222    -1.740927
50526.50     0.096615    -0.039796    -1.092336
50526.75    -0.146368    -0.149309    -1.145352
50527.00    -0.149151    -0.020426    -0.323010
50527.25    -0.426683    -0.018640    -0.287943
50527.50    -0.314638     0.168251     0.361831
50527.75    -0.639062     0.044916     0.282264
50528.00    -0.550207     0.159959     0.904468
50528.25    -0.794745     0.184451     0.938251
50528.50    -0.623529     0.378876     1.456415
50528.75    -0.787051     0.288486     1.502868
50529.00    -0.541198     0.383178     2.109979
50529.25    -0.676946     0.301606     1.708510
50529.50    -0.352507     0.356935     1.643166
50529.75    -0.381164     0.170101     0.959731
50530.00    -0.006476     0.257424     1.156038
50530.25     0.165275     0.198912     0.666869
50530.50     0.607563     0.310776     0.894095
50530.75     0.496269     0.094487     0.136251
50531.00     0.674003     0.196416     0.474590
50531.25     0.544143     0.108992    -0.247624
50531.50     0.671705     0.215694    -0.286222
50531.75     0.407986     0.015624    -1.025049
50532.00     0.541762     0.077086    -0.597289
50532.25     0.431620    -0.024315    -1.064270
50532.50     0.579583     0.047207    -0.786341
50532.75     0.475297    -0.203834    -1.198538
50533.00     0.666596    -0.169644    -0.445073
50533.25     0.391301    -0.279931    -0.561515
50533.50     0.602116    -0.152869    -0.012172
50533.75     0.491647    -0.317508    -0.335951
50534.00     0.759505    -0.167718     0.371986
50534.25     0.723193    -0.172942     0.104788
50534.50     0.982129     0.035472     0.546653
50534.75     0.665473    -0.047429     0.163956
50535.00     0.754945     0.185540     0.904087
50535.25     0.591287     0.204210     0.572511
50535.50     0.599306     0.396273     0.982054
50535.75     0.294669     0.273234     0.672098
50536.00     0.250619     0.361691     1.264704
50536.25     0.026434     0.263057     0.861220
50536.50     0.113810     0.355659     1.007703
50536.75    -0.152084     0.124136     0.347752
50537.00    -0.046458     0.212276     0.710323
50537.25    -0.172916     0.142133     0.241364
50537.50     0.165993     0.228498     0.383745
50537.75     0.090784     0.072353     0.032493
50538.00     0.350875     0.200977     0.664466
50538.25     0.357536     0.133085     0.291151
50538.50     0.657972     0.250905     0.351689
50538.75     0.565390     0.044423    -0.272561
50539.00     0.767947     0.146570     0.050973
50539.25     0.655265     0.130040    -0.269196
50539.50     0.853636     0.264070    -0.295695
50539.75     0.933117     0.091712    -0.864866
50540.00     1.416164     0.178397    -0.547356
50540.25     1.558363     0.074343    -1.109247
50540.50     2.120073     0.166005    -0.908655
50540.75     2.241252    -0.034640    -1.200614
50541.00     2.505950     0.024169    -0.559796
50541.25     2.551994     0.041719    -0.341653
50541.50     2.823636     0.228351     0.335644
50541.75     2.625004     0.103265     0.325926
50542.00     2.723153     0.285840     1.240203
50542.25     2.562940     0.260419     1.005449
50542.50     2.514092     0.441870     1.326521
50542.75     2.095578     0.304406     0.898314
50543.00     2.064464     0.417215     1.418252
50543.25     1.629242     0.340667     0.885479
50543.50     1.699444     0.492487     1.235974
50543.75     1.375316     0.371739     1.035919
50544.00     1.247756     0.381169     1.416281
50544.25     0.764098     0.249149     0.977902
50544.50     0.665772     0.353716     1.258814
50544.75     0.165094     0.089364     0.581973
50545.00     0.021908     0.122348     0.872882
50545.25    -0.254757     0.003599     0.402472
50545.50    -0.178807     0.082346     0.435892
50545.75    -0.527461    -0.150582    -0.417758
50546.00    -0.419565    -0.072711    -0.313757
50546.25    -0.664259    -0.134375    -0.884535
50546.50    -0.613376    -0.052036    -1.021170
50546.75    -0.715656    -0.227504    -1.428738
50547.00    -0.531127    -0.134587    -0.909034
50547.25    -0.677966    -0.186927    -1.318715
50547.50    -0.479811    -0.041714    -1.079472
50547.75    -0.623493    -0.148940    -1.293514
50548.00    -0.661231    -0.063510    -0.915523
50548.25    -0.650159    -0.117087    -1.373140
50548.50    -0.199830     0.044914    -1.128590
50548.75    -0.233731    -0.062922    -1.358396
50549.00     0.044817     0.054485    -0.825942
50549.25     0.155762     0.084442    -0.967210
50549.50     0.413776     0.281433    -0.566484
50549.75     0.127655     0.197932    -0.662729
50550.00     0.009049     0.286137    -0.186034
50550.25    -0.398107     0.277017    -0.281821
50550.50    -0.592511     0.403754     0.218300
50550.75    -1.148427     0.209569     0.033876
50551.00    -1.293301     0.172924     0.454127
50551.25    -1.669102     0.014431    -0.027413
50551.50    -1.589223     0.057830     0.089944
50551.75    -1.638464    -0.168791    -0.435772
50552.00    -1.480134    -0.146622    -0.394659
50552.25    -1.374127    -0.258868    -1.041280
50552.50    -0.985507    -0.189135    -1.216838
50552.75    -1.079875    -0.371626    -1.800736
50553.00    -0.939389    -0.294441    -1.446578
50553.25    -0.888203    -0.322770    -1.660311
50553.50    -0.653960    -0.193689    -1.529829
50553.75    -0.782467    -0.378003    -1.879142
50554.00    -0.515050    -0.316129    -1.426691
50554.25    -0.384946    -0.348617    -1.525978
50554.50     0.037384    -0.185725    -1.179346
50554.75     0.084627    -0.347465    -1.266691
50555.00     0.368025    -0.202599    -0.475291
50555.25     0.477355    -0.164708    -0.208477
50555.50     0.763667     0.060878     0.521499
50555.75     0.706415    -0.034060     0.611478
50556.00     0.883528     0.136552     1.487103
50556.25     0.847243     0.073219     1.269763
50556.50     0.953222     0.135292     1.315616
50556.75     0.654998     0.000528     0.955729
50557.00     0.566243     0.162577     1.594756
50557.25     0.358823     0.128936     1.386175
50557.50     0.491450     0.262710     1.734800
50557.75     0.303068     0.161501     1.528672
50558.00     0.553175     0.331989     2.289317
50558.25     0.516470     0.255691     1.841047
50558.50     0.745716     0.378720     1.980987
50558.75     0.530055     0.272753     1.610397
50559.00     0.480231     0.364769     1.955756
50559.25     0.120463     0.287800     1.410824
50559.50     0.169298     0.442005     1.638622
50559.75    -0.104483     0.366844     1.522275
50560.00    -0.258511     0.444240     1.843317
50560.25    -0.531089     0.392059     1.561635
50560.50    -0.373417     0.512729     1.849780
50560.75    -0.723101     0.376413     1.454487
50561.00    -0.816042     0.433154     1.768748
50561.25    -0.887551     0.396893     1.669114
50561.50    -0.861631     0.619763     2.232070
50561.75    -0.916209     0.467630     1.886353
50562.00    -0.735785     0.542262     2.222797
50562.25    -0.693469     0.376431     1.508088
50562.50    -0.238009     0.463997     1.529556
50562.75     0.018310     0.314701     1.215744
50563.00     0.386659     0.328543     1.199805
50563.25     0.521977     0.210964     0.524316
50563.50     0.884453     0.320769     0.438384
50563.75     0.839937     0.124419    -0.196233
50564.00     1.046498     0.162192    -0.017506
50564.25     1.136753     0.086309    -0.522379
50564.50     1.487968     0.238346    -0.276110
50564.75     1.495367     0.051852    -0.648878
50565.00     1.754814     0.193583     0.135580
50565.25     1.789164     0.170202     0.120157
50565.50     1.988428     0.407137     0.975221
50565.75     1.864013     0.363018     1.257052
50566.00     1.871812     0.477423     2.067649
50566.25     1.618117     0.464843     2.019023
50566.50     1.874945     0.652070     2.725938
50566.75     1.862946     0.497833     2.532757
50567.00     2.071255     0.511075     2.705356
50567.25     2.047652     0.432572     2.382556
50567.50     2.236535     0.514843     2.349984
50567.75     1.984799     0.354473     1.807822
50568.00     1.921342     0.410990     2.117556
50568.25     1.622699     0.338691     1.737940
50568.50     1.726206     0.459794     1.883221
50568.75     1.444622     0.284734     1.575202
50569.00     1.341671     0.360723     2.101373
50569.25     1.011190     0.247955     1.729205
50569.50     1.147166     0.350786     2.002332
50569.75     0.969795     0.224684     1.652258
50570.00     1.018961     0.343500     1.901003
50570.25     0.870953     0.285209     1.294618
50570.50     1.203782     0.485885     1.637888
50570.75     1.158910     0.356415     1.238638
50571.00     1.299706     0.444849     1.646554
50571.25     1.333737     0.423532     1.464434
50571.50     1.617147     0.495576     1.604940
50571.75     1.416492     0.271779     1.104733
50572.00     1.461821     0.290110     1.223234
50572.25     1.386897     0.181646     0.648464
50572.50     1.633504     0.195319     0.346179
50572.75     1.328407     0.002203    -0.221182
50573.00     1.173991     0.100912     0.053006
50573.25     0.924215     0.011571    -0.500146
50573.50     1.092954     0.080288    -0.477256
50573.75     0.826172    -0.052467    -0.715798
50574.00     0.814409     0.048496    -0.151725
50574.25     0.753025    -0.044247    -0.445785
50574.50     1.079205     0.047444    -0.295663
50574.75     0.931661    -0.087136    -0.586398
50575.00     1.007176     0.053834    -0.150922
50575.25     0.933142    -0.001194    -0.563387
50575.50     1.114222     0.087167    -0.522357
50575.75     0.764421    -0.014850    -0.733711
50576.00     0.655424     0.114519    -0.149943
50576.25     0.363257     0.074392    -0.395849
50576.50     0.317467     0.141503    -0.451130
50576.75    -0.030225     0.033863    -0.589934
50577.00    -0.193324     0.107454    -0.265069
50577.25    -0.349363     0.074685    -0.554512
50577.50    -0.331916     0.157814    -0.399040
50577.75    -0.631577     0.025484    -0.781711
50578.00    -0.711688     0.148299    -0.262451
50578.25    -0.883314     0.107549    -0.518065
50578.50    -0.728496     0.165619    -0.486643
50578.75    -1.036134     0.067128    -0.625912
50579.00    -1.089286     0.136999    -0.242678
50579.25    -1.139937     0.051918    -0.551223
50579.50    -1.019575     0.117335    -0.520363
50579.75    -1.310005     0.006385    -0.605876
50580.00    -1.234894     0.145923     0.214570
50580.25    -1.231818     0.140546     0.272614
50580.50    -1.155748     0.286046     0.744803
50580.75    -1.224544     0.228788     0.890174
50581.00    -1.061163     0.377699     1.659187
50581.25    -0.924489     0.398773     1.726451
50581.50    -0.658660     0.479710     1.890140
50581.75    -0.723117     0.318742     1.517520
50582.00    -0.507527     0.373500     1.847140
50582.25    -0.416517     0.254791     1.296194
50582.50    -0.051015     0.287329     1.330194
50582.75    -0.166012     0.105693     0.820410
50583.00    -0.050390     0.158038     1.158089
50583.25    -0.099306     0.116744     0.831706
50583.50     0.011951     0.161439     0.827331
50583.75    -0.177225     0.084893     0.524996
50584.00    -0.125206     0.174670     0.896190
50584.25    -0.295794     0.096164     0.259126
50584.50    -0.222106     0.152865     0.147627
50584.75    -0.411725     0.054255    -0.091873
50585.00    -0.367688     0.140260     0.475553
50585.25    -0.613242     0.123144     0.356447
50585.50    -0.373470     0.250018     0.710017
50585.75    -0.698770     0.178844     0.472522
50586.00    -0.816116     0.263680     0.768789
50586.25    -0.995148     0.261106     0.362120
50586.50    -0.877016     0.332264     0.333325
50586.75    -1.351756     0.261630    -0.093298
50587.00    -1.241839     0.327797     0.302915
50587.25    -1.289167     0.301842     0.086572
50587.50    -0.948864     0.394273     0.313857
50587.75    -1.089780     0.247293    -0.143427
50588.00    -0.815367     0.316495     0.326850
50588.25    -0.760912     0.264617     0.008210
50588.50    -0.367957     0.347534     0.252646
50588.75    -0.596701     0.215946    -0.237734
50589.00    -0.333790     0.266073     0.160747
50589.25    -0.338559     0.177281    -0.270123
50589.50    -0.226097     0.243610    -0.201919
50589.75    -0.501954     0.109420    -0.648803
50590.00    -0.284043     0.187412    -0.076647
