-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KAN1        49718.000    1995     1     1     0
KAN1        52274.750    2001    12    31    18
KAN1      -466463.922 -4932743.133  4003353.666
50642.00    -0.112183     0.131597     1.064673
50642.25    -0.182692     0.031640     0.921527
50642.50    -0.231040     0.001962     1.121159
50642.75    -0.212157    -0.152435     1.252422
50643.00    -0.128024    -0.225791     2.070831
50643.25    -0.143344    -0.384943     1.486809
50643.50    -0.109578    -0.469723     0.450268
50643.75    -0.040383    -0.526583    -0.335019
50644.00    -0.064152    -0.351662     0.294337
50644.25    -0.096826    -0.321294    -0.620430
50644.50    -0.117265    -0.275620    -0.946331
50644.75    -0.166977    -0.240779    -1.339707
50645.00    -0.145883    -0.165028    -0.176736
50645.25    -0.183385    -0.184580    -0.436530
50645.50    -0.210612    -0.151522    -0.307348
50645.75    -0.205397    -0.146729    -0.170969
50646.00    -0.143967    -0.155146     1.292115
50646.25    -0.168249    -0.195460     0.861727
50646.50    -0.115031    -0.196862     0.930785
50646.75    -0.072810    -0.214315     1.168487
50647.00     0.021150    -0.208542     2.226623
50647.25     0.068846    -0.232028     1.562549
50647.50     0.117699    -0.244405     1.204705
50647.75     0.169805    -0.275212     0.756879
50648.00     0.261998    -0.267660     1.775753
50648.25     0.271226    -0.297402     0.876064
50648.50     0.346830    -0.232679     0.331014
50648.75     0.331657    -0.274938    -0.113680
50649.00     0.401288    -0.245322     0.727583
50649.25     0.362944    -0.238251    -0.074080
50649.50     0.359937    -0.182522    -0.259757
50649.75     0.350173    -0.193981    -0.695620
50650.00     0.360215    -0.201091     0.204151
50650.25     0.346672    -0.250078    -0.436236
50650.50     0.332984    -0.194581    -0.310059
50650.75     0.398462    -0.223623    -0.836066
50651.00     0.479304    -0.220251    -0.124836
50651.25     0.397982    -0.204399    -0.582374
50651.50     0.383456    -0.206767    -0.663048
50651.75     0.340182    -0.162186    -0.958934
50652.00     0.344175    -0.088209     0.202126
50652.25     0.286197    -0.142546    -0.200003
50652.50     0.222965    -0.074532    -0.136230
50652.75     0.212804    -0.065562    -0.221524
50653.00     0.241855    -0.038027     0.540162
50653.25     0.164004    -0.066550     0.139970
50653.50     0.133439    -0.024659     0.070244
50653.75     0.081810    -0.022760    -0.442020
50654.00     0.178461     0.033665     0.563941
50654.25     0.068077    -0.017281     0.280015
50654.50     0.006585    -0.064916     0.435007
50654.75    -0.007533    -0.087147     0.336700
50655.00     0.088321    -0.127329     1.918434
50655.25     0.028150    -0.195993     1.329484
50655.50     0.031557    -0.197688     1.231316
50655.75     0.075543    -0.262949     1.135576
50656.00     0.179005    -0.245659     1.853713
50656.25     0.182627    -0.330385     1.112193
50656.50     0.256087    -0.302003     0.902895
50656.75     0.316822    -0.404277     0.797922
50657.00     0.475025    -0.404765     1.389884
50657.25     0.506635    -0.497316    -0.029827
50657.50     0.544252    -0.532475    -0.768805
50657.75     0.609336    -0.584963    -1.896114
50658.00     0.626825    -0.487977    -1.285142
50658.25     0.660489    -0.501404    -2.597092
50658.50     0.680872    -0.385311    -2.919677
50658.75     0.710572    -0.342139    -3.900901
50659.00     0.675595    -0.239965    -2.984849
50659.25     0.594745    -0.207250    -4.187272
50659.50     0.574919    -0.130543    -4.603017
50659.75     0.491870    -0.143792    -4.934124
50660.00     0.402121    -0.068540    -3.693573
50660.25     0.324550    -0.075370    -4.431720
50660.50     0.260032    -0.020785    -4.268001
50660.75     0.167503    -0.033887    -4.321386
50661.00     0.125991    -0.058879    -2.616209
50661.25     0.006453    -0.141492    -2.944011
50661.50     0.002206    -0.187373    -2.488607
50661.75     0.000484    -0.269753    -2.283137
50662.00     0.091847    -0.287397    -0.958529
50662.25     0.071229    -0.381952    -1.700086
50662.50     0.104670    -0.353291    -1.674916
50662.75     0.165646    -0.377068    -2.059040
50663.00     0.238633    -0.356517    -0.782292
50663.25     0.254819    -0.367795    -1.532777
50663.50     0.326149    -0.371334    -1.464908
50663.75     0.365441    -0.456764    -2.044370
50664.00     0.485997    -0.500407    -1.138779
50664.25     0.539854    -0.601172    -1.900759
50664.50     0.627488    -0.639866    -2.113958
50664.75     0.674982    -0.663029    -2.884654
50665.00     0.762109    -0.656909    -1.853402
50665.25     0.767778    -0.641993    -3.218753
50665.50     0.765159    -0.569523    -3.297322
50665.75     0.679341    -0.488565    -3.526527
50666.00     0.612697    -0.425866    -2.157600
50666.25     0.532382    -0.379381    -2.725161
50666.50     0.495836    -0.287740    -2.554342
50666.75     0.421819    -0.298374    -3.197658
50667.00     0.407112    -0.293341    -2.116884
50667.25     0.213748    -0.300886    -3.024681
50667.50     0.122543    -0.208840    -2.805261
50667.75     0.039515    -0.143049    -2.841394
50668.00    -0.027992    -0.024302    -0.915471
50668.25    -0.061876     0.003897    -0.719697
50668.50    -0.028119     0.081969     0.059994
50668.75    -0.061106     0.113161     0.800372
50669.00     0.019869     0.128601     2.312858
50669.25     0.063592     0.063328     2.142538
50669.50     0.094015     0.044117     1.966214
50669.75     0.137709    -0.094053     1.280340
50670.00     0.255630    -0.127750     1.471567
50670.25     0.303244    -0.236479     0.236881
50670.50     0.304685    -0.208075    -0.438606
50670.75     0.390600    -0.192748    -1.344248
50671.00     0.422704    -0.142561    -0.713682
50671.25     0.403206    -0.093106    -1.362566
50671.50     0.361479     0.007592    -0.993059
50671.75     0.365285    -0.021519    -1.394494
50672.00     0.391761    -0.057448    -0.527549
50672.25     0.307635    -0.120355    -0.909767
50672.50     0.278510    -0.169956    -0.957130
50672.75     0.208488    -0.315253    -1.557187
50673.00     0.230521    -0.286858    -0.990968
50673.25     0.186936    -0.420420    -2.167024
50673.50     0.088431    -0.350730    -2.081536
50673.75    -0.041166    -0.282444    -2.172906
50674.00    -0.138900    -0.098743    -0.176782
50674.25    -0.276682     0.003110     0.356513
50674.50    -0.385215     0.119909     2.065029
50674.75    -0.460474     0.070106     3.543853
50675.00    -0.392147     0.088675     5.490218
50675.25    -0.457634    -0.041085     6.071580
50675.50    -0.414795    -0.077456     6.447238
50675.75    -0.289093    -0.127356     6.067693
50676.00    -0.081855    -0.076447     6.316607
50676.25    -0.065433    -0.096306     4.745306
50676.50     0.038006    -0.109819     3.769413
50676.75     0.157360    -0.176830     2.375841
50677.00     0.303307    -0.214813     2.558614
50677.25     0.324188    -0.310185     0.958512
50677.50     0.353276    -0.381887     0.259657
50677.75     0.305695    -0.458952    -1.635854
50678.00     0.297323    -0.288553    -1.359870
50678.25     0.319259    -0.295511    -2.344419
50678.50     0.327706    -0.146934    -2.204236
50678.75     0.313810    -0.062760    -2.558796
50679.00     0.318844    -0.013156    -1.022600
50679.25     0.301799     0.019623    -0.858890
50679.50     0.350507    -0.025958    -0.049864
50679.75     0.349135    -0.208254     0.041543
50680.00     0.370415    -0.239777     0.975236
50680.25     0.409191    -0.494960     0.130920
50680.50     0.387783    -0.520454    -0.193692
50680.75     0.381769    -0.573974    -0.989638
50681.00     0.402087    -0.487734    -0.340322
50681.25     0.306843    -0.512590    -1.865742
50681.50     0.298495    -0.500955    -1.800079
50681.75     0.262079    -0.432417    -2.364379
50682.00     0.298153    -0.392565    -0.996194
50682.25     0.220815    -0.361144    -1.788095
50682.50     0.280618    -0.374982    -1.500364
50682.75     0.188895    -0.328429    -2.530327
50683.00     0.148568    -0.243644    -1.587224
50683.25     0.014455    -0.251901    -2.533115
50683.50    -0.020072    -0.181405    -2.439849
50683.75    -0.111696    -0.160623    -2.754824
50684.00    -0.091836    -0.101141    -1.080009
50684.25    -0.165361    -0.106913    -1.499048
50684.50    -0.124025    -0.069297    -1.277974
50684.75    -0.117877    -0.076820    -1.177739
50685.00     0.003366    -0.036499    -0.111901
50685.25     0.002920    -0.032291    -0.562486
50685.50     0.026881    -0.040302    -0.488150
50685.75     0.014272    -0.032949    -0.996805
50686.00     0.074940     0.004092    -0.113164
50686.25     0.026827    -0.094631    -0.704137
50686.50     0.026680    -0.076652    -0.947370
50686.75     0.053370    -0.155782    -1.295435
50687.00     0.108378    -0.117256     0.048500
50687.25     0.105958    -0.204471    -0.525343
50687.50     0.112210    -0.155629    -0.121447
50687.75     0.125544    -0.173621    -1.115675
50688.00     0.222937    -0.136473     0.913557
50688.25     0.171451    -0.166747     0.564654
50688.50     0.131177    -0.114982     0.763167
50688.75     0.106654    -0.081092     0.483127
50689.00     0.163498    -0.051524     1.850131
50689.25     0.147724    -0.041793     1.508520
50689.50     0.074138     0.012558     1.698692
50689.75     0.036188     0.001003     1.645704
50690.00     0.069686     0.031062     2.504875
50690.25     0.043056    -0.029206     2.155128
50690.50    -0.003334    -0.065838     2.038219
50690.75     0.031578    -0.191774     1.746192
50691.00     0.149180    -0.120055     2.417965
50691.25     0.164132    -0.189465     1.543402
50691.50     0.183590    -0.114390     1.121607
50691.75     0.162711    -0.076681     0.194497
50692.00     0.195132     0.037649     0.845354
50692.25     0.205636     0.022922    -0.393318
50692.50     0.240516     0.084239    -0.672204
50692.75     0.330576    -0.024995    -1.703703
50693.00     0.451702    -0.038994    -1.306459
50693.25     0.475848    -0.189506    -2.657181
50693.50     0.561271    -0.260604    -3.097329
50693.75     0.679183    -0.385523    -4.344280
50694.00     0.800482    -0.407139    -3.992221
50694.25     0.823761    -0.486872    -5.218667
50694.50     0.854124    -0.400988    -5.503620
50694.75     0.775560    -0.356943    -6.166578
50695.00     0.654739    -0.232674    -4.620590
50695.25     0.522476    -0.218815    -5.276799
50695.50     0.399936    -0.145461    -4.654576
50695.75     0.257920    -0.140824    -4.083950
50696.00     0.178418    -0.081479    -2.126146
50696.25    -0.019583    -0.113122    -2.121827
50696.50    -0.139881    -0.107617    -1.518380
50696.75    -0.179736    -0.145886    -1.013405
50697.00    -0.145269    -0.131925     0.390788
50697.25    -0.214371    -0.157233    -0.144212
50697.50    -0.224363    -0.159067    -0.413595
50697.75    -0.130870    -0.142214    -0.728531
50698.00    -0.003163    -0.083549     0.241973
50698.25     0.044735    -0.113027    -0.458680
50698.50     0.097858    -0.065055    -0.434681
50698.75     0.168373    -0.114440    -0.423430
50699.00     0.326013    -0.134535     0.797351
50699.25     0.342704    -0.216102     0.386098
50699.50     0.443734    -0.268049     0.660490
50699.75     0.560528    -0.344827     0.403051
50700.00     0.621234    -0.249701     1.186018
50700.25     0.644831    -0.336668     0.532717
50700.50     0.648481    -0.453805     0.373637
50700.75     0.625227    -0.462837    -0.440754
50701.00     0.689736    -0.374728     0.473301
50701.25     0.603756    -0.407045    -0.320714
50701.50     0.593621    -0.359948    -0.255659
50701.75     0.517701    -0.279920    -0.237084
50702.00     0.489936    -0.073081     1.121748
50702.25     0.387818    -0.034401     0.654319
50702.50     0.300178     0.085399     0.527779
50702.75     0.224069     0.212034     0.446175
50703.00     0.222273     0.312119     1.748685
50703.25     0.144727     0.339456     1.213694
50703.50     0.141932     0.396561     0.983629
50703.75     0.147027     0.396417     0.663423
50704.00     0.196650     0.379937     1.426429
50704.25     0.158352     0.335976     0.706979
50704.50     0.184553     0.281180     0.436695
50704.75     0.200170     0.151207    -0.618377
50705.00     0.290494     0.089822     0.215687
50705.25     0.273010    -0.020542    -0.748114
50705.50     0.334567    -0.055023    -0.947168
50705.75     0.302517    -0.097541    -1.674998
50706.00     0.339157    -0.054601    -0.273307
50706.25     0.272180    -0.112330    -0.249426
50706.50     0.194496    -0.058838     0.338073
50706.75     0.118677     0.023480     0.789213
50707.00     0.087998     0.157443     2.466523
50707.25    -0.071711     0.209853     2.857185
50707.50    -0.239167     0.261881     3.964724
50707.75    -0.308214     0.055491     4.270881
50708.00    -0.213742    -0.093632     4.795548
50708.25    -0.153025    -0.234273     3.712819
50708.50    -0.160555    -0.199390     2.906515
50708.75    -0.190607    -0.104490     2.090987
50709.00    -0.223249     0.081709     3.298258
50709.25    -0.310104     0.163314     2.711225
50709.50    -0.314739     0.250302     2.954987
50709.75    -0.280390     0.239396     2.668267
50710.00    -0.132641     0.131727     4.163163
50710.25    -0.132553    -0.020883     3.468616
50710.50    -0.033397    -0.142179     3.300435
50710.75     0.195500    -0.382971     1.900472
50711.00     0.461656    -0.473248     1.107767
50711.25     0.566386    -0.607887    -1.381522
50711.50     0.582628    -0.616504    -2.697830
50711.75     0.531069    -0.509559    -4.320511
50712.00     0.537445    -0.341764    -3.565792
50712.25     0.419738    -0.209549    -4.229870
50712.50     0.390154    -0.053714    -4.092035
