hydunit|avgpf|avgrf|avgtmrf|eros|mannit|mannrun|mannlea|comnit|comnrun|comnlea|lbspest|pestrun|pestlea|priorlea|priorrun
05110001| 14.93|   6.35|   1.05|   2782055|  3169273.69| 14066518.01| 50532522.53|  7876920.82|  8255928.72|125593659.09|  1129766.01|   7869.16|  6277.664|     3|     4
05110002| 15.45|   6.54|   1.14|   1817390|  2046178.29|  8922771.41| 33768901.47|  8401381.97|  9538163.13|138651377.95|   780621.17|   3996.27|  4564.979|     3|     3
05110003| 12.01|   7.48|   1.46|    524510|   751536.91|  4028333.55| 10119638.58|  4367624.56|  6395895.53| 58811192.40|   201061.23|   3617.25|   154.858|     2|     2
05110004| 12.07|   7.83|   1.41|    585454|   465434.42|  2490348.23|  6527465.06|  3126406.29|  4408381.92| 43846151.08|   333338.91|   5858.74|   332.135|     2|     0
05110005|  9.34|   7.73|   1.31|   2173860|   251764.75|  1438566.34|  2782742.27|  7581519.62|  9943171.28| 83798129.30|   632627.56|  14929.84|   858.400|     2|     4
05110006|  9.86|   7.51|   1.41|   1247849|   608229.21|  3711858.95|  7077996.82|  3725006.54|  5234968.67| 43348106.36|   455554.85|  11297.56|   497.003|     2|     3
05120101|  4.38|   4.98|   1.20|   2250825|  6216702.47| 29221774.57| 33725129.19| 26876896.64| 32257420.69|145805081.67|  1775852.48|  73115.19|  1129.323|     3|     4
05120102|  4.27|   4.78|   1.16|    708503|  1190436.32|  5367467.29|  6327423.36|  8975019.01| 10429805.57| 47704143.44|   498246.50|  29387.68|   224.819|     2|     3
05120103|  4.42|   5.58|   1.30|   1004045|  1496468.21|  8021650.93|  8156646.88| 12891582.33| 16814048.14| 70266834.85|   988767.61|  43011.64|   460.835|     2|     4
05120104|  5.71|   4.79|   1.18|   1377449|  1821817.03|  8207816.53| 12198640.87| 13009615.69| 15310313.54| 87110630.25|   770140.98|  35330.73|  1372.677|     3|     4
05120105|  6.45|   5.64|   1.19|   1007801|  1651560.15|  8571715.10| 12495364.48| 10536514.00| 12501339.02| 79717098.51|   859060.69|  15284.96|  1092.368|     3|     4
05120106|  7.54|   4.89|   1.14|   1704413|  5359403.94| 24893122.00| 47104364.24| 33117405.89| 37831448.07|291072359.62|  2213012.37|  53927.97|  8142.672|     3|     4
05120107|  7.45|   6.40|   1.26|   1393972|  1551833.94|  9516506.17| 13131313.96| 15334517.22| 19318571.50|129757672.79|   967020.13|  16136.67|   438.988|     2|     4
05120108|  7.44|   5.43|   1.21|   3499912|  1313521.08|  6253797.13| 11528849.61| 37029449.13| 44802102.70|325009591.77|  2673487.92|  42828.31|  1199.753|     3|     4
05120109|  6.34|   6.40|   1.34|   2469133|   344644.03|  2112272.80|  2551036.85| 33128344.63| 44344329.39|245214251.77|  1812465.01|  38319.57|   282.516|     2|     4
05120110|  7.99|   6.57|   1.42|   1226177|  1203318.39|  6937765.84| 11153508.04| 14069915.92| 19970655.44|130413464.23|  1218096.36|  21417.24|   700.635|     2|     4
05120111|  8.29|   6.30|   1.29|   3500467|   971899.48|  4967204.67|  8699155.18| 30819365.16| 39768825.71|275854083.47|  1784745.48|  33180.15|  1827.307|     3|     4
05120112|  6.82|   7.56|   1.43|   4296590|  1973086.77| 13297570.21| 15540167.19| 53871948.88| 77294465.61|424299176.76|  2770939.11|  54123.14|  1319.435|     3|     4
05120113|  9.99|   7.38|   1.58|   2637897|  1065837.94|  7219710.48| 11760557.65| 22187293.49| 35066816.04|244816715.27|  1331868.11|  30289.41|  1689.840|     3|     4
05120114|  5.82|   8.05|   1.70|   3883863|  1855791.16| 13122685.72| 12804010.32| 45038039.09| 76445660.98|310739446.45|  2122229.84|  47725.19|  1725.278|     3|     4
05120115|  5.58|   7.98|   1.84|   1954919|   413862.13|  2904478.48|  2743541.74| 16857219.88| 31054695.67|111748534.01|   911870.53|  23071.47|   673.967|     2|     4
05120201|  6.87|   6.01|   1.15|   3110974|  1600596.59|  8364516.90| 12752495.59| 37418265.23| 42998212.52|298124003.62|  2385490.49|  44505.68|  1203.786|     3|     4
05120202|  8.66|   6.51|   1.35|   2596270|  3517405.43| 16439743.84| 33647507.36| 13411827.06| 18168018.51|128297564.26|  1049966.98|  22381.39|  1196.161|     3|     4
05120203|  7.71|   6.55|   1.33|   1818151|   705973.92|  3553782.23|  6356751.17| 12999010.51| 17255633.00|117046074.14|  1072847.51|  21672.36|  1087.342|     3|     4
05120204|  8.16|   6.72|   1.24|   1592979|   871371.11|  5356220.67|  8015433.29| 20219867.40| 25076863.45|185995376.78|  1303419.21|  24072.17|   699.849|     2|     4
05120205|  8.04|   5.96|   1.33|    796908|   647356.20|  3589577.18|  5986049.06| 10569613.01| 14097555.18| 97736334.16|   753870.78|  14186.81|   821.915|     2|     3
05120206|  7.84|   5.35|   1.01|   1498836|  1826566.87|  8249556.42| 15793745.44| 12310446.59| 12386827.23|106444534.48|   924544.81|  19354.42|   845.907|     2|     4
05120207|  6.98|   6.65|   1.17|   1298649|  2317636.66| 11793978.34| 19400372.35| 10935820.97| 12823392.58| 91541095.27|   711838.33|  15060.90|   925.092|     2|     4
05120208| 10.50|   6.13|   1.18|   1632731|  4554009.31| 17590658.12| 51035283.85| 10900112.61| 12860353.89|122153975.29|   617336.97|  11526.25|   418.581|     2|     4
05120209|  8.71|   7.46|   1.46|   1155982|  5871483.81| 32546717.28| 57933964.58|  7020997.24| 10237491.23| 69276220.19|   411284.35|   8515.17|   377.133|     2|     4
05130101| 14.87|   2.64|   0.45|     24785|   159066.84|   436686.31|  2409005.72|    40593.72|    18332.65|   614776.17|    24568.40|     34.65|   241.128|     0|     0
05130102| 15.19|   5.41|   0.94|     70767|   217166.61|   542008.19|  3235745.77|   406294.97|   381420.23|  6053726.44|    61032.80|    122.33|   431.614|     0|     0
05130103| 15.59|   5.02|   0.96|   1078602|  1229989.15|  4299585.14| 18774979.77|  3854649.18|  3710600.22| 58838698.09|   512317.53|   1281.52|  4504.830|     3|     2
05130104| 19.32|   4.52|   0.87|    122809|   685493.16|  2156598.67| 11531694.68|   706336.66|   614655.30| 11882333.93|    23550.38|     61.99|   249.450|     2|     0
05130105| 18.27|   5.43|   0.94|    411644|   574070.26|  1892507.72| 10555513.17|   716892.31|   673715.03| 13181602.81|   104294.18|    227.71|   892.621|     0|     0
05130106| 16.56|   5.58|   1.34|    168673|   193366.30|   743436.37|  3575366.71|   218849.19|   292963.76|  4046548.46|    27777.30|     79.37|   311.628|     0|     0
05130107| 16.48|   8.15|   1.65|   1293429|  1065300.77|  4767018.91| 20433345.36|  1498666.95|  2466046.66| 28745665.24|   121409.38|    931.72|  1255.569|     3|     2
05130108| 18.38|   8.17|   1.29|    328505|   740588.10|  3564298.79| 13971546.01|  1345785.40|  1736405.90| 25388880.24|   124373.50|    444.21|  1196.786|     3|     0
05130201| 14.84|   7.36|   1.04|    422597|   430733.06|  2007840.73|  6510996.71|   558561.59|   583142.45|  8443263.35|   262048.20|    811.28|  1666.899|     2|     0
05130202| 13.30|   6.83|   1.57|     68121|    96335.64|   287226.25|  1522086.76|   224529.44|   353059.60|  3547527.11|     6609.96|    160.86|    14.826|     0|     0
05130203| 16.75|   8.01|   1.39|    152242|   491615.62|  2653613.94|  7535080.70|  1384925.59|  1928613.27| 21227002.47|    73560.24|    738.07|   974.466|     0|     0
05130204| 15.80|   8.85|   1.69|    145538|   281474.12|  1280044.80|  4936695.59|   876940.17|  1482300.16| 15380407.72|    95846.60|   2901.40|   523.695|     0|     0
05130205| 14.50|   5.91|   1.07|   1726176|   514140.79|  2067568.28|  8553975.11|  4756127.35|  5108172.15| 79129677.36|   356938.79|   3898.55|   853.835|     2|     2
05130206| 14.68|   5.71|   1.04|   2801292|  1271308.49|  5958579.31| 19936590.30|  7468162.07|  7790459.34|117115309.41|   993395.30|  11236.40|  1508.266|     3|     4
05140101|  7.32|   6.07|   1.06|    912829|   488977.29|  1936353.99|  4059882.00|  4141786.56|  4394432.63| 34388436.89|   372142.90|   6481.33|   380.543|     2|     2
05140102| 10.67|   6.42|   1.19|   1503467|  1518003.84|  6471376.62| 16067142.27|  2947377.76|  3502980.34| 31196190.98|   499272.82|   4840.71|   702.589|     2|     3
05140103| 12.36|   6.74|   1.19|    877428|  1724779.37|  8127865.71| 20917358.33|  3642356.90|  4321867.75| 44172887.10|   312388.57|   4057.75|  1258.108|     3|     2
05140104| 11.64|   4.65|   0.84|   1402247|  2453661.91|  8102561.23| 30415062.70|  8120487.67|  6840211.85|100659810.10|   529423.49|   8433.05|   355.191|     2|     4
05140201|  9.92|   6.85|   1.21|   1380926|  1798915.78|  8779912.73| 20669208.92|  9069789.74| 10963107.52|104210202.94|   736531.13|  14921.84|   753.056|     2|     4
05140202|  9.60|   6.77|   1.26|   2297169|   382848.97|  2255037.08|  3967815.27| 10153653.91| 12796907.13|105231635.17|   914463.42|  20288.95|  1124.119|     3|     4
05140203| 10.83|   6.56|   1.37|   1007777|   247773.83|  1229949.75|  3083222.42|  4676821.16|  6411742.91| 58196944.74|   358512.04|   9323.92|   573.425|     2|     4
05140204|  8.42|   8.21|   1.83|   1857761|   214179.30|  1396939.58|  2122592.47| 18584988.70| 34001056.51|184183795.84|   831752.01|  22378.99|   623.849|     2|     4
05140205| 12.04|   8.12|   1.55|    775557|   248299.63|  1573944.86|  3423921.75|  4649158.79|  7218216.75| 64109461.66|   302909.55|   6503.11|   460.860|     2|     3
05140206| 10.80|   9.01|   2.01|   1707935|   449583.70|  3243351.57|  5354601.69|  6060742.24| 12188652.88| 72184246.13|   439549.27|   6806.82|  2446.611|     3|     4
06010101| 11.06|   1.61|   0.00|     59284|   463326.66|  1169243.75|  5666160.14|   279484.94|        0.00|  3417904.84|        0.00|      0.00|     0.000|     0|     0
06010102|  9.89|   4.52|   0.77|    494472|   911351.91|  2243493.68|  9904484.28|   898182.55|   695293.87|  9761360.92|    98706.67|    480.59|   706.562|     0|     0
06010103| 17.61|   5.02|   0.83|     76044|   107804.83|   322414.87|  1988874.89|   163732.88|   136569.82|  3020682.77|    89308.20|    124.68|   877.322|     0|     0
06010104| 11.58|   4.89|   0.90|    256110|   458175.89|  1186880.17|  5393670.56|   350376.44|   315243.55|  4124649.83|   119640.40|    280.03|  1494.082|     2|     0
06010105| 12.72|   4.52|   0.76|   1127493|   494597.31|  1126647.02|  6747060.35|  2967622.88|  2244440.91| 40482894.42|   699282.05|   4022.89|  1936.448|     3|     2
06010106| 11.88|   2.16|   0.37|     25515|   193976.43|   340037.02|  2760582.94|   175361.09|    65053.31|  2495658.07|     7770.00|     28.27|   207.345|     0|     0
06010107| 11.89|   4.28|   0.55|    158586|   389453.27|  1302509.37|  3947057.14|   449263.84|   246474.20|  4553229.36|    47079.70|    539.03|   253.428|     0|     0
06010108| 10.22|   3.15|   0.40|    637712|  1469193.83|  4196463.29| 19287192.73|   960976.09|   381891.92| 12615442.99|   292091.40|   1243.49|  3805.135|     3|     0
06010201| 15.68|   6.66|   1.23|     71841|   519601.81|  1835942.82|  8268846.15|   606475.60|   748964.76|  9651339.31|    31593.00|    543.53|   322.645|     0|     0
06010202| 26.23|   3.55|   0.00|       489|   373861.98|  1422740.37|  9784468.68|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
06010203|  8.23|   8.40|   0.00|     21335|    12121.02|    23722.52|   200009.94|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
06010204| 18.08|   5.84|   0.99|    329305|   441869.92|  1631867.70|  8376538.27|   579084.82|   573165.44| 10977724.18|    90871.52|    475.82|   684.555|     0|     0
06010205| 13.65|   4.31|   0.53|    194416|   452435.77|   970783.54|  5957488.20|   254250.11|   134292.55|  3347860.85|   116325.14|    198.87|  1098.261|     2|     0
06010206| 13.80|   5.54|   0.71|    183177|   210621.00|   541226.19|  3348083.42|   195356.05|   139446.41|  3105427.92|   104000.85|    553.65|   566.496|     0|     0
06010207| 18.94|   7.02|   0.00|     39216|   128147.00|   488105.55|  2089219.74|    51067.89|        0.00|   832575.37|    17523.00|     21.77|   167.004|     0|     0
06010208| 21.46|   4.88|   0.87|    196743|   332126.11|  1463130.53|  5906124.39|   406940.09|   355720.02|  7236524.81|    35841.00|    129.84|   251.454|     0|     0
06020001| 18.69|   7.07|   0.93|     80799|  2557890.66| 11769960.89| 46280039.29|   697490.16|   647127.10| 12619723.12|    18320.84|     62.66|    88.415|     2|     2
06020002| 19.54|   6.82|   1.13|    170167|  4330657.83| 15551119.80| 90300542.14|  1062381.74|  1197366.15| 22152211.35|    87189.48|    258.02|   722.662|     2|     2
06020003| 20.03|   9.53|   1.20|     59714|   874110.01|  3981187.65| 20574414.04|   185954.50|   222814.63|  4376914.63|    19567.53|     81.84|   163.118|     2|     0
06020004| 20.37|   7.93|   1.25|     96680|   323876.05|  1671491.66|  6712129.40|   468589.74|   585363.35|  9711230.64|    44927.00|    492.96|   287.605|     0|     0
06030001| 18.82|   9.32|   1.65|   1265096|  9826383.62| 64418553.92|187797115.71|  4730464.80|  7812123.61| 90406367.25|   339002.58|   4807.42|  8005.388|     3|     3
06030002| 18.35|   9.82|   1.69|   3568382|  6857769.28| 50222255.42|120736887.50| 11417211.47| 19326614.47|201009762.88|  1530651.39|  25231.55| 27546.416|     3|     4
06030003| 21.50|   9.48|   1.69|    622225|  1890891.90| 10461636.61| 38932435.91|  3342497.93|  5642775.90| 68820214.65|   221744.22|   5191.39|  1820.454|     3|     2
06030004| 18.74|   7.84|   1.53|    570864|   667553.45|  3124934.05| 13576903.07|  2722310.74|  4153077.62| 55367175.34|   139920.96|   1742.04|  2325.418|     3|     0
06030005| 17.19|  10.60|   1.97|   2550949|  2161360.12| 13804196.62| 40844651.40|  7850219.48| 15465433.01|148350788.32|   998800.45|  14663.22| 18862.481|     3|     4
06030006| 17.07|  11.64|   2.58|    322634|  2732766.18| 18276374.57| 50629020.26|  1635167.89|  4217451.95| 30294193.69|    69094.51|   1466.47|   488.519|     2|     2
06040001| 16.78|  11.74|   2.75|    979085|   342859.63|  2209948.79|  6766531.23|  3149426.49|  8673981.45| 62155735.52|   272323.13|   3705.30|  1886.260|     3|     2
06040002| 17.63|  10.13|   1.85|    617652|  2672574.72| 16479808.26| 44854887.71|  4383211.38|  8100939.78| 73565185.14|   165530.02|   3176.58|  1119.595|     3|     2
06040003| 16.33|   9.25|   1.73|    432596|   400914.58|  1792332.40|  7078453.54|  1486111.59|  2569097.23| 26238436.53|   136336.23|   3184.96|   744.933|     0|     0
06040004| 19.56|   9.53|   1.91|    168077|   140247.48|   653563.87|  3025994.87|   629789.50|  1204109.92| 13588406.63|    62672.10|    670.51|   605.877|     0|     0
06040005| 14.73|  10.24|   2.04|    888561|   601857.07|  3240614.81| 10119438.81|  4883837.56|  9946438.97| 82115335.32|   273446.86|   2384.24|  2404.347|     3|     2
06040006| 12.92|  10.77|   1.90|    704617|   771973.06|  5867803.48| 10937645.68|  3399914.06|  6445981.61| 48171441.67|   246006.15|   1722.49|  2240.506|     3|     2
07010101|  2.36|   3.30|   0.43|     71454|   277551.02|   668758.15|  1057598.39|   536409.32|   229031.05|  2043968.82|     6936.55|     73.01|     8.156|     0|     0
07010102|  4.43|   0.73|   0.00|      4550|   221403.70|   415110.70|   876490.57|   528731.57|        0.00|  2093136.85|        0.00|      0.00|     0.000|     0|     0
07010103|  2.23|   2.16|   0.98|     23542|   274754.76|   813332.57|  1127732.04|    34167.14|    33456.08|   140239.19|     4727.89|     58.44|     0.365|     0|     0
07010104|  2.33|   2.87|   0.85|    495401|  2374485.80|  8076630.36|  9984305.19|  6113509.55|  5173659.74| 25706258.20|   303404.18|   1257.51|   149.050|     0|     2
07010105|  2.77|   2.55|   1.36|     32866|   183578.15|   327531.66|   785792.87|  1614093.81|  2199504.17|  6909010.71|    20690.26|    118.05|     1.618|     0|     0
07010106|  2.39|   2.08|   0.64|    241154|  1839117.86|  4181644.30|  7926268.78|  4574376.33|  2908610.83| 19714743.20|   179099.33|    604.62|    40.154|     0|     0
07010107|  2.63|   1.50|   0.56|    148300|  1818806.13|  4486798.58|  7401103.85|  5079195.67|  2820304.64| 20668313.15|   190695.12|    672.79|    43.294|     0|     0
07010108|  2.71|   2.25|   0.64|    408716|  2298947.01|  6737082.12|  9512788.31|  8999166.46|  5744269.69| 37237554.91|   295596.23|   1026.98|   301.514|     2|     2
07010201|  2.72|   2.92|   1.03|    525745|  4675801.96| 14115079.81| 17961965.92|  7444964.98|  7704588.61| 28599630.30|   335817.98|   1339.67|   142.304|     2|     2
07010202|  2.67|   2.46|   0.87|    869542|  4942548.87| 12680134.27| 18496515.23|  8712480.30|  7539550.71| 32604740.79|   478335.23|   1662.05|    39.700|     2|     2
07010203|  3.75|   2.57|   0.88|    543030|  3522785.15| 10619833.75| 18708989.09|  7359535.95|  6458100.51| 39085403.12|   478068.82|   5637.33|  1360.455|     3|     2
07010204|  2.69|   3.45|   1.26|   1623905|  5412847.91| 19736585.92| 22442319.57| 12074993.18| 15226050.75| 50064376.55|   867341.12|  29180.78|   210.656|     2|     4
07010205|  2.21|   4.51|   1.45|   1653935|  3774315.97| 16357508.77| 12504217.80| 12256621.19| 17722226.92| 40605890.52|   915539.69|  47491.49|    72.694|     2|     4
07010206|  3.91|   2.65|   0.85|    473862|   772810.77|  2614801.77|  4194793.78|  3080659.17|  2608591.38| 16721725.95|   176190.40|  10469.90|   394.045|     0|     2
07010207|  3.14|   2.81|   0.97|    460458|  1620121.22|  5190885.75|  7025341.47|  5359978.97|  5194367.42| 23242509.34|   342830.19|   6941.36|  1507.777|     2|     3
07020001|  0.45|   2.27|   0.82|   1142604|  1569679.99|  2986813.59|  2339237.21| 12658458.30| 10430831.16| 18864441.71|   694552.07|   4398.17|     0.907|     0|     3
